source_id,owner,dataset,domain,source_type,official_nonofficial,url,access_method,authentication,cost,rate_limits,historical_coverage,divisions_covered,team_coverage,player_coverage,grain,update_cadence,format,estimated_data_volume,stable_ids,join_keys,timestamp_fields,point_in_time_feasibility,known_at_feasibility,source_quality,completeness,schema_stability,licensing,redistribution,attribution,acquisition_priority,fallback_source,project_role,inclusion_status,exclusion_reason,notes
SRC-043,Texas A&M / official opponents,Game notes and media guides,depth/starter/context/history,official athletics documents,OFFICIAL,https://12thman.com/sports/football/archives,PDF/HTML,none,free,source-specific,deep A&M archive; opponent dependent,A&M/opponents,varies,varies,document/game/player,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,publication/game date,DIRECT_PREGAME_SAFE_IF_PUBLICATION_KNOWN,REVIEW_REQUIRED,VERY_HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,PRIMARY,SRC-005;SRC-014,A&M depth/starter/staff/context reconstruction,INCLUDE,,
SRC-044,IRS,Form 990 / TEOS bulk data,institution/foundation resources,federal public filing,OFFICIAL_GOVERNMENT,https://www.irs.gov/charities-non-profits/public-disclosure-datasets-and-downloads,bulk XML/search,none,free,source-specific,electronic filings; current postings through 2026,tax-exempt organizations,varies,varies,organization-filing-year,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,tax year/filing/posting date,HISTORICAL_AGGREGATE_ONLY,REVIEW_REQUIRED,VERY_HIGH,varies,MEDIUM,US_GOV_PUBLIC_DATA_TERMS,PUBLIC_DATA_WITH_PROVENANCE,source-specific,OPTIONAL,SRC-007;SRC-008,private nonprofit institutional/foundation proxy context only,INCLUDE,,Never label as football spending unless filing explicitly supports that interpretation.
SRC-045,NCAA,Membership Financial Reporting System,athletics finance,member reporting system,OFFICIAL_RESTRICTED,https://frs.ncaa.org/,member/login system,restricted login,not public,source-specific,annual reporting,NCAA institutions,varies,varies,institution-year,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,varies,HISTORICAL_AGGREGATE_ONLY,REVIEW_REQUIRED,HIGH,varies,MEDIUM,RESTRICTED_MEMBER_SYSTEM,NOT_AUTHORIZED_WITHOUT_LICENSE,source-specific,RESEARCH_ONLY,SRC-007;SRC-004,source-awareness only unless legitimate access obtained,DEFERRED,,Do not bypass access control; public alternatives remain primary.
SRC-046,NCAA,Transfer Portal / Transfer Research Dashboard,transfers,governing-body database/research,OFFICIAL_GOVERNING_BODY,https://www.ncaa.org/what-we-do/research/student-athlete-transfer-research/,public aggregate dashboard + restricted portal,portal restricted; dashboard public,free aggregate/restricted detailed,source-specific,current era,NCAA,varies,varies,aggregate transfer trends / restricted player records,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,entry/report/publication where available,AGGREGATE_SAFE_BY_PUBLICATION; DETAILED_ACCESS_RESTRICTED,REVIEW_REQUIRED,VERY_HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,VALIDATION,SRC-002;SRC-047,rules/aggregate validation; no access bypass,INCLUDE,,NCAA describes Transfer Portal as centralized database. Detailed portal is not treated as a public acquisition API.
SRC-047,On3,Transfer Portal Wire/Rankings,transfers/recruiting,commercial publisher,NONOFFICIAL_COMMERCIAL_PUBLISHER,https://www.on3.com/transfer-portal/wire/football/,public web / paid products,varies,free viewing + commercial,source-specific,modern transfer era,college football,varies,varies,player-transfer/ranking,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,varies,DIRECT_PREGAME_CANDIDATE_IF_ARCHIVED,REVIEW_REQUIRED,MEDIUM,varies,MEDIUM,TERMS_REVIEW_REQUIRED,DO_NOT_REPACKAGE_WITHOUT_PERMISSION,source-specific,RESEARCH_ONLY,SRC-002;official school announcements,manual validation/research candidate only,INCLUDE,,Public visibility does not establish automated collection/redistribution rights.
SRC-048,NCAA Statistics,FCS/DII/DIII Football Stats,lower-division strength,official governing-body stats,OFFICIAL_GOVERNING_BODY,https://www.ncaa.org/sports/2013/11/19/ncaa-football-statistics,HTML/PDF/stats.ncaa.org,none,free,source-specific,FCS historical; DII/DIII ranking summaries 2001+ and current archives,FCS/DII/DIII,varies,varies,team/player/week/season,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,week/season/game,HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION,REVIEW_REQUIRED,VERY_HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,PRIMARY,SRC-015,bounded lower-division strength/translation input,INCLUDE,,
SRC-049,NAIA,PrestoStats / NAIA Stats,lower-division stats,official association stats platform,OFFICIAL_ASSOCIATION,https://www.naia.org/membership/resources/sports-information-directors/,public scoreboard/stats; member upload platform,public viewing/member upload,free viewing,source-specific,Presto migration from 2021; historical migration stated,NAIA,varies,varies,game/team/player/season,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,game/season/update,HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,PRIMARY,SRC-051;team sites,NAIA opponent/transfer translation prior,INCLUDE,,NAIA requires member schools to submit final stats via PrestoStats; 2026 partnership adds data feed to NAIA.org.
SRC-050,NJCAA,NJCAA Football Statistics,JUCO stats,official association website,OFFICIAL_ASSOCIATION,https://www.njcaa.org/sports/fball/index,public HTML stats,none,free,source-specific,online leader/team stats visible back to at least 2005-06 in research,NJCAA DI/DIII football,varies,varies,team/player/season,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,season/game,HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,PRIMARY,team/conference sites,JUCO transfer translation prior,INCLUDE,,
SRC-051,NAIA,NAIA Football Polls,lower-division rankings,official association poll,OFFICIAL_ASSOCIATION,https://www.naia.org/sports/football/,HTML/archive,none,free,source-specific,historical/current,NAIA,varies,varies,poll/team-rank/date,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,poll publication,DIRECT_PREGAME_SAFE_AFTER_PUBLICATION,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,SECONDARY,SRC-49 stats,lower-division strength prior/validation,INCLUDE,,
SRC-052,NJCAA,NJCAA Football Rankings,JUCO rankings,official association ranking,OFFICIAL_ASSOCIATION,https://www.njcaa.org/sports/fball/rankings/DI/index,HTML/archive,none,free,source-specific,historical/current,NJCAA,varies,varies,poll/team-rank/date,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,ranking publication,DIRECT_PREGAME_SAFE_AFTER_PUBLICATION,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,SECONDARY,SRC-050 stats,JUCO strength prior/validation,INCLUDE,,
SRC-053,NCAA Statistics,Football Attendance Records,attendance/venue context,official governing-body records,OFFICIAL_GOVERNING_BODY,https://www.ncaa.org/championships/statistics-and-records/football/,PDF/HTML,none,free,source-specific,historical annual records,NCAA divisions,varies,varies,team/season/game where available,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,season/year,HISTORICAL_AGGREGATE_ONLY,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,SECONDARY,school gamebooks,venue/program context candidate,INCLUDE,,
SRC-054,NCAA Division I Governance,House settlement roster-limit implementation,regulatory environment,official governance,OFFICIAL_GOVERNING_BODY,https://www.ncaa.org/news/2025/6/23/media-center-division-i-board-of-directors-formally-adopts-changes-to-rules-related-to-house-settlement.aspx,HTML/policy,none,free,source-specific,effective July 1 2025,Division I,varies,varies,rule/effective-date,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,adoption/effective date,DIRECT_SAFE_BY_EFFECTIVE_DATE,REVIEW_REQUIRED,VERY_HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,PRIMARY,SRC-013;LSDBi,roster/resource-era semantics,INCLUDE,,
SRC-055,NCAA Division I Governance / LSDBi,Age-based eligibility and transfer legislation,eligibility/transfer regulatory environment,official governance,OFFICIAL_GOVERNING_BODY,https://www.ncaa.org/division-i-adopts-age-based-eligibility-model/,HTML/LSDBi,none,free,source-specific,2026 changes + archived legislation,Division I; DII analogous changes separately,varies,varies,rule/effective-date,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,proposal/adoption/effective date,DIRECT_SAFE_BY_EFFECTIVE_DATE,REVIEW_REQUIRED,VERY_HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,PRIMARY,SRC-013,player eligibility/experience era semantics,INCLUDE,,
SRC-056,NCAA / College Sports Commission context,NIL/House settlement policy,resource/regulatory context,official governance,OFFICIAL_GOVERNING_BODY,https://www.ncaa.org/student-athletes/name-image-likeness/,HTML/policy,none,free,source-specific,current evolving post-House era,Division I primarily,varies,varies,policy/effective-date,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,policy publication/effective date,DIRECT_SAFE_BY_EFFECTIVE_DATE,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,RESEARCH_ONLY,SRC-054;SRC-007,regulatory context; not a fabricated team NIL-spend metric,INCLUDE,,
SRC-057,FAA / U.S. DOT,Airport reference data,travel,government reference data,OFFICIAL_GOVERNMENT,https://www.transportation.gov/resources/individuals/privacy/national-flight-data-center-nfdc,bulk/reference,none,free,source-specific,current/historical products vary,US,varies,varies,airport/coordinate,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,dataset/version,DIRECT_SAFE_STATIC_OR_EFFECTIVE_DATED,REVIEW_REQUIRED,HIGH,varies,MEDIUM,US_GOV_PUBLIC_DATA_TERMS,PUBLIC_DATA_WITH_PROVENANCE,source-specific,OPTIONAL,venue coordinates/direct geodesic,travel/airport context if empirically useful,INCLUDE,,
SRC-058,SportsDataverse upstream recruiting assets,247-derived recruits/team talent,recruiting,derived open dataset,NONOFFICIAL_DERIVED,https://github.com/sportsdataverse/cfbfastR-cfb-data,bulk repository,none,free repository,source-specific,recruits from 2002; team talent from 2005 per current repo docs,FBS/recruiting universe,varies,varies,recruit/team-season,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,class/year; upstream snapshot semantics require review,DIRECT_PREGAME_CANDIDATE_IF_SNAPSHOT_SEMANTICS_PROVEN,REVIEW_REQUIRED,MEDIUM,varies,MEDIUM,UPSTREAM_247_TERMS_REVIEW,REVIEW_REQUIRED,source-specific,SECONDARY,SRC-002;licensed recruiting source,recruiting candidate with explicit upstream lineage,INCLUDE,,Must not treat public repo availability as proof of upstream redistribution rights or timeless PIT state.
SRC-059,CollegeFootballData,GraphQL/live subscription tier,live/Phase5,paid API tier,NONOFFICIAL_AGGREGATOR,https://graphqldocs.collegefootballdata.com/,GraphQL subscriptions,Tier 3+,paid tier,source-specific,current/live; historical tables endpoint-dependent,FBS/FCS,varies,varies,query/subscription event,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,event/subscription timestamps,CURRENT_GAME_ONLY_FOR_LIVE,CURRENT_GAME_ONLY_FOR_LIVE,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,OPTIONAL,SRC-034;SRC-033,future live lane only,INCLUDE,,
SRC-060,College Football Playoff,All-time championship game officials,officiating,official postseason archive,OFFICIAL,https://collegefootballplayoff.com/,HTML archive,none,free,source-specific,CFP era championship games,CFP,varies,varies,game/official,varies,HTML/JSON/CSV,variable,source-specific,canonical mapping required,game date,POSTGAME_HISTORICAL_ONLY,REVIEW_REQUIRED,HIGH,varies,MEDIUM,REVIEW_TERMS,REVIEW_REQUIRED,source-specific,VALIDATION,SRC-014,narrow officiating validation; not national assignment source,INCLUDE,,
