adr_id,title,status,wave,post_wave_issue_ids,change_required_if_violated,source_ref_id,mapped
ADR-237,Version model and calibration artifacts independently,ACCEPTED,W16,POST-SUBTASK-078,true,SRCREF-01450,true
ADR-238,W17 freezes protocols before protected evidence,ACCEPTED,W16,POST-SUBTASK-078,true,SRCREF-01451,true
ADR-239,Repair W17 protected-evaluation task ordering,ACCEPTED,W16,POST-SUBTASK-096,true,SRCREF-01452,true
ADR-240,Freeze W16 contract-only gate and W17 handoff,ACCEPTED,W16,POST-SUBTASK-141,true,SRCREF-01453,true
ADR-241,Freeze 2024-2025 as governance-protected holdout,ACCEPTED,W17,POST-SUBTASK-141,true,SRCREF-01454,true
ADR-242,Add 2026+ forward operational shadow holdout,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01455,true
ADR-243,Canonical game is W17 split and pairing unit,ACCEPTED,W17,POST-SUBTASK-051,true,SRCREF-01456,true
ADR-244,Use chronological development and 2023 selection lane,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01457,true
ADR-245,Protected holdout movement is fail-closed,ACCEPTED,W17,POST-SUBTASK-141,true,SRCREF-01458,true
ADR-246,Brier primary and log loss required for win probabilities,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01459,true
ADR-247,Use MAE primary point error and proper distribution scores,ACCEPTED,W17,POST-SUBTASK-141,true,SRCREF-01460,true
ADR-248,ECE is diagnostic not sole calibration gate,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01461,true
ADR-249,Predeclare national A&M and diagnostic scorecards,ACCEPTED,W17,POST-SUBTASK-105,true,SRCREF-01462,true
ADR-250,Compare challengers with paired canonical-game deltas,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01463,true
ADR-251,Freeze threshold methods without fabricating numeric values,ACCEPTED,W17,POST-SUBTASK-141,true,SRCREF-01464,true
ADR-252,Unset required thresholds block promotion,ACCEPTED,W17,POST-SUBTASK-105,true,SRCREF-01465,true
ADR-253,Retain mandatory simple baseline bar,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01466,true
ADR-254,BAS evaluation is null-first and multiplicity-aware,ACCEPTED,W17,POST-SUBTASK-096,true,SRCREF-01467,true
ADR-255,A&M specialization must beat no-adjustment baseline,ACCEPTED,W17,POST-SUBTASK-087,true,SRCREF-01468,true
ADR-256,OOD/disagreement remain warning-quality candidates,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01469,true
ADR-257,Market lanes use identical PIT evaluation cutoffs,ACCEPTED,W17,POST-SUBTASK-078,true,SRCREF-01470,true
ADR-258,Champion/challenger gate is immutable and fail-closed,ACCEPTED,W17,POST-SUBTASK-105,true,SRCREF-01471,true
ADR-259,Reframe W17 threshold task as methodology freeze,ACCEPTED,W17,POST-SUBTASK-141,true,SRCREF-01472,true
ADR-260,Freeze W17 contract-only gate and W18 handoff,ACCEPTED,W17,POST-SUBTASK-105,true,SRCREF-01473,true
ADR-261,Deterministic content-derived experiment identity,ACCEPTED,W18,POST-SUBTASK-042,true,SRCREF-01474,true
ADR-262,Hash-seal W17 judging rules for research execution,ACCEPTED,W18,POST-SUBTASK-105,true,SRCREF-01475,true
ADR-263,Select MLflow as replaceable tracking adapter,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01476,true
ADR-264,Select Optuna as replaceable HPO adapter,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01477,true
ADR-265,Keep stdlib lineage backend as mandatory reference,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01478,true
ADR-266,Prefer local MLflow SQLite before tracking server,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01479,true
ADR-267,Do not use shared SQLite as distributed Optuna store,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01480,true
ADR-268,Append-only role-governed experiment queue,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01481,true
ADR-269,Isolated worktree or immutable snapshot execution,ACCEPTED,W18,POST-SUBTASK-033,true,SRCREF-01482,true
ADR-270,Separate research result packet from protected evaluation,ACCEPTED,W18,POST-SUBTASK-105,true,SRCREF-01483,true
ADR-271,Replay before challenger adoption,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01484,true
ADR-272,Retain failed and rejected experiments,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01485,true
ADR-273,Research queue has no PROMOTE state,ACCEPTED,W18,POST-SUBTASK-123,true,SRCREF-01486,true
ADR-274,Block expensive advanced challengers until baseline evidence,ACCEPTED,W18,POST-SUBTASK-150,true,SRCREF-01487,true
ADR-275,LLM proposals cross same experiment governance,ACCEPTED,W18,POST-SUBTASK-105,true,SRCREF-01488,true
ADR-276,Require explicit resource budget and approval for paid compute,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01489,true
ADR-277,W18 completes reference governance without empirical winner,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01490,true
ADR-278,Authorize W19 starter data/entity/feature implementation,ACCEPTED,W18,POST-SUBTASK-060,true,SRCREF-01491,true
ADR-279,Feature tournament is explicit subsystem,ACCEPTED,W18,POST-SUBTASK-060,true,SRCREF-01492,true
ADR-280,Feature tournament cannot directly promote,ACCEPTED,W18,POST-SUBTASK-105,true,SRCREF-01493,true
ADR-281,Model tournament requires simple comparator ladder,ACCEPTED,W18,POST-SUBTASK-078,true,SRCREF-01494,true
ADR-282,A&M tournament requires TAMU-SP-00,ACCEPTED,W18,POST-SUBTASK-087,true,SRCREF-01495,true
ADR-283,Market tournament lanes remain isolated,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01496,true
ADR-284,Version HPO search spaces before execution,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01497,true
ADR-285,HPO remains development-only,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01498,true
ADR-286,Use Optuna as replaceable HPO adapter,ACCEPTED,W18,POST-SUBTASK-042,true,SRCREF-01499,true
ADR-287,Use MLflow as replaceable tracking adapter,ACCEPTED,W18,POST-SUBTASK-105,true,SRCREF-01500,true
ADR-288,Explicit hypothesis lifecycle and deduplication,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01501,true
ADR-289,Experiment artifact manifests externalize large binaries,ACCEPTED,W18,POST-SUBTASK-078,true,SRCREF-01502,true
ADR-290,Replay failure is typed and nonwaivable,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01503,true
ADR-291,Worktree/source-snapshot isolation with protected paths,ACCEPTED,W18,POST-SUBTASK-033,true,SRCREF-01504,true
ADR-292,Bound research resources and paid compute,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01505,true
ADR-293,Tournament comparison requires semantic compatibility,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01506,true
ADR-294,Retain negative and dominated results,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01507,true
ADR-295,Reject thin W18 draft and issue corrected revision,ACCEPTED,W18,POST-SUBTASK-123,true,SRCREF-01508,true
ADR-296,Corrected W18 requires explicit master-coverage matrix,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01509,true
ADR-297,Use transactional local SQLite experiment metadata reference store,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01510,true
ADR-298,Queue events use append-only hash chain,ACCEPTED,W18,POST-SUBTASK-078,true,SRCREF-01511,true
ADR-299,Separate attempt retries from scientific child experiments,ACCEPTED,W18,POST-SUBTASK-042,true,SRCREF-01512,true
ADR-300,Resource admission is explicit and fail-closed,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01513,true
ADR-301,Use file/worktree locks for shared mutation conflicts,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01514,true
ADR-302,Result comparison requires semantic compatibility keys,ACCEPTED,W18,POST-SUBTASK-096,true,SRCREF-01515,true
ADR-303,Avoid arbitrary scalar composite tournament scores,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01516,true
ADR-304,Artifact manifests separate evidence from large bytes,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01517,true
ADR-305,Research packets exclude protected-result feedback,ACCEPTED,W18,POST-SUBTASK-105,true,SRCREF-01518,true
ADR-306,Replay tolerance is predeclared,ACCEPTED,W18,POST-SUBTASK-123,true,SRCREF-01519,true
ADR-307,"Local JSONL tracker is fallback, not canonical truth",ACCEPTED,W18,POST-SUBTASK-042,true,SRCREF-01520,true
ADR-308,MLflow remains replaceable and non-authoritative,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01521,true
ADR-309,Optuna remains replaceable and exports canonical evidence,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01522,true
ADR-310,Retain nested search multiplicity,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01523,true
ADR-311,Query negative experiment history before rerun,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01524,true
ADR-312,Operational failure never equals scientific rejection,ACCEPTED,W18,POST-SUBTASK-024,true,SRCREF-01525,true
ADR-313,Worktree deletion follows evidence persistence,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01526,true
ADR-314,Advanced challenger admission requires conventional baseline evidence,ACCEPTED,W18,POST-SUBTASK-150,true,SRCREF-01527,true
ADR-315,Full W18 gate requires executable reference subsystems,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01528,true
ADR-316,Supersede all earlier W18 draft artifacts,ACCEPTED,W18,POST-SUBTASK-141,true,SRCREF-01529,true
ADR-317,Use content-addressed immutable files for W19 raw snapshot starter,ACCEPTED,W19,POST-SUBTASK-033,true,SRCREF-01530,true
ADR-318,Keep entity auto-resolution exact and fail-closed in W19,ACCEPTED,W19,POST-SUBTASK-042,true,SRCREF-01531,true
ADR-319,Make W08 PIT state the mandatory input to W19 feature factory,ACCEPTED,W19,POST-SUBTASK-060,true,SRCREF-01532,true
ADR-320,Pull deferred W19 advanced-state dependencies into W20,ACCEPTED,W20,POST-SUBTASK-141,true,SRCREF-01533,true
ADR-321,Use immutable content-addressed model artifact metadata,ACCEPTED,W20,POST-SUBTASK-078,true,SRCREF-01534,true
ADR-322,Keep boosting libraries optional behind an injected adapter,ACCEPTED,W20,POST-SUBTASK-078,true,SRCREF-01535,true
ADR-323,Derive public starter outputs from the joint score distribution,ACCEPTED,W20,POST-SUBTASK-096,true,SRCREF-01536,true
ADR-324,Registry records evidence state but cannot promote,ACCEPTED,W20,POST-SUBTASK-105,true,SRCREF-01537,true
ADR-325,A&M/BAS starters preserve national baseline and protected anchor,ACCEPTED,W20,POST-SUBTASK-096,true,SRCREF-01538,true
ADR-326,Use dependency-free durable local orchestration kernel for W21,ACCEPTED,W21,POST-SUBTASK-114,true,SRCREF-01539,true
ADR-327,Fail closed on quarantined or failed weekly steps,ACCEPTED,W21,POST-SUBTASK-114,true,SRCREF-01540,true
ADR-328,Separate promotion evaluation from promotion application,ACCEPTED,W21,POST-SUBTASK-114,true,SRCREF-01541,true
ADR-329,Use immutable forecast publication with content collision protection,ACCEPTED,W21,POST-SUBTASK-123,true,SRCREF-01542,true
ADR-330,Postmortem automation is proposal-only research input,ACCEPTED,W21,POST-SUBTASK-105,true,SRCREF-01543,true
ADR-331,Version published forecast envelope while preserving W21 readability,ACCEPTED,W22,POST-SUBTASK-123,true,SRCREF-01544,true
ADR-332,Use optional FastAPI adapter with build-free static dashboard,ACCEPTED,W22,POST-SUBTASK-123,true,SRCREF-01545,true
ADR-333,Do not invent a production freshness SLA,ACCEPTED,W22,POST-SUBTASK-123,true,SRCREF-01546,true
ADR-334,Serve precomputed explanation evidence only,ACCEPTED,W22,POST-SUBTASK-078,true,SRCREF-01547,true
ADR-335,Retain file-backed immutable product repository for W22,ACCEPTED,W22,POST-SUBTASK-123,true,SRCREF-01548,true
ADR-336,Keep W23 operations local-first and service-light,ACCEPTED,W23,POST-SUBTASK-132,true,SRCREF-01549,true
ADR-337,Exact-pin the optional product adapter separately from the dependency-free core,ACCEPTED,W23,POST-SUBTASK-123,true,SRCREF-01550,true
ADR-338,Use structured redacted local telemetry as the canonical W23 observability starter,ACCEPTED,W23,POST-SUBTASK-132,true,SRCREF-01551,true
ADR-339,Use content-manifested path-safe backup and restore,ACCEPTED,W23,POST-SUBTASK-132,true,SRCREF-01552,true
ADR-340,Do not clear W23 operations gate without actual target-hardware evidence,ACCEPTED,W23,POST-SUBTASK-009,true,SRCREF-01553,true
ADR-341,Execute W24 under explicit user sequencing override while carrying AC-038,ACCEPTED,W24,POST-SUBTASK-009,true,SRCREF-01554,true
ADR-342,Use real starter boundaries for W24 synthetic readiness rather than a parallel mock architecture,ACCEPTED,W24,POST-SUBTASK-123,true,SRCREF-01555,true
ADR-343,Add target-game identity guard to historical-game-output PIT eligibility,ACCEPTED,W24,POST-SUBTASK-078,true,SRCREF-01556,true
ADR-344,Represent cfbfastR-cfb-raw as upstream provenance of cfbfastR-cfb-data,ACCEPTED,W24,POST-SUBTASK-141,true,SRCREF-01557,true
ADR-345,Refine Open-Meteo access governance and add ensemble mean as optional uncertainty research,ACCEPTED,W24,POST-SUBTASK-078,true,SRCREF-01558,true
ADR-346,Keep the learned core architecture and carry target-hardware readiness condition into W25,ACCEPTED,W24,POST-SUBTASK-009,true,SRCREF-01559,true
ADR-347,Treat W25 as the terminal numbered wave and transition to implementation handoff,ACCEPTED,W25,POST-SUBTASK-141,true,SRCREF-01560,true
ADR-348,Freeze final maturity taxonomy and keep target-hardware readiness conditional,ACCEPTED,W25,POST-SUBTASK-009,true,SRCREF-01561,true
ADR-349,Prioritize materialized chronological baseline evidence before advanced challengers or live modeling,ACCEPTED,W25,POST-SUBTASK-159,true,SRCREF-01562,true
