source_id,target_id,relationship,hard,source_basis
POST-SUBTASK-040,POST-SUBTASK-042,BLOCKS,true,Issue dependency contract
POST-SUBTASK-041,POST-SUBTASK-042,BLOCKS,true,Issue dependency contract
POST-STORY-015,POST-SUBTASK-043,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-042,POST-SUBTASK-043,BLOCKS,true,Issue dependency contract
POST-STORY-015,POST-SUBTASK-044,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-042,POST-SUBTASK-044,BLOCKS,true,Issue dependency contract
POST-SUBTASK-043,POST-SUBTASK-044,BLOCKS,true,Issue dependency contract
POST-STORY-015,POST-SUBTASK-045,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-042,POST-SUBTASK-045,BLOCKS,true,Issue dependency contract
POST-SUBTASK-043,POST-SUBTASK-045,BLOCKS,true,Issue dependency contract
POST-SUBTASK-044,POST-SUBTASK-045,BLOCKS,true,Issue dependency contract
POST-STORY-016,POST-SUBTASK-046,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-045,POST-SUBTASK-046,BLOCKS,true,Issue dependency contract
POST-STORY-016,POST-SUBTASK-047,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-045,POST-SUBTASK-047,BLOCKS,true,Issue dependency contract
POST-SUBTASK-046,POST-SUBTASK-047,BLOCKS,true,Issue dependency contract
POST-STORY-016,POST-SUBTASK-048,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-045,POST-SUBTASK-048,BLOCKS,true,Issue dependency contract
POST-SUBTASK-046,POST-SUBTASK-048,BLOCKS,true,Issue dependency contract
POST-SUBTASK-047,POST-SUBTASK-048,BLOCKS,true,Issue dependency contract
POST-STORY-017,POST-SUBTASK-049,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-049,BLOCKS,true,Issue dependency contract
POST-STORY-017,POST-SUBTASK-050,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-050,BLOCKS,true,Issue dependency contract
POST-SUBTASK-049,POST-SUBTASK-050,BLOCKS,true,Issue dependency contract
POST-STORY-017,POST-SUBTASK-051,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-051,BLOCKS,true,Issue dependency contract
POST-SUBTASK-049,POST-SUBTASK-051,BLOCKS,true,Issue dependency contract
POST-SUBTASK-050,POST-SUBTASK-051,BLOCKS,true,Issue dependency contract
POST-STORY-018,POST-SUBTASK-052,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-052,BLOCKS,true,Issue dependency contract
POST-STORY-018,POST-SUBTASK-053,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-053,BLOCKS,true,Issue dependency contract
POST-SUBTASK-052,POST-SUBTASK-053,BLOCKS,true,Issue dependency contract
POST-STORY-018,POST-SUBTASK-054,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-054,BLOCKS,true,Issue dependency contract
POST-SUBTASK-052,POST-SUBTASK-054,BLOCKS,true,Issue dependency contract
POST-SUBTASK-053,POST-SUBTASK-054,BLOCKS,true,Issue dependency contract
POST-STORY-019,POST-SUBTASK-055,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-055,BLOCKS,true,Issue dependency contract
POST-SUBTASK-054,POST-SUBTASK-055,BLOCKS,true,Issue dependency contract
POST-STORY-019,POST-SUBTASK-056,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-056,BLOCKS,true,Issue dependency contract
POST-SUBTASK-054,POST-SUBTASK-056,BLOCKS,true,Issue dependency contract
POST-SUBTASK-055,POST-SUBTASK-056,BLOCKS,true,Issue dependency contract
POST-STORY-019,POST-SUBTASK-057,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-057,BLOCKS,true,Issue dependency contract
POST-SUBTASK-054,POST-SUBTASK-057,BLOCKS,true,Issue dependency contract
POST-SUBTASK-055,POST-SUBTASK-057,BLOCKS,true,Issue dependency contract
POST-SUBTASK-056,POST-SUBTASK-057,BLOCKS,true,Issue dependency contract
POST-STORY-020,POST-SUBTASK-058,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-057,POST-SUBTASK-058,BLOCKS,true,Issue dependency contract
POST-STORY-020,POST-SUBTASK-059,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-057,POST-SUBTASK-059,BLOCKS,true,Issue dependency contract
POST-SUBTASK-058,POST-SUBTASK-059,BLOCKS,true,Issue dependency contract
POST-STORY-020,POST-SUBTASK-060,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-057,POST-SUBTASK-060,BLOCKS,true,Issue dependency contract
POST-SUBTASK-058,POST-SUBTASK-060,BLOCKS,true,Issue dependency contract
POST-SUBTASK-059,POST-SUBTASK-060,BLOCKS,true,Issue dependency contract
POST-STORY-021,POST-SUBTASK-061,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-030,POST-SUBTASK-061,BLOCKS,true,Issue dependency contract
POST-SUBTASK-048,POST-SUBTASK-061,BLOCKS,true,Issue dependency contract
POST-STORY-021,POST-SUBTASK-062,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-030,POST-SUBTASK-062,BLOCKS,true,Issue dependency contract
POST-SUBTASK-048,POST-SUBTASK-062,BLOCKS,true,Issue dependency contract
POST-SUBTASK-061,POST-SUBTASK-062,BLOCKS,true,Issue dependency contract
POST-STORY-021,POST-SUBTASK-063,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-030,POST-SUBTASK-063,BLOCKS,true,Issue dependency contract
POST-SUBTASK-048,POST-SUBTASK-063,BLOCKS,true,Issue dependency contract
POST-SUBTASK-061,POST-SUBTASK-063,BLOCKS,true,Issue dependency contract
POST-SUBTASK-062,POST-SUBTASK-063,BLOCKS,true,Issue dependency contract
POST-STORY-022,POST-SUBTASK-064,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-063,POST-SUBTASK-064,BLOCKS,true,Issue dependency contract
POST-STORY-022,POST-SUBTASK-065,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-063,POST-SUBTASK-065,BLOCKS,true,Issue dependency contract
POST-SUBTASK-064,POST-SUBTASK-065,BLOCKS,true,Issue dependency contract
POST-STORY-022,POST-SUBTASK-066,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-063,POST-SUBTASK-066,BLOCKS,true,Issue dependency contract
POST-SUBTASK-064,POST-SUBTASK-066,BLOCKS,true,Issue dependency contract
POST-SUBTASK-065,POST-SUBTASK-066,BLOCKS,true,Issue dependency contract
POST-STORY-023,POST-SUBTASK-067,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-030,POST-SUBTASK-067,BLOCKS,true,Issue dependency contract
POST-SUBTASK-048,POST-SUBTASK-067,BLOCKS,true,Issue dependency contract
POST-STORY-023,POST-SUBTASK-068,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-030,POST-SUBTASK-068,BLOCKS,true,Issue dependency contract
POST-SUBTASK-048,POST-SUBTASK-068,BLOCKS,true,Issue dependency contract
POST-SUBTASK-067,POST-SUBTASK-068,BLOCKS,true,Issue dependency contract
POST-STORY-023,POST-SUBTASK-069,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-030,POST-SUBTASK-069,BLOCKS,true,Issue dependency contract
POST-SUBTASK-048,POST-SUBTASK-069,BLOCKS,true,Issue dependency contract
POST-SUBTASK-067,POST-SUBTASK-069,BLOCKS,true,Issue dependency contract
POST-SUBTASK-068,POST-SUBTASK-069,BLOCKS,true,Issue dependency contract
POST-STORY-024,POST-SUBTASK-070,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-070,BLOCKS,true,Issue dependency contract
POST-SUBTASK-060,POST-SUBTASK-070,BLOCKS,true,Issue dependency contract
POST-STORY-024,POST-SUBTASK-071,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-071,BLOCKS,true,Issue dependency contract
POST-SUBTASK-060,POST-SUBTASK-071,BLOCKS,true,Issue dependency contract
POST-SUBTASK-070,POST-SUBTASK-071,BLOCKS,true,Issue dependency contract
POST-STORY-024,POST-SUBTASK-072,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-072,BLOCKS,true,Issue dependency contract
POST-SUBTASK-060,POST-SUBTASK-072,BLOCKS,true,Issue dependency contract
POST-SUBTASK-070,POST-SUBTASK-072,BLOCKS,true,Issue dependency contract
POST-SUBTASK-071,POST-SUBTASK-072,BLOCKS,true,Issue dependency contract
POST-SUBTASK-033,POST-SUBTASK-072,BLOCKS,true,Issue dependency contract
POST-STORY-025,POST-SUBTASK-073,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-072,POST-SUBTASK-073,BLOCKS,true,Issue dependency contract
POST-STORY-025,POST-SUBTASK-074,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-072,POST-SUBTASK-074,BLOCKS,true,Issue dependency contract
POST-SUBTASK-073,POST-SUBTASK-074,BLOCKS,true,Issue dependency contract
POST-STORY-025,POST-SUBTASK-075,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-072,POST-SUBTASK-075,BLOCKS,true,Issue dependency contract
POST-SUBTASK-073,POST-SUBTASK-075,BLOCKS,true,Issue dependency contract
POST-SUBTASK-074,POST-SUBTASK-075,BLOCKS,true,Issue dependency contract
POST-STORY-026,POST-SUBTASK-076,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-075,POST-SUBTASK-076,BLOCKS,true,Issue dependency contract
POST-STORY-026,POST-SUBTASK-077,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-075,POST-SUBTASK-077,BLOCKS,true,Issue dependency contract
POST-SUBTASK-076,POST-SUBTASK-077,BLOCKS,true,Issue dependency contract
POST-STORY-026,POST-SUBTASK-078,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-075,POST-SUBTASK-078,BLOCKS,true,Issue dependency contract
POST-SUBTASK-076,POST-SUBTASK-078,BLOCKS,true,Issue dependency contract
POST-SUBTASK-077,POST-SUBTASK-078,BLOCKS,true,Issue dependency contract
POST-STORY-027,POST-SUBTASK-079,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-079,BLOCKS,true,Issue dependency contract
POST-SUBTASK-063,POST-SUBTASK-079,BLOCKS,true,Issue dependency contract
POST-SUBTASK-066,POST-SUBTASK-079,BLOCKS,true,Issue dependency contract
POST-SUBTASK-069,POST-SUBTASK-079,BLOCKS,true,Issue dependency contract
POST-STORY-027,POST-SUBTASK-080,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-080,BLOCKS,true,Issue dependency contract
POST-SUBTASK-063,POST-SUBTASK-080,BLOCKS,true,Issue dependency contract
POST-SUBTASK-066,POST-SUBTASK-080,BLOCKS,true,Issue dependency contract
POST-SUBTASK-069,POST-SUBTASK-080,BLOCKS,true,Issue dependency contract
POST-SUBTASK-079,POST-SUBTASK-080,BLOCKS,true,Issue dependency contract
POST-STORY-027,POST-SUBTASK-081,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-048,POST-SUBTASK-081,BLOCKS,true,Issue dependency contract
POST-SUBTASK-063,POST-SUBTASK-081,BLOCKS,true,Issue dependency contract
POST-SUBTASK-066,POST-SUBTASK-081,BLOCKS,true,Issue dependency contract
POST-SUBTASK-069,POST-SUBTASK-081,BLOCKS,true,Issue dependency contract
POST-SUBTASK-079,POST-SUBTASK-081,BLOCKS,true,Issue dependency contract
POST-SUBTASK-080,POST-SUBTASK-081,BLOCKS,true,Issue dependency contract
POST-STORY-028,POST-SUBTASK-082,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-078,POST-SUBTASK-082,BLOCKS,true,Issue dependency contract
POST-SUBTASK-081,POST-SUBTASK-082,BLOCKS,true,Issue dependency contract
POST-STORY-028,POST-SUBTASK-083,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-078,POST-SUBTASK-083,BLOCKS,true,Issue dependency contract
POST-SUBTASK-081,POST-SUBTASK-083,BLOCKS,true,Issue dependency contract
POST-SUBTASK-082,POST-SUBTASK-083,BLOCKS,true,Issue dependency contract
POST-STORY-028,POST-SUBTASK-084,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-078,POST-SUBTASK-084,BLOCKS,true,Issue dependency contract
POST-SUBTASK-081,POST-SUBTASK-084,BLOCKS,true,Issue dependency contract
POST-SUBTASK-082,POST-SUBTASK-084,BLOCKS,true,Issue dependency contract
POST-SUBTASK-083,POST-SUBTASK-084,BLOCKS,true,Issue dependency contract
POST-STORY-029,POST-SUBTASK-085,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-084,POST-SUBTASK-085,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-085,BLOCKS,true,Issue dependency contract
POST-STORY-029,POST-SUBTASK-086,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-084,POST-SUBTASK-086,BLOCKS,true,Issue dependency contract
POST-SUBTASK-085,POST-SUBTASK-086,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-086,BLOCKS,true,Issue dependency contract
POST-STORY-029,POST-SUBTASK-087,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-084,POST-SUBTASK-087,BLOCKS,true,Issue dependency contract
POST-SUBTASK-085,POST-SUBTASK-087,BLOCKS,true,Issue dependency contract
POST-SUBTASK-086,POST-SUBTASK-087,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-087,BLOCKS,true,Issue dependency contract
POST-STORY-030,POST-SUBTASK-088,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-088,BLOCKS,true,Issue dependency contract
POST-SUBTASK-078,POST-SUBTASK-088,BLOCKS,true,Issue dependency contract
POST-STORY-030,POST-SUBTASK-089,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-089,BLOCKS,true,Issue dependency contract
POST-SUBTASK-078,POST-SUBTASK-089,BLOCKS,true,Issue dependency contract
POST-SUBTASK-088,POST-SUBTASK-089,BLOCKS,true,Issue dependency contract
POST-STORY-030,POST-SUBTASK-090,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-051,POST-SUBTASK-090,BLOCKS,true,Issue dependency contract
POST-SUBTASK-078,POST-SUBTASK-090,BLOCKS,true,Issue dependency contract
POST-SUBTASK-088,POST-SUBTASK-090,BLOCKS,true,Issue dependency contract
POST-SUBTASK-089,POST-SUBTASK-090,BLOCKS,true,Issue dependency contract
POST-STORY-031,POST-SUBTASK-091,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-084,POST-SUBTASK-091,BLOCKS,true,Issue dependency contract
POST-SUBTASK-090,POST-SUBTASK-091,BLOCKS,true,Issue dependency contract
POST-STORY-031,POST-SUBTASK-092,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-084,POST-SUBTASK-092,BLOCKS,true,Issue dependency contract
POST-SUBTASK-090,POST-SUBTASK-092,BLOCKS,true,Issue dependency contract
POST-SUBTASK-091,POST-SUBTASK-092,BLOCKS,true,Issue dependency contract
POST-STORY-031,POST-SUBTASK-093,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-084,POST-SUBTASK-093,BLOCKS,true,Issue dependency contract
POST-SUBTASK-090,POST-SUBTASK-093,BLOCKS,true,Issue dependency contract
POST-SUBTASK-091,POST-SUBTASK-093,BLOCKS,true,Issue dependency contract
POST-SUBTASK-092,POST-SUBTASK-093,BLOCKS,true,Issue dependency contract
POST-STORY-032,POST-SUBTASK-094,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-093,POST-SUBTASK-094,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-094,BLOCKS,true,Issue dependency contract
POST-STORY-032,POST-SUBTASK-095,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-093,POST-SUBTASK-095,BLOCKS,true,Issue dependency contract
POST-SUBTASK-094,POST-SUBTASK-095,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-095,BLOCKS,true,Issue dependency contract
POST-STORY-032,POST-SUBTASK-096,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-093,POST-SUBTASK-096,BLOCKS,true,Issue dependency contract
POST-SUBTASK-094,POST-SUBTASK-096,BLOCKS,true,Issue dependency contract
POST-SUBTASK-095,POST-SUBTASK-096,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-096,BLOCKS,true,Issue dependency contract
POST-STORY-033,POST-SUBTASK-097,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-078,POST-SUBTASK-097,BLOCKS,true,Issue dependency contract
POST-SUBTASK-084,POST-SUBTASK-097,BLOCKS,true,Issue dependency contract
POST-SUBTASK-090,POST-SUBTASK-097,BLOCKS,true,Issue dependency contract
POST-STORY-033,POST-SUBTASK-098,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-078,POST-SUBTASK-098,BLOCKS,true,Issue dependency contract
POST-SUBTASK-084,POST-SUBTASK-098,BLOCKS,true,Issue dependency contract
POST-SUBTASK-090,POST-SUBTASK-098,BLOCKS,true,Issue dependency contract
POST-SUBTASK-097,POST-SUBTASK-098,BLOCKS,true,Issue dependency contract
POST-STORY-033,POST-SUBTASK-099,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-078,POST-SUBTASK-099,BLOCKS,true,Issue dependency contract
POST-SUBTASK-084,POST-SUBTASK-099,BLOCKS,true,Issue dependency contract
POST-SUBTASK-090,POST-SUBTASK-099,BLOCKS,true,Issue dependency contract
POST-SUBTASK-097,POST-SUBTASK-099,BLOCKS,true,Issue dependency contract
POST-SUBTASK-098,POST-SUBTASK-099,BLOCKS,true,Issue dependency contract
POST-STORY-034,POST-SUBTASK-100,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-099,POST-SUBTASK-100,BLOCKS,true,Issue dependency contract
POST-STORY-034,POST-SUBTASK-101,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-099,POST-SUBTASK-101,BLOCKS,true,Issue dependency contract
POST-SUBTASK-100,POST-SUBTASK-101,BLOCKS,true,Issue dependency contract
POST-STORY-034,POST-SUBTASK-102,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-099,POST-SUBTASK-102,BLOCKS,true,Issue dependency contract
POST-SUBTASK-100,POST-SUBTASK-102,BLOCKS,true,Issue dependency contract
POST-SUBTASK-101,POST-SUBTASK-102,BLOCKS,true,Issue dependency contract
POST-STORY-035,POST-SUBTASK-103,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-087,POST-SUBTASK-103,BLOCKS,true,Issue dependency contract
POST-SUBTASK-096,POST-SUBTASK-103,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-103,BLOCKS,true,Issue dependency contract
POST-STORY-035,POST-SUBTASK-104,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-087,POST-SUBTASK-104,BLOCKS,true,Issue dependency contract
POST-SUBTASK-096,POST-SUBTASK-104,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-104,BLOCKS,true,Issue dependency contract
POST-SUBTASK-103,POST-SUBTASK-104,BLOCKS,true,Issue dependency contract
POST-STORY-035,POST-SUBTASK-105,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-087,POST-SUBTASK-105,BLOCKS,true,Issue dependency contract
POST-SUBTASK-096,POST-SUBTASK-105,BLOCKS,true,Issue dependency contract
POST-SUBTASK-102,POST-SUBTASK-105,BLOCKS,true,Issue dependency contract
POST-SUBTASK-103,POST-SUBTASK-105,BLOCKS,true,Issue dependency contract
POST-SUBTASK-104,POST-SUBTASK-105,BLOCKS,true,Issue dependency contract
POST-STORY-036,POST-SUBTASK-106,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-SUBTASK-106,BLOCKS,true,Issue dependency contract
POST-SUBTASK-105,POST-SUBTASK-106,BLOCKS,true,Issue dependency contract
POST-STORY-036,POST-SUBTASK-107,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-SUBTASK-107,BLOCKS,true,Issue dependency contract
POST-SUBTASK-105,POST-SUBTASK-107,BLOCKS,true,Issue dependency contract
POST-SUBTASK-106,POST-SUBTASK-107,BLOCKS,true,Issue dependency contract
POST-STORY-036,POST-SUBTASK-108,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-SUBTASK-108,BLOCKS,true,Issue dependency contract
POST-SUBTASK-105,POST-SUBTASK-108,BLOCKS,true,Issue dependency contract
POST-SUBTASK-106,POST-SUBTASK-108,BLOCKS,true,Issue dependency contract
POST-SUBTASK-107,POST-SUBTASK-108,BLOCKS,true,Issue dependency contract
POST-STORY-037,POST-SUBTASK-109,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-108,POST-SUBTASK-109,BLOCKS,true,Issue dependency contract
POST-STORY-037,POST-SUBTASK-110,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-108,POST-SUBTASK-110,BLOCKS,true,Issue dependency contract
POST-SUBTASK-109,POST-SUBTASK-110,BLOCKS,true,Issue dependency contract
POST-STORY-037,POST-SUBTASK-111,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-108,POST-SUBTASK-111,BLOCKS,true,Issue dependency contract
POST-SUBTASK-109,POST-SUBTASK-111,BLOCKS,true,Issue dependency contract
POST-SUBTASK-110,POST-SUBTASK-111,BLOCKS,true,Issue dependency contract
POST-STORY-038,POST-SUBTASK-112,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-111,POST-SUBTASK-112,BLOCKS,true,Issue dependency contract
POST-STORY-038,POST-SUBTASK-113,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-111,POST-SUBTASK-113,BLOCKS,true,Issue dependency contract
POST-SUBTASK-112,POST-SUBTASK-113,BLOCKS,true,Issue dependency contract
POST-STORY-038,POST-SUBTASK-114,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-111,POST-SUBTASK-114,BLOCKS,true,Issue dependency contract
POST-SUBTASK-112,POST-SUBTASK-114,BLOCKS,true,Issue dependency contract
POST-SUBTASK-113,POST-SUBTASK-114,BLOCKS,true,Issue dependency contract
POST-STORY-039,POST-SUBTASK-115,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-111,POST-SUBTASK-115,BLOCKS,true,Issue dependency contract
POST-STORY-039,POST-SUBTASK-116,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-111,POST-SUBTASK-116,BLOCKS,true,Issue dependency contract
POST-SUBTASK-115,POST-SUBTASK-116,BLOCKS,true,Issue dependency contract
POST-STORY-039,POST-SUBTASK-117,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-111,POST-SUBTASK-117,BLOCKS,true,Issue dependency contract
POST-SUBTASK-115,POST-SUBTASK-117,BLOCKS,true,Issue dependency contract
POST-SUBTASK-116,POST-SUBTASK-117,BLOCKS,true,Issue dependency contract
POST-STORY-040,POST-SUBTASK-118,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-117,POST-SUBTASK-118,BLOCKS,true,Issue dependency contract
POST-STORY-040,POST-SUBTASK-119,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-117,POST-SUBTASK-119,BLOCKS,true,Issue dependency contract
POST-SUBTASK-118,POST-SUBTASK-119,BLOCKS,true,Issue dependency contract
POST-STORY-040,POST-SUBTASK-120,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-117,POST-SUBTASK-120,BLOCKS,true,Issue dependency contract
POST-SUBTASK-118,POST-SUBTASK-120,BLOCKS,true,Issue dependency contract
POST-SUBTASK-119,POST-SUBTASK-120,BLOCKS,true,Issue dependency contract
POST-STORY-041,POST-SUBTASK-121,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-SUBTASK-121,BLOCKS,true,Issue dependency contract
POST-SUBTASK-120,POST-SUBTASK-121,BLOCKS,true,Issue dependency contract
POST-STORY-041,POST-SUBTASK-122,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-SUBTASK-122,BLOCKS,true,Issue dependency contract
POST-SUBTASK-120,POST-SUBTASK-122,BLOCKS,true,Issue dependency contract
POST-SUBTASK-121,POST-SUBTASK-122,BLOCKS,true,Issue dependency contract
POST-STORY-041,POST-SUBTASK-123,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-SUBTASK-123,BLOCKS,true,Issue dependency contract
POST-SUBTASK-120,POST-SUBTASK-123,BLOCKS,true,Issue dependency contract
POST-SUBTASK-121,POST-SUBTASK-123,BLOCKS,true,Issue dependency contract
POST-SUBTASK-122,POST-SUBTASK-123,BLOCKS,true,Issue dependency contract
POST-STORY-042,POST-SUBTASK-124,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-002,POST-SUBTASK-124,BLOCKS,true,Issue dependency contract
POST-STORY-042,POST-SUBTASK-125,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-002,POST-SUBTASK-125,BLOCKS,true,Issue dependency contract
POST-SUBTASK-124,POST-SUBTASK-125,BLOCKS,true,Issue dependency contract
POST-STORY-042,POST-SUBTASK-126,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-002,POST-SUBTASK-126,BLOCKS,true,Issue dependency contract
POST-SUBTASK-124,POST-SUBTASK-126,BLOCKS,true,Issue dependency contract
POST-SUBTASK-125,POST-SUBTASK-126,BLOCKS,true,Issue dependency contract
POST-STORY-043,POST-SUBTASK-127,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-SUBTASK-127,BLOCKS,true,Issue dependency contract
POST-SUBTASK-126,POST-SUBTASK-127,BLOCKS,true,Issue dependency contract
POST-STORY-043,POST-SUBTASK-128,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-SUBTASK-128,BLOCKS,true,Issue dependency contract
POST-SUBTASK-126,POST-SUBTASK-128,BLOCKS,true,Issue dependency contract
POST-SUBTASK-127,POST-SUBTASK-128,BLOCKS,true,Issue dependency contract
POST-STORY-043,POST-SUBTASK-129,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-SUBTASK-129,BLOCKS,true,Issue dependency contract
POST-SUBTASK-126,POST-SUBTASK-129,BLOCKS,true,Issue dependency contract
POST-SUBTASK-127,POST-SUBTASK-129,BLOCKS,true,Issue dependency contract
POST-SUBTASK-128,POST-SUBTASK-129,BLOCKS,true,Issue dependency contract
POST-STORY-044,POST-SUBTASK-130,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-129,POST-SUBTASK-130,BLOCKS,true,Issue dependency contract
POST-STORY-044,POST-SUBTASK-131,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-129,POST-SUBTASK-131,BLOCKS,true,Issue dependency contract
POST-SUBTASK-130,POST-SUBTASK-131,BLOCKS,true,Issue dependency contract
POST-STORY-044,POST-SUBTASK-132,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-129,POST-SUBTASK-132,BLOCKS,true,Issue dependency contract
POST-SUBTASK-130,POST-SUBTASK-132,BLOCKS,true,Issue dependency contract
POST-SUBTASK-131,POST-SUBTASK-132,BLOCKS,true,Issue dependency contract
