local_id,issue_type,execution_mode,workflow_state,ready,packet_path,directly_executable,aggregate_gate_only,parent_id,governance_traceability_gate
POST-SUBTASK-090,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-090.md,true,false,POST-STORY-030,POST-SUBTASK-096
POST-SUBTASK-091,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-091.md,true,false,POST-STORY-031,POST-SUBTASK-096
POST-SUBTASK-092,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-092.md,true,false,POST-STORY-031,POST-SUBTASK-096
POST-SUBTASK-093,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-093.md,true,false,POST-STORY-031,POST-SUBTASK-096
POST-SUBTASK-094,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-094.md,true,false,POST-STORY-032,POST-SUBTASK-096
POST-SUBTASK-095,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-095.md,true,false,POST-STORY-032,POST-SUBTASK-096
POST-SUBTASK-096,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-096.md,true,false,POST-STORY-032,POST-SUBTASK-096
POST-SUBTASK-097,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-097.md,true,false,POST-STORY-033,POST-SUBTASK-105
POST-SUBTASK-098,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-098.md,true,false,POST-STORY-033,POST-SUBTASK-105
POST-SUBTASK-099,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-099.md,true,false,POST-STORY-033,POST-SUBTASK-105
POST-SUBTASK-100,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-100.md,true,false,POST-STORY-034,POST-SUBTASK-105
POST-SUBTASK-101,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-101.md,true,false,POST-STORY-034,POST-SUBTASK-105
POST-SUBTASK-102,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-102.md,true,false,POST-STORY-034,POST-SUBTASK-105
POST-SUBTASK-103,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-103.md,true,false,POST-STORY-035,POST-SUBTASK-105
POST-SUBTASK-104,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-104.md,true,false,POST-STORY-035,POST-SUBTASK-105
POST-SUBTASK-105,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-105.md,true,false,POST-STORY-035,POST-SUBTASK-105
POST-SUBTASK-106,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-106.md,true,false,POST-STORY-036,POST-SUBTASK-114
POST-SUBTASK-107,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-107.md,true,false,POST-STORY-036,POST-SUBTASK-114
POST-SUBTASK-108,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-108.md,true,false,POST-STORY-036,POST-SUBTASK-114
POST-SUBTASK-109,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-109.md,true,false,POST-STORY-037,POST-SUBTASK-114
POST-SUBTASK-110,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-110.md,true,false,POST-STORY-037,POST-SUBTASK-114
POST-SUBTASK-111,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-111.md,true,false,POST-STORY-037,POST-SUBTASK-114
POST-SUBTASK-112,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-112.md,true,false,POST-STORY-038,POST-SUBTASK-114
POST-SUBTASK-113,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-113.md,true,false,POST-STORY-038,POST-SUBTASK-114
POST-SUBTASK-114,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-114.md,true,false,POST-STORY-038,POST-SUBTASK-114
POST-SUBTASK-115,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-115.md,true,false,POST-STORY-039,POST-SUBTASK-123
POST-SUBTASK-116,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-116.md,true,false,POST-STORY-039,POST-SUBTASK-123
POST-SUBTASK-117,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-117.md,true,false,POST-STORY-039,POST-SUBTASK-123
POST-SUBTASK-118,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-118.md,true,false,POST-STORY-040,POST-SUBTASK-123
POST-SUBTASK-119,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-119.md,true,false,POST-STORY-040,POST-SUBTASK-123
POST-SUBTASK-120,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-120.md,true,false,POST-STORY-040,POST-SUBTASK-123
POST-SUBTASK-121,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-121.md,true,false,POST-STORY-041,POST-SUBTASK-123
POST-SUBTASK-122,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-122.md,true,false,POST-STORY-041,POST-SUBTASK-123
POST-SUBTASK-123,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-123.md,true,false,POST-STORY-041,POST-SUBTASK-123
POST-SUBTASK-124,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-124.md,true,false,POST-STORY-042,POST-SUBTASK-132
POST-SUBTASK-125,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-125.md,true,false,POST-STORY-042,POST-SUBTASK-132
POST-SUBTASK-127,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-127.md,true,false,POST-STORY-043,POST-SUBTASK-132
POST-SUBTASK-128,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-128.md,true,false,POST-STORY-043,POST-SUBTASK-132
POST-SUBTASK-129,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-129.md,true,false,POST-STORY-043,POST-SUBTASK-132
POST-SUBTASK-130,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-130.md,true,false,POST-STORY-044,POST-SUBTASK-132
POST-SUBTASK-131,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-131.md,true,false,POST-STORY-044,POST-SUBTASK-132
POST-SUBTASK-132,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-132.md,true,false,POST-STORY-044,POST-SUBTASK-132
POST-SUBTASK-133,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-133.md,true,false,POST-STORY-045,POST-SUBTASK-141
POST-SUBTASK-134,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-134.md,true,false,POST-STORY-045,POST-SUBTASK-141
POST-SUBTASK-135,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-135.md,true,false,POST-STORY-045,POST-SUBTASK-141
POST-SUBTASK-136,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-136.md,true,false,POST-STORY-046,POST-SUBTASK-141
POST-SUBTASK-137,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-137.md,true,false,POST-STORY-046,POST-SUBTASK-141
POST-SUBTASK-138,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-138.md,true,false,POST-STORY-046,POST-SUBTASK-141
POST-SUBTASK-139,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-139.md,true,false,POST-STORY-047,POST-SUBTASK-141
POST-SUBTASK-140,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-140.md,true,false,POST-STORY-047,POST-SUBTASK-141
POST-SUBTASK-141,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-141.md,true,false,POST-STORY-047,POST-SUBTASK-141
POST-SUBTASK-142,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-142.md,true,false,POST-STORY-048,POST-SUBTASK-150
POST-SUBTASK-143,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-143.md,true,false,POST-STORY-048,POST-SUBTASK-150
POST-SUBTASK-144,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-144.md,true,false,POST-STORY-048,POST-SUBTASK-150
POST-SUBTASK-145,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-145.md,true,false,POST-STORY-049,POST-SUBTASK-150
POST-SUBTASK-146,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-146.md,true,false,POST-STORY-049,POST-SUBTASK-150
POST-SUBTASK-147,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-147.md,true,false,POST-STORY-049,POST-SUBTASK-150
POST-SUBTASK-148,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-148.md,true,false,POST-STORY-050,POST-SUBTASK-150
POST-SUBTASK-149,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-149.md,true,false,POST-STORY-050,POST-SUBTASK-150
POST-SUBTASK-150,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-150.md,true,false,POST-STORY-050,POST-SUBTASK-150
POST-SUBTASK-151,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-151.md,true,false,POST-STORY-051,POST-SUBTASK-159
POST-SUBTASK-152,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-152.md,true,false,POST-STORY-051,POST-SUBTASK-159
POST-SUBTASK-153,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-153.md,true,false,POST-STORY-051,POST-SUBTASK-159
POST-SUBTASK-154,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-154.md,true,false,POST-STORY-052,POST-SUBTASK-159
POST-SUBTASK-155,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-155.md,true,false,POST-STORY-052,POST-SUBTASK-159
POST-SUBTASK-156,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-156.md,true,false,POST-STORY-052,POST-SUBTASK-159
POST-SUBTASK-157,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-157.md,true,false,POST-STORY-053,POST-SUBTASK-159
POST-SUBTASK-158,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-158.md,true,false,POST-STORY-053,POST-SUBTASK-159
POST-SUBTASK-159,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-159.md,true,false,POST-STORY-053,POST-SUBTASK-159
POST-SUBTASK-160,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-160.md,true,false,POST-STORY-054,POST-SUBTASK-160
POST-SUBTASK-161,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-161.md,true,false,POST-STORY-054,POST-SUBTASK-161
POST-SUBTASK-162,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-162.md,true,false,POST-STORY-055,POST-SUBTASK-162
POST-SUBTASK-163,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-163.md,true,false,POST-STORY-055,POST-SUBTASK-163
POST-SUBTASK-164,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-164.md,true,false,POST-STORY-055,POST-SUBTASK-164
POST-SUBTASK-165,Subtask,ATOMIC_EXECUTION,DEFERRED,false,jira/ai/work_packets/POST-SUBTASK-165.md,true,false,POST-STORY-055,POST-SUBTASK-165
POST-SUBTASK-166,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-166.md,true,false,POST-STORY-056,POST-SUBTASK-166
