source_ref_id,repo_relative_path,windows_absolute_path,document_sha256,heading,start_line,end_line,anchor_excerpt,anchor_hash,source_type,authority_level,why_relevant,last_verified
SRCREF-00510,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,277,277,"REQ-276,Retrieval-event identity is preserved even for identical bytes,provenance,A,ACTIVE,W07 evidence identity,W07-W08,Identical raw hashes at different retrieval times may share content but do not erase distinct retrieval/capture evidence.,W07",9bf8e2552773da170a7bc1a5966d2fa1752ed5699d32f82e88dc08c261a3c871,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-276,2026-08-09
SRCREF-00511,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,278,278,"REQ-277,Entity resolution decisions are append-only and auditable,entity resolution,A,ACTIVE,W07 resolution policy,W07-W19,""Mapping/review decisions retain method, evidence and supersession history rather than being destructively edited."",W07",2f1351da9c4e11b93855c0a6243e7686253512789006f7fc455d5b9dc6226196,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-277,2026-08-09
SRCREF-00512,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,279,279,"REQ-278,Fuzzy matching cannot auto-accept without labeled evidence,entity resolution,A,ACTIVE,W07 resolution policy; THR-008,W07-W19,Fuzzy/name-context matching may rank candidates but cannot auto-promote to canonical truth until a labeled benchmark supports a protected threshold/policy.,W07",d8cee6ab44064f9b838332a9b140794f91e6356f71727eddf035236c44026895,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-278,2026-08-09
SRCREF-00513,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,280,280,"REQ-279,Entity merge/split corrections preserve historical lineage,entity resolution,A,ACTIVE,W07 correction policy,W07-W19,Duplicate merges use redirects and splits append corrected mappings/new identities while preserving prior versions/decisions.,W07",f980122da321aee9df20042219f7464d64046767dd83127a63d7bcb848cf67ef,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-279,2026-08-09
SRCREF-00514,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,281,281,"REQ-280,Unresolved resolution is a valid explicit state,entity resolution,A,ACTIVE,W07 review workflow,W07+,Ambiguous records remain unresolved/review-required and cannot be forced to a top candidate merely to keep a pipeline moving.,W07",9d8ea3223e274331d501c124b0be6fcb9d1abc82d561eee422526e9fded0397c,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-280,2026-08-09
SRCREF-00515,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,282,282,"REQ-281,Relational persistence remains conditional behind storage ports,storage,B,ACTIVE,W07 storage evaluation,W07-W19/W22,Do not require PostgreSQL for current single-writer append-only identity workflows; preserve storage boundaries and reopen on demonstrated transactional/concurrency need.,W07",d890564277bc3d5c5c82b5b3f12e7a3cc15d9032337affd591acd803d02c7c69,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-281,2026-08-09
SRCREF-00516,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,283,283,"REQ-282,Entity auto-accept thresholds require labeled resolver evaluation,validation,A,ACTIVE,W07 THR-008 deferral,W19,""THR-008 or equivalent automatic ambiguous-resolution threshold may only be set from labeled resolution/review evidence, not intuition."",W07",096a51e7f442aa2c056eee6516183334ee08519ced47a0d676fdac776127c4d1,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-282,2026-08-09
SRCREF-00517,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,284,284,"REQ-283,Knowledge and validity time are separate axes,temporal,A,ACTIVE,W08 PIT architecture,W08+,Public knowability and real-world applicability must be represented and evaluated separately.,W08",2655b52610bb73689b89c2e98f159a74a1ebf3440055d216d7f4510d79a2210d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-283,2026-08-09
SRCREF-00518,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,285,285,"REQ-284,PIT timestamps are timezone-aware and normalized,temporal,A,ACTIVE,W08 PIT architecture,W08+,Normalized temporal fields use timezone-aware timestamps (UTC convention) while raw source values remain preserved in provenance.,W08",9f534e8644014d85baf5cfc6663cd5eea80af8cfeed45c0427de46f4b32e4a3f,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-284,2026-08-09
SRCREF-00519,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,286,286,"REQ-285,Raw source temporal values are preserved,provenance,A,ACTIVE,W08 PIT architecture,W08+,Normalization may not erase original source timestamp/value text or source version lineage.,W08",f6ef9c2a973974254a2be67d0871d3330c0fbe6e5d8b98f05444e119c6c7d8f1,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-285,2026-08-09
SRCREF-00520,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,287,287,"REQ-286,first_known_at requires defensible evidence,temporal,A,ACTIVE,Recon temporal policies; W08,W08+,Earliest public knowability must be evidence-backed; season labels/current pages cannot establish it.,W08",9299d9fe3bface79d42c06b25a45206a81b51904a1a3f5afe8943b9753c95bd7,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-286,2026-08-09
SRCREF-00521,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,288,288,"REQ-287,Unknown temporal eligibility fails closed,temporal,A,ACTIVE,Master PIT invariant; W08,W08+,Ambiguous/missing temporal evidence is review/quarantine/ineligible rather than guessed into a feature row.,W08",35a02b875b0e53ac248a8f8c0954b8c08c5be046807652225b49f81a5b7dca79,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-287,2026-08-09
SRCREF-00522,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,289,289,"REQ-288,Publication revisions preserve historical replay,temporal,A,ACTIVE,W07 evidence identity; W08,W08+,Later corrections/reports cannot rewrite earlier snapshots; as-of replay selects the version knowable then.,W08",f49523cbe4bb6b61f96ad58be9cef4b6929e3c579b1c81189428574eef3a11f6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-288,2026-08-09
SRCREF-00523,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,290,290,"REQ-289,As-of joins require knowledge and target validity,temporal,A,ACTIVE,W08 bitemporal design,W08+,As-of selection requires knowledge cutoff plus target validity/effective applicability where relevant.,W08",0506084be1929dcce3d435b7303157f06d155d76177fc9cd1fbb2f7968e7bb92,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-289,2026-08-09
SRCREF-00524,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,291,291,"REQ-290,Future-effective known facts may support future targets,temporal,A,ACTIVE,W08 bitemporal design,W08+,A fact known before its effective date may be eligible for a forecast of a target event inside its future valid interval.,W08",69f215e2f890214a71d83692fe3a9c82e259cbb0d0304de21d6b81647d4718f0,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-290,2026-08-09
SRCREF-00525,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,292,292,"REQ-291,Retrospective evidence requires dated corroboration,temporal,A,ACTIVE,Recon canonical rules; W08,W08+,Current/retrospective bios/pages are historical-ineligible unless dated evidence proves the fact/version was knowable at cutoff.,W08",7a2ca1421fb5165c6fc778e381679ea7c2275d41c20c32910206c251bf46371a,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-291,2026-08-09
SRCREF-00526,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,293,293,"REQ-292,Historical game outputs require completion before feature cutoff,temporal,A,ACTIVE,Master leakage rules; W08,W08+,Same/future game outputs are banned; prior-game outputs can enter later-game features only after completion and source knowability.,W08",995378810a0907130ebb72a35f1e3ed5bb08bde365076ec458dc27184fe7de62,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-292,2026-08-09
SRCREF-00527,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,294,294,"REQ-293,Forecast and replay cutoffs are immutable versioned records,reproducibility,A,ACTIVE,W08 cutoff contract,W08+,Every feature reconstruction/forecast/replay references an immutable cutoff and temporal-policy version.,W08",e5d6ccdaa59af92fae78fcaac51f6b6d6258600b6d90f787882b18b880fb9a12,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-293,2026-08-09
SRCREF-00528,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,295,295,"REQ-294,Cutoffs preserve target and lane provenance,reproducibility,A,ACTIVE,W08 cutoff contract,W08+,""Cutoff lineage records target game/event time, prediction timestamp, forecast lane, data snapshot and purpose."",W08",6bcd7d8e43299bc7d71a7f0d028d426d78d2d3757c62d0fedd43e568836f5843,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-294,2026-08-09
SRCREF-00529,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,296,296,"REQ-295,As-of selection is deterministic and lineage-returning,temporal,A,ACTIVE,W08 as-of contract,W08+,Equal inputs/policy produce the same selected observation IDs and lineage; selectors do not return bare mutable values.,W08",796f399ca4af7ff62211eccccb4e20c29ee9adbc1e100a431fbc862c8a84c650,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-295,2026-08-09
SRCREF-00530,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,297,297,"REQ-296,Market observations remain provider and timestamp scoped,market,A,ACTIVE,Recon market contract; W08,W08-W17,Market lane uses immutable provider/market/side observations known by cutoff.,W08",3117765b88c0383303683c780e35d344797e8bf3cd671a4f02c42215caa017f8,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-296,2026-08-09
SRCREF-00531,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,298,298,"REQ-297,Market snapshot labels do not override timestamp eligibility,market,A,ACTIVE,W08 market policy,W08-W17,Opening/current/closing classification is descriptive and cannot substitute for actual knowability at the forecast cutoff.,W08",08b15d8d21c3c35873d97656cc8e1ce5a5d8174494e086a46c7bd87a24a01f51,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-297,2026-08-09
SRCREF-00532,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,299,299,"REQ-298,Weather forecasts preserve exact model-run timing,weather,A,ACTIVE,W06 weather research; W08,W08-W13,""Issued weather evidence preserves model initialization, availability/first-known, forecast-valid time, lead and retrieval lineage."",W08",884e8a7ffef09318c93c2d905c682b22e26750857b7342aabc1bc3227635afae,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-298,2026-08-09
SRCREF-00533,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,300,300,"REQ-299,Observed weather cannot replace earlier issued forecast,weather,A,ACTIVE,Recon weather safety; W08,W08-W13,""Historical pregame snapshots use weather forecasts available then, not realized/observed conditions learned later."",W08",0b5f17b0931ba7f32874a1b878218765545d47ac7d876aaf228767e75a028f4a,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-299,2026-08-09
SRCREF-00534,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,301,301,"REQ-300,Availability reports preserve policy and version scope,availability,A,ACTIVE,W06 availability research; W08,W08-W12,""Availability observations retain report policy, applicable game scope, report sequence/version and temporal provenance."",W08",bca6d8061cea5c9c4a5e72a648772443b4abfed17a2dc7c0de3c25d6e45a3a14,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-300,2026-08-09
SRCREF-00535,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,302,302,"REQ-301,Availability noncoverage is unknown not healthy,availability,A,ACTIVE,W06 availability research; W08,W08-W12,Missing report/non-covered game may not be inferred as player availability.,W08",62a7f0143ef89133a9ad3e5c3bd8dd6d058288a42d5e0266348b6e0936f7f41b,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-301,2026-08-09
SRCREF-00536,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,303,303,"REQ-302,Availability revisions do not rewrite earlier snapshots,availability,A,ACTIVE,W08 revision policy,W08-W12,A later availability report version affects only cutoffs at/after its defensible first-known time.,W08",7e89fadeb3b4462c855ad2a4725ee2e2ca81b25ea3e4598e9505df70c168f3c6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-302,2026-08-09
SRCREF-00537,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,304,304,"REQ-303,Roster/staff/depth state is effective-dated and knowledge-safe,roster,A,ACTIVE,Recon A&M temporal policy; W08,W08-W13,Mutable roster/staff/depth observations require both applicability and as-of public-knowledge semantics.,W08",5c00d0400d0b18fc62bf2e465aa86d0a2835db67aadc39b0924e63d6b60326cc,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-303,2026-08-09
SRCREF-00538,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,305,305,"REQ-304,Regulatory publication and effective intervals are separate,regulatory,A,ACTIVE,W06 regulatory finding; W08,W08-W13,Rule/eligibility/roster/transfer regulations preserve publication/first-known separately from effective intervals.,W08",567ea655557fa888310bf1f7480386b99acf0f3199ed5c804b40353f43351746,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-304,2026-08-09
SRCREF-00539,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,306,306,"REQ-305,Resource reporting period does not establish knowability,resources,A,ACTIVE,Recon resource temporal policy; W08,W08-W13,Financial/resource period labels are separate from public publication/first-known timestamps.,W08",41f9bca5e036e8ed8de2b3d40ccf599ca06ecda66d6f6e31c02ec9ffbb85b7b6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-305,2026-08-09
SRCREF-00540,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,307,307,"REQ-306,Future draft/postseason/final-season outcomes are banned,temporal,A,ACTIVE,Master leakage rules; W08,W08-W17,Eventual outcomes unavailable at the historical cutoff cannot be used as direct historical pregame features.,W08",a3300d587dfe32c9ec94965a51f4fee9b626edf25655834b0a4441a89fa67559,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-306,2026-08-09
SRCREF-00541,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,308,308,"REQ-307,PIT gateway is mandatory feature-entry boundary,architecture,A,ACTIVE,ADR-045; W08,W08+,Feature construction consumes PIT-safe state through CMP-005 and cannot directly query mutable raw/current source state.,W08",25b0314a2a5ed6b63e3e952cc4a2e6becfa5581e65afa991c91925f42179336c,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-307,2026-08-09
SRCREF-00542,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,309,309,"REQ-308,Protected synthetic leakage battery is mandatory,testing,A,ACTIVE,W08,W08+,PIT contract changes must preserve/extend synthetic leakage scenarios and protected tests.,W08",a0a4b0471f39e9d726f00b0268f2dca0273c999d409f2e76660f744c8d00be7d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-308,2026-08-09
SRCREF-00543,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,310,310,"REQ-309,prediction_eligible_at is derived under policy version,temporal,A,ACTIVE,W08,W08+,""prediction_eligible_at is derived/cache metadata, not an authoritative raw source timestamp or sole eligibility predicate."",W08",1a4a50662224e6d586d0b12a34984ef716c39ba1fe1b1824a29cdfeb1c82ae76,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-309,2026-08-09
SRCREF-00544,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,311,311,"REQ-310,Retrieval time is conservative fallback for unknown earlier availability,temporal,A,ACTIVE,Recon/W08,W08+,""When earlier public availability cannot be defensibly reconstructed, retrieval time or documented conservative lag is used instead of guessing."",W08",8fb307652fc0e553cbac7bdeacc721d2f7cc8f685c0eed462436b8ea2a47f4f9,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-310,2026-08-09
SRCREF-00545,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,312,312,"REQ-311,Prediction snapshots retain domain cutoff lineage,reproducibility,A,ACTIVE,Recon prediction snapshot; W08,W08-W22,Forecast snapshots link exact data snapshot and market/weather/availability cutoffs or equivalent observation lineage.,W08",f6a070df27e010c760bb01de8f96b330e198dc60b548aadb8208be1f4dfb1885,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-311,2026-08-09
SRCREF-00546,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,313,313,"REQ-312,Historical training replay has a model-training cutoff,validation,A,ACTIVE,W08,W08-W17,A historical training run may train only on game labels completed/known before its training cutoff while each example uses its own pregame feature cutoff.,W08",4c465fd4a27b4a290b50573a32fdfc133203ce9126b72fe68543d6d1d5db1133,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-312,2026-08-09
SRCREF-00547,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,314,314,"REQ-313,Raw fields require stable source-scoped registry identity,feature registry,A,ACTIVE,W09,W09+,Every documented/materialized raw field has a stable raw_field_id scoped to source/dataset/field semantics.,W09",b3fb2714df2aaaafc18d68438622506e64382554a6776ee47df504746bb15c5f,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-313,2026-08-09
SRCREF-00548,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,315,315,"REQ-314,Raw field registry preserves provenance,provenance,A,ACTIVE,W09,W09+,""Registry records source ID, dataset/model, exact field path and classification origin."",W09",f2a66e396ded1b6f950c6754323ecfd362644b919b95cbb0092d98e531b86261,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-314,2026-08-09
SRCREF-00549,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,316,316,"REQ-315,Verified reconnaissance temporal classes are preserved,temporal,A,ACTIVE,W09,W09+,Schema scanning cannot silently downgrade or overwrite verified prior temporal/leakage classifications.,W09",8e8263d1c255aca7fb30232d664aa1e87d86868648a5ffb3c959c8a9402d926d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-315,2026-08-09
SRCREF-00550,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,317,317,"REQ-316,Unknown source schemas are explicit,schema,A,ACTIVE,W09,W09-W19,W06 endpoints without enumerated schemas remain SCHEMA_PENDING_MATERIALIZATION; fields are not invented.,W09",63f2104262963befc24aa8f55f5cacad065b85f2f96c2bd4f8e3539c8524c2d3,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-316,2026-08-09
SRCREF-00551,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,318,318,"REQ-317,Documented and observed types are separate,schema,A,ACTIVE,W09,W09+,Scanner-observed types do not overwrite documented source types or historical schema versions.,W09",5f98905aaa741a8adf6c79baf19d803eea792b7a7c69f02d0604399761f4f235,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-317,2026-08-09
SRCREF-00552,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,319,319,"REQ-318,Schema discovery is deterministic and bounded,schema,A,ACTIVE,W09,W09+,""For the same input and scan limit, scanner output is deterministic and records records-scanned."",W09",52d329f1d8abad81c15f34f9b6c4fbc207cf8aafe1a59f76fd6c43aa233689b9,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-318,2026-08-09
SRCREF-00553,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,320,320,"REQ-319,Schema drift is recorded rather than silently mutated,schema,A,ACTIVE,W09,W09+,Field additions/removals/type changes create drift evidence and do not rewrite historical registry state.,W09",3c5086907aa86da5b2cbf8417440f74a200088083251c7186ecc8bd0ba1c3e12,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-319,2026-08-09
SRCREF-00554,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,321,321,"REQ-320,Schema scanner does not execute source code,security,A,ACTIVE,W09,W09+,Discovery parses supported data formats only and never executes scripts/instructions embedded in source data.,W09",8ae997c407388fc8ebf0b6cd7f7070f4c2927632563b82b59539b1e4206bc429,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-320,2026-08-09
SRCREF-00555,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,322,322,"REQ-321,Nested JSON uses explicit field paths,schema,A,ACTIVE,W09,W09+,Nested object fields use deterministic dotted paths or an approved versioned equivalent.,W09",a9d237b6d192e5879c83ae0c1b940c2015de39cc62f2c99d88c3f20670551569,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-321,2026-08-09
SRCREF-00556,governance/REQUIREMENTS_INDEX.csv,C:\BatteredAggieSyndrome\governance\REQUIREMENTS_INDEX.csv,971da7445611bf08e496f6a41e92ea8ae1b25d54755fb9f2b2254e9ca2b2f4b1,,323,323,"REQ-322,Parquet scanner support is optional until dependency justified,tooling,B,DEFAULT,W09,W09-W19,Parquet scanning may use pyarrow when present but does not make it a mandatory W09 dependency.,W09",64448c6527705f0b7848e7eba1c876b59de711ce6765806e244bda8da8c70fcc,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for REQ-322,2026-08-09
