local_id,issue_type,parent_id,epic_id,depth,import_id,parent_import_id
POST-SUBTASK-105,Subtask,POST-STORY-035,POST-EPIC-011,2,100409,100085
POST-SUBTASK-106,Subtask,POST-STORY-036,POST-EPIC-012,2,100410,100086
POST-SUBTASK-107,Subtask,POST-STORY-036,POST-EPIC-012,2,100411,100086
POST-SUBTASK-108,Subtask,POST-STORY-036,POST-EPIC-012,2,100412,100086
POST-SUBTASK-109,Subtask,POST-STORY-037,POST-EPIC-012,2,100413,100087
POST-SUBTASK-110,Subtask,POST-STORY-037,POST-EPIC-012,2,100414,100087
POST-SUBTASK-111,Subtask,POST-STORY-037,POST-EPIC-012,2,100415,100087
POST-SUBTASK-112,Subtask,POST-STORY-038,POST-EPIC-012,2,100416,100088
POST-SUBTASK-113,Subtask,POST-STORY-038,POST-EPIC-012,2,100417,100088
POST-SUBTASK-114,Subtask,POST-STORY-038,POST-EPIC-012,2,100418,100088
POST-SUBTASK-115,Subtask,POST-STORY-039,POST-EPIC-013,2,100419,100089
POST-SUBTASK-116,Subtask,POST-STORY-039,POST-EPIC-013,2,100420,100089
POST-SUBTASK-117,Subtask,POST-STORY-039,POST-EPIC-013,2,100421,100089
POST-SUBTASK-118,Subtask,POST-STORY-040,POST-EPIC-013,2,100422,100090
POST-SUBTASK-119,Subtask,POST-STORY-040,POST-EPIC-013,2,100423,100090
POST-SUBTASK-120,Subtask,POST-STORY-040,POST-EPIC-013,2,100424,100090
POST-SUBTASK-121,Subtask,POST-STORY-041,POST-EPIC-013,2,100425,100091
POST-SUBTASK-122,Subtask,POST-STORY-041,POST-EPIC-013,2,100426,100091
POST-SUBTASK-123,Subtask,POST-STORY-041,POST-EPIC-013,2,100427,100091
POST-SUBTASK-124,Subtask,POST-STORY-042,POST-EPIC-014,2,100428,100092
POST-SUBTASK-125,Subtask,POST-STORY-042,POST-EPIC-014,2,100429,100092
POST-SUBTASK-126,Subtask,POST-STORY-042,POST-EPIC-014,2,100430,100092
POST-SUBTASK-127,Subtask,POST-STORY-043,POST-EPIC-014,2,100431,100093
POST-SUBTASK-128,Subtask,POST-STORY-043,POST-EPIC-014,2,100432,100093
POST-SUBTASK-129,Subtask,POST-STORY-043,POST-EPIC-014,2,100433,100093
POST-SUBTASK-130,Subtask,POST-STORY-044,POST-EPIC-014,2,100434,100094
POST-SUBTASK-131,Subtask,POST-STORY-044,POST-EPIC-014,2,100435,100094
POST-SUBTASK-132,Subtask,POST-STORY-044,POST-EPIC-014,2,100436,100094
POST-SUBTASK-133,Subtask,POST-STORY-045,POST-EPIC-015,2,100437,100095
POST-SUBTASK-134,Subtask,POST-STORY-045,POST-EPIC-015,2,100438,100095
POST-SUBTASK-135,Subtask,POST-STORY-045,POST-EPIC-015,2,100439,100095
POST-SUBTASK-136,Subtask,POST-STORY-046,POST-EPIC-015,2,100440,100096
POST-SUBTASK-137,Subtask,POST-STORY-046,POST-EPIC-015,2,100441,100096
POST-SUBTASK-138,Subtask,POST-STORY-046,POST-EPIC-015,2,100442,100096
POST-SUBTASK-139,Subtask,POST-STORY-047,POST-EPIC-015,2,100443,100097
POST-SUBTASK-140,Subtask,POST-STORY-047,POST-EPIC-015,2,100444,100097
POST-SUBTASK-141,Subtask,POST-STORY-047,POST-EPIC-015,2,100445,100097
POST-SUBTASK-142,Subtask,POST-STORY-048,POST-EPIC-016,2,100446,100098
POST-SUBTASK-143,Subtask,POST-STORY-048,POST-EPIC-016,2,100447,100098
POST-SUBTASK-144,Subtask,POST-STORY-048,POST-EPIC-016,2,100448,100098
POST-SUBTASK-145,Subtask,POST-STORY-049,POST-EPIC-016,2,100449,100099
POST-SUBTASK-146,Subtask,POST-STORY-049,POST-EPIC-016,2,100450,100099
POST-SUBTASK-147,Subtask,POST-STORY-049,POST-EPIC-016,2,100451,100099
POST-SUBTASK-148,Subtask,POST-STORY-050,POST-EPIC-016,2,100452,100100
POST-SUBTASK-149,Subtask,POST-STORY-050,POST-EPIC-016,2,100453,100100
POST-SUBTASK-150,Subtask,POST-STORY-050,POST-EPIC-016,2,100454,100100
POST-SUBTASK-151,Subtask,POST-STORY-051,POST-EPIC-017,2,100455,100101
POST-SUBTASK-152,Subtask,POST-STORY-051,POST-EPIC-017,2,100456,100101
POST-SUBTASK-153,Subtask,POST-STORY-051,POST-EPIC-017,2,100457,100101
POST-SUBTASK-154,Subtask,POST-STORY-052,POST-EPIC-017,2,100458,100102
POST-SUBTASK-155,Subtask,POST-STORY-052,POST-EPIC-017,2,100459,100102
POST-SUBTASK-156,Subtask,POST-STORY-052,POST-EPIC-017,2,100460,100102
POST-SUBTASK-157,Subtask,POST-STORY-053,POST-EPIC-017,2,100461,100103
POST-SUBTASK-158,Subtask,POST-STORY-053,POST-EPIC-017,2,100462,100103
POST-SUBTASK-159,Subtask,POST-STORY-053,POST-EPIC-017,2,100463,100103
POST-EPIC-018,Epic,,,0,100464,
POST-STORY-054,Story,POST-EPIC-018,POST-EPIC-018,1,100465,100464
POST-STORY-055,Story,POST-EPIC-018,POST-EPIC-018,1,100466,100464
POST-STORY-056,Story,POST-EPIC-018,POST-EPIC-018,1,100467,100464
POST-SUBTASK-160,Subtask,POST-STORY-054,POST-EPIC-018,2,100468,100465
POST-SUBTASK-161,Subtask,POST-STORY-054,POST-EPIC-018,2,100469,100465
POST-SUBTASK-162,Subtask,POST-STORY-055,POST-EPIC-018,2,100470,100466
POST-SUBTASK-163,Subtask,POST-STORY-055,POST-EPIC-018,2,100471,100466
POST-SUBTASK-164,Subtask,POST-STORY-055,POST-EPIC-018,2,100472,100466
POST-SUBTASK-165,Subtask,POST-STORY-055,POST-EPIC-018,2,100473,100466
POST-SUBTASK-166,Subtask,POST-STORY-056,POST-EPIC-018,2,100474,100467
POST-SUBTASK-167,Subtask,POST-STORY-055,POST-EPIC-018,2,100475,100466
POST-SUBTASK-168,Subtask,POST-STORY-056,POST-EPIC-018,2,100476,100467
POST-SUBTASK-169,Sub-task,POST-STORY-025,POST-EPIC-008,2,100477,100075
POST-SUBTASK-170,Sub-task,POST-STORY-010,POST-EPIC-003,2,100478,100060
POST-SUBTASK-171,Sub-task,POST-STORY-025,POST-EPIC-008,2,100479,100075
