local_id,jira_key,import_id,issue_type,summary,parent,epic,phase,priority,workflow_state,maturity_before,maturity_after,evidence_state,ready,blocked_by,critical_path,component,execution_lane,execution_mode,historical_classification,owner_wave,read_file_count,touch_file_count,source_ids,primary_source_refs,canonical_record,generated_markdown
POST-STORY-049,BAT-99,100099,Story,"[POST-STORY-049] Bounded implementation, tuning, ablation, and protected admission",POST-EPIC-016,POST-EPIC-016,PHASE-5,P3,DEFERRED,CONDITIONAL,INTEGRATED,PLANNED,false,POST-SUBTASK-144,false,advanced-challengers,SHARED_CONTRACT,AGGREGATE_GATE,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-013;HANDOFF-013;TASK-165;TASK-166;TASK-167;TASK-168,SRCREF-02107;SRCREF-02108;SRCREF-02109;SRCREF-02110;SRCREF-02111;SRCREF-02001;SRCREF-02002;SRCREF-02003,jira/records/issues/stories/POST-STORY-049_bounded_implementation_tuning_ablation_and_protected_admission.json,jira/issues/stories/POST-STORY-049_bounded_implementation_tuning_ablation_and_protected_admission.md
POST-STORY-050,BAT-100,100100,Story,[POST-STORY-050] Protected comparison and production disposition,POST-EPIC-016,POST-EPIC-016,PHASE-5,P3,DEFERRED,CONDITIONAL,INTEGRATED,PLANNED,false,POST-SUBTASK-147,false,advanced-challengers,SHARED_CONTRACT,AGGREGATE_GATE,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-013;HANDOFF-013;TASK-165;TASK-166;TASK-167;TASK-168,SRCREF-02107;SRCREF-02108;SRCREF-02109;SRCREF-02110;SRCREF-02111;SRCREF-02001;SRCREF-02002;SRCREF-02003,jira/records/issues/stories/POST-STORY-050_protected_comparison_and_production_disposition.json,jira/issues/stories/POST-STORY-050_protected_comparison_and_production_disposition.md
POST-STORY-051,BAT-101,100101,Story,"[POST-STORY-051] Live need, source, rights, latency, cost, and value gate",POST-EPIC-017,POST-EPIC-017,PHASE-5,DEFERRED,DEFERRED,DEFERRED,INTEGRATED,PLANNED,false,POST-SUBTASK-141,false,live-modeling,SHARED_CONTRACT,AGGREGATE_GATE,ACTIONABLE_POST_WAVE,POST_W25,8,0,GAP-014;HANDOFF-014;TASK-169;TASK-170;TASK-171;TASK-172,SRCREF-02112;SRCREF-02113;SRCREF-02114;SRCREF-02115;SRCREF-02001;SRCREF-02002;SRCREF-02003;SRCREF-02004,jira/records/issues/stories/POST-STORY-051_live_need_source_rights_latency_cost_and_value_gate.json,jira/issues/stories/POST-STORY-051_live_need_source_rights_latency_cost_and_value_gate.md
POST-STORY-052,BAT-102,100102,Story,"[POST-STORY-052] Isolated event state, features, models, replay, and latency prototype",POST-EPIC-017,POST-EPIC-017,PHASE-5,DEFERRED,DEFERRED,DEFERRED,INTEGRATED,PLANNED,false,POST-SUBTASK-153,false,live-modeling,SHARED_CONTRACT,AGGREGATE_GATE,ACTIONABLE_POST_WAVE,POST_W25,8,0,GAP-014;HANDOFF-014;TASK-169;TASK-170;TASK-171;TASK-172,SRCREF-02112;SRCREF-02113;SRCREF-02114;SRCREF-02115;SRCREF-02001;SRCREF-02002;SRCREF-02003;SRCREF-02004,jira/records/issues/stories/POST-STORY-052_isolated_event_state_features_models_replay_and_latency_prototype.json,jira/issues/stories/POST-STORY-052_isolated_event_state_features_models_replay_and_latency_prototype.md
POST-STORY-053,BAT-103,100103,Story,"[POST-STORY-053] Separate protected evaluation, product integration, and operating authorization",POST-EPIC-017,POST-EPIC-017,PHASE-5,DEFERRED,DEFERRED,DEFERRED,INTEGRATED,PLANNED,false,POST-SUBTASK-156,false,live-modeling,SHARED_CONTRACT,AGGREGATE_GATE,ACTIONABLE_POST_WAVE,POST_W25,8,0,GAP-014;HANDOFF-014;TASK-169;TASK-170;TASK-171;TASK-172,SRCREF-02112;SRCREF-02113;SRCREF-02114;SRCREF-02115;SRCREF-02001;SRCREF-02002;SRCREF-02003;SRCREF-02004,jira/records/issues/stories/POST-STORY-053_separate_protected_evaluation_product_integration_and_operating_authorization.json,jira/issues/stories/POST-STORY-053_separate_protected_evaluation_product_integration_and_operating_authorization.md
POST-SUBTASK-001,BAT-351,100305,Subtask,"[POST-SUBTASK-001] Verify W25 repository identity, manifests, and no-Wave-26 state",POST-STORY-001,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,IMPLEMENTED,VERIFIED,false,,true,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-001;HANDOFF-001,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-001_verify_w25_repository_identity_manifests_and_no_wave_26_state.json,jira/issues/subtasks/POST-SUBTASK-001_verify_w25_repository_identity_manifests_and_no_wave_26_state.md
POST-SUBTASK-002,BAT-352,100306,Subtask,[POST-SUBTASK-002] Run the full unit and governance validator suite on the target host,POST-STORY-001,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-001,true,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-001;HANDOFF-001,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-002_run_the_full_unit_and_governance_validator_suite_on_the_target_host.json,jira/issues/subtasks/POST-SUBTASK-002_run_the_full_unit_and_governance_validator_suite_on_the_target_host.md
POST-SUBTASK-003,BAT-353,100307,Subtask,[POST-SUBTASK-003] Capture the authoritative target runtime and dependency manifest,POST-STORY-001,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,INTEGRATED,VERIFIED,false,POST-SUBTASK-001;POST-SUBTASK-002,true,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-001;HANDOFF-001,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-003_capture_the_authoritative_target_runtime_and_dependency_manifest.json,jira/issues/subtasks/POST-SUBTASK-003_capture_the_authoritative_target_runtime_and_dependency_manifest.md
POST-SUBTASK-004,BAT-354,100308,Subtask,[POST-SUBTASK-004] Configure AGGIE_ANALYTICS_DATA_ROOT and artifact roots outside the repository,POST-STORY-002,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-001,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,4,GAP-001;GAP-010;HANDOFF-001;HANDOFF-002,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-004_configure_aggie_analytics_data_root_and_artifact_roots_outside_the_repository.json,jira/issues/subtasks/POST-SUBTASK-004_configure_aggie_analytics_data_root_and_artifact_roots_outside_the_repository.md
POST-SUBTASK-005,BAT-355,100309,Subtask,[POST-SUBTASK-005] Define and validate the non-repository credential inventory and redaction rules,POST-STORY-002,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-001;POST-SUBTASK-004,false,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,10,1,GAP-001;GAP-010;HANDOFF-001;HANDOFF-002,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-005_define_and_validate_the_non_repository_credential_inventory_and_redaction_rules.json,jira/issues/subtasks/POST-SUBTASK-005_define_and_validate_the_non_repository_credential_inventory_and_redaction_rules.md
POST-SUBTASK-006,BAT-356,100310,Subtask,"[POST-SUBTASK-006] Validate target storage permissions, free space, atomic writes, and quarantine behavior",POST-STORY-002,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,INTEGRATED,VERIFIED,false,POST-SUBTASK-001;POST-SUBTASK-004;POST-SUBTASK-005,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-001;GAP-010;HANDOFF-001;HANDOFF-002,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-006_validate_target_storage_permissions_free_space_atomic_writes_and_quarantine_beha.json,jira/issues/subtasks/POST-SUBTASK-006_validate_target_storage_permissions_free_space_atomic_writes_and_quarantine_beha.md
POST-SUBTASK-007,BAT-357,100311,Subtask,[POST-SUBTASK-007] Stage the representative AC-038 workload and benchmark input manifest,POST-STORY-003,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-002;POST-SUBTASK-006,true,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,0,AC-038;GAP-001;HANDOFF-001;TASK-161,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-007_stage_the_representative_ac_038_workload_and_benchmark_input_manifest.json,jira/issues/subtasks/POST-SUBTASK-007_stage_the_representative_ac_038_workload_and_benchmark_input_manifest.md
POST-SUBTASK-008,BAT-358,100312,Subtask,[POST-SUBTASK-008] Run scripts/benchmark_target.ps1 on the declared Windows/Ryzen 7 HX/32 GB/RTX 5060/NVMe target,POST-STORY-003,POST-EPIC-001,PHASE-4,P0,DONE,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,VERIFIED,false,POST-SUBTASK-002;POST-SUBTASK-006;POST-SUBTASK-007,true,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,0,AC-038;GAP-001;HANDOFF-001;TASK-161;THR-011;THR-012,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-008_run_scripts_benchmark_target_ps1_on_the_declared_windows_ryzen_7_hx_32_gb_rtx_50.json,jira/issues/subtasks/POST-SUBTASK-008_run_scripts_benchmark_target_ps1_on_the_declared_windows_ryzen_7_hx_32_gb_rtx_50.md
POST-SUBTASK-009,BAT-359,100313,Subtask,[POST-SUBTASK-009] Govern THR-011 and THR-012 values and clear or retain the W23 local-production gate,POST-STORY-003,POST-EPIC-001,PHASE-4,P0,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PARTIAL,false,POST-SUBTASK-002;POST-SUBTASK-006;POST-SUBTASK-007;POST-SUBTASK-008,true,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,14,1,AC-038;GAP-001;HANDOFF-001;ISSUE-113;TASK-163;THR-011;THR-012,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-009_govern_thr_011_and_thr_012_values_and_clear_or_retain_the_w23_local_production_g.json,jira/issues/subtasks/POST-SUBTASK-009_govern_thr_011_and_thr_012_values_and_clear_or_retain_the_w23_local_production_g.md
POST-SUBTASK-010,BAT-360,100314,Subtask,[POST-SUBTASK-010] Measure safe local worktree and pipeline concurrency under target resource limits,POST-STORY-004,POST-EPIC-001,PHASE-4,P0,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-009,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-001;HANDOFF-001,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-010_measure_safe_local_worktree_and_pipeline_concurrency_under_target_resource_limit.json,jira/issues/subtasks/POST-SUBTASK-010_measure_safe_local_worktree_and_pipeline_concurrency_under_target_resource_limit.md
POST-SUBTASK-011,BAT-361,100315,Subtask,[POST-SUBTASK-011] Measure disk growth and define evidence-backed artifact retention budgets,POST-STORY-004,POST-EPIC-001,PHASE-4,P0,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-009;POST-SUBTASK-010,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,10,1,GAP-001;HANDOFF-001,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-011_measure_disk_growth_and_define_evidence_backed_artifact_retention_budgets.json,jira/issues/subtasks/POST-SUBTASK-011_measure_disk_growth_and_define_evidence_backed_artifact_retention_budgets.md
POST-SUBTASK-012,BAT-362,100316,Subtask,[POST-SUBTASK-012] Implement and test resource stop conditions and graceful degradation,POST-STORY-004,POST-EPIC-001,PHASE-4,P0,BLOCKED,FUNCTIONAL_STARTER,OPERATING,PLANNED,false,POST-SUBTASK-009;POST-SUBTASK-010;POST-SUBTASK-011,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,1,GAP-001;HANDOFF-001,SRCREF-01994;SRCREF-01995;SRCREF-01996;SRCREF-01997;SRCREF-01998;SRCREF-01999;SRCREF-02000;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-012_implement_and_test_resource_stop_conditions_and_graceful_degradation.json,jira/issues/subtasks/POST-SUBTASK-012_implement_and_test_resource_stop_conditions_and_graceful_degradation.md
POST-SUBTASK-013,BAT-363,100317,Subtask,[POST-SUBTASK-013] Reconcile W06 source inventory with W24 refresh and current handoff gaps,POST-STORY-005,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,,true,data-sources,RESEARCH_LANE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;HANDOFF-002;HANDOFF-012,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-013_reconcile_w06_source_inventory_with_w24_refresh_and_current_handoff_gaps.json,jira/issues/subtasks/POST-SUBTASK-013_reconcile_w06_source_inventory_with_w24_refresh_and_current_handoff_gaps.md
POST-SUBTASK-014,BAT-364,100318,Subtask,"[POST-SUBTASK-014] Freeze source priority, fallback, and required-versus-optional classifications",POST-STORY-005,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-013,true,data-sources,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;GAP-011;HANDOFF-002;HANDOFF-012;ISSUE-012,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-014_freeze_source_priority_fallback_and_required_versus_optional_classifications.json,jira/issues/subtasks/POST-SUBTASK-014_freeze_source_priority_fallback_and_required_versus_optional_classifications.md
POST-SUBTASK-015,BAT-365,100319,Subtask,[POST-SUBTASK-015] Validate source inventory completeness and unresolved decision coverage,POST-STORY-005,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,CONTRACT_DEFINED,VERIFIED,false,POST-SUBTASK-013;POST-SUBTASK-014,true,data-sources,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;HANDOFF-002;HANDOFF-012,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-015_validate_source_inventory_completeness_and_unresolved_decision_coverage.json,jira/issues/subtasks/POST-SUBTASK-015_validate_source_inventory_completeness_and_unresolved_decision_coverage.md
POST-SUBTASK-016,BAT-366,100320,Subtask,"[POST-SUBTASK-016] Reissue CFBD, SportsDataverse, Open-Meteo, and official A&M/SEC/NCAA decisions under private-research policy",POST-STORY-006,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-015,true,data-sources,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;HANDOFF-002;HANDOFF-012;ISSUE-028,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-016_complete_rights_review_for_cfbd_sportsdataverse_open_meteo_and_official_a_and_m_.json,jira/issues/subtasks/POST-SUBTASK-016_complete_rights_review_for_cfbd_sportsdataverse_open_meteo_and_official_a_and_m_.md
POST-SUBTASK-017,BAT-367,100321,Subtask,"[POST-SUBTASK-017] Reissue recruiting, transfer, market, resources, gamebook, and officiating decisions under private-research policy",POST-STORY-006,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-015;POST-SUBTASK-016,true,data-sources,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;GAP-011;HANDOFF-002;HANDOFF-012;ISSUE-023;ISSUE-025;ISSUE-081,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-017_complete_rights_review_for_recruiting_transfer_market_resources_gamebook_and_off.json,jira/issues/subtasks/POST-SUBTASK-017_complete_rights_review_for_recruiting_transfer_market_resources_gamebook_and_off.md
POST-SUBTASK-018,BAT-368,100322,Subtask,[POST-SUBTASK-018] Publish the private-research source-use matrix and block raw third-party publication,POST-STORY-006,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,INTEGRATED,VERIFIED,false,POST-SUBTASK-015;POST-SUBTASK-016;POST-SUBTASK-017,true,data-sources,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,3,GAP-010;HANDOFF-002;HANDOFF-012,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-018_publish_the_approved_source_rights_matrix_and_block_disallowed_acquisition_expor.json,jira/issues/subtasks/POST-SUBTASK-018_publish_the_approved_source_rights_matrix_and_block_disallowed_acquisition_expor.md
POST-SUBTASK-019,BAT-369,100323,Subtask,"[POST-SUBTASK-019] Define credential names, scopes, owners, rotation, and non-repository storage contract",POST-STORY-007,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-015,true,data-sources,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,1,GAP-010;HANDOFF-002;HANDOFF-012;ISSUE-003;ISSUE-004,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-019_define_credential_names_scopes_owners_rotation_and_non_repository_storage_contra.json,jira/issues/subtasks/POST-SUBTASK-019_define_credential_names_scopes_owners_rotation_and_non_repository_storage_contra.md
POST-SUBTASK-020,BAT-370,100324,Subtask,[POST-SUBTASK-020] Run authenticated and no-key source access smoke tests with rate-limit capture,POST-STORY-007,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-015;POST-SUBTASK-019,true,data-sources,DATA_MATERIALIZATION,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;HANDOFF-002;HANDOFF-012;ISSUE-003;ISSUE-004,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-020_run_authenticated_and_no_key_source_access_smoke_tests_with_rate_limit_capture.json,jira/issues/subtasks/POST-SUBTASK-020_run_authenticated_and_no_key_source_access_smoke_tests_with_rate_limit_capture.md
POST-SUBTASK-021,BAT-371,100325,Subtask,[POST-SUBTASK-021] Validate access readiness and generate source-specific unblock conditions,POST-STORY-007,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,INTEGRATED,VERIFIED,false,POST-SUBTASK-015;POST-SUBTASK-019;POST-SUBTASK-020,true,data-sources,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-010;HANDOFF-002;HANDOFF-012;ISSUE-003;ISSUE-004,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-021_validate_access_readiness_and_generate_source_specific_unblock_conditions.json,jira/issues/subtasks/POST-SUBTASK-021_validate_access_readiness_and_generate_source_specific_unblock_conditions.md
POST-SUBTASK-022,BAT-372,100326,Subtask,"[POST-SUBTASK-022] Create source-specific endpoint, parameter, pagination, season, and version acquisition specifications",POST-STORY-008,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-018;POST-SUBTASK-021,false,data-sources,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,1,GAP-010;HANDOFF-002;HANDOFF-003;HANDOFF-012,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-022_create_source_specific_endpoint_parameter_pagination_season_and_version_acquisit.json,jira/issues/subtasks/POST-SUBTASK-022_create_source_specific_endpoint_parameter_pagination_season_and_version_acquisit.md
POST-SUBTASK-023,BAT-373,100327,Subtask,"[POST-SUBTASK-023] Implement compliant retries, caching, rate-limit handling, and fallback activation",POST-STORY-008,POST-EPIC-002,PHASE-1,P0,DONE,CONTRACT_DEFINED,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-018;POST-SUBTASK-021;POST-SUBTASK-022,false,data-sources,DATA_MATERIALIZATION,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,3,GAP-010;HANDOFF-002;HANDOFF-003;HANDOFF-012,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-023_implement_compliant_retries_caching_rate_limit_handling_and_fallback_activation.json,jira/issues/subtasks/POST-SUBTASK-023_implement_compliant_retries_caching_rate_limit_handling_and_fallback_activation.md
POST-SUBTASK-024,BAT-374,100328,Subtask,[POST-SUBTASK-024] Establish source API/schema/terms drift baselines and monitoring inputs,POST-STORY-008,POST-EPIC-002,PHASE-1,P0,READY,CONTRACT_DEFINED,OPERATING,PLANNED,true,POST-SUBTASK-018;POST-SUBTASK-021;POST-SUBTASK-022;POST-SUBTASK-023,false,data-sources,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,1,GAP-010;HANDOFF-002;HANDOFF-003;HANDOFF-012;ISSUE-002;ISSUE-028,SRCREF-02007;SRCREF-02008;SRCREF-02009;SRCREF-02010;SRCREF-02011;SRCREF-02012;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-024_establish_source_api_schema_terms_drift_baselines_and_monitoring_inputs.json,jira/issues/subtasks/POST-SUBTASK-024_establish_source_api_schema_terms_drift_baselines_and_monitoring_inputs.md
POST-SUBTASK-025,BAT-375,100329,Subtask,"[POST-SUBTASK-025] Acquire quality-supported national team, schedule, game, score, drive, play, box-score, and gamebook history",POST-STORY-009,POST-EPIC-003,PHASE-1,P0,DONE,SCAFFOLD,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-006;POST-SUBTASK-018;POST-SUBTASK-021;POST-SUBTASK-022,true,raw-snapshots,DATA_MATERIALIZATION,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-002;HANDOFF-003,SRCREF-02013;SRCREF-02014;SRCREF-02015;SRCREF-02016;SRCREF-02017;SRCREF-02018;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-025_acquire_approved_national_team_schedule_game_score_drive_play_box_score_and_game.json,jira/issues/subtasks/POST-SUBTASK-025_acquire_approved_national_team_schedule_game_score_drive_play_box_score_and_game.md
POST-SUBTASK-026,BAT-376,100330,Subtask,[POST-SUBTASK-026] Normalize and reconcile core/game-event records while preserving immutable source evidence,POST-STORY-009,POST-EPIC-003,PHASE-1,P0,DONE,SCAFFOLD,EMPIRICALLY_VALIDATED,VERIFIED,false,POST-SUBTASK-006;POST-SUBTASK-018;POST-SUBTASK-021;POST-SUBTASK-022;POST-SUBTASK-025,true,raw-snapshots,DATA_MATERIALIZATION,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-002;HANDOFF-003,SRCREF-02013;SRCREF-02014;SRCREF-02015;SRCREF-02016;SRCREF-02017;SRCREF-02018;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-026_normalize_and_reconcile_core_game_event_records_while_preserving_immutable_sourc.json,jira/issues/subtasks/POST-SUBTASK-026_normalize_and_reconcile_core_game_event_records_while_preserving_immutable_sourc.md
POST-SUBTASK-027,BAT-377,100331,Subtask,[POST-SUBTASK-027] Approve or block the population-level core-history coverage gate,POST-STORY-009,POST-EPIC-003,PHASE-1,P0,DONE,SCAFFOLD,PRODUCTION_READY,VERIFIED,false,POST-SUBTASK-006;POST-SUBTASK-018;POST-SUBTASK-021;POST-SUBTASK-022;POST-SUBTASK-025;POST-SUBTASK-026,true,raw-snapshots,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-002;HANDOFF-003,SRCREF-02013;SRCREF-02014;SRCREF-02015;SRCREF-02016;SRCREF-02017;SRCREF-02018;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-027_approve_or_block_the_population_level_core_history_coverage_gate.json,jira/issues/subtasks/POST-SUBTASK-027_approve_or_block_the_population_level_core_history_coverage_gate.md
