requirement_id,title,status,category,constraint_class,historical_task_ids,post_wave_issue_ids,mapping_disposition,source_ref_id,mapped
REQ-139,Hydration allowlist is machine-readable,ACTIVE,packaging,A,TASK-186,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00373,true
REQ-140,Local and CI validation use same commands,ACTIVE,operations,A,TASK-163,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00374,true
REQ-141,Cross-platform repository operations,ACTIVE,operations,A,TASK-163,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00375,true
REQ-142,Codex worktree isolation contract,ACTIVE,repository,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00376,true
REQ-143,Codex branch naming default,ACTIVE,repository,B,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00377,true
REQ-144,Do not freeze Wave03 domain boundaries in W02,COMPLETE_W02,architecture,A,TASK-187,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00378,true
REQ-145,Windows PowerShell operator wrappers,ACTIVE,operations,B,TASK-163,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00379,true
REQ-146,Repository line-ending and path portability policy,ACTIVE,repository,B,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00380,true
REQ-147,Deterministic cumulative ZIP content order,ACTIVE,packaging,A,TASK-186,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00381,true
REQ-148,Completed wave pair validator,ACTIVE,testing,A,TASK-121,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00382,true
REQ-149,Wave02 CI remains minimal scaffold,ACTIVE,operations,B,TASK-163,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00383,true
REQ-150,No unverified tool-specific Codex config schema,ACTIVE,repository,B,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00384,true
REQ-151,Offline-first modular monolith default,ACTIVE,architecture,B,TASK-187,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00385,true
REQ-152,Pregame product uses immutable snapshot serving,ACTIVE,architecture,B,TASK-152;TASK-157;TASK-187,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00386,true
REQ-153,Production forecast path does not require research agents,ACTIVE,governance,A,TASK-139;TASK-187,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00387,true
REQ-154,LLM is optional assistive capability,ACTIVE,architecture,A,TASK-187,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00388,true
REQ-155,Layered immutable data zones,ACTIVE,data architecture,A,TASK-012;TASK-046,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00389,true
REQ-156,PIT state is mandatory feature gateway,ACTIVE,temporal,A,TASK-018;TASK-046,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00390,true
REQ-157,Training and inference share feature contracts,ACTIVE,modeling,A,TASK-121,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00391,true
REQ-158,Provider details isolated behind source adapters,ACTIVE,data architecture,B,TASK-018,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00392,true
REQ-159,Canonical identity separate from source identity remains architectural boundary,ACTIVE,data architecture,A,TASK-012,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00393,true
REQ-160,National-to-A&M specialization interface is explicit,ACTIVE,modeling,A,TASK-094;TASK-095;TASK-096;TASK-097;TASK-098;TASK-099,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00394,true
REQ-161,A&M specialization cannot fork canonical truth,ACTIVE,data architecture,A,TASK-099,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00395,true
REQ-162,A&M specialization may collapse to no adjustment,ACTIVE,modeling,A,TASK-099,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00396,true
REQ-163,Forecast outputs are coherently assembled,ACTIVE,modeling,A,TASK-121,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00397,true
REQ-164,BAS consumes leakage-safe expected performance,ACTIVE,BAS,A,TASK-104;TASK-110,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00398,true
REQ-165,Pure-football and market-augmented lanes remain separable,ACTIVE,modeling,A,TASK-127,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00399,true
REQ-166,Future live lane isolated from pregame,ACTIVE,architecture,A,TASK-169;TASK-170;TASK-171;TASK-172;TASK-187,POST-SUBTASK-159,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00400,true
REQ-167,Parquet plus DuckDB preferred early analytical implementation,ACTIVE,storage,B,TASK-046,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00401,true
REQ-168,PostgreSQL is optional behind a storage boundary,ACTIVE,storage,B,TASK-012,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00402,true
REQ-169,No online feature store required for pregame v1,ACTIVE,architecture,B,TASK-152;TASK-187,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00403,true
REQ-170,No Kafka Redis Kubernetes or microservices requirement in current architecture,ACTIVE,architecture,B,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00404,true
REQ-171,Serving cannot bypass snapshot publication,ACTIVE,serving,A,TASK-152;TASK-187,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00405,true
REQ-172,Research outputs enter production only through protected evaluation,ACTIVE,research,A,TASK-139,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00406,true
REQ-173,Architecture registry is machine-readable,DEFAULT,architecture,B,TASK-187,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00407,true
REQ-174,Architecture dependency rules are executable tests,ACTIVE,testing,A,TASK-121,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00408,true
REQ-175,Batch stages are resumable and quarantine failures,ACTIVE,operations,B,TASK-163,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00409,true
REQ-176,W03 freezes semantic interfaces not later-wave schemas or statistical families,ACTIVE,architecture,A,TASK-187,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00410,true
REQ-177,Acceptance evidence is explicit and traceable,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00411,true
REQ-178,Requirement lifecycle is separate from acceptance evidence state,ACTIVE,governance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00412,true
REQ-179,Protected acceptance controls cannot be relaxed by research agents,ACTIVE,acceptance,A,TASK-133;TASK-139,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00413,true
REQ-180,Do not fabricate quantitative acceptance thresholds,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00414,true
REQ-181,Every active Level-A requirement has a blocking or mandatory acceptance contract,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00415,true
REQ-182,Level-B defaults have explicit revisit/change semantics,DEFAULT,governance,B,TASK-187,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00416,true
REQ-183,Level-C hypotheses remain nonblocking until promoted,ACTIVE,experimentation,A,TASK-139,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00417,true
REQ-184,External inputs cross an explicit trust boundary,ACTIVE,security,A,TASK-163;TASK-186,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00418,true
REQ-185,Source records are schema/contract validated before canonical acceptance,ACTIVE,security,A,TASK-163;TASK-186,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00419,true
REQ-186,Data/source content cannot trigger arbitrary code execution,ACTIVE,security,A,TASK-163;TASK-186,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00420,true
REQ-187,Secrets remain externalized with least-privilege access,ACTIVE,security,A,TASK-163;TASK-186,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00421,true
REQ-188,Dependencies and executable tooling retain provenance/integrity evidence,ACTIVE,security,A,TASK-163;TASK-186,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00422,true
REQ-189,Logs and diagnostics cannot expose secrets or restricted raw data,ACTIVE,security,A,TASK-163;TASK-186,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00423,true
REQ-190,Forecast snapshots are replayable from lineage,ACTIVE,reproducibility,A,TASK-121,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00424,true
REQ-191,Deterministic transforms are versioned and testable,ACTIVE,reproducibility,A,TASK-018,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00425,true
REQ-192,Training and forecast environments are captured,ACTIVE,reproducibility,A,TASK-145,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00426,true
REQ-193,Stochastic processes record seeds/configuration,ACTIVE,reproducibility,A,TASK-121,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00427,true
REQ-194,Training/evaluation/model artifacts are immutable and linked,ACTIVE,reproducibility,A,TASK-133,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00428,true
REQ-195,Invalid data is quarantined rather than silently coerced,ACTIVE,data governance,A,TASK-076,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00429,true
REQ-196,Entity-resolution uncertainty remains visible,ACTIVE,data governance,A,TASK-012,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00430,true
REQ-197,Data-quality gates are domain/grain specific,ACTIVE,data governance,A,TASK-023,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00431,true
REQ-198,Source missingness/outage behavior is explicit,ACTIVE,data governance,A,TASK-001;TASK-002;TASK-003;TASK-004;TASK-005;TASK-006,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00432,true
REQ-199,PIT ambiguity fails closed,ACTIVE,temporal,A,TASK-018,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00433,true
REQ-200,Performance budgets are measured on target hardware before freezing thresholds,ACTIVE,performance,A,TASK-046,POST-SUBTASK-009,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00434,true
REQ-201,"Peak RAM, runtime and disk footprint are measured for material workloads",ACTIVE,performance,A,TASK-046,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00435,true
REQ-202,Performance optimization cannot weaken correctness,ACTIVE,performance,A,TASK-046;TASK-087;TASK-163,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00436,true
REQ-203,Forecast freshness is explicit to users and operators,ACTIVE,operations,A,TASK-151,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00437,true
REQ-204,Acceptance architecture supports multiple evidence modes,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00438,true
REQ-205,Critical temporal/leakage controls are release-blocking,ACTIVE,acceptance,A,TASK-076,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00439,true
REQ-206,Promotion criteria are fixed before protected-test inspection,ACTIVE,validation,A,TASK-133,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00440,true
REQ-207,Protected test results are not iterative tuning feedback,ACTIVE,validation,A,TASK-133,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00441,true
REQ-208,Acceptance failures produce traceable remediation,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00442,true
REQ-209,Architecture changes update acceptance contracts,ACTIVE,architecture,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00443,true
REQ-210,W04 acceptance contracts do not imply later implementation completion,ACTIVE,governance,A,TASK-187,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00444,true
REQ-211,Redistribution/publication requires source-rights acceptance,ACTIVE,data governance,A,TASK-006,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00445,true
REQ-212,User-facing forecasts expose lineage and uncertainty metadata,ACTIVE,product,A,TASK-157,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00446,true
REQ-213,Labels are versioned with temporal semantics,ACTIVE,data governance,A,TASK-076,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00447,true
REQ-214,Monitoring appends observations rather than rewriting history,ACTIVE,operations,A,TASK-151,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00448,true
REQ-215,Manual acceptance decisions require named rationale/evidence,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-024,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00449,true
REQ-216,Five-phase implementation WBS,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00450,true
REQ-217,Stable epic and task IDs,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00451,true
REQ-218,Requirement-to-task exact coverage,ACTIVE,traceability,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00452,true
REQ-219,Acceptance-control-to-task coverage,ACTIVE,traceability,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00453,true
REQ-220,Implementation dependency graph is acyclic,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00454,true
REQ-221,Dependency-critical spine is explicit,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00455,true
REQ-222,No fabricated schedule precision,ACTIVE,governance,A,TASK-188,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00456,true
REQ-223,Complexity classes describe coordination not hours,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00457,true
REQ-224,Mandatory W06 backlog replan gate,ACTIVE,implementation,A,TASK-006,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00458,true
REQ-225,Source-dependent future tasks remain provisional before W06,ACTIVE,implementation,A,TASK-006,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00459,true
REQ-226,Codex work packet schema,ACTIVE,repository,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00460,true
REQ-227,Shared-contract mutation serialization,ACTIVE,repository,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00461,true
REQ-228,Worktree isolation for parallel mutations,ACTIVE,repository,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00462,true
REQ-229,Evidence gate before merge/adoption,ACTIVE,acceptance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00463,true
REQ-230,Autonomous queue respects protected controls,ACTIVE,research,A,TASK-189,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00464,true
REQ-231,Task maturity/status honesty,ACTIVE,governance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00465,true
REQ-232,Task outputs are explicit,ACTIVE,implementation,A,TASK-001;TASK-002;TASK-003;TASK-004;TASK-005;TASK-006;TASK-007;TASK-008;TASK-009;TASK-010;TASK-011;TASK-012;TASK-013;TASK-014;TASK-015;TASK-016;TASK-017;TASK-018;TASK-019;TASK-020;TASK-021;TASK-022;TASK-023;TASK-024;TASK-025;TASK-026;TASK-027;TASK-028;TASK-029;TASK-030;TASK-031;TASK-032;TASK-033;TASK-034;TASK-035;TASK-036;TASK-037;TASK-038;TASK-039;TASK-040;TASK-041;TASK-042;TASK-043;TASK-044;TASK-045;TASK-046;TASK-047;TASK-048;TASK-049;TASK-050;TASK-051;TASK-052;TASK-053;TASK-054;TASK-055;TASK-056;TASK-057;TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063;TASK-064;TASK-065;TASK-066;TASK-067;TASK-068;TASK-069;TASK-070;TASK-071;TASK-072;TASK-073;TASK-074;TASK-075;TASK-076;TASK-077;TASK-078;TASK-079;TASK-080;TASK-081;TASK-082;TASK-083;TASK-084;TASK-085;TASK-086;TASK-087;TASK-088;TASK-089;TASK-090;TASK-091;TASK-092;TASK-093;TASK-094;TASK-095;TASK-096;TASK-097;TASK-098;TASK-099;TASK-100;TASK-101;TASK-102;TASK-103;TASK-104;TASK-105;TASK-106;TASK-107;TASK-108;TASK-109;TASK-110;TASK-111;TASK-112;TASK-113;TASK-114;TASK-115;TASK-116;TASK-117;TASK-118;TASK-119;TASK-120;TASK-121;TASK-122;TASK-123;TASK-124;TASK-125;TASK-126;TASK-127;TASK-128;TASK-129;TASK-130;TASK-131;TASK-132;TASK-133;TASK-134;TASK-135;TASK-136;TASK-137;TASK-138;TASK-139;TASK-140;TASK-141;TASK-142;TASK-143;TASK-144;TASK-145;TASK-146;TASK-147;TASK-148;TASK-149;TASK-150;TASK-151;TASK-152;TASK-153;TASK-154;TASK-155;TASK-156;TASK-157;TASK-158;TASK-159;TASK-160;TASK-161;TASK-162;TASK-163;TASK-164;TASK-165;TASK-166;TASK-167;TASK-168;TASK-169;TASK-170;TASK-171;TASK-172;TASK-173;TASK-174;TASK-175;TASK-176;TASK-177;TASK-178;TASK-179;TASK-180;TASK-181;TASK-182;TASK-183;TASK-184;TASK-185;TASK-186;TASK-187;TASK-188;TASK-189,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00466,true
REQ-233,Task wave ownership is explicit,ACTIVE,implementation,A,TASK-001;TASK-002;TASK-003;TASK-004;TASK-005;TASK-006;TASK-007;TASK-008;TASK-009;TASK-010;TASK-011;TASK-012;TASK-013;TASK-014;TASK-015;TASK-016;TASK-017;TASK-018;TASK-019;TASK-020;TASK-021;TASK-022;TASK-023;TASK-024;TASK-025;TASK-026;TASK-027;TASK-028;TASK-029;TASK-030;TASK-031;TASK-032;TASK-033;TASK-034;TASK-035;TASK-036;TASK-037;TASK-038;TASK-039;TASK-040;TASK-041;TASK-042;TASK-043;TASK-044;TASK-045;TASK-046;TASK-047;TASK-048;TASK-049;TASK-050;TASK-051;TASK-052;TASK-053;TASK-054;TASK-055;TASK-056;TASK-057;TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063;TASK-064;TASK-065;TASK-066;TASK-067;TASK-068;TASK-069;TASK-070;TASK-071;TASK-072;TASK-073;TASK-074;TASK-075;TASK-076;TASK-077;TASK-078;TASK-079;TASK-080;TASK-081;TASK-082;TASK-083;TASK-084;TASK-085;TASK-086;TASK-087;TASK-088;TASK-089;TASK-090;TASK-091;TASK-092;TASK-093;TASK-094;TASK-095;TASK-096;TASK-097;TASK-098;TASK-099;TASK-100;TASK-101;TASK-102;TASK-103;TASK-104;TASK-105;TASK-106;TASK-107;TASK-108;TASK-109;TASK-110;TASK-111;TASK-112;TASK-113;TASK-114;TASK-115;TASK-116;TASK-117;TASK-118;TASK-119;TASK-120;TASK-121;TASK-122;TASK-123;TASK-124;TASK-125;TASK-126;TASK-127;TASK-128;TASK-129;TASK-130;TASK-131;TASK-132;TASK-133;TASK-134;TASK-135;TASK-136;TASK-137;TASK-138;TASK-139;TASK-140;TASK-141;TASK-142;TASK-143;TASK-144;TASK-145;TASK-146;TASK-147;TASK-148;TASK-149;TASK-150;TASK-151;TASK-152;TASK-153;TASK-154;TASK-155;TASK-156;TASK-157;TASK-158;TASK-159;TASK-160;TASK-161;TASK-162;TASK-163;TASK-164;TASK-165;TASK-166;TASK-167;TASK-168;TASK-169;TASK-170;TASK-171;TASK-172;TASK-173;TASK-174;TASK-175;TASK-176;TASK-177;TASK-178;TASK-179;TASK-180;TASK-181;TASK-182;TASK-183;TASK-184;TASK-185;TASK-186;TASK-187;TASK-188;TASK-189,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00467,true
REQ-234,Capability phases do not override 25-wave execution,ACTIVE,program,A,TASK-188,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00468,true
REQ-235,Dependency edges are machine-readable,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00469,true
REQ-236,Critical path semantics are dependency-based,ACTIVE,implementation,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00470,true
REQ-237,W05 must not execute later-wave implementation,COMPLETE_W05,program,A,TASK-188,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00471,true
REQ-238,Backlog plan is versioned and provenance-linked,ACTIVE,provenance,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00472,true
REQ-239,Codex mutation scope is explicit,ACTIVE,repository,A,TASK-187,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00473,true
REQ-240,Priority is adaptive after evidence gates,DEFAULT,implementation,B,TASK-188,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00474,true
REQ-241,Wave06 uses fresh current source research,COMPLETE_W06,data governance,A,TASK-001;TASK-002;TASK-006,POST-SUBTASK-024,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00475,true
REQ-242,Wave06 searches beyond CFBD and SportsDataverse,COMPLETE_W06,data governance,A,TASK-002;TASK-006,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00476,true
REQ-243,Source research queries and evidence are logged,ACTIVE,provenance,A,TASK-001;TASK-201,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00477,true
REQ-244,Important data domains retain primary and fallback source decisions,ACTIVE,data governance,A,TASK-005;TASK-201,POST-SUBTASK-024,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00478,true
REQ-245,Historical weather forecasts preserve issued model-run provenance,ACTIVE,temporal,A,TASK-192,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00479,true
REQ-246,Observed weather remains separate from forecast weather,ACTIVE,temporal,A,TASK-192,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00480,true
REQ-247,Official conference availability reports are primary when covered,ACTIVE,availability,A,TASK-190;TASK-191;TASK-193,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00481,true
REQ-248,Availability coverage scope and noncoverage are explicit,ACTIVE,availability,A,TASK-191;TASK-193,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00482,true
REQ-249,Lower-division official statistics support bounded strength priors,DEFAULT,data,B,TASK-194,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00483,true
REQ-250,Regulatory environment is effective-dated,ACTIVE,temporal,A,TASK-195,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00484,true
REQ-251,Market enrichment requires timestamped observations,ACTIVE,market,A,TASK-196,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00485,true
REQ-252,Derived sources retain upstream provenance,ACTIVE,provenance,A,TASK-190;TASK-197;TASK-200,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00486,true
REQ-253,Commercial sources remain optional until value is proven,DEFAULT,architecture,B,TASK-196;TASK-200,POST-SUBTASK-024,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00487,true
REQ-254,Source access/license/redistribution classification is maintained,ACTIVE,data governance,A,TASK-197;TASK-200,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00488,true
REQ-255,Private-resource proxies are not mislabeled football spending,ACTIVE,resources,A,TASK-198,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00489,true
REQ-256,Poll/ranking observations are publication-dated,ACTIVE,temporal,A,TASK-190,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00490,true
REQ-257,Source status is refreshed after W06,ACTIVE,program,A,TASK-199,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00491,true
REQ-258,W06 replan gate must clear before W07 source-dependent work,COMPLETE_W06,program,A,TASK-006,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00492,true
