artifact_path_or_name,producer_issue_id,issue_type,required_for_completion,expected_maturity,downstream_issue_ids,evidence_state
artifacts/data_lake/core_acquisition_manifest.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/core_normalization_report.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/core_coverage_gate.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/context_acquisition_manifest.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/context_population_profile.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/context_eligibility_gate.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/immutability_and_correction_test.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/NATIONAL_DATA_LAKE_MANIFEST.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/data_lake/national_lake_readiness.json,POST-EPIC-003,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/population_schema_profile.json,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/schema_reconciliation.csv,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/schema_readiness_gate.json,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/canonical_core_registry.csv,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/canonical_people_registry.csv,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/registry_validation.json,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/resolution_results.parquet,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/entity_decision_and_transition_log.jsonl,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/entities/CANONICAL_ENTITY_SNAPSHOT.json,POST-EPIC-004,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
configs/known_at_registry.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/timestamp_normalization_report.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/known_at_gate.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/asof_state_manifest.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/pregame_matrix_manifest.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/matrix_gate_decision.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/leakage_battery_results.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/protected_replay_dry_run.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/pit/PIT_REPLAY_READINESS.json,POST-EPIC-005,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/production_feature_inventory.csv,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/feature_computability_profile.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
configs/production_feature_registry.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/foundation_feature_manifest.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/advanced_feature_manifest.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/feature_materialization_gate.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/feature_screening_results.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/features/feature_ablation_stability.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
configs/feature_lifecycle_registry.json,POST-EPIC-006,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/player_intelligence/player_state_manifest.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/player_intelligence/player_value_availability_report.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/player_intelligence/player_intelligence_gate.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/player_intelligence/program_event_manifest.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/context_intelligence/program_feature_manifest.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/context_intelligence/program_intelligence_gate.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/context_intelligence/game_context_state_manifest.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/context_intelligence/mechanics_sparse_opponent_manifest.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/context_intelligence/context_gate.json,POST-EPIC-007,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/target_dataset_manifest.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/model_split_manifest.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/model_dataset_gate.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/baseline_candidate_runs.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/joint_distribution_runs.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/baseline_joint_gate.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/calibration_ensemble_runs.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/ood_abstention_validation.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/modeling/CANDIDATE_MODEL_REGISTRY.json,POST-EPIC-008,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_source_manifest.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_high_resolution_state_manifest.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_state_gate.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/peer_regime_analog_registry.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_specialization_runs.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/TAMU_CANDIDATE_REGISTRY.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_protected_predictions.parquet,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_protected_evaluation.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/tamu/tamu_specialization_decision.json,POST-EPIC-009,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/crossfit_expectation_manifest.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/bas_label_manifest.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/bas_label_gate.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/general_fbs_baseline.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/aggie_excess_components.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/aggie_excess_component_gate.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/bas_protected_scorecard.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/bas_stability_analysis.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/bas/BAS_SCIENTIFIC_DECISION.json,POST-EPIC-010,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/protected_seal_verification.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/protected_access_protocol_test.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/protected_run_authorization.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/protected_predictions.parquet,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/protected_scorecards.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/protected_replay_gate.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/calibration_robustness_report.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/promotion_ranking.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/validation/PROMOTION_DECISION.json,POST-EPIC-011,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/mlops/weekly_pipeline_integration.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/mlops/checkpoint_resume_test.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/mlops/weekly_pipeline_gate.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/mlops/retraining_challenger_report.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/forecasts/forecast_snapshot_manifest.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/forecasts/publication_gate.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/mlops/shadow_run_ledger.jsonl,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/mlops/shadow_failure_drills.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/mlops/weekly_operating_readiness.json,POST-EPIC-012,Epic,true,OPERATING,,PLANNED
artifacts/product/snapshot_repository_test.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
docs/product/OPENAPI_SNAPSHOT.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/api_gate.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/dashboard_contract_test.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/bas_presentation_validation.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/dashboard_gate.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/explanation_analog_validation.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/product_performance_benchmark.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/product/PRODUCT_READINESS.json,POST-EPIC-013,Epic,true,OPERATING,,PLANNED
artifacts/operations/ci_pipeline_validation.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/security_supply_chain_report.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/ci_security_gate.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/observability_contract_test.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/drift_alert_validation.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/drift_incident_game_day.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
configs/backup_retention_policy.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/backup_catalog_and_integrity.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/operations/restore_drill.json,POST-EPIC-014,Epic,true,OPERATING,,PLANNED
artifacts/release/final_traceability_audit.json,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/release/maturity_evidence_audit.csv,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/release/final_coverage_gate.json,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/release/release_candidate_manifest.json,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/release/release_candidate_e2e.json,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/release/release_candidate_gate.json,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
docs/operations/PRODUCTION_OPERATOR_GUIDE.md,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
docs/final/PRODUCTION_SYSTEM_CARD.md,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/release/OPERATING_AUTHORIZATION.json,POST-EPIC-015,Epic,true,OPERATING,,PLANNED
artifacts/advanced/challenger_proposal.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_feasibility.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_admission_decision.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_build_manifest.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_tuning_scorecard.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_protected_admission.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_protected_scorecard.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_promotion_decision.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/advanced/challenger_closeout.json,POST-EPIC-016,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_source_research.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_value_feasibility.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_admission_decision.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_state_prototype.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_model_prototype.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_prototype_gate.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_protected_scorecard.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_product_validation.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/live/live_operating_decision.json,POST-EPIC-017,Epic,true,EMPIRICALLY_VALIDATED,,PLANNED
artifacts/implementation_preflight/repository_identity.json,POST-STORY-001,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/target_validation_results.json,POST-STORY-001,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/target_validation.log,POST-STORY-001,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/runtime_manifest.json,POST-STORY-001,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/local_path_contract.json,POST-STORY-002,Story,true,INTEGRATED,,PLANNED
docs/operations/LOCAL_RUNTIME_PATHS.md,POST-STORY-002,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/credential_inventory.redacted.json,POST-STORY-002,Story,true,INTEGRATED,,PLANNED
docs/operations/CREDENTIALS_AND_SECRETS.md,POST-STORY-002,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/storage_probe.json,POST-STORY-002,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/ac038_input_manifest.json,POST-STORY-003,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/ac038_target_benchmark.json,POST-STORY-003,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/ac038_target_benchmark.log,POST-STORY-003,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/ac038_gate_decision.json,POST-STORY-003,Story,true,INTEGRATED,,PLANNED
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,POST-STORY-003,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/concurrency_envelope.json,POST-STORY-004,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/storage_growth_profile.json,POST-STORY-004,Story,true,INTEGRATED,,PLANNED
docs/operations/LOCAL_RESOURCE_ENVELOPE.md,POST-STORY-004,Story,true,INTEGRATED,,PLANNED
artifacts/benchmarks/resource_stop_condition_test.json,POST-STORY-004,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/production_source_inventory.csv,POST-STORY-005,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/source_priority_decisions.json,POST-STORY-005,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/source_inventory_validation.json,POST-STORY-005,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/tier1_rights_decisions.csv,POST-STORY-006,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/supplemental_rights_decisions.csv,POST-STORY-006,Story,true,INTEGRATED,,PLANNED
configs/source_rights_registry.json,POST-STORY-006,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/source_rights_gate_test.json,POST-STORY-006,Story,true,INTEGRATED,,PLANNED
docs/operations/SOURCE_CREDENTIAL_CONTRACT.md,POST-STORY-007,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/credential_contract.redacted.json,POST-STORY-007,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/source_access_smoke_results.json,POST-STORY-007,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/source_access_readiness.csv,POST-STORY-007,Story,true,INTEGRATED,,PLANNED
configs/source_acquisition_registry.json,POST-STORY-008,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/acquisition_resilience_test.json,POST-STORY-008,Story,true,INTEGRATED,,PLANNED
artifacts/source_governance/source_drift_baseline.json,POST-STORY-008,Story,true,INTEGRATED,,PLANNED
configs/source_drift_registry.json,POST-STORY-008,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/core_acquisition_manifest.json,POST-STORY-009,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/core_normalization_report.json,POST-STORY-009,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/core_coverage_gate.json,POST-STORY-009,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/historical_expansion_acquisition_manifest.json,POST-STORY-010,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/historical_expansion_population_profile.json,POST-STORY-010,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/historical_expansion_eligibility_gate.json,POST-STORY-010,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/immutability_and_correction_test.json,POST-STORY-011,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/NATIONAL_DATA_LAKE_MANIFEST.json,POST-STORY-011,Story,true,INTEGRATED,,PLANNED
artifacts/data_lake/national_lake_readiness.json,POST-STORY-011,Story,true,INTEGRATED,,PLANNED
artifacts/entities/population_schema_profile.json,POST-STORY-012,Story,true,INTEGRATED,,PLANNED
artifacts/entities/schema_reconciliation.csv,POST-STORY-012,Story,true,INTEGRATED,,PLANNED
artifacts/entities/schema_readiness_gate.json,POST-STORY-012,Story,true,INTEGRATED,,PLANNED
artifacts/entities/canonical_core_registry.csv,POST-STORY-013,Story,true,INTEGRATED,,PLANNED
artifacts/entities/canonical_people_registry.csv,POST-STORY-013,Story,true,INTEGRATED,,PLANNED
artifacts/entities/registry_validation.json,POST-STORY-013,Story,true,INTEGRATED,,PLANNED
artifacts/entities/resolution_results.parquet,POST-STORY-014,Story,true,INTEGRATED,,PLANNED
artifacts/entities/entity_decision_and_transition_log.jsonl,POST-STORY-014,Story,true,INTEGRATED,,PLANNED
artifacts/entities/CANONICAL_ENTITY_SNAPSHOT.json,POST-STORY-014,Story,true,INTEGRATED,,PLANNED
configs/known_at_registry.json,POST-STORY-015,Story,true,INTEGRATED,,PLANNED
artifacts/pit/timestamp_normalization_report.json,POST-STORY-015,Story,true,INTEGRATED,,PLANNED
artifacts/pit/known_at_gate.json,POST-STORY-015,Story,true,INTEGRATED,,PLANNED
artifacts/pit/asof_state_manifest.json,POST-STORY-016,Story,true,INTEGRATED,,PLANNED
artifacts/pit/pregame_matrix_manifest.json,POST-STORY-016,Story,true,INTEGRATED,,PLANNED
artifacts/pit/matrix_gate_decision.json,POST-STORY-016,Story,true,INTEGRATED,,PLANNED
artifacts/pit/leakage_battery_results.json,POST-STORY-017,Story,true,INTEGRATED,,PLANNED
artifacts/pit/protected_replay_dry_run.json,POST-STORY-017,Story,true,INTEGRATED,,PLANNED
artifacts/pit/PIT_REPLAY_READINESS.json,POST-STORY-017,Story,true,INTEGRATED,,PLANNED
artifacts/features/production_feature_inventory.csv,POST-STORY-018,Story,true,INTEGRATED,,PLANNED
artifacts/features/feature_computability_profile.json,POST-STORY-018,Story,true,INTEGRATED,,PLANNED
configs/production_feature_registry.json,POST-STORY-018,Story,true,INTEGRATED,,PLANNED
artifacts/features/foundation_feature_manifest.json,POST-STORY-019,Story,true,INTEGRATED,,PLANNED
artifacts/features/advanced_feature_manifest.json,POST-STORY-019,Story,true,INTEGRATED,,PLANNED
artifacts/features/feature_materialization_gate.json,POST-STORY-019,Story,true,INTEGRATED,,PLANNED
artifacts/features/feature_screening_results.json,POST-STORY-020,Story,true,INTEGRATED,,PLANNED
artifacts/features/feature_ablation_stability.json,POST-STORY-020,Story,true,INTEGRATED,,PLANNED
configs/feature_lifecycle_registry.json,POST-STORY-020,Story,true,INTEGRATED,,PLANNED
artifacts/player_intelligence/player_state_manifest.json,POST-STORY-021,Story,true,INTEGRATED,,PLANNED
artifacts/player_intelligence/player_value_availability_report.json,POST-STORY-021,Story,true,INTEGRATED,,PLANNED
artifacts/player_intelligence/player_intelligence_gate.json,POST-STORY-021,Story,true,INTEGRATED,,PLANNED
artifacts/player_intelligence/program_event_manifest.json,POST-STORY-022,Story,true,INTEGRATED,,PLANNED
artifacts/context_intelligence/program_feature_manifest.json,POST-STORY-022,Story,true,INTEGRATED,,PLANNED
artifacts/context_intelligence/program_intelligence_gate.json,POST-STORY-022,Story,true,INTEGRATED,,PLANNED
artifacts/context_intelligence/game_context_state_manifest.json,POST-STORY-023,Story,true,INTEGRATED,,PLANNED
artifacts/context_intelligence/mechanics_sparse_opponent_manifest.json,POST-STORY-023,Story,true,INTEGRATED,,PLANNED
artifacts/context_intelligence/context_gate.json,POST-STORY-023,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/target_dataset_manifest.json,POST-STORY-024,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/model_split_manifest.json,POST-STORY-024,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/model_dataset_gate.json,POST-STORY-024,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/baseline_candidate_runs.json,POST-STORY-025,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/joint_distribution_runs.json,POST-STORY-025,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/baseline_joint_gate.json,POST-STORY-025,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/calibration_ensemble_runs.json,POST-STORY-026,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/ood_abstention_validation.json,POST-STORY-026,Story,true,INTEGRATED,,PLANNED
artifacts/modeling/CANDIDATE_MODEL_REGISTRY.json,POST-STORY-026,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_source_manifest.json,POST-STORY-027,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_high_resolution_state_manifest.json,POST-STORY-027,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_state_gate.json,POST-STORY-027,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/peer_regime_analog_registry.json,POST-STORY-028,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_specialization_runs.json,POST-STORY-028,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/TAMU_CANDIDATE_REGISTRY.json,POST-STORY-028,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_protected_predictions.parquet,POST-STORY-029,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_protected_evaluation.json,POST-STORY-029,Story,true,INTEGRATED,,PLANNED
artifacts/tamu/tamu_specialization_decision.json,POST-STORY-029,Story,true,INTEGRATED,,PLANNED
artifacts/bas/crossfit_expectation_manifest.json,POST-STORY-030,Story,true,INTEGRATED,,PLANNED
artifacts/bas/bas_label_manifest.json,POST-STORY-030,Story,true,INTEGRATED,,PLANNED
artifacts/bas/bas_label_gate.json,POST-STORY-030,Story,true,INTEGRATED,,PLANNED
artifacts/bas/general_fbs_baseline.json,POST-STORY-031,Story,true,INTEGRATED,,PLANNED
artifacts/bas/aggie_excess_components.json,POST-STORY-031,Story,true,INTEGRATED,,PLANNED
artifacts/bas/aggie_excess_component_gate.json,POST-STORY-031,Story,true,INTEGRATED,,PLANNED
artifacts/bas/bas_protected_scorecard.json,POST-STORY-032,Story,true,INTEGRATED,,PLANNED
artifacts/bas/bas_stability_analysis.json,POST-STORY-032,Story,true,INTEGRATED,,PLANNED
artifacts/bas/BAS_SCIENTIFIC_DECISION.json,POST-STORY-032,Story,true,INTEGRATED,,PLANNED
artifacts/validation/protected_seal_verification.json,POST-STORY-033,Story,true,INTEGRATED,,PLANNED
artifacts/validation/protected_access_protocol_test.json,POST-STORY-033,Story,true,INTEGRATED,,PLANNED
artifacts/validation/protected_run_authorization.json,POST-STORY-033,Story,true,INTEGRATED,,PLANNED
artifacts/validation/protected_predictions.parquet,POST-STORY-034,Story,true,INTEGRATED,,PLANNED
artifacts/validation/protected_scorecards.json,POST-STORY-034,Story,true,INTEGRATED,,PLANNED
artifacts/validation/protected_replay_gate.json,POST-STORY-034,Story,true,INTEGRATED,,PLANNED
artifacts/validation/calibration_robustness_report.json,POST-STORY-035,Story,true,INTEGRATED,,PLANNED
artifacts/validation/promotion_ranking.json,POST-STORY-035,Story,true,INTEGRATED,,PLANNED
artifacts/validation/PROMOTION_DECISION.json,POST-STORY-035,Story,true,INTEGRATED,,PLANNED
artifacts/mlops/weekly_pipeline_integration.json,POST-STORY-036,Story,true,INTEGRATED,,PLANNED
artifacts/mlops/checkpoint_resume_test.json,POST-STORY-036,Story,true,INTEGRATED,,PLANNED
artifacts/mlops/weekly_pipeline_gate.json,POST-STORY-036,Story,true,INTEGRATED,,PLANNED
artifacts/mlops/retraining_challenger_report.json,POST-STORY-037,Story,true,INTEGRATED,,PLANNED
artifacts/forecasts/forecast_snapshot_manifest.json,POST-STORY-037,Story,true,INTEGRATED,,PLANNED
artifacts/forecasts/publication_gate.json,POST-STORY-037,Story,true,INTEGRATED,,PLANNED
