Local Issue ID,Issue key,Issue ID,Status,Logical Workflow State,Assignee,Sprint,Updated
POST-SUBTASK-006,BAT-356,24496,Done,DONE,,,2026-08-09T23:24:00.113-0500
POST-SUBTASK-007,BAT-357,24497,Done,DONE,,,2026-08-09T23:24:00.298-0500
POST-SUBTASK-008,BAT-358,24498,Done,DONE,,,2026-08-09T23:24:00.380-0500
POST-SUBTASK-009,BAT-359,24499,To Do,BLOCKED,,,2026-08-09T23:24:00.644-0500
POST-SUBTASK-010,BAT-360,24500,To Do,BLOCKED,,,2026-08-09T23:24:00.648-0500
POST-SUBTASK-011,BAT-361,24501,To Do,BLOCKED,,,2026-08-09T23:24:00.691-0500
POST-SUBTASK-012,BAT-362,24502,To Do,BLOCKED,,,2026-08-09T23:24:00.795-0500
POST-SUBTASK-013,BAT-363,24503,Done,DONE,kevinsgarrett@gmail.com,,2026-08-11T18:36:43.694-0500
POST-SUBTASK-014,BAT-364,24504,Done,DONE,,,2026-08-09T23:24:01.086-0500
POST-SUBTASK-015,BAT-365,24505,Done,DONE,,,2026-08-09T23:24:01.171-0500
POST-SUBTASK-016,BAT-366,24506,Done,DONE,,,2026-08-09T15:42:09.670-0500
POST-SUBTASK-017,BAT-367,24507,Done,DONE,,,2026-08-09T15:42:10.305-0500
POST-SUBTASK-018,BAT-368,24508,Done,DONE,,,2026-08-09T15:42:11.155-0500
POST-SUBTASK-019,BAT-369,24509,Done,DONE,,,2026-08-09T15:42:12.080-0500
POST-SUBTASK-020,BAT-370,24510,Done,DONE,,,2026-08-09T15:42:12.705-0500
POST-SUBTASK-021,BAT-371,24511,Done,DONE,,,2026-08-09T15:42:13.446-0500
POST-SUBTASK-022,BAT-372,24512,Done,DONE,,,2026-08-09T23:24:01.317-0500
POST-SUBTASK-023,BAT-373,24513,Done,DONE,,,2026-08-09T23:24:01.465-0500
POST-SUBTASK-024,BAT-374,24514,Done,DONE,,,2026-08-10T06:59:59.559-0500
POST-SUBTASK-025,BAT-375,24515,Done,DONE,,,2026-08-12T11:20:28.625-0500
POST-SUBTASK-026,BAT-376,24516,Done,DONE,,,2026-08-09T23:24:01.703-0500
POST-SUBTASK-027,BAT-377,24517,Done,DONE,,,2026-08-09T23:24:01.866-0500
POST-SUBTASK-028,BAT-378,24518,Done,DONE,,,2026-08-11T17:04:26.586-0500
POST-SUBTASK-029,BAT-379,24519,Done,DONE,,,2026-08-12T11:20:28.744-0500
POST-SUBTASK-030,BAT-380,24520,Done,DONE,,,2026-08-09T23:24:02.046-0500
POST-SUBTASK-031,BAT-381,24521,Done,DONE,,,2026-08-09T23:24:02.077-0500
POST-SUBTASK-032,BAT-382,24522,Done,DONE,,,2026-08-09T23:24:02.382-0500
POST-SUBTASK-033,BAT-383,24523,Done,DONE,,,2026-08-09T23:24:02.421-0500
POST-SUBTASK-034,BAT-384,24524,Done,DONE,,,2026-08-09T23:24:02.482-0500
POST-SUBTASK-035,BAT-385,24525,Done,DONE,,,2026-08-09T23:24:02.481-0500
POST-SUBTASK-036,BAT-386,24526,Done,DONE,,,2026-08-09T23:24:02.826-0500
POST-SUBTASK-037,BAT-387,24527,Done,DONE,,,2026-08-11T18:36:44.270-0500
POST-SUBTASK-038,BAT-388,24528,Done,DONE,,,2026-08-09T23:24:02.897-0500
POST-SUBTASK-039,BAT-389,24529,Done,DONE,,,2026-08-09T23:24:02.916-0500
POST-SUBTASK-040,BAT-390,24530,Done,DONE,,,2026-08-09T23:24:03.203-0500
POST-SUBTASK-041,BAT-391,24531,Done,DONE,,,2026-08-10T03:13:43.855-0500
POST-SUBTASK-042,BAT-392,24532,Done,DONE,,,2026-08-11T17:04:26.827-0500
POST-SUBTASK-043,BAT-393,24533,Done,DONE,,,2026-08-10T04:22:21.380-0500
POST-SUBTASK-044,BAT-394,24534,Done,DONE,,,2026-08-10T04:55:05.148-0500
POST-SUBTASK-045,BAT-395,24535,Done,DONE,,,2026-08-10T05:18:12.709-0500
POST-SUBTASK-046,BAT-396,24536,Done,DONE,,,2026-08-11T11:45:03.679-0500
POST-SUBTASK-047,BAT-397,24537,Done,DONE,,,2026-08-10T06:16:25.578-0500
POST-SUBTASK-048,BAT-398,24538,Done,DONE,,,2026-08-11T07:08:43.060-0500
POST-SUBTASK-049,BAT-399,24539,To Do,BLOCKED,,,2026-08-11T07:08:42.297-0500
POST-SUBTASK-050,BAT-400,24540,To Do,BLOCKED,,,2026-08-09T23:24:04.261-0500
POST-SUBTASK-051,BAT-401,24541,To Do,BLOCKED,,,2026-08-09T23:24:04.386-0500
POST-SUBTASK-052,BAT-402,24542,To Do,BLOCKED,,,2026-08-09T23:24:04.612-0500
POST-SUBTASK-053,BAT-403,24543,To Do,BLOCKED,,,2026-08-09T23:24:04.686-0500
POST-SUBTASK-054,BAT-404,24544,To Do,BLOCKED,,,2026-08-09T23:24:04.773-0500
POST-SUBTASK-055,BAT-405,24545,To Do,BLOCKED,,,2026-08-12T09:33:31.301-0500
POST-SUBTASK-056,BAT-406,24546,To Do,BLOCKED,,,2026-08-09T23:24:05.186-0500
POST-SUBTASK-057,BAT-407,24547,To Do,BLOCKED,,,2026-08-09T23:24:05.084-0500
POST-SUBTASK-058,BAT-408,24548,To Do,BLOCKED,,,2026-08-09T23:24:05.169-0500
POST-SUBTASK-059,BAT-409,24549,To Do,BLOCKED,,,2026-08-09T23:24:05.193-0500
POST-SUBTASK-060,BAT-410,24550,To Do,BLOCKED,,,2026-08-09T23:24:05.545-0500
POST-SUBTASK-061,BAT-411,24551,To Do,BLOCKED,,,2026-08-11T12:43:06.700-0500
POST-SUBTASK-062,BAT-412,24552,To Do,BLOCKED,,,2026-08-09T23:24:05.649-0500
POST-SUBTASK-063,BAT-413,24553,To Do,BLOCKED,,,2026-08-09T23:24:05.696-0500
POST-SUBTASK-064,BAT-414,24554,To Do,BLOCKED,,,2026-08-09T23:24:05.949-0500
POST-SUBTASK-065,BAT-415,24555,To Do,BLOCKED,,,2026-08-12T03:12:46.311-0500
POST-SUBTASK-066,BAT-416,24556,To Do,BLOCKED,,,2026-08-09T23:24:06.111-0500
POST-SUBTASK-067,BAT-417,24557,To Do,BLOCKED,,,2026-08-12T11:21:12.547-0500
POST-SUBTASK-068,BAT-418,24558,To Do,BLOCKED,,,2026-08-09T23:24:06.420-0500
POST-SUBTASK-069,BAT-419,24559,To Do,BLOCKED,,,2026-08-09T23:24:06.462-0500
POST-SUBTASK-070,BAT-420,24560,To Do,BLOCKED,,,2026-08-09T23:24:06.573-0500
POST-SUBTASK-071,BAT-421,24561,To Do,BLOCKED,,,2026-08-09T23:24:06.625-0500
POST-SUBTASK-072,BAT-422,24562,To Do,BLOCKED,,,2026-08-09T23:24:06.824-0500
POST-SUBTASK-073,BAT-423,24563,To Do,BLOCKED,,,2026-08-12T11:13:58.022-0500
POST-SUBTASK-074,BAT-424,24564,To Do,BLOCKED,,,2026-08-09T23:24:06.991-0500
POST-SUBTASK-075,BAT-425,24565,To Do,BLOCKED,,,2026-08-09T23:24:07.016-0500
POST-SUBTASK-076,BAT-426,24566,To Do,BLOCKED,,,2026-08-09T23:24:07.243-0500
POST-SUBTASK-077,BAT-427,24567,To Do,BLOCKED,,,2026-08-09T23:24:07.318-0500
POST-SUBTASK-078,BAT-428,24568,To Do,BLOCKED,,,2026-08-09T23:24:07.395-0500
POST-SUBTASK-079,BAT-429,24569,To Do,BLOCKED,,,2026-08-09T23:24:07.461-0500
POST-SUBTASK-080,BAT-430,24570,To Do,BLOCKED,,,2026-08-09T23:24:07.622-0500
POST-SUBTASK-081,BAT-431,24571,To Do,BLOCKED,,,2026-08-09T23:24:07.730-0500
POST-SUBTASK-082,BAT-432,24572,To Do,BLOCKED,,,2026-08-09T23:24:07.826-0500
POST-SUBTASK-083,BAT-433,24573,To Do,BLOCKED,,,2026-08-09T23:24:07.933-0500
POST-SUBTASK-084,BAT-434,24574,To Do,BLOCKED,,,2026-08-09T23:24:08.007-0500
POST-SUBTASK-085,BAT-435,24575,To Do,BLOCKED,,,2026-08-09T23:24:08.100-0500
POST-SUBTASK-086,BAT-436,24576,To Do,BLOCKED,,,2026-08-09T23:24:08.359-0500
POST-SUBTASK-087,BAT-437,24577,To Do,BLOCKED,,,2026-08-09T23:24:08.324-0500
POST-SUBTASK-088,BAT-438,24578,To Do,BLOCKED,,,2026-08-09T23:24:08.430-0500
POST-SUBTASK-089,BAT-439,24579,To Do,BLOCKED,,,2026-08-09T23:24:08.589-0500
POST-SUBTASK-090,BAT-440,24580,To Do,BLOCKED,,,2026-08-09T23:24:08.748-0500
POST-SUBTASK-091,BAT-441,24581,To Do,BLOCKED,,,2026-08-09T23:24:08.771-0500
POST-SUBTASK-092,BAT-442,24582,To Do,BLOCKED,,,2026-08-09T23:24:08.896-0500
POST-SUBTASK-093,BAT-443,24583,To Do,BLOCKED,,,2026-08-09T23:24:09.000-0500
POST-SUBTASK-094,BAT-444,24584,To Do,BLOCKED,,,2026-08-09T23:24:09.185-0500
POST-SUBTASK-095,BAT-445,24585,To Do,BLOCKED,,,2026-08-09T23:24:09.186-0500
POST-SUBTASK-096,BAT-446,24586,To Do,BLOCKED,,,2026-08-09T23:24:09.304-0500
POST-SUBTASK-097,BAT-447,24587,To Do,BLOCKED,,,2026-08-12T11:13:58.126-0500
POST-SUBTASK-098,BAT-448,24588,To Do,BLOCKED,,,2026-08-12T11:13:58.032-0500
POST-SUBTASK-099,BAT-449,24589,To Do,BLOCKED,,,2026-08-12T11:13:58.718-0500
POST-SUBTASK-100,BAT-450,24590,To Do,BLOCKED,,,2026-08-09T23:24:09.843-0500
POST-SUBTASK-101,BAT-451,24591,To Do,BLOCKED,,,2026-08-09T23:24:09.853-0500
POST-SUBTASK-102,BAT-452,24592,To Do,BLOCKED,,,2026-08-09T23:24:09.972-0500
POST-SUBTASK-103,BAT-453,24593,To Do,BLOCKED,,,2026-08-09T23:24:10.099-0500
POST-SUBTASK-104,BAT-454,24594,To Do,BLOCKED,,,2026-08-09T23:24:10.233-0500
POST-SUBTASK-105,BAT-455,24595,To Do,BLOCKED,,,2026-08-09T23:24:10.268-0500
POST-SUBTASK-106,BAT-456,24596,To Do,BLOCKED,,,2026-08-09T23:24:10.381-0500
POST-SUBTASK-107,BAT-457,24597,To Do,BLOCKED,,,2026-08-09T23:24:10.493-0500
POST-SUBTASK-108,BAT-458,24598,To Do,BLOCKED,,,2026-08-09T23:24:10.628-0500
POST-SUBTASK-109,BAT-459,24599,To Do,BLOCKED,,,2026-08-12T11:13:58.643-0500
POST-SUBTASK-110,BAT-460,24600,To Do,BLOCKED,,,2026-08-09T23:24:10.776-0500
POST-SUBTASK-111,BAT-461,24601,To Do,BLOCKED,,,2026-08-09T23:24:10.904-0500
POST-SUBTASK-112,BAT-462,24602,To Do,BLOCKED,,,2026-08-09T23:24:11.034-0500
POST-SUBTASK-113,BAT-463,24603,To Do,BLOCKED,,,2026-08-09T23:24:11.142-0500
POST-SUBTASK-114,BAT-464,24604,To Do,BLOCKED,,,2026-08-09T23:24:11.165-0500
POST-SUBTASK-115,BAT-465,24605,To Do,BLOCKED,,,2026-08-09T23:24:11.312-0500
POST-SUBTASK-116,BAT-466,24606,To Do,BLOCKED,,,2026-08-09T23:24:11.436-0500
POST-SUBTASK-117,BAT-467,24607,To Do,BLOCKED,,,2026-08-09T23:24:11.575-0500
POST-SUBTASK-118,BAT-468,24608,To Do,BLOCKED,,,2026-08-09T23:24:11.584-0500
POST-SUBTASK-119,BAT-469,24609,To Do,BLOCKED,,,2026-08-09T23:24:11.692-0500
POST-SUBTASK-120,BAT-470,24610,To Do,BLOCKED,,,2026-08-09T23:24:11.861-0500
POST-SUBTASK-121,BAT-471,24611,To Do,BLOCKED,,,2026-08-09T23:24:11.967-0500
POST-SUBTASK-122,BAT-472,24612,To Do,BLOCKED,,,2026-08-09T23:24:12.021-0500
POST-SUBTASK-123,BAT-473,24613,To Do,BLOCKED,,,2026-08-09T23:24:12.103-0500
POST-SUBTASK-124,BAT-474,24614,Done,DONE,kevinsgarrett@gmail.com,,2026-08-09T23:24:12.291-0500
POST-SUBTASK-125,BAT-475,24615,Done,DONE,kevinsgarrett@gmail.com,,2026-08-11T18:35:41.948-0500
POST-SUBTASK-126,BAT-476,24616,To Do,READY,,,2026-08-09T23:24:12.452-0500
POST-SUBTASK-127,BAT-477,24617,To Do,BLOCKED,,,2026-08-09T23:24:12.420-0500
POST-SUBTASK-128,BAT-478,24618,To Do,BLOCKED,,,2026-08-09T23:24:12.510-0500
POST-SUBTASK-129,BAT-479,24619,To Do,BLOCKED,,,2026-08-09T23:24:12.708-0500
POST-SUBTASK-130,BAT-480,24620,To Do,BLOCKED,,,2026-08-12T11:13:58.603-0500
POST-SUBTASK-131,BAT-481,24621,To Do,BLOCKED,,,2026-08-12T11:13:58.624-0500
POST-SUBTASK-132,BAT-482,24622,To Do,BLOCKED,,,2026-08-09T23:24:12.897-0500
POST-SUBTASK-133,BAT-483,24623,To Do,BLOCKED,,,2026-08-09T23:24:13.110-0500
POST-SUBTASK-134,BAT-484,24624,To Do,BLOCKED,,,2026-08-09T23:24:13.202-0500
POST-SUBTASK-135,BAT-485,24625,To Do,BLOCKED,,,2026-08-09T23:24:13.230-0500
POST-SUBTASK-136,BAT-486,24626,To Do,BLOCKED,,,2026-08-09T23:24:13.316-0500
POST-SUBTASK-137,BAT-487,24627,To Do,BLOCKED,,,2026-08-09T23:24:13.481-0500
POST-SUBTASK-138,BAT-488,24628,To Do,BLOCKED,,,2026-08-09T23:24:13.636-0500
POST-SUBTASK-139,BAT-489,24629,To Do,BLOCKED,,,2026-08-09T23:24:13.673-0500
POST-SUBTASK-140,BAT-490,24630,To Do,BLOCKED,,,2026-08-09T23:24:13.768-0500
POST-SUBTASK-141,BAT-491,24631,To Do,BLOCKED,,,2026-08-09T23:24:13.865-0500
POST-SUBTASK-142,BAT-492,24632,To Do,DEFERRED,,,2026-08-09T23:24:14.078-0500
POST-SUBTASK-143,BAT-493,24633,To Do,DEFERRED,,,2026-08-09T23:24:14.106-0500
POST-SUBTASK-144,BAT-494,24634,To Do,DEFERRED,,,2026-08-09T23:24:14.204-0500
POST-SUBTASK-145,BAT-495,24635,To Do,DEFERRED,,,2026-08-09T23:24:14.276-0500
POST-SUBTASK-146,BAT-496,24636,To Do,DEFERRED,,,2026-08-09T23:24:14.517-0500
POST-SUBTASK-147,BAT-497,24637,To Do,DEFERRED,,,2026-08-09T23:24:14.507-0500
POST-SUBTASK-148,BAT-498,24638,To Do,DEFERRED,,,2026-08-09T23:24:14.622-0500
POST-SUBTASK-149,BAT-499,24639,To Do,DEFERRED,,,2026-08-09T23:24:14.708-0500
POST-SUBTASK-150,BAT-500,24640,To Do,DEFERRED,,,2026-08-09T23:24:14.903-0500
POST-SUBTASK-151,BAT-501,24641,To Do,DEFERRED,,,2026-08-09T23:24:14.921-0500
POST-SUBTASK-152,BAT-502,24642,To Do,DEFERRED,,,2026-08-09T23:24:15.027-0500
POST-SUBTASK-153,BAT-503,24643,To Do,DEFERRED,,,2026-08-09T23:24:15.090-0500
POST-SUBTASK-154,BAT-504,24644,To Do,DEFERRED,,,2026-08-09T23:24:15.277-0500
POST-SUBTASK-155,BAT-505,24645,To Do,DEFERRED,,,2026-08-09T23:24:15.428-0500
POST-SUBTASK-156,BAT-506,24646,To Do,DEFERRED,,,2026-08-09T23:24:15.418-0500
POST-SUBTASK-157,BAT-507,24647,To Do,DEFERRED,,,2026-08-09T23:24:15.489-0500
POST-SUBTASK-158,BAT-508,24648,To Do,DEFERRED,,,2026-08-09T23:24:15.651-0500
POST-SUBTASK-159,BAT-509,24649,To Do,DEFERRED,,,2026-08-09T23:24:15.807-0500
POST-EPIC-018,BAT-512,24652,To Do,BACKLOG,,,2026-08-11T01:06:43.855-0500
POST-STORY-054,BAT-513,24653,To Do,BACKLOG,,,2026-08-11T01:06:43.917-0500
POST-STORY-055,BAT-514,24654,To Do,BACKLOG,,,2026-08-11T01:06:43.878-0500
POST-STORY-056,BAT-515,24655,To Do,BACKLOG,,,2026-08-11T01:07:02.924-0500
POST-SUBTASK-160,BAT-516,24656,Done,DONE,,,2026-08-12T12:49:18.386-0500
POST-SUBTASK-161,BAT-517,24657,Done,DONE,,,2026-08-11T01:06:44.437-0500
POST-SUBTASK-162,BAT-518,24658,Done,DONE,,,2026-08-12T11:20:29.321-0500
POST-SUBTASK-163,BAT-519,24659,Done,DONE,,,2026-08-11T01:06:44.432-0500
POST-SUBTASK-164,BAT-520,24660,Done,DONE,,,2026-08-11T01:06:44.343-0500
POST-SUBTASK-165,BAT-521,24661,To Do,DEFERRED,,,2026-08-11T01:07:02.535-0500
POST-SUBTASK-166,BAT-522,24662,Done,DONE,,,2026-08-11T01:07:02.913-0500
POST-SUBTASK-167,BAT-524,24664,Done,DONE,,,2026-08-11T04:28:38.046-0500
POST-SUBTASK-168,BAT-525,24665,In Progress,IN_PROGRESS,,,2026-08-12T12:49:18.198-0500
POST-SUBTASK-169,BAT-526,24666,Done,DONE,,,2026-08-11T17:04:27.118-0500
POST-SUBTASK-170,BAT-527,24667,Done,DONE,,,2026-08-11T01:09:23.918-0500
POST-SUBTASK-171,BAT-528,24668,Done,DONE,,,2026-08-11T01:09:24.593-0500
POST-SUBTASK-172,BAT-529,24669,Done,DONE,,,2026-08-11T17:04:27.302-0500
POST-SUBTASK-173,BAT-530,24670,Done,DONE,,,2026-08-11T12:43:07.051-0500
POST-SUBTASK-174,BAT-531,24671,Done,DONE,,,2026-08-12T11:19:31.243-0500
POST-SUBTASK-175,BAT-532,24672,Done,DONE,,,2026-08-11T02:25:41.084-0500
POST-SUBTASK-176,BAT-533,24673,Done,DONE,,,2026-08-11T17:51:02.478-0500
POST-SUBTASK-177,BAT-534,24674,Done,DONE,,,2026-08-11T08:04:15.609-0500
POST-SUBTASK-178,BAT-535,24925,Done,DONE,,,2026-08-12T11:20:29.390-0500
POST-SUBTASK-179,BAT-536,24926,Done,DONE,,,2026-08-11T07:09:31.654-0500
POST-SUBTASK-180,BAT-537,24927,Done,DONE,,,2026-08-11T07:09:31.678-0500
POST-SUBTASK-181,BAT-538,24928,Done,DONE,,,2026-08-11T07:10:20.582-0500
POST-SUBTASK-182,BAT-539,24930,Done,DONE,,,2026-08-11T07:09:32.159-0500
POST-SUBTASK-183,BAT-540,24931,Done,DONE,,,2026-08-12T11:19:31.908-0500
POST-SUBTASK-184,BAT-541,24932,Done,DONE,,,2026-08-11T10:46:44.128-0500
POST-SUBTASK-185,BAT-542,24933,Done,DONE,,,2026-08-11T15:26:32.089-0500
POST-SUBTASK-186,BAT-543,24934,Done,DONE,,,2026-08-11T10:46:44.038-0500
POST-SUBTASK-187,BAT-544,24935,Done,DONE,,,2026-08-11T11:28:15.385-0500
POST-SUBTASK-188,BAT-545,24936,Done,DONE,,,2026-08-11T16:12:25.996-0500
POST-SUBTASK-189,BAT-546,24938,Done,DONE,,,2026-08-11T14:04:25.301-0500
POST-SUBTASK-190,BAT-547,24939,Done,DONE,,,2026-08-11T14:49:21.856-0500
POST-SUBTASK-191,BAT-548,24940,Done,DONE,,,2026-08-12T11:20:29.768-0500
POST-SUBTASK-192,BAT-549,24941,Done,DONE,,,2026-08-11T15:26:32.648-0500
POST-SUBTASK-193,BAT-550,24942,Done,DONE,,,2026-08-12T11:20:29.844-0500
POST-SUBTASK-194,BAT-551,24944,Done,DONE,,,2026-08-11T16:34:11.830-0500
POST-SUBTASK-195,BAT-552,24945,Done,DONE,,,2026-08-12T11:13:59.239-0500
POST-SUBTASK-196,BAT-553,24946,Done,DONE,,,2026-08-12T11:19:31.893-0500
POST-SUBTASK-197,BAT-554,24947,In Progress,IN_PROGRESS,,,2026-08-12T11:20:29.823-0500
POST-STORY-057,BAT-555,24948,In Progress,IN_PROGRESS,,,2026-08-12T11:33:04.737-0500
POST-SUBTASK-198,BAT-556,24949,Done,DONE,,,2026-08-12T12:49:18.866-0500
POST-SUBTASK-199,BAT-557,24950,To Do,BLOCKED,,,2026-08-12T12:49:18.899-0500
POST-SUBTASK-200,BAT-558,24951,To Do,BLOCKED,,,2026-08-12T11:33:06.140-0500
POST-STORY-058,BAT-559,24952,In Progress,IN_PROGRESS,,,2026-08-12T12:49:18.491-0500
POST-SUBTASK-201,BAT-560,24953,Done,DONE,,,2026-08-12T13:02:19.064-0500
POST-SUBTASK-202,BAT-561,24954,To Do,BLOCKED,,,2026-08-12T12:49:19.538-0500
POST-SUBTASK-203,BAT-562,24955,To Do,READY,,,2026-08-12T13:02:15.788-0500
POST-SUBTASK-204,BAT-563,24956,To Do,READY,,,2026-08-12T13:02:15.688-0500
POST-SUBTASK-205,BAT-564,24957,To Do,BLOCKED,,,2026-08-12T12:49:19.926-0500
