risk_id,risk,severity,likelihood,mitigation,status,owner_wave,final_disposition,jira_issue_ids,source_ref_id,mapped
RISK-122,Correlation or MI is mistaken for incremental predictive value,HIGH,MEDIUM,Univariate methods exploratory only; conditional/out-of-fold evidence required,MITIGATED_W10_GOVERNANCE,W10+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01698,true
RISK-123,Correlated features make regularization/permutation importance unstable,HIGH,MEDIUM,Redundancy clusters + family ablation + multi-method evidence,OPEN_EMPIRICAL,W10-W17,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01699,true
RISK-124,Missingness/source coverage artifact is learned as football signal,HIGH,HIGH,Population coverage evidence + temporal/source subgroup stability + conditional lifecycle,OPEN_MATERIALIZATION,W10-W19,OPEN_HANDOFF,POST-SUBTASK-033,SRCREF-01700,true
RISK-125,Feature family with many candidates wins by search volume,HIGH,MEDIUM,"Family-level ablation, predeclared experiment plan, protected criteria",OPEN_EMPIRICAL,W10-W17,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01701,true
RISK-126,Market features contaminate pure-football benchmark,CRITICAL,LOW_MEDIUM,Market-only candidate lane and validator,MITIGATED_W10_CONTRACT,W10-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-060,SRCREF-01702,true
RISK-127,One universal feature set harms target-specific performance,HIGH,MEDIUM,Target-specific lifecycle decisions for win/margin/score/BAS,OPEN_EMPIRICAL,W10-W17,OPEN_HANDOFF,POST-SUBTASK-096,SRCREF-01703,true
RISK-128,Lifecycle state becomes stale after data/rule/model drift,HIGH,MEDIUM,Append-only reevaluation/demotion history; W24 refresh and monitoring,OPEN,W10-W24,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01704,true
RISK-129,Synthetic W10 tests are misrepresented as predictive evidence,HIGH,MEDIUM,Zero W10 empirical decisions + maturity validator/docs,MITIGATED_W10_GOVERNANCE,W10,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01705,true
RISK-130,Feature selection tunes on protected test period,CRITICAL,MEDIUM,Precommit criteria/folds before protected inspection; W17 governance,OPEN,W10-W17,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01706,true
RISK-131,Interaction generation explodes compute and false discovery,MEDIUM,HIGH,Explicit registered interactions only; no Cartesian generation,MITIGATED_W10_CONTRACT,W10-W18,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01707,true
RISK-132,Rejected/BANNED history is silently erased or resurrected,HIGH,LOW_MEDIUM,Append-only lifecycle log and transition validator,MITIGATED_W10_CONTRACT,W10+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01708,true
RISK-133,Recent-game weighting overreacts to football randomness,HIGH,MEDIUM,Compare recency candidates chronologically; retain broader priors and uncertainty,OPEN,W11-W17,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01709,true
RISK-134,Early-season prior remains stale after genuine team change,HIGH,MEDIUM,Regime-aware/change-point candidates and faster evidence updating where validated,OPEN,W11-W17,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01710,true
RISK-135,Composite prior double-counts talent/returning production/resources,HIGH,MEDIUM,Redundancy/ablation and target-specific lifecycle evidence,OPEN,W11-W17,OPEN_HANDOFF,POST-SUBTASK-123,SRCREF-01711,true
RISK-136,Program resources become an unjustified weekly points bonus,MEDIUM,MEDIUM,Upstream-prior-only default and later ablation,MITIGATED_W11_CONTRACT,W11-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-114,SRCREF-01712,true
RISK-137,Regime similarity uses future staff/QB/roster information,CRITICAL,MEDIUM,All continuity factors consume W08 PIT-effective evidence only,MITIGATED_W11_CONTRACT,W11+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01713,true
RISK-138,Change-point detector produces false resets,HIGH,MEDIUM,No automatic hard reset; shrinkage/uncertainty response and protected comparison,MITIGATED_W11_CONTRACT,W11-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01714,true
RISK-139,Source/schema coverage break is mistaken for performance regime shift,HIGH,MEDIUM,Track source/schema versions and include data-coverage-break candidate,MITIGATED_W11_CONTRACT,W11-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01715,true
RISK-140,FCS strength translation is overconfident,HIGH,HIGH,Internal FCS network plus cross-division evidence and translation uncertainty,OPEN,W11-W19,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01716,true
RISK-141,Lower-division modeling expands without bound,MEDIUM,MEDIUM,Explicit bounded hierarchy terminating in class priors,MITIGATED_W11_CONTRACT,W11+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01717,true
RISK-142,Hard-coded division penalty creates systematic bias,HIGH,MEDIUM,Fixed penalties prohibited; empirical translation required,MITIGATED_W11_CONTRACT,W11-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01718,true
RISK-143,Uncertainty score is misused as directional team-strength correction,HIGH,MEDIUM,Contract separates uncertainty magnitude from strength direction,MITIGATED_W11_CONTRACT,W11-W16,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01719,true
RISK-144,National sample utility and current-team relevance are conflated,HIGH,MEDIUM,Separate weighting roles/contracts,MITIGATED_W11_CONTRACT,W11-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01720,true
RISK-145,W11 implies injury-adjusted available strength before W12 evidence,HIGH,MEDIUM,Placeholder preserves underlying estimate and marks W12 ownership explicitly,MITIGATED_W11_CONTRACT,W11-W12,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01721,true
RISK-146,Early-season/team-state candidate selection overfits small subgroups,HIGH,HIGH,Protected chronological national evidence plus subgroup stability; selection deferred W17/W19,OPEN,W17-W19,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01722,true
RISK-147,Roster membership is mistaken for starter/availability state,HIGH,HIGH,Separate effective-dated roster/depth/availability contracts and tests,MITIGATED_CONTRACT_W12,W12-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01723,true
RISK-148,Later snaps backfill historical pregame depth,CRITICAL,HIGH,W08 PIT plus W12 observed/inferred/outcome separation,MITIGATED_CONTRACT_W12,W12-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01724,true
RISK-149,Player value becomes hand-authored scouting score without validation,HIGH,MEDIUM,Position-aware evidence registry; no manual production point values; W17 protected validation,OPEN,W12-W17,OPEN_HANDOFF,POST-SUBTASK-123,SRCREF-01725,true
RISK-150,Injury model double-counts same absence through multiple correlated features,HIGH,HIGH,Replacement/availability anti-double-counting control + later ablation,OPEN,W12-W17,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01726,true
RISK-151,Missing official availability report is interpreted as healthy,CRITICAL,HIGH,Explicit UNKNOWN noncoverage rule and source-policy scope,MITIGATED_CONTRACT_W12,W12-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01727,true
RISK-152,Questionable/limited players are forced into active/out binary,HIGH,HIGH,Scenario probability/effectiveness/usage representation,MITIGATED_CONTRACT_W12,W12-W16,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01728,true
RISK-153,Backup identity/value is wrong when role redistributes across rotation,HIGH,MEDIUM,Multi-player replacement/usage distribution and uncertainty,OPEN,W12-W19,OPEN_HANDOFF,POST-SUBTASK-132,SRCREF-01729,true
RISK-154,Transfer model applies fixed conference penalty and misprices individual context,HIGH,HIGH,Continuous-strength same-player translation design; fixed penalties prohibited,MITIGATED_CONTRACT_W12,W12-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01730,true
RISK-155,Freshmen with zero college snaps are passed through transfer-production model,HIGH,MEDIUM,Separate prospect-prior eligibility contract,MITIGATED_CONTRACT_W12,W12-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-123,SRCREF-01731,true
RISK-156,Recruiting/transfer upstream rights are assumed from public visibility,HIGH,MEDIUM,Source registry provenance/access/license augmentation and audit,MITIGATED_GOVERNANCE_W12,W12-W24,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01732,true
RISK-157,Preseason honors double-count recruiting/production/reputation,MEDIUM,HIGH,Candidate-only status and later family ablation,OPEN,W12-W17,OPEN_HANDOFF,POST-SUBTASK-123,SRCREF-01733,true
RISK-158,Future NFL draft results leak talent into historical games,CRITICAL,HIGH,Explicit ban and W08 PIT controls,MITIGATED_CONTRACT_W12,W12-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-051,SRCREF-01734,true
RISK-159,Official availability archive coverage is overstated,HIGH,HIGH,W12 marks materialization PLAN_ONLY; W19 reconstructs and measures coverage,OPEN,W12-W19,OPEN_HANDOFF,POST-SUBTASK-069,SRCREF-01735,true
RISK-160,Player impact units are incorrectly treated as game-point effects,HIGH,MEDIUM,Reference code labels abstract units; W16/W17 calibration required,MITIGATED_CONTRACT_W12,W12-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01736,true
RISK-161,W12 synthetic tests are misrepresented as predictive player-value evidence,HIGH,MEDIUM,Maturity flag + AC-112 + zero empirical winner declarations,MITIGATED_GOVERNANCE_W12,W12,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01737,true
RISK-162,Coach raw-output attribution confounds talent/co-staff/opponents,HIGH,HIGH,Use residual controls and hierarchical pooling.,OPEN,W13-W19,OPEN_HANDOFF,POST-SUBTASK-069,SRCREF-01738,true
RISK-163,Formal coaching titles misrepresent actual responsibility/play caller,HIGH,MEDIUM,Store separate responsibility/play-caller episodes with evidence.,OPEN,W13-W19,OPEN_HANDOFF,POST-SUBTASK-069,SRCREF-01739,true
RISK-164,Sparse coach samples create extreme ratings,HIGH,HIGH,Partial pooling and uncertainty; no W13 numeric effect.,OPEN,W17-W19,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01740,true
RISK-165,Scheme classification is noisy/incomplete across history,MEDIUM,HIGH,Use coverage flags and experimental representations.,OPEN,W13-W19,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01741,true
RISK-166,Decision-quality metrics confounded by game state/talent,HIGH,HIGH,Context controls and later chronological evaluation.,OPEN,W17,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01742,true
RISK-167,Weather hindsight leaks observed conditions,CRITICAL,MEDIUM,Require issued forecast runs for historical pregame features.,MITIGATED_BY_CONTRACT,W08-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01743,true
RISK-168,Travel/body-clock simplified with fixed UTC offsets,HIGH,MEDIUM,IANA timezone/date-aware calculations.,MITIGATED_BY_CONTRACT,W13-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-069,SRCREF-01744,true
RISK-169,Resource asymmetry biases private-school games,HIGH,HIGH,Separate R0/R1/R2/R3 lanes; missing is not zero.,OPEN,W17-W19,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01745,true
RISK-170,Latent resource proxy mislabeled as dollar spending,HIGH,MEDIUM,Explicit proxy semantics; prohibit dollar-spend claim.,MITIGATED_BY_CONTRACT,W13,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01746,true
RISK-171,Home-field effect confounded by team strength/schedule,HIGH,HIGH,Residual hierarchy with controls/shrinkage.,OPEN,W17-W19,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01747,true
RISK-172,Final attendance leaks postgame information,HIGH,MEDIUM,Only genuine pregame expectation can be candidate.,MITIGATED_BY_CONTRACT,W13,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01748,true
RISK-173,Rule changes alter feature meaning across eras,HIGH,MEDIUM,Effective-dated regulatory environment/versioned definitions.,OPEN,W13-W19,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01749,true
RISK-174,Hidden-yards components double counted with ST/turnovers,HIGH,MEDIUM,Component accounting and ablation.,OPEN,W17-W20,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01750,true
RISK-175,Garbage-time policy removes real signal or creates bias,HIGH,HIGH,Compare multiple policies chronologically; no W13 threshold.,OPEN,W17,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01751,true
RISK-176,Opponent adjustment becomes circular/future-informed,CRITICAL,MEDIUM,Strict-prior opponent states and protected replay.,MITIGATED_BY_CONTRACT,W13-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01752,true
RISK-177,Style similarity overfits sparse/noisy scheme proxies,MEDIUM,HIGH,Uncertainty + ablation + temporal stability.,OPEN,W17-W20,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01753,true
RISK-178,Schedule stress/look-ahead imports future opponent results,CRITICAL,LOW,Schedule identity only; prohibit future performance.,MITIGATED_BY_CONTRACT,W13,CONTROL_PRESENT_MONITOR,POST-SUBTASK-042,SRCREF-01754,true
RISK-179,Officiating assignment unavailable pregame or highly confounded,HIGH,HIGH,Experimental lane; fail closed; hierarchical controls.,OPEN,W13-W24,OPEN_HANDOFF,POST-SUBTASK-069,SRCREF-01755,true
RISK-180,W14 architecture blocked by future W20 dependency,HIGH,MEDIUM,Repair TASK-088 dependency to W12/W13 contract gates.,MITIGATED_W13,W13,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01756,true
RISK-181,A&M high-resolution overlay forks canonical truth,CRITICAL,LOW,Enforce W07 IDs/PIT references and validator no-fork contract.,MITIGATED_BY_CONTRACT,W14+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-051,SRCREF-01757,true
RISK-182,A&M specialization overfits very small target sample,CRITICAL,HIGH,"Mandatory no-adjust baseline, shrinkage, protected chronology and THR-005.",OPEN_WITH_CONTROL,W14-W17,OPEN_HANDOFF,POST-SUBTASK-087,SRCREF-01758,true
RISK-183,Sparse A&M historical depth/unit evidence is fabricated or overconfident,HIGH,HIGH,Fallback to national/unknown state and explicit uncertainty.,OPEN_WITH_CONTROL,W14-W19,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01759,true
RISK-184,A&M peer cohort is outcome-conditioned/cherry-picked,HIGH,MEDIUM,Predefine PIT-safe cohort rules and protected evaluation.,OPEN_WITH_CONTROL,W14-W17,OPEN_HANDOFF,POST-SUBTASK-105,SRCREF-01760,true
RISK-185,Historical analog search leaks future/same-game outcomes,CRITICAL,MEDIUM,Strict-prior analog query contract and protected replay.,MITIGATED_BY_CONTRACT,W14-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01761,true
RISK-186,Frequent snapshot schedule chosen from hindsight,MEDIUM,MEDIUM,Keep cadence candidates unselected; W21/W22 operations evidence decides.,OPEN_WITH_CONTROL,W14-W22,OPEN_HANDOFF,POST-SUBTASK-132,SRCREF-01762,true
RISK-187,A&M residual gets double-counted with national features,HIGH,MEDIUM,Specialization I/O and ablation/overfit guards require incremental residual evidence.,OPEN_WITH_CONTROL,W16-W17,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01763,true
RISK-188,A&M evaluation priority hides national degradation,HIGH,MEDIUM,Dual A&M/national scorecards remain visible.,OPEN_WITH_CONTROL,W14-W17,OPEN_HANDOFF,POST-SUBTASK-105,SRCREF-01764,true
RISK-189,Regime-specific A&M effect is mistaken for permanent program effect,HIGH,HIGH,"Regime slices, shrinkage and temporal stability checks.",OPEN_WITH_CONTROL,W14-W17,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01765,true
RISK-190,Market information contaminates pure-football A&M specialization,CRITICAL,LOW,Market lane isolation and acceptance gate.,MITIGATED_BY_CONTRACT,W14+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-087,SRCREF-01766,true
RISK-191,W14 specialization pre-bakes BAS fan narrative,CRITICAL,LOW,BAS isolation and no-narrative rule; W15 scientific definition only.,MITIGATED_BY_CONTRACT,W14-W15,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01767,true
RISK-192,Manual Kyle Field/12th Man bonus duplicates learned home-field effect,HIGH,LOW,Explicit prohibition; W13 learned home-field candidate remains authoritative.,MITIGATED_BY_CONTRACT,W14-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01768,true
RISK-193,Complex hierarchical/stacked candidate wins from tuning noise,HIGH,HIGH,"Simple baseline, complexity review, protected test and shrinkage.",OPEN_WITH_CONTROL,W16-W17,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01769,true
RISK-194,Malformed W13 requirement rows propagate broken traceability,HIGH,MEDIUM,Repair 14 shifted rows in W14 and preserve IDs/history.,MITIGATED_W14,W14,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01770,true
RISK-195,BAS label expectation uses target/future outcomes,CRITICAL,MEDIUM,Fail-closed chronological cross-fit contract + canonical-game exclusion.,MITIGATED_W15_CONTRACT,W15-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01771,true
RISK-196,BAS label anchor circularly consumes BAS/A&M-underperformance target,CRITICAL,MEDIUM,Protected BAS-independent primary anchor.,MITIGATED_W15_CONTRACT,W15-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01772,true
RISK-197,Cross-fit holds out target row but trains on future seasons,CRITICAL,MEDIUM,Separate chronological model-training cutoff.,MITIGATED_W15_CONTRACT,W15-W19,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01773,true
RISK-198,Mirrored game rows are treated as independent evidence,HIGH,MEDIUM,Canonical-game fold/inference clustering.,MITIGATED_W15_CONTRACT,W15-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01774,true
RISK-199,Headline/severity thresholds are cherry-picked after results,HIGH,LOW_MEDIUM,3/7/14/21 definitions frozen before empirical evaluation.,MITIGATED_W15_CONTRACT,W15-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01775,true
RISK-200,Peer cohort is selected to amplify Aggie effect,HIGH,MEDIUM,Use frozen W14 peer candidates; no outcome conditioning.,MITIGATED_W15_CONTRACT,W15-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01776,true
RISK-201,Regime boundary is selected after observing BAS outcomes,HIGH,MEDIUM,Effective-dated predeclared regime definitions.,MITIGATED_W15_CONTRACT,W15-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01777,true
RISK-202,Small A&M sample creates unstable excess estimate,HIGH,HIGH,"Partial pooling, season/regime stability, intervals and null path.",OPEN_WITH_CONTROL,W17,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01778,true
RISK-203,Multiple severity/component tests create false discovery,HIGH,HIGH,Predeclared multiplicity/hierarchical testing policy.,OPEN_WITH_CONTROL,W17,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01779,true
RISK-204,Component attribution double-counts shared game value,HIGH,MEDIUM,Anti-double-counting controls; no W15 component promotion.,OPEN_WITH_CONTROL,W15-W17,OPEN_HANDOFF,POST-SUBTASK-105,SRCREF-01780,true
RISK-205,Coaching component mistakes team/player residual for coach effect,HIGH,HIGH,W13 confound controls and partial pooling.,OPEN_WITH_CONTROL,W17,OPEN_HANDOFF,POST-SUBTASK-069,SRCREF-01781,true
RISK-206,Collapse live evidence contaminates pregame BAS,CRITICAL,LOW_MEDIUM,Separate live-replay lane; W08 PIT isolation.,MITIGATED_W15_CONTRACT,W15-W18,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01782,true
RISK-207,Sensitivity market anchor silently becomes headline label,HIGH,MEDIUM,Explicit anchor IDs/label versions; primary anchor protected.,MITIGATED_W15_CONTRACT,W16-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01783,true
RISK-208,BAS probability severities become incoherent/non-monotone,HIGH,MEDIUM,Nested probability contract + W16/W17 validation.,OPEN_WITH_CONTROL,W16-W17,OPEN_HANDOFF,POST-SUBTASK-096,SRCREF-01784,true
RISK-209,Product naming pressures analysis toward nonzero BAS finding,HIGH,MEDIUM,Null-result policy + no narrative ground truth.,MITIGATED_W15_CONTRACT,W15-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01785,true
RISK-210,THR-006 is invented from inspected results,CRITICAL,MEDIUM,Keep blank in W15; precommit W17 before protected evaluation.,MITIGATED_W15_CONTRACT,W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01786,true
RISK-211,Future-wave dependency inversion blocks W15/W16 sequence,HIGH,LOW,Repair TASK-101/TASK-116 dependencies in W15 and validate DAG.,MITIGATED_W15,W15,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01787,true
RISK-212,Independent score models create contradictory win/margin/score outputs,CRITICAL,MEDIUM,Use coherent joint distribution/derivation validator.,MITIGATED_W16_CONTRACT,W16-W20,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01788,true
RISK-213,Tie/overtime mass is silently dropped or split arbitrarily,HIGH,MEDIUM,Require explicit overtime resolver whenever modeled support has tie mass.,MITIGATED_W16_CONTRACT,W16-W20,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01789,true
RISK-214,Underdispersed count model creates overconfident probabilities,HIGH,MEDIUM,Retain overdispersed/correlated candidates and W17 calibration protocol.,OPEN,W17+,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01790,true
RISK-215,Complex model selected because it is fashionable,HIGH,MEDIUM,Mandatory simple baselines + no W16 winner.,MITIGATED_W16_CONTRACT,W16-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01791,true
RISK-216,Market data leaks into pure-football lane,CRITICAL,MEDIUM,Separate forecast lanes + PIT market rule validator.,MITIGATED_W16_CONTRACT,W16+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01792,true
RISK-217,Closing line leaks into earlier historical forecast,CRITICAL,MEDIUM,W08/W16 cutoff rules; market benchmark lane.,MITIGATED_W16_CONTRACT,W16+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01793,true
RISK-218,A&M specialization overfits small sample and forces nonzero adjustment,CRITICAL,MEDIUM,Retain W14 no-adjustment/shrinkage baseline.,MITIGATED_W16_CONTRACT,W16-W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-087,SRCREF-01794,true
RISK-219,BAS prediction architecture circularly changes W15 label anchor,CRITICAL,LOW,Protected BAS scientific anchor lane.,MITIGATED_W16_CONTRACT,W16+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01795,true
RISK-220,Scenario engine double-counts availability/weather uncertainty,HIGH,MEDIUM,Explicit scenario dimensions/lineage and no blind uncertainty summation.,OPEN,W16-W20,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01796,true
RISK-221,Arbitrary OOD threshold produces warning spam or blind spots,HIGH,MEDIUM,Keep THR-014 blank until W17 evidence.,MITIGATED_W16_CONTRACT,W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01797,true
RISK-222,Arbitrary disagreement threshold creates false confidence,HIGH,MEDIUM,Keep THR-015 blank; account for correlated models.,MITIGATED_W16_CONTRACT,W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01798,true
RISK-223,Monte Carlo sampling noise is mistaken for epistemic uncertainty,MEDIUM,MEDIUM,Prefer exact mixtures for summaries; record seed/sample count.,MITIGATED_W16_CONTRACT,W16-W20,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01799,true
RISK-224,Score-support truncation loses probability mass,HIGH,MEDIUM,Normalization/tail/support checks in implementation.,OPEN,W20,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01800,true
RISK-225,Calibration is fitted/evaluated with future or protected leakage,CRITICAL,MEDIUM,W17 chronological calibration protocol + separate lineage.,OPEN,W17-W20,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01801,true
RISK-226,W16 synthetic/reference tests are misreported as predictive performance,CRITICAL,LOW,Explicit contract-only maturity and no metric claims.,MITIGATED_W16,W16,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01802,true
RISK-227,Protected 2024-2025 outcomes influence tuning or feature/model choices,CRITICAL,MEDIUM,Seal split/metrics before protected access; log result access and prohibit tuning feedback.,OPEN_W17_PROTOCOL_MITIGATED,W17+,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01803,true
RISK-228,Protected holdout is moved after disappointing results,CRITICAL,LOW,Holdout movement prohibited except pre-result documented coverage ADR; otherwise UNEVALUABLE.,MITIGATED_W17_PROTOCOL,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01804,true
RISK-229,Thresholds are selected after seeing protected results,CRITICAL,MEDIUM,Development-only threshold precommitment; protected results cannot set/relax values.,MITIGATED_W17_PROTOCOL,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01805,true
RISK-230,Blank thresholds are interpreted as zero or silently waived,CRITICAL,MEDIUM,Fail-closed reference gate returns BLOCKED_THRESHOLD_UNSET.,MITIGATED_W17_REFERENCE,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01806,true
RISK-231,Subgroup fishing creates spurious A&M/context claims,HIGH,MEDIUM,Predeclare scorecards; exploratory post-hoc groups cannot become promotion evidence without new sealed protocol.,MITIGATED_W17_PROTOCOL,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01807,true
RISK-232,A&M specialization overfits small protected sample,CRITICAL,HIGH,"Mandatory no-adjustment comparator, shrinkage/null path, dual national/A&M scorecards.",OPEN_REAL_EVIDENCE_PENDING,W17-W20,OPEN_HANDOFF,POST-SUBTASK-087,SRCREF-01808,true
RISK-233,BAS multiple testing creates false Aggie Excess/component claims,CRITICAL,HIGH,Null-first stability/multiplicity protocol; component family controls and no-effect outcome.,OPEN_REAL_EVIDENCE_PENDING,W17-W20,OPEN_HANDOFF,POST-SUBTASK-096,SRCREF-01809,true
RISK-234,Metric hacking favors one model by switching primary metric,HIGH,MEDIUM,Metric hierarchy frozen before protected results; Brier/MAE/proper distribution scores retain declared roles.,MITIGATED_W17_PROTOCOL,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01810,true
RISK-235,Calibration conclusion depends on arbitrary bins,MEDIUM,MEDIUM,ECE diagnostic only; intercept/slope/reliability and proper scores required.,MITIGATED_W17_PROTOCOL,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01811,true
RISK-236,Market closing data leaks into earlier forecast evaluation,CRITICAL,MEDIUM,Matched PIT cutoffs and separate benchmark lane; W08 market snapshot rules remain protected.,MITIGATED_BY_W08_W17,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01812,true
RISK-237,OOD score is misused as directional team-strength signal,HIGH,MEDIUM,Evaluate as warning/error association only; directional use prohibited.,MITIGATED_W17_PROTOCOL,W17+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01813,true
RISK-238,Model disagreement is mistaken for calibrated uncertainty,HIGH,MEDIUM,Require incremental error/coverage evidence and THR-015 development-only thresholding.,OPEN_REAL_EVIDENCE_PENDING,W17-W20,OPEN_HANDOFF,POST-SUBTASK-078,SRCREF-01814,true
RISK-239,Protected holdout lacks source coverage for a candidate feature,HIGH,HIGH,Report candidate unevaluable or use pre-result coverage ADR; do not replace holdout after result review.,OPEN_MATERIALIZATION_PENDING,W19-W20,OPEN_HANDOFF,POST-SUBTASK-060,SRCREF-01815,true
