repo_relative_path,size_bytes,line_count,sha256,authority_level,role,top_directory,extension,parse_status
docs/58_MODEL_PROMOTION_AND_THRESHOLD_PRECOMMITMENT.md,1389,32,2e53f84fb0398a7fc9870e4d890a0f28346843e6467433dfb11cce564d3deff1,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/59_BAS_TAMU_UNCERTAINTY_MARKET_EVALUATION.md,1347,19,057f643e092b467d666c0a0eb1d98c2b51a08822bf19aedbac406cfd1a0c487b,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/60_W17_EXPERIMENT_BOUNDARIES_AND_W18_HANDOFF.md,1088,21,15eab56b2ed0131eb72a8b6c70832a4f73048fb581be612f12d349e7e2eaa28b,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/61_EXPERIMENTATION_AND_AUTONOMOUS_RESEARCH_ARCHITECTURE.md,4600,79,62f3975a83ccb504bb5d4c1f52a6de15214b6adda1ab80faf0773aabb9ad7021,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/62_EXPERIMENT_IDENTITY_LINEAGE_AND_REPLAY.md,1899,49,03e2b05253c77cb7a2d0b4d00dfd13b91fde06d98ed9239977637b05fd7db53e,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/63_AUTONOMOUS_RESEARCH_GOVERNANCE.md,1802,46,21791c54018967552a989448e554d510a488ae7391d7e9a2fa457e37b6dc1552,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/64_TRACKING_HPO_AND_WORKTREE_EXECUTION.md,1669,32,75e9514d29fb9deb6b031c6621bcc355042ba1770d95145b13f08187720d562d,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/65_FEATURE_TOURNAMENT.md,1594,50,95493a98ad24f20b378acf349611a65fae2b4837b80adb7bb8cf4d1ccddbd2a3,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/66_MODEL_TOURNAMENT.md,1796,48,55b40988af0c4a5a29ed42530e041a4fae4b3a350f81b094903b81a6ba875bd9,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/67_HYPOTHESIS_AND_EXPERIMENT_QUEUE.md,1577,37,373db208c1eb63842d8167ac9b13ee29273ca6c48e80edc1195de4286a71d0c3,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/68_REPLAY_RESULT_COMPARISON_AND_ADOPTION.md,1363,45,04e3811993509e96a1b663e76c03b59638da00989551065ed4711b1de3c23c2f,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/69_WORKTREE_CONCURRENCY_AND_RESOURCE_GOVERNANCE.md,1148,21,605e38771639fd63587755fa6137fc02eb875dc9b7c1ad8a847fbc040f37bcad,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/70_MLFLOW_TRACKING_ADAPTER.md,1192,30,917ad30335a750507724e181b4d0a371d2e5f1acc83233998f0f91c7fad8c928,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/71_OPTUNA_HPO_ADAPTER.md,1338,32,174ead29f9cb535fbd23e6d466c11412ba7f923456511050799cb23a8bb69dd3,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/72_ADVANCED_CHALLENGER_ADMISSION.md,1046,29,a85c3fec0664327320cd9e64442599c84767dc36ad90ed6a40137cd2bf4986ef,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/73_NEGATIVE_RESULTS_FAILURES_AND_RETRY_POLICY.md,1047,27,1e29fdc661af773ff183444494e68970732378110b52973c138423478df0a503,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/74_W18_IMPLEMENTATION_AND_VALIDATION_INVENTORY.md,1253,30,53f0b291ca1568c3b00a5e1717aab0a46c42153e23f968b462b898582aff6f6c,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/75_W18_TO_W19_HANDOFF.md,1624,35,04a0694ad0e95380c6d6369071ecf6946876cb6d2ec3dcb73d018dc7d3a70df2,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/76_CANONICAL_EXPERIMENT_SPEC.md,3737,45,ab1bdceff17caf322819c445103d9b40164c7ecaadf48f6ea01c104cc76ff973,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/77_LOCAL_EXPERIMENT_STORE.md,2383,29,f5c2a9a80918210a5702e5b55799134bdfeb142dfc06140bd97b78738c270c00,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/78_RESEARCH_QUEUE_SCHEDULER.md,2445,33,776b5236dcc426f245e88d203be3f67f4d3ad43c300d6133075066e5c3dc50e4,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/79_FEATURE_TOURNAMENT_PROTOCOL.md,3287,51,afa7d9bec5c3a06bb671fb1fd74fd53cbdc2405310a59066121922bbad66aaa5,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/80_MODEL_TOURNAMENT_PROTOCOL.md,2744,39,fccbbd26f971842cc8e9eb3ee0b054605adc9b20a2d10d73da02d9e42aacc353,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/81_HPO_STUDY_GOVERNANCE.md,2146,33,3f48c9f9c87cbbacd0b1d60b1c0348cce6ff4b5dd8a1f66933a1089172409bfd,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/82_HPO_PRUNING_AND_STOPPING.md,1507,23,580fed63f4cfec1fcaa847e513a4eb42492797296e52cc1be2c963172a557a39,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/83_RESULT_PACKET_AND_EVIDENCE.md,1610,25,591011f9720ecf92e0c3873bbc5b784bde5a4fd1e1a2055cbb131b3c35012ac1,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/84_REPLAY_ENGINE.md,1719,25,1a8ac59b0aa5739ec91f1bb81624bd1958d16cf2ea3a64b3e1fb809c9bd4227f,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/85_WORKTREE_ISOLATION.md,1598,23,2cf480999bb0c2f76167b6ab6765bbfddc89c6c07e52bd284a18b8f0d3150e28,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/86_ARTIFACT_RETENTION.md,1524,23,4bb02995ec2c70c3d6f83b16107bc3a87b2d36541774e4b648413e5a4d925eb9,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md,1613,25,6ee2fcf9e80e6df3c007f78c945c2b0604b0381072fc3d4d06302a7d94c2453c,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/88_CHALLENGER_ADOPTION.md,1280,23,88cf470c4a27466fe0ef04796348ff0836d61e88b2252ca53e295e63f7297592,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/89_RESEARCH_THREAT_MODEL.md,1594,23,717b11eb90c5c69024d9450b089aaa4bad43167395518eb83f7ff582d4ae9abf,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/90_LOCAL_RESOURCE_ORCHESTRATION.md,1311,23,f933c2a7d6fb8f216f190cde1297a4371a5c19711f2748f00529da8e7acf3238,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/91_ADVANCED_CHALLENGER_GATE.md,1229,19,bbcacb288290681536034694f91fbd6a3db98105bae5f79c466f84bd647420e6,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/92_MLFLOW_ADAPTER.md,1613,27,93e55fe54234ae2fff65f2e8b662a4f6bd8bebb47d6c5fb651d2230c24a79271,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/93_OPTUNA_ADAPTER.md,1559,27,b127ebb33b1ded3d03b2339be9e80f8e94e1bc2f3cc9488c82497e1fbb68e3ab,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/94_W18_ACCEPTANCE_TRACEABILITY.md,1630,19,926ea451391ded5e3f1dbf0c05d10089c4a06988fdb9a5c33704b2897eed88af,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/95_W18_W19_INTEGRATION.md,1369,23,19e3c76af1d7efc93fb149fdab0cc4f76b6831bf79f5d3576822e9719460d077,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/96_W18_OPERATOR_RUNBOOK.md,1902,36,aad9d84226a5be443719f4832920fd367717d973f23dbff5a449f60dbe99e9e4,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/97_EXPERIMENT_EXAMPLES.md,1874,23,0dbbda1130650713c89c0d47ff0509890ab19878a88eacfd5ad2a4837a5be86a,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/98_RESEARCH_PROVENANCE.md,1496,23,11aaf51cd2d120d2a28724e570520069ef819b86def7e88f811a4ef6e2bd7d15,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/99_FULL_REBUILD_AUDIT_METHOD.md,1331,19,c4296db6e438758673347da20fb9f76c85cf8d6ed73460856276a83eab31ed42,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/DATAFLOW_AND_STORAGE.md,3025,60,4af509a9e4c0402f7bc3333078d35978a7c743b11ebeef5905bf3fcf66ff99e9,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,1254,34,373bbae28fb40c4d24015d7a1d4b1c4107ecbfb59533ef0860f289b07d4e321c,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/INTERFACE_CONTRACTS.md,2302,46,60671d5c6b7ea7e3202d6f91300bcba75973078bad75e2f771011dd0d25eda5b,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/MODEL_LAYERS.md,1753,42,e0ffb855fb0ef66e9479348712fec5392421caf78f41da35abe3b1beacd119b0,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/NATIONAL_TAMU_INTERFACE.md,1325,28,c409e537167e830cc9c7e455a325c52efcab06bd164d4b074252207b957730fa,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/PREDICTION_PIPELINE.md,1828,57,58fa7e399dbdcf0483f3ec42e3b0d51c5072c3e29829300667f716f033adc4c2,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/RESEARCH_AND_LLM_PLANE.md,1435,42,17511efb815e063fd881ab4dce5a841ae3cfc71aec1e3594be26536a8bb2c294,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/SYSTEM_BOUNDARIES.md,2962,63,db74bcff43a0ec8dba4bcc94d2fae12b8285a328139ae4c5fbadc4e222a461b4,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/architecture/W24_FINAL_ARCHITECTURE_CHALLENGE.md,4158,39,2f2ffb7881d2a5d296314e0f31d28565c1d93ad6f4ad475b4551ae2f1e0ebc88,LATE_READINESS,Late-wave readiness or finalization evidence,docs,.md,OK
docs/context/ACCEPTANCE_CONTEXT.md,598,9,96e6f209115fa169f2c86044eb303b933e6458a2a92c32f497bc615dbb969840,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/ADAPTIVE_ARCHITECTURE_CONTEXT.md,2327,22,30697298815c779cb235dc4190fbfa9a197362424854587c7dda07b425e4f24d,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/AUTONOMY_MLOPS_CONTEXT.md,2399,28,6eb6c24dff3ef415ec2875f1a99a29204ca91b3d3f279ee96798efa22326b169,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/BAS_CONTEXT.md,1584,18,66b99db2029d6409cd22cbee33754af1e5b7e2c1159f4c30bb638012d46c2ebe,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/CONTEXT_INTELLIGENCE_CONTEXT.md,902,19,86e5c90bcca7b7aaafbea3bbc79b343afda8fdec37185d56f8d72a6679a7e59f,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/CURRENT_RESEARCH_FINDINGS.md,1768,18,ddfd0091b0d29629fb86b24a18a6cb8993adb88065640130ffc4775447ae294e,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/DATA_CONTEXT.md,1245,12,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/ENTITY_CONTEXT.md,1112,13,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/FEATURE_LIFECYCLE_CONTEXT.md,514,12,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/FEATURE_REGISTRY_CONTEXT.md,602,11,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/IMPLEMENTATION_CONTEXT.md,992,11,2d201a9ebec365bb3defae04ce1b0d5651d8d73cc7a987543f73810e4a0bf873,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/MODELING_CONTEXT.md,2471,23,2360e8f1cc26d482c175dcb24797ccea95097871bf582b641779cb3030ed796b,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/PLAYER_INTELLIGENCE_CONTEXT.md,851,17,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/PRODUCT_CONTEXT.md,687,11,2840bbff1fa92514b7253e7dd84a728f429e4f45e918e7834216a32ad9e3b6b6,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,1398,14,fb07aff3a1231e9958a0847d2168c3f137b7923e0b029d36115b0e4f56fa54d1,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/TEAM_STATE_CONTEXT.md,528,6,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/TEMPORAL_CONTEXT.md,827,9,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/context/UNRESOLVED_DATA_CONTEXT.md,1982,27,7ec53f9c0d83fce4e74ae391320f396e4c7bec3815283d683a1df1913aafaaee,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w06/DATASET_ENDPOINT_COLUMN_INVENTORY.csv,30225,121,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/DATA_ACQUISITION_PLAN.md,2033,31,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w06/DATA_DOMAIN_COVERAGE_MATRIX.csv,7652,53,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/DATA_MISSINGNESS_STRATEGY.md,1599,27,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,4039,45,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w06/DATA_RESEARCH_METHOD.md,1431,25,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w06/DATA_SOURCE_RISK_REGISTER.csv,3754,21,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/DATA_UNIVERSE_MASTER.csv,39857,61,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv,17389,61,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/RESEARCH_EVIDENCE_INDEX.csv,4674,31,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv,18672,61,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/SOURCE_PRIORITY_DECISIONS.md,9582,99,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w06/SOURCE_REDUNDANCY_MAP.csv,2566,16,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/SOURCE_RESEARCH_LOG.csv,11948,36,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,2412,30,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w24/DATA_UNIVERSE_W24_ADDITIONS.csv,2074,3,2d7144e32a304bde6b7a5c2df2b0471a68a3b778800fdd5776dc7442d18a3271,LATE_READINESS,Late-wave readiness or finalization evidence,docs,.csv,OK
docs/data_research/w24/SOURCE_REFRESH_DELTA.csv,4646,11,26f08ebc3976ccd56e8ba2cca2ab3ec8b246b807be30eb10fb3f8444d391de25,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w24/SOURCE_REFRESH_FINDINGS.md,2976,30,2205f6a1a3fcefc077b08dd7cb2019425fca01f70aa47d1f7dda83d6bab2a09b,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/data_research/w24/SOURCE_RESEARCH_LOG.csv,1902,9,c1685c75b383f4f31f993f2134b8a5dc51cecd77a40a689eeb50068d3ee832db,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.csv,OK
docs/data_research/w25/FINAL_DATA_SOURCE_AUDIT.md,2505,35,a4f838e3ae04f9f76bb04ba546f4a599807ccd42c32f7ca889a42b2e38f8ed98,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/final/CODEX_HANDOFF.md,2782,59,afce5c31809075e42c2ae6690e3c642779417ac032d692a82c5eadc114db9d14,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.md,OK
docs/final/FINAL_ARCHITECTURE_RATIONALE.md,2979,29,a1ea77c719e6e639d0eb44a38d36929ba95eee50457ea873070c4250cbc20145,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.md,OK
docs/final/FINAL_BACKLOG.csv,2271,15,e8571f8876cfd157ddb70890e028d8c506c5279458679826949dc6e81ab9003f,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.csv,OK
docs/final/FINAL_COMPONENT_MATURITY.csv,3281,21,069f36f3f296c1ec854cb923d9ca0fd919b82ac03b391d6125a4a9fae99fb413,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.csv,OK
docs/final/FINAL_IMPLEMENTATION_PRIORITY.md,1917,28,eae6456f29c60f4fc93073575516ff2bcfb867ab5eec29d4e477bdf5f263c064,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.md,OK
docs/final/FINAL_KNOWN_GAPS.csv,2721,15,56328e25b31ee05e7e51feea5575b1716cf388a7becfe7f890135135bf33e6b2,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.csv,OK
docs/final/FINAL_KNOWN_GAPS.md,3711,86,6653e387a540aa0cd1a9f9cf94d5d177e7f09f9c70fd1bb41633327f8eaa9741,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.md,OK
docs/final/FINAL_REJECTED_ALTERNATIVES.md,1537,24,1e4085638975287c16964c8d8142ada20b8b4a4bc528067f49fb41f531a0da40,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.md,OK
docs/final/FINAL_RISK_REGISTER.csv,58037,311,7a457115461d50c4279c20a453303038946024d90f25719b32b68587384157fd,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.csv,OK
docs/final/FIRST_72_HOUR_IMPLEMENTATION_QUEUE.md,2095,30,6e3c60d351f5f0180565eaa0e1e5dd58d29bcc96e4e78ef5004c40248bba79c2,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,docs,.md,OK
docs/operations/BACKUP_RESTORE_RETENTION_RUNBOOK.md,982,7,72cfb809c9968fd3adc2da02d8140a6fb7b4e91da0ca5a07519a11d109404c79,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/operations/CI_SECURITY_SUPPLY_CHAIN.md,956,7,08fd1cd08b6b6e7640577201cd5e9998be6cc2800ce3d483751c381bf0beac7a,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/operations/OBSERVABILITY.md,622,5,c72ce5ef9883652f0a8771249d903661b3d1583e0b6b3798698e1193eb0e3285,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/operations/TARGET_HARDWARE_BENCHMARK.md,917,13,b6e3cdcd2d23bf66b2ae060b0a6cb110fdc113dd0deb2da7aa55ab509849383c,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/product/API_CONTRACT.md,1745,33,921211a9c0de99112d7170902e565d6610fe4e4d4146476bab8bf84ba8eb33d5,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/product/FRAMEWORK_DECISION.md,1747,34,bd10aabe314120ba2ba17c9cef7f28d71d46863087c08640423afee20a60884f,ACCEPTED_DESIGN,Accepted architecture/design/protocol source,docs,.md,OK
docs/readiness/W24_END_TO_END_READINESS.md,1882,32,4067aeb63d5d0d7f6e59e892cd13434ffa52f5233dd87368d71e9a4b2818716d,LATE_READINESS,Late-wave readiness or finalization evidence,docs,.md,OK
fixtures/bas/synthetic_bas_cases.json,554,28,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/advanced_challenger_blocked.json,536,13,f7086d872a8f3a6e86a4031be03c57cd8f3317fc01a33bf771896b50f114ea2d,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/experiment_spec_margin.json,602,27,4b00de5cf00b2bfaa49616a683f9a322db3b80723dd20887c5f0c6f662a24916,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/feature_tournament_evidence.json,377,13,af66cdb93a43d0ac37b78c352b6234e3e6436851aa8daf6d1a25e8e3f504c400,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/hpo_grid_study.json,255,20,677848583ce68b0d8d99d7163b7433efb0017973ef6e35ef8073e401a9dfc935,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/model_tournament_plan.json,957,36,cae3c64a30070d09821806feaa54d1ff37bf81574f1da0b20af51fabfe01a97e,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/queue_candidates.json,790,36,40d9aa2a9e1b1327fb6260fe7099ba92e12c7062c9dc16cfd71f6e43134bfc87,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/experimentation/resource_pool_local.json,133,8,1cd5a99294bece9e7576da3402b784a7fee8e69c5db83f0dba32bd26e399a7f7,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/pit/leakage_cases.json,4529,145,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/pit/observations.json,2046,60,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6,SUPPORTING,Supporting repository artifact,fixtures,.json,OK
fixtures/w19/foundation_source.csv,154,3,142644b4c865267a5d8579c13d3b77a2b07e42f282acac42cd9f650aa4fbc994,SUPPORTING,Supporting repository artifact,fixtures,.csv,OK
fixtures/w19/recon_real/REAL_SAMPLE_MANIFEST.csv,1373,7,e7a1d7ab6287e47cf7cc11c366ffc21f859e0f4de2d6cabd6c17e3d2221ce767,SUPPORTING,Supporting repository artifact,fixtures,.csv,OK
fixtures/w19/recon_real/schedules_real_row.csv,658,2,37d4d5a671bbc0089b0f424d5cf08019725495514ca8e895384d0a566939a94e,SUPPORTING,Supporting repository artifact,fixtures,.csv,OK
governance/ACCEPTANCE_CONTROL_CATALOG.csv,52442,235,24984771cc6b472c79c2bc89d6b0e55707ebd4748e777d41e607f0c4fd4b6699,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/ACCEPTANCE_STATUS.json,1382,30,a668871ea5338b3a3d2f50c4bbfdcc8223fb61c30ba21acca43e7688cf330fff,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.json,OK
governance/ACCEPTANCE_TASK_TRACEABILITY.csv,119421,960,200085d7d1c7d99e93a1bd93ca81e2994b0a5899cd434a65df075fe294969813,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,2970,16,e6a642f661b830ff5ee7379442bc8b02b6956ed78586fdb64c137e50dd5ab8d2,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/ADAPTIVE_CHANGE_LOG.csv,36503,122,4fce047d82572d9d9db08a0477a6c6b87e79fb938d7fe9f247ac987d312da055,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
