path,w17_size_bytes,w17_sha256,w18_size_bytes,w18_sha256,status
docs/architecture/PREDICTION_PIPELINE.md,1828,58fa7e399dbdcf0483f3ec42e3b0d51c5072c3e29829300667f716f033adc4c2,1828,58fa7e399dbdcf0483f3ec42e3b0d51c5072c3e29829300667f716f033adc4c2,UNCHANGED
docs/architecture/RESEARCH_AND_LLM_PLANE.md,1435,17511efb815e063fd881ab4dce5a841ae3cfc71aec1e3594be26536a8bb2c294,1435,17511efb815e063fd881ab4dce5a841ae3cfc71aec1e3594be26536a8bb2c294,UNCHANGED
docs/architecture/SYSTEM_BOUNDARIES.md,2962,db74bcff43a0ec8dba4bcc94d2fae12b8285a328139ae4c5fbadc4e222a461b4,2962,db74bcff43a0ec8dba4bcc94d2fae12b8285a328139ae4c5fbadc4e222a461b4,UNCHANGED
docs/context/ACCEPTANCE_CONTEXT.md,598,96e6f209115fa169f2c86044eb303b933e6458a2a92c32f497bc615dbb969840,598,96e6f209115fa169f2c86044eb303b933e6458a2a92c32f497bc615dbb969840,UNCHANGED
docs/context/ADAPTIVE_ARCHITECTURE_CONTEXT.md,1400,1c2a980dc24f71d3cba9c461fb2b56d9e6325679eafb0344c0c2e21254372b9c,1400,1c2a980dc24f71d3cba9c461fb2b56d9e6325679eafb0344c0c2e21254372b9c,UNCHANGED
docs/context/AUTONOMY_MLOPS_CONTEXT.md,954,921f6af3d0b54629974df3638bd99f9e80fe5cd1fac5a95ea99100d63464cc55,1484,b2442e38489e86f17273c5ad3b9bf1f99cdbf844bfc2e393e60859cc5033bbe9,MODIFIED_CUMULATIVELY
docs/context/BAS_CONTEXT.md,1584,66b99db2029d6409cd22cbee33754af1e5b7e2c1159f4c30bb638012d46c2ebe,1584,66b99db2029d6409cd22cbee33754af1e5b7e2c1159f4c30bb638012d46c2ebe,UNCHANGED
docs/context/CONTEXT_INTELLIGENCE_CONTEXT.md,902,86e5c90bcca7b7aaafbea3bbc79b343afda8fdec37185d56f8d72a6679a7e59f,902,86e5c90bcca7b7aaafbea3bbc79b343afda8fdec37185d56f8d72a6679a7e59f,UNCHANGED
docs/context/CURRENT_RESEARCH_FINDINGS.md,1183,e7fd276d2ef54ee1e6763d2451179f9746f1c46da2086b74ab5805793ed4a1ab,982,b46696c2e8405c0e723a84d00554d292249425237ae3818522790e6fdc88dd00,MODIFIED_CUMULATIVELY
docs/context/DATA_CONTEXT.md,1245,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec,1245,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec,UNCHANGED
docs/context/ENTITY_CONTEXT.md,1112,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550,1112,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550,UNCHANGED
docs/context/FEATURE_LIFECYCLE_CONTEXT.md,514,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4,514,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4,UNCHANGED
docs/context/FEATURE_REGISTRY_CONTEXT.md,602,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa,602,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa,UNCHANGED
docs/context/IMPLEMENTATION_CONTEXT.md,928,84e7a3bb14d015e303e2892c3b05ef41a1eb17b59e81f7b1467ac26d4ff71cad,767,d96b6cd54454485546c6ab2179be87e8b5b0442537b6dc2bb2308994a7a7b39b,MODIFIED_CUMULATIVELY
docs/context/MODELING_CONTEXT.md,2471,2360e8f1cc26d482c175dcb24797ccea95097871bf582b641779cb3030ed796b,2471,2360e8f1cc26d482c175dcb24797ccea95097871bf582b641779cb3030ed796b,UNCHANGED
docs/context/PLAYER_INTELLIGENCE_CONTEXT.md,851,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d,851,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d,UNCHANGED
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,1398,fb07aff3a1231e9958a0847d2168c3f137b7923e0b029d36115b0e4f56fa54d1,1398,fb07aff3a1231e9958a0847d2168c3f137b7923e0b029d36115b0e4f56fa54d1,UNCHANGED
docs/context/TEAM_STATE_CONTEXT.md,528,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d,528,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d,UNCHANGED
docs/context/TEMPORAL_CONTEXT.md,827,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea,827,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea,UNCHANGED
docs/context/UNRESOLVED_DATA_CONTEXT.md,1309,1bd0101afc1d14dc3f69735112334f565ae7660091220889ec0a9d1b5bcb8d32,1309,1bd0101afc1d14dc3f69735112334f565ae7660091220889ec0a9d1b5bcb8d32,UNCHANGED
docs/data_research/w06/DATASET_ENDPOINT_COLUMN_INVENTORY.csv,30225,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21,30225,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21,UNCHANGED
docs/data_research/w06/DATA_ACQUISITION_PLAN.md,2033,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df,2033,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df,UNCHANGED
docs/data_research/w06/DATA_DOMAIN_COVERAGE_MATRIX.csv,7652,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d,7652,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d,UNCHANGED
docs/data_research/w06/DATA_MISSINGNESS_STRATEGY.md,1599,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2,1599,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2,UNCHANGED
docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,4039,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832,4039,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832,UNCHANGED
docs/data_research/w06/DATA_RESEARCH_METHOD.md,1431,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2,1431,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2,UNCHANGED
docs/data_research/w06/DATA_SOURCE_RISK_REGISTER.csv,3754,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83,3754,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83,UNCHANGED
docs/data_research/w06/DATA_UNIVERSE_MASTER.csv,39857,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a,39857,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a,UNCHANGED
docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv,17389,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78,17389,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78,UNCHANGED
docs/data_research/w06/RESEARCH_EVIDENCE_INDEX.csv,4674,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137,4674,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137,UNCHANGED
docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv,18672,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752,18672,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752,UNCHANGED
docs/data_research/w06/SOURCE_PRIORITY_DECISIONS.md,9582,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650,9582,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650,UNCHANGED
docs/data_research/w06/SOURCE_REDUNDANCY_MAP.csv,2566,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20,2566,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20,UNCHANGED
docs/data_research/w06/SOURCE_RESEARCH_LOG.csv,11948,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a,11948,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a,UNCHANGED
docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,2412,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf,2412,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf,UNCHANGED
fixtures/bas/synthetic_bas_cases.json,554,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2,554,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2,UNCHANGED
fixtures/pit/leakage_cases.json,4529,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140,4529,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140,UNCHANGED
fixtures/pit/observations.json,2046,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6,2046,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6,UNCHANGED
governance/ACCEPTANCE_CONTROL_CATALOG.csv,40377,74b856a31f8e2e51d95f7f6d75ecfdb294bcfced4d07723b4d3900aece5b0d36,50939,d4b15c03b9c8e5098a02c0d04159d6ebdeac0206712d05cfb66e71f5bf8719e6,MODIFIED_CUMULATIVELY
governance/ACCEPTANCE_STATUS.json,1642,821bd1b227d4395e27f112a6aa1b0265fd517ddcbab16c5c48b2eacdb78bf5a0,2416,ecddd39e744d08ea5b9ee5899f2c013a29479626c379366c5d4397471f41df9e,MODIFIED_CUMULATIVELY
governance/ACCEPTANCE_TASK_TRACEABILITY.csv,113494,ae330d3a5adb299143e0463a854b3578ae6b4d4aa0cb74e05f406aa3e7f9354a,118750,bcfc6072bfb0f85010982f5d7e430aa78dd3ad7fd9ce7b8437db1948a6782a2e,MODIFIED_CUMULATIVELY
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,2970,e6a642f661b830ff5ee7379442bc8b02b6956ed78586fdb64c137e50dd5ab8d2,2970,e6a642f661b830ff5ee7379442bc8b02b6956ed78586fdb64c137e50dd5ab8d2,UNCHANGED
governance/ADAPTIVE_CHANGE_LOG.csv,26141,0b0849033ac282c7ffdfcf492e13115390cb9f6ad73522cda8bf3b6839ba46e4,32996,5c2c216aff58a0bc3ae5299af7ee40440d6d3d403b059fcc1d98e7b25c240ec0,MODIFIED_CUMULATIVELY
governance/ADAPTIVE_CHANGE_LOG.md,27397,812112cdc35bc5a06868d2346a8788b3cf1d6a21c27bee6f91d888a1a4e5a062,32567,7a6263c943ae51ff931684b3b42be835e2b99d76121b5006ec3ff0903674ba37,MODIFIED_CUMULATIVELY
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,30388,8325faa2064d6f1910b6a6aae1e450ecb020c05759e20400b8bc722ffb7ea480,34748,408bb8dcbde568adef7d7e3cad49f8ec845fb8f37635ac6a32f8117e5df5b167,MODIFIED_CUMULATIVELY
governance/ADR_INDEX.csv,60735,ce3c2ce98064a89e09d12688b908b6c0f141808673c716ac35bcb5b403773def,74368,8641f7767daccd90cf4f12c45cf9ed1dacd0d8a8fc95b126cffca67b40065d5e,MODIFIED_CUMULATIVELY
governance/ARCHITECTURE_ALTERNATIVES.md,4212,397ed824ba5f87fe78efd5a39782c6c18c034910b61642222387727358ff1f61,4212,397ed824ba5f87fe78efd5a39782c6c18c034910b61642222387727358ff1f61,UNCHANGED
governance/ARCHITECTURE_DECISION_MATRIX.csv,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,UNCHANGED
governance/ASSUMPTIONS.csv,7778,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98,7778,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98,UNCHANGED
governance/ASSUMPTIONS.md,11638,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16,11638,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16,UNCHANGED
governance/ASSUMPTION_CHALLENGE_LOG.csv,6519,f64e3df4652bc81f0e595d76a257368b588da4a751510a28535a46a5065f3cfd,6519,f64e3df4652bc81f0e595d76a257368b588da4a751510a28535a46a5065f3cfd,UNCHANGED
governance/ASSUMPTION_CHALLENGE_LOG.md,13108,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9,13108,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9,UNCHANGED
governance/AVAILABILITY_EVIDENCE_CONFIDENCE.csv,1075,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c,1075,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c,UNCHANGED
governance/AVAILABILITY_SOURCE_LANE.csv,3295,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782,3295,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782,UNCHANGED
governance/AVAILABILITY_STATE_CONTRACT.csv,1299,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861,1299,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861,UNCHANGED
governance/BASELINE_MODEL_CANDIDATES.csv,576,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763,576,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763,UNCHANGED
governance/BAS_AGGIE_EXCESS_TEST_PLAN.csv,1761,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581,1761,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581,UNCHANGED
governance/BAS_ANTI_CIRCULARITY_RULES.csv,1626,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71,1626,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71,UNCHANGED
governance/BAS_COMPONENT_CANDIDATES.csv,1281,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42,1281,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42,UNCHANGED
governance/BAS_EVALUATION_PROTOCOL.csv,1176,a1dc53953f127002b31834449c72db84f9d1dd6212606f65c8907c01cbfec240,1176,a1dc53953f127002b31834449c72db84f9d1dd6212606f65c8907c01cbfec240,UNCHANGED
governance/BAS_EXPECTATION_CROSSFIT_CONTRACTS.csv,1789,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9,1789,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9,UNCHANGED
governance/BAS_GATE_STATUS.csv,387,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793,387,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793,UNCHANGED
governance/BAS_GENERAL_FBS_BASELINE_CONTRACTS.csv,850,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d,850,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d,UNCHANGED
governance/BAS_LABEL_CONTRACT.csv,1107,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff,1107,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff,UNCHANGED
governance/BAS_NULL_RESULT_POLICY.csv,689,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba,689,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba,UNCHANGED
governance/BAS_REGIME_STABILITY_CALIBRATION_PLAN.csv,1512,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df,1512,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df,UNCHANGED
governance/CANONICAL_ENTITY_CATALOG.csv,2774,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce,2774,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce,UNCHANGED
governance/CANONICAL_RELATIONSHIP_CATALOG.csv,1408,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0,1408,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0,UNCHANGED
governance/CHANGE_POINT_CANDIDATES.csv,1239,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828,1239,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828,UNCHANGED
governance/COACHING_INTELLIGENCE_GATE_STATUS.csv,209,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62,209,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62,UNCHANGED
governance/COACH_CONFOUND_CONTROL_CATALOG.csv,376,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6,376,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6,UNCHANGED
governance/COACH_DECISION_EVIDENCE_CANDIDATES.csv,572,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b,572,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b,UNCHANGED
governance/COACH_DEVELOPMENT_RESIDUAL_CONTRACTS.csv,1142,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1,1142,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1,UNCHANGED
governance/COACH_ROLE_EPISODE_CONTRACTS.csv,1144,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07,1144,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07,UNCHANGED
governance/CODEX_WORK_PACKET_QUEUE.csv,13521,4502cd81e047e538d0b9c57c94b647b337a71f2c6350d9b3c751d7ab2b2ffb3c,13356,4ce8d0bffed68ba1ad4b964a1ad38cae91a3111f8e472174f9a5bcd870a60477,MODIFIED_CUMULATIVELY
governance/CONSTRAINT_CLASSIFICATION.md,1826,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53,1826,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53,UNCHANGED
governance/CONSTRAINT_CLASSIFICATION_AUDIT.csv,32059,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb,32059,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb,UNCHANGED
governance/CONTEXT_GATE_STATUS.csv,224,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f,224,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f,UNCHANGED
governance/CRITICAL_PATH.csv,2830,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3,2830,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3,UNCHANGED
governance/CRITICAL_PATH.md,1753,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc,1753,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc,UNCHANGED
governance/CURRENT_BACKLOG.yaml,632,37d4f2e6388676f585a8dc900cd586692af24f77be2537e0e8885b98cb32b36e,1401,88c857770d4164ac200dc9e2bc4c0e10ae235e593787ac84e9c820efdd99ffc4,MODIFIED_CUMULATIVELY
governance/CURRENT_STATE.yaml,1517,2f048b18131b9b5b8f44ef8f87df01689df6f31d3c3eb9ba40c358cd69482232,2098,3e8e587e0c224f258b901dc0053ad42aebbeec71ecf7f0cdad3c219a72c81d09,MODIFIED_CUMULATIVELY
governance/DATASET_SCHEMA_REGISTRY.csv,68120,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753,68120,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753,UNCHANGED
governance/DECISION_LEDGER.md,47605,90eb95a214ffc645a00fbcc2f66528dbc040a548f03fdbe321b90ad492207adf,56872,8c878e010a52a25ebb563ee26768728384c35cbf11a088f7f5ae3b7babe40dfd,MODIFIED_CUMULATIVELY
governance/DO_NOT_DRIFT.md,4912,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404,4912,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404,UNCHANGED
governance/DRAFT_DEVELOPMENT_CANDIDATE_CONTRACTS.csv,938,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36,938,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36,UNCHANGED
governance/EARLY_SEASON_BLEND_CANDIDATES.csv,873,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9,873,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9,UNCHANGED
governance/ENTITY_RESOLUTION_STATES.csv,705,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1,705,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1,UNCHANGED
governance/ENTITY_STORAGE_DECISION_MATRIX.csv,1033,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753,1033,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753,UNCHANGED
governance/EPIC_CATALOG.csv,7000,18997364f9d770530aaba346b1fb4342bd8a02710d98d7e0f3b1b34b5307cfff,7000,18997364f9d770530aaba346b1fb4342bd8a02710d98d7e0f3b1b34b5307cfff,UNCHANGED
governance/EVALUATION_SCORECARD_REGISTRY.csv,1883,4006696063ab78171ed73fb33a237a6e9a691dc106dd829ab2cf31d2aaa4b338,1883,4006696063ab78171ed73fb33a237a6e9a691dc106dd829ab2cf31d2aaa4b338,UNCHANGED
governance/FEATURE_CANDIDATE_SEEDS.csv,291388,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f,291388,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f,UNCHANGED
governance/FEATURE_EVIDENCE_REQUIREMENTS.csv,1609,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3,1609,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3,UNCHANGED
governance/FEATURE_FAMILY_EXPERIMENT_PLAN.csv,4385,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473,4385,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473,UNCHANGED
governance/FEATURE_LIFECYCLE_DECISION_LOG.csv,127,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de,127,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de,UNCHANGED
governance/FEATURE_LIFECYCLE_STATES.csv,1111,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015,1111,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015,UNCHANGED
governance/FEATURE_LIFECYCLE_TRANSITIONS.csv,1506,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad,1506,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad,UNCHANGED
governance/FEATURE_SCREENING_METHODS.csv,2571,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358,2571,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358,UNCHANGED
governance/FEATURE_TRANSFORMATION_CATALOG.csv,2983,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8,2983,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8,UNCHANGED
governance/FIELD_CLASSIFICATION_RECONCILIATION.csv,1888,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367,1888,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367,UNCHANGED
governance/FIELD_POSITION_HIDDEN_YARDS_CONTRACTS.csv,659,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd,659,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd,UNCHANGED
governance/FORECAST_LANES.csv,723,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633,723,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633,UNCHANGED
governance/GAME_CONTEXT_CONTRACTS.csv,612,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac,612,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac,UNCHANGED
governance/HISTORICAL_WEIGHTING_CANDIDATES.csv,1188,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1,1188,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1,UNCHANGED
governance/HOME_FIELD_EXPERIMENT_PLAN.csv,524,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507,524,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507,UNCHANGED
governance/HYPOTHESIS_LEDGER.csv,12013,b5854f8e3acaec43019658333aa29e02782a6b9e53c67a9fc5a39a059e164a37,15881,5d6470ad0f2d6fbd622ba64d61d0f13b2873711168baabcb07ab78994b10795e,MODIFIED_CUMULATIVELY
governance/IMMUTABLE_RULES.md,2271,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b,2271,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b,UNCHANGED
governance/IMPLEMENTATION_COMPLEXITY_CLASSES.csv,697,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a,697,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a,UNCHANGED
governance/IMPLEMENTATION_PHASES.csv,1948,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba,1948,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba,UNCHANGED
governance/IMPLEMENTATION_WBS.csv,68608,3a14b202724aa295d6692c3a44211afe33aeecaca6d3af20524125da4b7eaf87,70432,6ae142e6a72df32edc764de12123325b7cf930961d8d79fc5d68606cf5e20435,MODIFIED_CUMULATIVELY
