control_id,title,domain,evidence_mode,owner_wave,blocking_scope,release_blocking,current_status,criterion,threshold_refs
AC-126,Wave-plan dependency-order integrity,program,STATIC,W13+,PROGRAM_GATE,True,PASS_W13,Architecture/spec waves are not blocked by later implementation-only gates,
AC-127,A&M canonical identity/no-fork gate,tamu data,CONTRACT,W14+,DATA_MODEL_RELEASE,True,PASS_W14_CONTRACT,A&M high-resolution state reuses national canonical identities and source/PIT governance,
AC-128,A&M PIT high-resolution evidence overlay,tamu data,TEMPORAL_REPLAY,W14-W19,DATA_MODEL_RELEASE,True,PASS_W14_CONTRACT_SYNTHETIC_REAL_DATA_PENDING,A&M-specific evidence is bitemporal/provenance-safe and missing evidence fails to fallback/unknown rather than fabrication,
AC-129,A&M state completeness/uncertainty fallback,tamu state,CONTRACT,W14-W19,MODEL_PROMOTION,True,PASS_W14_CONTRACT,A&M state preserves national fallback and explicit uncertainty for sparse/conflicting high-resolution evidence,
AC-130,A&M immutable snapshot/cadence gate,forecast snapshots,CONTRACT,W14-W22,FORECAST_RELEASE,True,PASS_W14_CONTRACT,Candidate A&M forecast snapshots are immutable; cadence remains unselected until operations evidence,
AC-131,A&M peer cohort PIT/cherry-pick guard,evaluation,SCIENTIFIC,W14-W17,MODEL_PROMOTION,True,PASS_W14_CONTRACT_EMPIRICAL_PENDING,Peer cohorts are defined from PIT-safe pre-outcome state and evaluated without outcome-conditioned cherry-picking,THR-005
AC-132,A&M analog strict-prior/no-auto-adjust guard,evaluation,SCIENTIFIC,W14-W17,MODEL_PROMOTION,True,PASS_W14_CONTRACT_EMPIRICAL_PENDING,Historical analogs use strict-prior evidence and cannot automatically change predictions,THR-005
AC-133,National→A&M specialization I/O contract,architecture,CONTRACT,W14-W16,MODEL_RELEASE,True,PASS_W14_CONTRACT,Specialization consumes national forecast + A&M overlay and emits a versioned signal for coherent W16 assembly,
AC-134,Mandatory no-adjustment A&M baseline,modeling,SCIENTIFIC,W14-W17,MODEL_PROMOTION,True,PASS_W14_CONTRACT_EMPIRICAL_PENDING,Every specialization challenger is compared against unchanged national forecast,THR-005
AC-135,A&M specialization shrinkage/overfit promotion guard,modeling,SCIENTIFIC,W14-W17,MODEL_PROMOTION,True,PASS_W14_CONTRACT_EMPIRICAL_PENDING,Nonzero A&M specialization requires protected incremental value; sparse/unstable effects shrink toward zero,THR-005
AC-136,Dual A&M/national evaluation scorecard,validation,SCIENTIFIC,W14-W17,MODEL_PROMOTION,True,PASS_W14_CONTRACT_EMPIRICAL_PENDING,A&M priority is evaluated alongside national scorecard and subgroup stability,THR-005
AC-137,A&M market/BAS/narrative isolation,governance,STATIC,W14+,MODEL_PROMOTION,True,PASS_W14_CONTRACT,Pure football excludes market inputs; W14 cannot redefine BAS or encode narrative/Kyle Field bonuses,
AC-138,W14 honest maturity/candidate freeze,governance,STATIC,W14,WAVE_GATE,True,PASS_W14,"Candidate set/state interfaces are frozen without empirical winner, numeric bonus, cadence winner or THR-005 value",
AC-139,BAS headline residual/severity contract,BAS,UNIT_STATIC,W15+,BAS_LABELING,True,PASS_W15_CONTRACT,Residual sign and fixed 3/7/14/21 nested labels match W15 contract,
AC-140,BAS chronological cross-fit and target exclusion,BAS,SYNTHETIC_REPLAY,W15-W19,BAS_LABELING,True,PASS_W15_SYNTHETIC_CONTRACT,Target canonical game/mirrored rows excluded and model training cutoff precedes prediction cutoff,
AC-141,BAS label provenance/version immutability,data governance,STATIC,W15-W20,BAS_LABELING,True,PASS_W15_CONTRACT,Label records identify anchor/model/fold/cutoffs/version and revisions do not overwrite history,
AC-142,BAS anchor anti-circularity,BAS,STATIC_SYNTHETIC,W15-W17,BAS_LABELING,True,PASS_W15_CONTRACT,Primary anchor consumes neither BAS labels nor A&M-underperformance targets,
AC-143,General FBS underperformance reference,BAS,DESIGN_REPLAY,W15-W17,BAS_SCIENCE,True,CONTRACT_DEFINED_W15_EMPIRICAL_PENDING_W17,National/team-oriented residual reference uses same label contract and canonical-game clustering,
AC-144,Aggie Excess null-result path,BAS,PROTECTED_EVAL,W15-W17,BAS_SCIENCE,True,PASS_W17_NULL_PATH_PROTOCOL_REAL_RESULTS_PENDING,A&M excess is tested against reference/peers and no-excess remains valid,THR-006
AC-145,Peer/regime precommitment,BAS,STATIC_PROTECTED,W15-W17,BAS_SCIENCE,True,PASS_W15_CONTRACT,Peer/regime definitions are frozen before protected outcomes and never outcome-conditioned,
AC-146,BAS component candidate isolation,BAS,STATIC_ABLATION,W15-W17,BAS_COMPONENTS,True,PASS_W15_CONTRACT,Offense/defense/ST/coaching/collapse remain candidates with no W15 production winner,
AC-147,Collapse live/pregame isolation,BAS,STATIC_REPLAY,W15-W18,BAS_COMPONENTS,True,PASS_W15_CONTRACT,Collapse evidence is live-replay research and cannot enter same-game pregame state,
AC-148,BAS effect stability and multiplicity protocol,validation,PROTECTED_EVAL,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL_REAL_RESULTS_PENDING,"Effect-size intervals, season/regime stability and multiple-comparison policy are precommitted",THR-006
AC-149,BAS probability calibration/severity monotonicity,validation,PROTECTED_EVAL,W16-W17,MODEL_PROMOTION,True,CONTRACT_DEFINED_W15_EMPIRICAL_PENDING_W17,BAS probabilities receive proper calibration scoring and nested severity coherence,THR-003
AC-150,No W15 BAS empirical claim / THR-006 freeze,governance,STATIC,W15,WAVE_GATE,True,PASS_W15,No Aggie Excess/significance/calibration/component winner claimed and THR-006 remains blank,THR-006
AC-151,W15 gate and W16 dependency readiness,program,DAG_STATIC,W15,WAVE_GATE,True,PASS_W15,TASK-100..108 complete contract-only; TASK-109/110 remain W17; TASK-116 READY without future-wave dependency,
AC-152,Model target schema integrity,modeling,STATIC,W16,WAVE_GATE,True,PASS_W16_CONTRACT,"Target IDs/labels/derivations preserve score, margin, win and W15 BAS semantics",
AC-153,Joint distribution normalization/support,modeling,STATIC_SYNTHETIC,W16,MODEL_CONTRACT,True,PASS_W16_CONTRACT,"Reference joint distributions normalize, use valid score support and reject duplicate support",
AC-154,Forecast derivation coherence,modeling,STATIC_SYNTHETIC,W16,MODEL_CONTRACT,True,PASS_W16_CONTRACT,Win/loss/expected score/margin/total derive consistently from joint distribution,
AC-155,Overtime/tie resolution contract,modeling,STATIC_SYNTHETIC,W16,MODEL_CONTRACT,True,PASS_W16_CONTRACT,Any regulation tie mass requires explicit overtime resolution,
AC-156,Mandatory baseline candidate coverage,modeling,STATIC,W16,WAVE_GATE,True,PASS_W16_CONTRACT,Elo/logistic/simple coherent score baselines remain represented and no W16 winner is selected,
AC-157,Scenario PIT/lineage/reproducibility,simulation,STATIC_SYNTHETIC,W16,MODEL_CONTRACT,True,PASS_W16_CONTRACT,Scenario weights normalize; baseline snapshot/lineage required; stochastic sampling seed reproducible,
AC-158,Uncertainty/OOD/disagreement governance,uncertainty,STATIC,W16-W17,MODEL_PROMOTION,True,CONTRACT_DEFINED_W16_EMPIRICAL_PENDING_W17,Uncertainty classes distinct; OOD/disagreement candidates unselected; THR-014/015 blank,THR-014;THR-015
AC-159,Pure-football vs market lane isolation,market,STATIC,W16,MODEL_CONTRACT,True,PASS_W16_CONTRACT,Pure lane contains no market features; augmented lane requires PIT-safe market observations,
AC-160,A&M no-adjustment/coherence preservation,TAMU,STATIC,W16-W17,MODEL_PROMOTION,True,CONTRACT_DEFINED_W16_EMPIRICAL_PENDING_W17,A&M no-adjustment remains baseline and specialized output must preserve forecast coherence,THR-005
AC-161,No W16 empirical model claim,governance,STATIC,W16,WAVE_GATE,True,PASS_W16,"No model/joint/OOD/market winner, trained metric or frozen THR-014/015 value is claimed",THR-014;THR-015
AC-162,W16 gate and W17 protocol readiness,program,DAG_STATIC,W16,WAVE_GATE,True,PASS_W16,W16 contract tasks complete; TASK-128 READY; protected evidence remains unrun,
AC-163,W17 protected split registry seal,validation,GOVERNANCE_STATIC,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL,"Development, 2024-2025 protected holdout and 2026+ forward-shadow split rules are versioned before protected result inspection",
AC-164,Protected holdout immutability,validation,GOVERNANCE_STATIC,W17+,MODEL_PROMOTION,True,PASS_W17_PROTOCOL,Protected seasons cannot be moved due to results; coverage exceptions require documented pre-result ADR,
AC-165,Forward shadow forecast-first rule,validation,REPLAY,W17-W23,FORECAST_EVALUATION,True,CONTRACT_FROZEN_W17_FORWARD_EVIDENCE_PENDING,2026+ evaluation uses immutable forecasts committed before outcomes,
AC-166,Proper metric registry frozen,validation,STATIC_SCIENCE,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL,"Primary/secondary proper scoring, point-error and calibration metrics are declared before protected results",THR-001;THR-002;THR-003;THR-004
AC-167,Predeclared subgroup scorecards,validation,STATIC_SCIENCE,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL,"National, A&M and diagnostic subgroup scorecards are declared before protected result review",
AC-168,Paired canonical-game comparison,validation,SCIENTIFIC,W17+,MODEL_PROMOTION,True,PROTOCOL_FROZEN_W17_RESULTS_PENDING,Candidate-baseline comparisons preserve canonical-game pairing/clustering and mirrored-row dependence,THR-001;THR-002;THR-004
AC-169,Threshold derivation precommitment,governance,STATIC_SCIENCE,W17,MODEL_PROMOTION,True,PASS_W17_METHOD_FROZEN_VALUES_PENDING,THR-001..007/014/015 derivation methods are frozen and use development-only evidence,THR-001;THR-002;THR-003;THR-004;THR-005;THR-006;THR-007;THR-014;THR-015
AC-170,Unset threshold fail-closed,governance,UNIT_STATIC,W17+,MODEL_PROMOTION,True,PASS_W17_REFERENCE_GATE,Blank required thresholds produce BLOCKED_THRESHOLD_UNSET rather than zero/waiver/promotion,THR-001;THR-002;THR-003;THR-004;THR-005;THR-006;THR-007;THR-014;THR-015
AC-171,Baseline benchmark protocol frozen,modeling,STATIC_SCIENCE,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL_REAL_RESULTS_PENDING,Every challenger is compared against mandatory simple/reproducible baselines under identical split/metric protocol,THR-001;THR-002;THR-003;THR-004
AC-172,BAS null/stability/multiplicity protocol frozen,BAS,STATIC_SCIENCE,W17,BAS_SCIENCE,True,PASS_W17_PROTOCOL_REAL_RESULTS_PENDING,"Aggie Excess/no-excess, component, stability and multiplicity rules are precommitted before protected BAS results",THR-006
AC-173,A&M no-adjustment protected comparator,TAMU,STATIC_SCIENCE,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL_REAL_RESULTS_PENDING,Every A&M specialization challenger retains no-adjustment national baseline and national scorecard visibility,THR-005
AC-174,Uncertainty OOD disagreement and market protocol frozen,modeling,STATIC_SCIENCE,W17,MODEL_PROMOTION,True,PASS_W17_PROTOCOL_THRESHOLDS_RESULTS_PENDING,Uncertainty/OOD/disagreement/market evaluations are precommitted and PIT lane isolation retained,THR-014;THR-015;THR-001;THR-002;THR-003;THR-004
AC-175,Champion challenger fail-closed decision gate,MLOps,UNIT_GOVERNANCE,W17-W21,MODEL_PROMOTION,True,PASS_W17_REFERENCE_GATE_REAL_RESULTS_PENDING,Promotion requires sealed protocol/artifacts/thresholds and immutable evidence; missing prerequisites block,THR-001;THR-002;THR-003;THR-004
AC-176,W17 gate and W18 research-governance readiness,program,DAG_STATIC,W17,WAVE_GATE,True,PASS_W17,"W17 protocol tasks complete, no protected empirical claims made, TASK-134 READY",
AC-177,Experiment identity completeness,experimentation,UNIT_STATIC,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,Experiment IDs are deterministic from required lineage inputs and independent of results,
AC-178,W17 judging-rule seal integrity,governance,HASH_STATIC,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,All protected W17 judging artifacts match JRS-W17-001 before research execution/adoption,
AC-179,Research queue role/transition integrity,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,Only declared roles perform allowed append-only state transitions; PROMOTE is absent,
AC-180,Development-only HPO objective boundary,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,HPO can access development splits only; protected/forward-shadow metrics are denied,
AC-181,Tracking/HPO adapter isolation,architecture,STATIC,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,MLflow/Optuna are replaceable adapters; core forecast/research governance has no mandatory external service,
AC-182,Isolated experiment worktree/snapshot execution,experimentation,STATIC_INTEGRATION,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,Experiment workers cannot mutate canonical branch/state directly,
AC-183,Immutable result packet and negative-result retention,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,"Results are immutable, protected metrics absent from research packet, failed/rejected history retained",
AC-184,Replay before challenger adoption,reproducibility,UNIT_INTEGRATION,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,Identity/data/code/evaluation evidence replays before challenger adoption; mismatch blocks,
AC-185,Research/promotion separation,governance,UNIT_GOVERNANCE,W18+,MODEL_PROMOTION,true,PASS_W18_REFERENCE,Research queue cannot self-promote; production champion changes only through W17 promotion governor,
AC-186,Advanced challenger admission gate,research,STATIC_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE_BLOCKS_ADVANCED_EXECUTION,Complex challengers remain blocked until conventional baseline empirical evidence and resource rationale exist,
AC-187,Experiment resource budget and concurrency gate,operations,STATIC,W18+,RESEARCH_GATE,true,PASS_W18_REFERENCE,Executable experiments declare bounded resources; paid remote compute requires explicit approval,
AC-188,Experiment tool decision provenance,governance,REVIEW_STATIC,W18,PACK_GATE,true,PASS_W18,MLflow/Optuna decisions cite official current docs and remain revisable through ADR,
AC-189,Protected result one-way evidence boundary,governance,UNIT_GOVERNANCE,W18+,MODEL_PROMOTION,true,PASS_W18_REFERENCE,Protected results may reach promotion review but cannot re-enter HPO/research feedback,
AC-190,W18 gate and W19 implementation readiness,program,DAG_STATIC,W18,WAVE_GATE,true,PASS_W18,W18 tasks complete at reference maturity; no empirical winner claimed; TASK-041 READY,
AC-191,Feature tournament governance,experimentation,STATIC_PLUS_UNIT,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Feature tournament has eligibility/ablation/stability/research-decision stages and cannot promote,
AC-192,Model tournament governance,experimentation,STATIC_PLUS_UNIT,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Model tournament retains simple baselines and cannot promote,
AC-193,A&M/market tournament lane protection,validation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,TAMU-SP-00 and market-lane isolation are enforced,
AC-194,Development-only HPO objectives,validation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Protected/forward splits are rejected as HPO objectives,
AC-195,Versioned HPO search-space contract,reproducibility,UNIT_STATIC,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Search domains are explicit/versioned before trials,
AC-196,HPO resource/storage safety,operations,UNIT_STATIC,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Bounded trials/concurrency; distributed/NFS SQLite rejected; paid compute requires approval,
AC-197,Hypothesis lifecycle and experiment deduplication,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Hypotheses are falsifiable/versioned and exact experiment duplicates are not silently rerun,
AC-198,Worktree protected-path isolation,governance,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Experiment mutation scope cannot include protected W17 files,
AC-199,Experiment artifact manifest/retention,reproducibility,UNIT_STATIC,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Artifacts have hashes/sizes/classes/locations and large binaries stay external,
AC-200,Replay failure taxonomy and adoption block,reproducibility,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Replay mismatch/blockers are typed and prevent challenger adoption,
AC-201,Tournament comparison compatibility,validation,UNIT_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Incompatible target/split/data/metric/lane comparisons are not ranked,
AC-202,Negative result retention,reproducibility,STATIC_GOVERNANCE,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Rejected/failed/pruned/dominated experiments remain in lineage,
AC-203,MLflow adapter neutrality,architecture,STATIC_REVIEW,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,MLflow may track but cannot replace canonical experiment ID or promotion authority,
AC-204,Optuna adapter neutrality,architecture,STATIC_REVIEW,W18+,RESEARCH_GATE,true,PASS_W18_CORRECTED_REFERENCE,Optuna may search development evidence but cannot access protected promotion feedback,
AC-205,Wave 18 master requirement coverage,program,STATIC,W18+,WAVE_GATE,true,PASS_W18_CORRECTED_REFERENCE,Every master W18 design item maps to an artifact/reference implementation,
AC-206,Corrected W18 parent preservation,packaging,MANIFEST_DIFF,W18+,PACK_GATE,true,PASS_W18_CORRECTED_REFERENCE,All authoritative W17 cumulative members are present in corrected W18,
AC-207,Corrected W18 reference tool/test coverage,testing,UNIT_INTEGRATION,W18+,WAVE_GATE,true,PASS_W18_CORRECTED_REFERENCE,Tournament/HPO/replay/worktree/artifact/hypothesis/seal tests pass,
AC-208,Corrected W18 supersession and W19 readiness,program,DAG_STATIC,W18+,WAVE_GATE,true,PASS_W18_CORRECTED_REFERENCE,"Corrected W18 supersedes draft, TASK-041 is READY, no empirical winner claimed",
AC-209,Canonical experiment store integrity,experimentation,UNIT_INTEGRATION,W18+,RESEARCH_EXECUTION,True,PASS_W18_FULL_REFERENCE,"Experiment store transactions, foreign keys, immutable spec identity and integrity checks pass.",
AC-210,Queue hash-chain integrity,experimentation,UNIT_INTEGRATION,W18+,RESEARCH_EXECUTION,True,PASS_W18_FULL_REFERENCE,Queue event indexes and previous-event hashes form an append-only chain.,
AC-211,Retry versus child-experiment semantics,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_EXECUTION,True,PASS_W18_FULL_REFERENCE,Operational retries do not silently change scientific identity; scientific changes create children.,
AC-212,Resource admission gate,operations,UNIT_GOVERNANCE,W18+,RESEARCH_EXECUTION,True,PASS_W18_FULL_REFERENCE,CPU/RAM/GPU/disk/paid-compute/dependency/lock checks block inadmissible execution.,
AC-213,Worktree lock and protected mutation boundary,governance,UNIT_GOVERNANCE,W18+,RESEARCH_EXECUTION,True,PASS_W18_FULL_REFERENCE,Shared/protected mutation conflicts block autonomous parallel execution.,
AC-214,Semantic result compatibility gate,validation,UNIT_SCIENCE,W18+,RESEARCH_COMPARISON,True,PASS_W18_FULL_REFERENCE,Direct rankings reject incompatible targets/splits/data/features/lanes/BAS/A&M semantics.,
AC-215,Multi-metric evidence preservation,validation,STATIC_SCIENCE,W18+,RESEARCH_COMPARISON,False,PASS_W18_FULL_REFERENCE,Primary ranking retains secondary/calibration/subgroup/coherence/resource evidence.,
AC-216,Artifact repository-boundary gate,reproducibility,UNIT_GOVERNANCE,W18+,RESEARCH_ARTIFACT,True,PASS_W18_FULL_REFERENCE,Large/restricted artifact classes cannot be embedded in cumulative repo.,
AC-217,Protected result feedback exclusion,governance,UNIT_GOVERNANCE,W18+,RESEARCH_EXECUTION,True,PASS_W18_FULL_REFERENCE,Research/HPO/result packets reject protected metrics and champion decisions.,
AC-218,Replay tolerance precommitment,reproducibility,UNIT_REPLAY,W18+,RESEARCH_ADOPTION,True,PASS_W18_FULL_REFERENCE,Replay tolerance must exist before stochastic comparison; deterministic mismatch blocks.,
AC-219,Experiment-store backup/integrity contract,reproducibility,STATIC_INTEGRATION,W18+,RESEARCH_OPERATIONS,False,PASS_W18_FULL_REFERENCE,Local metadata store can be integrity-checked/backed up without becoming canonical model store.,
AC-220,Tracking fallback portability,experimentation,UNIT_INTEGRATION,W18+,RESEARCH_TRACKING,False,PASS_W18_FULL_REFERENCE,Canonical research events remain usable without MLflow.,
AC-221,MLflow non-authority boundary,governance,UNIT_GOVERNANCE,W18+,RESEARCH_TRACKING,True,PASS_W18_FULL_REFERENCE,MLflow state cannot alter canonical promotion/champion or experiment identity.,
AC-222,Optuna canonical export boundary,experimentation,UNIT_INTEGRATION,W18+,RESEARCH_HPO,True,PASS_W18_FULL_REFERENCE,Optuna study/trial evidence can be mapped to canonical study/result records without protected objectives.,
AC-223,Nested-search multiplicity ledger,validation,STATIC_SCIENCE,W18+,RESEARCH_COMPARISON,True,PASS_W18_FULL_REFERENCE,Outer variants and inner trials remain linked/countable.,
AC-224,Negative-history deduplication,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_QUEUE,False,PASS_W18_FULL_REFERENCE,Exact duplicate/dead-end proposals can be detected before redundant execution.,
AC-225,Failure taxonomy separation,experimentation,UNIT_GOVERNANCE,W18+,RESEARCH_EVIDENCE,True,PASS_W18_FULL_REFERENCE,Operational/data/rights/governance failures cannot masquerade as scientific rejection.,
AC-226,Worktree evidence-retention gate,reproducibility,STATIC_GOVERNANCE,W18+,RESEARCH_CLEANUP,True,PASS_W18_FULL_REFERENCE,Required evidence persists before worktree deletion.,
AC-227,Full W18 executable subsystem gate,program,INTEGRATION,W18,WAVE_GATE,True,PASS_W18_FULL_REFERENCE,Store/queue/scheduler/tournaments/HPO/replay/artifacts/locks/promotion/admission tests pass.,
AC-228,Full-rebuild parent supersession gate,program,PACKAGING_GOVERNANCE,W18,WAVE_GATE,True,PASS_W18_FULL_REFERENCE,Only full-rebuild W18 pair is valid W19 parent and preserves every W17 member.,
AC-229,W24 synthetic end-to-end and replay-readiness gate,program,INTEGRATION,W24,WAVE_GATE,True,PASS_W24_REFERENCE,Real starter boundaries execute end-to-end on synthetic evidence; deterministic replay readiness is proven without claiming empirical historical replay.,
AC-230,W24 cross-layer leakage battery,temporal,INTEGRATION,W24,LEAKAGE_GATE,True,PASS_W24_REFERENCE,Future/retrospective/observed-weather/target-game-output leakage cases fail closed before feature/model use.,
AC-231,W24 source-landscape refresh evidence,data governance,CURRENT_RESEARCH,W24,SOURCE_REFRESH,True,PASS_W24_CURRENT_RESEARCH,"Targeted current source pass records deltas against W06, source ownership/access/provenance changes and remaining gaps.",
AC-232,W24 final architecture challenge,architecture,ARCHITECTURE_AUDIT,W24,ARCHITECTURE_GATE,True,PASS_W24_REFERENCE,Major decisions are explicitly KEEP/REVISE/DEFER/REJECT with evidence and controlled repairs.,
AC-233,W23 blocker preservation under user-directed W24 sequencing override,governance,STATIC_GOVERNANCE,W24-W25,HONESTY_GATE,True,PASS_W24_CARRY_FORWARD,Executing W24 does not change TASK-161/TASK-163/AC-038/THR-011/THR-012 evidence status; unresolved target-hardware evidence is carried to W25.,THR-011;THR-012
AC-234,W24 scope-completion gate with explicit external blocker carry,program,INTEGRATION_GOVERNANCE,W24,WAVE_GATE,True,PASS_W24_SCOPE_CONDITIONAL_LOCAL_PRODUCTION,W24-owned E2E/leakage/source/architecture/packaging work passes while final local-production readiness remains explicitly conditional on AC-038.,THR-011;THR-012
