requirement_id,constraint_class,lifecycle_status,acceptance_control_ids,acceptance_state,owner_wave,threshold_refs,evidence_artifact,notes
REQ-090,A,ACTIVE,AC-014;AC-026,CONTRACT_DEFINED_OWNER_PENDING,W16,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-091,A,ACTIVE,AC-033,VERIFIED_W22_FUNCTIONAL_STARTER,W08-W22,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-092,A,ACTIVE,AC-026,CONTRACT_DEFINED_OWNER_PENDING,W16,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-093,B,DEFAULT,AC-027,CONTRACT_DEFINED_OWNER_PENDING,W16-W17,THR-014;THR-015,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-094,B,DEFAULT,AC-027,CONTRACT_DEFINED_OWNER_PENDING,W16-W17,THR-014;THR-015,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-095,A,ACTIVE,AC-028,CONTRACT_DEFINED_OWNER_PENDING,W15,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-096,B,DEFAULT,AC-029,CONTRACT_DEFINED_OWNER_PENDING,W15,THR-006,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-097,A,ACTIVE,AC-029,CONTRACT_DEFINED_OWNER_PENDING,W15-W17,THR-006,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-098,C,RESEARCH,AC-029,EXPERIMENT_REQUIRED_NONBLOCKING_UNTIL_PROMOTION,W15,THR-006,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-099,A,ACTIVE,AC-015;AC-030,CONTRACT_DEFINED_OWNER_PENDING,W14,THR-005,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-100,A,ACTIVE,AC-030,CONTRACT_DEFINED_OWNER_PENDING,W14,THR-005,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-101,A,ACTIVE,AC-030;AC-023,CONTRACT_DEFINED_OWNER_PENDING,W14-W17,THR-005,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-102,B,DEFAULT,AC-033,VERIFIED_W22_PRODUCT_INTERFACE_ONLY,W14-W22,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-103,A,ACTIVE,AC-029;AC-045,PARTIAL_OR_CONTRACT_DEFINED,W15+,THR-006,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-104,B,DEFAULT,AC-029,CONTRACT_DEFINED_OWNER_PENDING,W15,THR-006,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-105,A,ACTIVE,AC-045,CURRENTLY_VERIFIED_W04,ALL,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-106,A,ACTIVE,AC-022,CONTRACT_DEFINED_OWNER_PENDING,W16-W17,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-107,B,DEFAULT,AC-022;AC-023,CONTRACT_DEFINED_OWNER_PENDING,W16,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-108,B,DEFAULT,AC-022;AC-023,CONTRACT_DEFINED_OWNER_PENDING,W16-W18,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-109,A,ACTIVE,AC-025;AC-031,CONTRACT_DEFINED_OWNER_PENDING,W16-W17,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-110,B,DEFAULT,AC-026;AC-027,CONTRACT_DEFINED_OWNER_PENDING,W16,THR-014;THR-015,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-111,A,ACTIVE,AC-022;AC-031;AC-178;AC-185,REFERENCE_VERIFIED_W18,W18+,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-112,A,ACTIVE,AC-038,CONTRACT_DEFINED_OWNER_PENDING,W02+,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-113,A,ACTIVE,AC-038,CONTRACT_DEFINED_OWNER_PENDING,W02+,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-114,A,ACTIVE,AC-038,CONTRACT_DEFINED_OWNER_PENDING,W02-W23,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-115,B,DEFAULT,AC-020;AC-036,CONTRACT_DEFINED_OWNER_PENDING,W21,THR-009;THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-116,A,ACTIVE,AC-031,CONTRACT_DEFINED_OWNER_PENDING,W17-W21,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-117,B,DEFAULT,AC-036,CONTRACT_DEFINED_OWNER_PENDING,W21,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-118,B,DEFAULT,AC-032,CONTRACT_DEFINED_OWNER_PENDING,W03-W21,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-119,A,ACTIVE,AC-032;AC-178;AC-185,REFERENCE_VERIFIED_W18,W18+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-120,A,ACTIVE,AC-024;AC-032,CONTRACT_DEFINED_OWNER_PENDING,W18+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-121,B,DEFAULT,AC-031;AC-178;AC-185,REFERENCE_VERIFIED_W18,W18,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-122,B,DEFAULT,AC-037,VERIFIED_W22_FUNCTIONAL_STARTER,W22,THR-010,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-123,A,ACTIVE,AC-039;AC-041;AC-042,CONTRACT_DEFINED_OWNER_PENDING,W23,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-124,A,ACTIVE,AC-045,CURRENTLY_VERIFIED_W04,W19+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-125,A,ACTIVE,AC-004,CURRENTLY_VERIFIED_W04,W01+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-126,A,ACTIVE,AC-003,CURRENTLY_VERIFIED_W04,W01-W25,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-127,A,ACTIVE,AC-003,CURRENTLY_VERIFIED_W04,W01-W25,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-128,A,ACTIVE,AC-043,CONTRACT_DEFINED_OWNER_PENDING,W06,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-129,A,ACTIVE,AC-005;AC-043,PARTIAL_OR_CONTRACT_DEFINED,W24,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-130,A,COMPLETE_W25,AC-003;AC-007;AC-045,VERIFIED_W25_FINAL,W25,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-131,A,COMPLETE_W01,AC-003,VERIFIED_HISTORICAL,W01,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-132,A,COMPLETE_W01,AC-003,VERIFIED_HISTORICAL,W01,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-133,B,COMPLETE_W02,AC-002;AC-003,VERIFIED_HISTORICAL,W02-W03,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-134,B,ACTIVE,AC-031;AC-036;AC-039,CONTRACT_DEFINED_OWNER_PENDING,W02+,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-135,B,ACTIVE,AC-031;AC-036;AC-039,CONTRACT_DEFINED_OWNER_PENDING,W02+,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-136,A,ACTIVE,AC-002;AC-003;AC-004,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-137,A,ACTIVE,AC-002,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-138,A,ACTIVE,AC-040,PARTIAL_OR_CONTRACT_DEFINED,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-139,A,ACTIVE,AC-002,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-140,A,ACTIVE,AC-002,CURRENTLY_VERIFIED_W04,W02-W23,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-141,A,ACTIVE,AC-002,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-142,A,ACTIVE,AC-003,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-143,B,ACTIVE,AC-002;AC-003,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-144,A,COMPLETE_W02,AC-005,VERIFIED_HISTORICAL,W02,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-145,B,ACTIVE,AC-031;AC-036;AC-039,CONTRACT_DEFINED_OWNER_PENDING,W02+,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-146,B,ACTIVE,AC-002;AC-003,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-147,A,ACTIVE,AC-002,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-148,A,ACTIVE,AC-001;AC-002,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-149,B,ACTIVE,AC-031;AC-036;AC-039,CONTRACT_DEFINED_OWNER_PENDING,W02-W23,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-150,B,ACTIVE,AC-002;AC-003,CURRENTLY_VERIFIED_W04,W02+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-151,B,ACTIVE,AC-005,CURRENTLY_VERIFIED_W04,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-152,B,ACTIVE,AC-046,VERIFIED_W22_FUNCTIONAL_STARTER,W03-W22,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-153,A,ACTIVE,AC-032;AC-178;AC-185,REFERENCE_VERIFIED_W18,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-154,A,ACTIVE,AC-032,CONTRACT_DEFINED_OWNER_PENDING,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-155,A,ACTIVE,AC-008;AC-033,CONTRACT_DEFINED_OWNER_PENDING,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-156,A,ACTIVE,AC-011,CONTRACT_DEFINED_OWNER_PENDING,W03-W10,,configs/feature_lifecycle_registry.json;governance/FEATURE_*;tools/validate_feature_lifecycle.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-157,A,ACTIVE,AC-011;AC-033,CONTRACT_DEFINED_OWNER_PENDING,W03-W20,,configs/feature_lifecycle_registry.json;governance/FEATURE_*;tools/validate_feature_lifecycle.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-158,B,ACTIVE,AC-009,CONTRACT_DEFINED_OWNER_PENDING,W03-W19,THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-159,A,ACTIVE,AC-010;AC-017,CONTRACT_VERIFIED_W07_IMPLEMENTATION_PENDING,W03-W08,THR-008,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md;docs/16_ENTITY_RESOLUTION_AND_REVIEW.md,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-160,A,ACTIVE,AC-047,CURRENTLY_VERIFIED_W04,W03-W16,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-161,A,ACTIVE,AC-047,CURRENTLY_VERIFIED_W04,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-162,A,ACTIVE,AC-030;AC-047,PARTIAL_OR_CONTRACT_DEFINED,W14-W17,THR-005,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-163,A,ACTIVE,AC-026,CONTRACT_DEFINED_OWNER_PENDING,W03-W20,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-164,A,ACTIVE,AC-028,CONTRACT_DEFINED_OWNER_PENDING,W03-W20,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-165,A,ACTIVE,AC-014;AC-026,VERIFIED_W22_FUNCTIONAL_STARTER,W03-W22,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-166,A,ACTIVE,AC-048,CURRENTLY_VERIFIED_W04,W03-Phase5,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-167,B,ACTIVE,AC-038,CONTRACT_DEFINED_OWNER_PENDING,W03-W19,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-168,B,ACTIVE,AC-038,RECONFIRMED_W22_OPTIONAL,W03-W07/W22,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-169,B,ACTIVE,AC-046,VERIFIED_W22_FUNCTIONAL_STARTER,W03-W22,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-170,B,ACTIVE,AC-005,CURRENTLY_VERIFIED_W04,W03-W23,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-171,A,ACTIVE,AC-046,VERIFIED_W22_FUNCTIONAL_STARTER,W03-W22,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-172,A,ACTIVE,AC-031;AC-032;AC-178;AC-185,REFERENCE_VERIFIED_W18,W03-W18,THR-001;THR-002;THR-003;THR-004,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-173,B,DEFAULT,AC-005,CURRENTLY_VERIFIED_W04,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-174,A,ACTIVE,AC-005,CURRENTLY_VERIFIED_W04,W03+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-175,B,ACTIVE,AC-020;AC-036,CONTRACT_DEFINED_OWNER_PENDING,W03-W23,THR-009;THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
