requirement_id,title,primary_task,artifacts,tests_or_validator,status
REQ-652,BAS model tournament cannot redefine BAS labels,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-653,Joint-output coherence is a model tournament gate,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-654,Model tournament cannot emit production promotion,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-655,HPO search spaces are versioned before trials,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-656,HPO objectives are development-only,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-657,HPO sampler and pruner configuration are lineage,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-658,HPO trial budgets are bounded,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-659,Pruned and failed HPO trials are retained,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-660,Distributed/NFS HPO cannot rely on shared SQLite,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-661,HPO paid compute is disabled without explicit approval,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-662,HPO tool is replaceable and not governance truth,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-663,MLflow is a replaceable tracking adapter,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-664,Hypothesis lifecycle is explicit and append only,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-665,Hypotheses require disconfirming evidence criteria,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-666,Experiment queue deduplicates exact identities,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-667,Infrastructure failure is distinct from scientific rejection,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-668,Worktree or immutable source snapshot isolation is required,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-669,Experiment workers cannot mutate protected W17 paths,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-670,Experiment resource budget is explicit,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-671,Experiment artifact manifest is mandatory,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-672,Large model/data artifacts stay outside cumulative ZIP,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-673,Replay failure taxonomy is explicit,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-674,Challenger adoption requires replay verification,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-675,Result comparison requires semantic compatibility,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-676,Negative experiment results are first-class evidence,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-677,Corrected W18 must cover every master W18 design item,TASK-139,docs/94_W18_ACCEPTANCE_TRACEABILITY.md;docs/96_W18_OPERATOR_RUNBOOK.md;docs/99_FULL_REBUILD_AUDIT_METHOD.md;docs/100_W18_FULL_IMPLEMENTATION_INVENTORY.md;tools/validate_w18_full_rebuild.py,tests/test_w18_full_gate.py;tools/validate_experimentation.py;tools/validate_w18_full_rebuild.py,COVERED_FULL_REFERENCE
REQ-678,Corrected W18 supersedes the thin W18 draft,TASK-139,docs/94_W18_ACCEPTANCE_TRACEABILITY.md;docs/96_W18_OPERATOR_RUNBOOK.md;docs/99_FULL_REBUILD_AUDIT_METHOD.md;docs/100_W18_FULL_IMPLEMENTATION_INVENTORY.md;tools/validate_w18_full_rebuild.py,tests/test_w18_full_gate.py;tools/validate_experimentation.py;tools/validate_w18_full_rebuild.py,COVERED_FULL_REFERENCE
REQ-679,Corrected W18 preserves exact W17 parent contents,TASK-139,docs/94_W18_ACCEPTANCE_TRACEABILITY.md;docs/96_W18_OPERATOR_RUNBOOK.md;docs/99_FULL_REBUILD_AUDIT_METHOD.md;docs/100_W18_FULL_IMPLEMENTATION_INVENTORY.md;tools/validate_w18_full_rebuild.py,tests/test_w18_full_gate.py;tools/validate_experimentation.py;tools/validate_w18_full_rebuild.py,COVERED_FULL_REFERENCE
REQ-680,Corrected W18 gate requires tournament/HPO/replay tests,TASK-139,docs/94_W18_ACCEPTANCE_TRACEABILITY.md;docs/96_W18_OPERATOR_RUNBOOK.md;docs/99_FULL_REBUILD_AUDIT_METHOD.md;docs/100_W18_FULL_IMPLEMENTATION_INVENTORY.md;tools/validate_w18_full_rebuild.py,tests/test_w18_full_gate.py;tools/validate_experimentation.py;tools/validate_w18_full_rebuild.py,COVERED_FULL_REFERENCE
REQ-681,Canonical local experiment metadata store is transactional,TASK-134,docs/76_CANONICAL_EXPERIMENT_SPEC.md;docs/77_LOCAL_EXPERIMENT_STORE.md;src/aggie_analytics/experimentation/lineage.py;src/aggie_analytics/experimentation/store.py,tests/test_experiment_store_full.py;tests/test_lineage_full.py,COVERED_FULL_REFERENCE
REQ-682,Queue event history is append-only and hash chained,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-683,Operational retry and scientific child experiment are distinct,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-684,Research scheduler enforces bounded resource admission,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-685,Worktree/shared-contract locks are explicit,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-686,Result comparison requires semantic compatibility,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-687,Multi-metric comparison preserves Pareto/non-scalar evidence,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-688,Experiment artifact classes and repository boundary are explicit,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-689,Research result packets exclude protected feedback,TASK-137,docs/89_RESEARCH_THREAT_MODEL.md;governance/PROTECTED_JUDGING_RULE_SEAL.csv;src/aggie_analytics/experimentation/governance.py;src/aggie_analytics/experimentation/promotion_bridge.py,tests/test_experimentation_governance.py;tests/test_promotion_bridge_full.py,COVERED_FULL_REFERENCE
REQ-690,Replay tolerance is precommitted,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-691,Experiment metadata store has integrity/backup contract,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-692,Dependency-free local tracking fallback exists,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-693,MLflow registry/run state is non-authoritative,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-694,Optuna studies export canonical Aggie evidence,TASK-135,docs/81_HPO_STUDY_GOVERNANCE.md;docs/92_MLFLOW_ADAPTER.md;docs/93_OPTUNA_ADAPTER.md;src/aggie_analytics/experimentation/hpo.py;src/aggie_analytics/experimentation/hpo_engine.py,tests/test_hpo_governance.py;tests/test_hpo_engine_full.py;tests/test_local_tracker_full.py,COVERED_FULL_REFERENCE
REQ-695,Nested search multiplicity is retained,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-696,Research proposal deduplication checks negative history,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-697,Scientific rejection is separated from operational failure,TASK-138,docs/79_FEATURE_TOURNAMENT_PROTOCOL.md;docs/80_MODEL_TOURNAMENT_PROTOCOL.md;docs/83_RESULT_PACKET_AND_EVIDENCE.md;docs/84_REPLAY_ENGINE.md;docs/86_ARTIFACT_RETENTION.md;docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md;docs/88_CHALLENGER_ADOPTION.md;src/aggie_analytics/experimentation/feature_tournament.py;src/aggie_analytics/experimentation/model_tournament.py;src/aggie_analytics/experimentation/replay_engine.py;src/aggie_analytics/experimentation/artifacts_v2.py,tests/test_feature_tournament_full.py;tests/test_model_tournament_full.py;tests/test_replay_engine_full.py;tests/test_artifact_policy_full.py;tests/test_result_comparison_full.py,COVERED_FULL_REFERENCE
REQ-698,Worktree cleanup cannot delete required evidence lineage,TASK-136,docs/78_RESEARCH_QUEUE_SCHEDULER.md;docs/85_WORKTREE_ISOLATION.md;docs/90_LOCAL_RESOURCE_ORCHESTRATION.md;src/aggie_analytics/experimentation/queue.py;src/aggie_analytics/experimentation/scheduler.py;src/aggie_analytics/experimentation/locks.py,tests/test_experimentation_governance.py;tests/test_resource_scheduler_full.py;tests/test_locks_full.py,COVERED_FULL_REFERENCE
REQ-699,W18 full gate requires executable subsystem tests,TASK-139,docs/94_W18_ACCEPTANCE_TRACEABILITY.md;docs/96_W18_OPERATOR_RUNBOOK.md;docs/99_FULL_REBUILD_AUDIT_METHOD.md;docs/100_W18_FULL_IMPLEMENTATION_INVENTORY.md;tools/validate_w18_full_rebuild.py,tests/test_w18_full_gate.py;tools/validate_experimentation.py;tools/validate_w18_full_rebuild.py,COVERED_FULL_REFERENCE
REQ-700,W18 full rebuild supersedes all earlier W18 draft pairs,TASK-139,docs/94_W18_ACCEPTANCE_TRACEABILITY.md;docs/96_W18_OPERATOR_RUNBOOK.md;docs/99_FULL_REBUILD_AUDIT_METHOD.md;docs/100_W18_FULL_IMPLEMENTATION_INVENTORY.md;tools/validate_w18_full_rebuild.py,tests/test_w18_full_gate.py;tools/validate_experimentation.py;tools/validate_w18_full_rebuild.py,COVERED_FULL_REFERENCE
