dataset_registry_id,source_id,source,dataset_or_endpoint,family,grain,w06_schema_description,historical_coverage,w06_pit_note,inventory_provenance,w06_status,reconciled_raw_field_count,schema_status,schema_policy,notes,source_owner,source_url,source_access_method,source_authentication,source_cost,source_terms_or_license,source_redistribution,source_public_repo_suitability,source_rights_review_status,provenance_augmented_wave
DS-0042,SRC-002,CollegeFootballData API,/games/players,games,GamePlayerStats,Player-game box statistics.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0043,SRC-002,CollegeFootballData API,/games/teams,games,GameTeamStats,Team-game box statistics.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0044,SRC-002,CollegeFootballData API,/games,games,Game,Canonical game schedule/results surface.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0045,SRC-002,CollegeFootballData API,/games/media,games,GameMedia,Media metadata.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0046,SRC-002,CollegeFootballData API,/records,games,TeamRecords,Season records.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0047,SRC-002,CollegeFootballData API,/scoreboard,games,ScoreboardGame,Current/live-ish scoreboard depending tier/access.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0048,SRC-002,CollegeFootballData API,/games/weather,games,GameWeather,Historical game weather; compare with Open-Meteo.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0049,SRC-002,CollegeFootballData API,/info/usage,info,UserUsage,API quota monitoring.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0050,SRC-002,CollegeFootballData API,/info,info,UserInfo,Account/access metadata.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0051,SRC-002,CollegeFootballData API,/metrics/fg/ep,metrics,FieldGoalEP,FG expected points / special teams.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0052,SRC-002,CollegeFootballData API,/ppa/predicted,metrics,PredictedPointsValue,Predicted points baseline.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0053,SRC-002,CollegeFootballData API,/ppa/games,metrics,TeamGamePredictedPointsAdded,Game-level PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0054,SRC-002,CollegeFootballData API,/ppa/players/games,metrics,PlayerGamePredictedPointsAdded,Player-game PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0055,SRC-002,CollegeFootballData API,/ppa/players/season,metrics,PlayerSeasonPredictedPointsAdded,Player-season PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0056,SRC-002,CollegeFootballData API,/ppa/teams,metrics,TeamSeasonPredictedPointsAdded,Team-season PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0057,SRC-002,CollegeFootballData API,/metrics/wp/pregame,metrics,PregameWinProbability,External baseline/teacher signal; avoid circular BAS labels unless cross-fitted/time-valid.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0058,SRC-002,CollegeFootballData API,/metrics/wp,metrics,PlayWinProbability,In-game WP; postgame/within-game leakage for pregame models.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0059,SRC-002,CollegeFootballData API,/player/season/overview,players,PlayerSeasonOverview,Player-season state.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0060,SRC-002,CollegeFootballData API,/player/usage,players,PlayerUsage,Player usage/role.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0061,SRC-002,CollegeFootballData API,/player/returning,players,ReturningProduction,Key preseason/early-season prior.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0062,SRC-002,CollegeFootballData API,/player/portal,players,PlayerTransfer,Transfer in/out state and player priors.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0063,SRC-002,CollegeFootballData API,/player/search,players,PlayerSearchResult,Entity resolution.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0064,SRC-002,CollegeFootballData API,/playoffs/cfp/games,playoffs,GamePlayoff,Postseason context.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0065,SRC-002,CollegeFootballData API,/playoffs/cfp/participants,playoffs,PlayoffParticipant,Postseason context.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0066,SRC-002,CollegeFootballData API,/playoffs/cfp,playoffs,CfpPlayoff,Postseason structure.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0067,SRC-002,CollegeFootballData API,/live/plays,plays,LiveGame,Future live model; access may depend on tier.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0068,SRC-002,CollegeFootballData API,/plays/stats/types,plays,PlayStatType,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0069,SRC-002,CollegeFootballData API,/plays/stats,plays,PlayStat,Play participant/stat attribution.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0070,SRC-002,CollegeFootballData API,/plays/types,plays,PlayType,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0071,SRC-002,CollegeFootballData API,/plays,plays,Play,Raw CFBD PBP fallback/validation source.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0072,SRC-002,CollegeFootballData API,/rankings,rankings,PollWeek,Point-in-time poll context; must select correct week.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0073,SRC-002,CollegeFootballData API,/ratings/sp/conferences,ratings,ConferenceSP,Conference strength.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0074,SRC-002,CollegeFootballData API,/ratings/elo,ratings,TeamElo,External team-strength signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0075,SRC-002,CollegeFootballData API,/ratings/srs/expanded,ratings,ExpandedTeamSRS,Expanded SRS signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0076,SRC-002,CollegeFootballData API,/ratings/fpi,ratings,TeamFPI,External power/efficiency signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0077,SRC-002,CollegeFootballData API,/ratings/sp,ratings,TeamSP,External power/efficiency signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0078,SRC-002,CollegeFootballData API,/ratings/srs,ratings,TeamSRS,External rating.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0079,SRC-002,CollegeFootballData API,/recruiting/groups,recruiting,AggregatedTeamRecruiting,Position/group recruiting priors.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0080,SRC-002,CollegeFootballData API,/recruiting/players,recruiting,Recruit,Player recruiting priors/entity links.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0081,SRC-002,CollegeFootballData API,/recruiting/teams,recruiting,TeamRecruitingRanking,Team recruiting expectation.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0082,SRC-002,CollegeFootballData API,/stats/game/advanced,stats,AdvancedGameStat,Advanced game state/validation.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0083,SRC-002,CollegeFootballData API,/stats/season/advanced,stats,AdvancedSeasonStat,Advanced season-to-date features; point-in-time handling critical.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0084,SRC-002,CollegeFootballData API,/stats/categories,stats,str,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0085,SRC-002,CollegeFootballData API,/stats/game/havoc,stats,GameHavocStats,Disruption/havoc.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
