evidence_id,file,column,rows,non_null,missing,missing_pct,dtype_observed,evidence_kind,interpretation,promotion_use
MISS-0088,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,second_level_yards,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0089,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,sequenceNumber,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0090,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,standard_down,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0091,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,start.distance,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0092,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,start.down,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0093,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,start.pos_team_spread,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0094,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,start.team.id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0095,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,start.yardLine,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0096,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,start.yardsToEndzone,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0097,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,statYardage,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0098,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,status_type_completed,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0099,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,stuffed_run,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0100,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,text,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0101,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,type.abbreviation,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0102,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,type.id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0103,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,type.text,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0104,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,week,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0105,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,wp_after,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0106,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,wp_before,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0107,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,wpa,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0108,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,yds_rushed,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0109,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,adj_qbr,5,5,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0110,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,athlete_id,5,0,5,100.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0111,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,athlete_name,5,5,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0112,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,category,5,5,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0113,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,completions_passing_attempts,5,5,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0114,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,game_id,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0115,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,interceptions,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0116,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,passing_touchdowns,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0117,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,passing_yards,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0118,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,season,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0119,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,team_id,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0120,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,week,5,5,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0121,sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,yards_per_pass_attempt,5,5,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0122,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,attendance,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0123,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_abbreviation,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0124,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_conference_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0125,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0126,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_location,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0127,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_nickname,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0128,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_rank,1,0,1,100.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0129,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_score,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0130,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_team,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0131,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,away_winner,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0132,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,conference_competition,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0133,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,game_date,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0134,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,game_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0135,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_abbreviation,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0136,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_conference_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0137,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0138,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_location,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0139,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_nickname,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0140,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_rank,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0141,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_score,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0142,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_team,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0143,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,home_winner,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0144,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,neutral_site,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0145,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,season,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0146,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,season_type,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0147,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,status_type_completed,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0148,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,status_type_detail,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0149,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,status_type_name,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0150,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,venue_city,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0151,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,venue_full_name,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0152,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,venue_grass,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0153,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,venue_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0154,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,venue_state,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0155,sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,week,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0156,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,completion_attempts,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0157,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,first_downs,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0158,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,fourth_down_eff,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0159,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,fumbles_lost,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0160,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,game_id,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0161,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,home_away,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0162,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,interceptions,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0163,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,net_passing_yards,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0164,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,possession_time,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0165,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,rushing_attempts,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0166,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,rushing_yards,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0167,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,season,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0168,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,team_display_name,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0169,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,team_id,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0170,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,third_down_eff,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0171,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,total_penalties_yards,2,2,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0172,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,total_yards,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0173,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,turnovers,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0174,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,week,2,2,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0175,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,yards_per_pass,2,2,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0176,sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,yards_per_rush_attempt,2,2,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0177,texas_am/samples/TAMU_2026_COACHING_STAFF.csv,name,40,40,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
