requirement_id,planned_wave,current_artifact,acceptance_or_evidence,status,source_basis
REQ-145,W02+,scripts/*.ps1,W04 acceptance mapping: AC-031;AC-036;AC-039 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-112; Wave02
REQ-146,W02+,.gitattributes; .editorconfig; tools/,W04 acceptance mapping: AC-002;AC-003 (CURRENTLY_VERIFIED_W04),ACTIVE,Wave02 Windows/Linux interoperability
REQ-147,W02+,tools/packaging.py; tests/test_repo_integrity_tools.py,W04 acceptance mapping: AC-002 (CURRENTLY_VERIFIED_W04),ACTIVE,master §§13-16; Wave02
REQ-148,W02+,tools/validate_wave_pair.py,W04 acceptance mapping: AC-001;AC-002 (CURRENTLY_VERIFIED_W04),ACTIVE,"master §§15,66; Wave02"
REQ-149,W02-W23,.github/workflows/ci.yml; docs/06_GITHUB_CODEX_WORKFLOW.md,W04 acceptance mapping: AC-031;AC-036;AC-039 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,master W23; no-cargo-cult rule
REQ-150,W02+,.codex/README.md,W04 acceptance mapping: AC-002;AC-003 (CURRENTLY_VERIFIED_W04),ACTIVE,adaptive evidence rule
REQ-151,W03+,docs/01_ARCHITECTURE.md,W04 acceptance mapping: AC-005 (CURRENTLY_VERIFIED_W04),ACTIVE,W03 architecture comparison; local-first invariant
REQ-152,W03-W22,docs/architecture/PREDICTION_PIPELINE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-046 (CURRENTLY_VERIFIED_W04);W22 functional snapshot-serving evidence,ACTIVE,W03 architecture comparison; prediction snapshot principle
REQ-153,W03+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/RESEARCH_ROLE_CAPABILITIES.csv,W04 acceptance mapping: AC-032 (CONTRACT_DEFINED_OWNER_PENDING);AC-178;AC-185,CONTRACT_VERIFIED_W18,Research-agent governance
REQ-154,W03+,docs/architecture/RESEARCH_AND_LLM_PLANE.md,W04 acceptance mapping: AC-032 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Source logs; deterministic services decision
REQ-155,W03+,docs/architecture/DATAFLOW_AND_STORAGE.md,W04 acceptance mapping: AC-008;AC-033 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Recon canonical data rules; master storage principles
REQ-156,W03-W10,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W04 acceptance mapping: AC-011 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,PIT invariant; recon temporal rules
REQ-157,W03-W20,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W04 acceptance mapping: AC-011;AC-033 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Reproducibility/leakage requirements
REQ-158,W03-W19,docs/architecture/SYSTEM_BOUNDARIES.md,W04 acceptance mapping: AC-009 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W03 ports/boundary review
REQ-159,W03-W08,docs/architecture/SYSTEM_BOUNDARIES.md,W04 acceptance mapping: AC-010;AC-017 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Recon canonical identity rules
REQ-160,W03-W16,docs/architecture/NATIONAL_TAMU_INTERFACE.md,W04 acceptance mapping: AC-047 (CURRENTLY_VERIFIED_W04),ACTIVE,National+A&M protected objective
REQ-161,W03+,docs/architecture/NATIONAL_TAMU_INTERFACE.md,W04 acceptance mapping: AC-047 (CURRENTLY_VERIFIED_W04),ACTIVE,Recon source precedence; national/A&M invariant
REQ-162,W14-W17,docs/architecture/NATIONAL_TAMU_INTERFACE.md,W04 acceptance mapping: AC-030;AC-047 (PARTIAL_OR_CONTRACT_DEFINED),ACTIVE,Anti-overfit/scientific posture
REQ-163,W03-W20,docs/architecture/MODEL_LAYERS.md,W04 acceptance mapping: AC-026 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Joint-score invariant
REQ-164,W03-W20,docs/architecture/PREDICTION_PIPELINE.md,W04 acceptance mapping: AC-028 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,BAS invariant
REQ-165,W03-W22,docs/architecture/PREDICTION_PIPELINE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-014;AC-026 (CONTRACT_DEFINED_OWNER_PENDING);W22 functional snapshot-serving evidence,ACTIVE,Market architecture invariant
REQ-166,W03-Phase5,docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,W04 acceptance mapping: AC-048 (CURRENTLY_VERIFIED_W04),ACTIVE,Live modeling invariant
REQ-167,W03-W19,docs/architecture/DATAFLOW_AND_STORAGE.md,W04 acceptance mapping: AC-038 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Local hardware; master storage defaults; W03 comparison
REQ-168,W03-W07/W22,docs/architecture/DATAFLOW_AND_STORAGE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-038 (CONTRACT_DEFINED_OWNER_PENDING);W22 functional snapshot-serving evidence,ACTIVE,W03 storage comparison
REQ-169,W03-W22,docs/01_ARCHITECTURE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-046 (CURRENTLY_VERIFIED_W04);W22 functional snapshot-serving evidence,ACTIVE,Simplicity/no-cargo-cult rule
REQ-170,W03-W23,docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,W04 acceptance mapping: AC-005 (CURRENTLY_VERIFIED_W04),ACTIVE,No-cargo-cult and local-first rules
REQ-171,W03-W22,configs/architecture_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-046 (CURRENTLY_VERIFIED_W04);W22 functional snapshot-serving evidence,ACTIVE,Reproducibility/product boundary
REQ-172,W03-W18,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/RESEARCH_ROLE_CAPABILITIES.csv,W04 acceptance mapping: AC-031;AC-032 (CONTRACT_DEFINED_OWNER_PENDING);AC-178;AC-185,CONTRACT_VERIFIED_W18,Research-agent governance
REQ-173,W03+,configs/architecture_registry.json,W04 acceptance mapping: AC-005 (CURRENTLY_VERIFIED_W04),DEFAULT,W03 adaptive improvement
REQ-174,W03+,tools/validate_architecture.py,W04 acceptance mapping: AC-005 (CURRENTLY_VERIFIED_W04),ACTIVE,W03 adaptive improvement
REQ-175,W03-W23,docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,W04 acceptance mapping: AC-020;AC-036 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,Recon immutable raw/validation principles
REQ-176,W03,docs/01_ARCHITECTURE.md,W04 acceptance mapping: AC-005 (CURRENTLY_VERIFIED_W04),ACTIVE,Adaptive wave ownership
REQ-177,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,master prompt §54; W04 hardening
REQ-178,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-006;AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,W04 classification audit
REQ-179,W17+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/RESEARCH_ROLE_CAPABILITIES.csv,W04 acceptance mapping: AC-032 (CONTRACT_DEFINED_OWNER_PENDING);AC-178;AC-185,CONTRACT_VERIFIED_W18,REQ-019/120; W04 hardening
REQ-180,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,master prompt §60; W04 hardening
REQ-181,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,W04 acceptance architecture
REQ-182,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-006 (CURRENTLY_VERIFIED_W04),DEFAULT,master prompt §§3-5; W04 audit
REQ-183,W10+,configs/experiment_research_registry.json;governance/PROTECTED_JUDGING_RULE_SEAL.csv;governance/RESEARCH_ROLE_CAPABILITIES.csv,W04 acceptance mapping: AC-021;AC-031 (CONTRACT_DEFINED_OWNER_PENDING);AC-178;AC-185,CONTRACT_VERIFIED_W18,master prompt §3; W04 audit
REQ-184,W06+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-040 (PARTIAL_OR_CONTRACT_DEFINED),ACTIVE,W04 security hardening
REQ-185,W07+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-009;AC-040 (PARTIAL_OR_CONTRACT_DEFINED),ACTIVE,W04 security/data-governance hardening
REQ-186,W06+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-040 (PARTIAL_OR_CONTRACT_DEFINED),ACTIVE,W04 security hardening
REQ-187,W21+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-004;AC-041 (PARTIAL_OR_CONTRACT_DEFINED),ACTIVE,REQ-018; W04 hardening
REQ-188,W23,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-041 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 supply-chain hardening
REQ-189,W21+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-042 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 security/privacy hardening
REQ-190,W16+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-033 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-036/091; W04 hardening
REQ-191,W08+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W04 acceptance mapping: AC-009;AC-011 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 reproducibility hardening
REQ-192,W20+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-034 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 reproducibility hardening
REQ-193,W16+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-035 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 reproducibility hardening
REQ-194,W17+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-033;AC-034 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 reproducibility hardening
REQ-195,W07+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-020 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-115/175; W04 hardening
REQ-196,W07+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-017 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-037/038; W04 hardening
REQ-197,W09+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-009;AC-020 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 hardening
REQ-198,W06+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-020 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 hardening
REQ-199,W08+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-011;AC-012 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-042; W04 hardening
REQ-200,W19-W23,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-038 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-112/113; W04 hardening
REQ-201,W19-W23,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-038 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 hardening
REQ-202,W19+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-038;AC-012 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 hardening
REQ-203,W21-W22,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-037 (CONTRACT_DEFINED_OWNER_PENDING);W22 functional snapshot-serving evidence,ACTIVE,RISK-039; W04 hardening
REQ-204,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,W04 hardening
REQ-205,W08+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-012 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-042/059/095; W04 hardening
REQ-206,W17+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W04 acceptance mapping: AC-024;AC-031 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-116/120; W04 hardening
REQ-207,W17+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-024 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 validation hardening
REQ-208,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-044 (CURRENTLY_VERIFIED_W04),ACTIVE,W04 hardening
REQ-209,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-005;AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,REQ-012/173/174; W04 hardening
REQ-210,W04,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-045;AC-007 (CURRENTLY_VERIFIED_W04),ACTIVE,master prompt §60; W04 scope
REQ-211,W06+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-043 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,REQ-054/057; W04 hardening
REQ-212,W22,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 acceptance mapping: AC-037;AC-033 (CONTRACT_DEFINED_OWNER_PENDING);W22 functional snapshot-serving evidence,ACTIVE,REQ-036/122; W04 hardening
REQ-213,W08+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-019 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 hardening
REQ-214,W21+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-033;AC-039 (CONTRACT_DEFINED_OWNER_PENDING),ACTIVE,W04 hardening
REQ-215,W04+,docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,W04 acceptance mapping: AC-043;AC-044 (PARTIAL_OR_CONTRACT_DEFINED),ACTIVE,W04 hardening
REQ-216,W05+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-049;AC-056,ACTIVE,master prompt W05
REQ-217,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-055,ACTIVE,W05 hardening
REQ-218,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-049,ACTIVE,W05 hardening
REQ-219,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-049,ACTIVE,W05 hardening
REQ-220,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-050,ACTIVE,master prompt W05
REQ-221,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-056,ACTIVE,master prompt W05
REQ-222,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-054,ACTIVE,master prompt W05
REQ-223,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-054,ACTIVE,W05 hardening
REQ-224,W06,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-053,ACTIVE,master prompt W05/W06
REQ-225,W05-W06,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-053,ACTIVE,master prompt W05/W06
REQ-226,W05+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-051,ACTIVE,master prompt W05
REQ-227,W05+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-052,ACTIVE,master prompt W05
REQ-228,W05+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-051,ACTIVE,master prompt W05
REQ-229,W05+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-051;AC-056,ACTIVE,W05 hardening
REQ-230,W18+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-043;AC-052,ACTIVE,W05 hardening
REQ-231,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-055,ACTIVE,W05 hardening
REQ-232,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-049,ACTIVE,W05 hardening
REQ-233,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-049,ACTIVE,W05 hardening
REQ-234,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-049,ACTIVE,W05 hardening
REQ-235,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-050,ACTIVE,W05 hardening
REQ-236,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-056,ACTIVE,W05 hardening
REQ-237,W05,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-001;AC-055,COMPLETE_W05,master prompt W05
REQ-238,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-055,ACTIVE,W05 hardening
REQ-239,W05+,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-051;AC-052,ACTIVE,W05 hardening
REQ-240,W05-W25,docs/10_IMPLEMENTATION_MASTER_PLAN.md;governance/IMPLEMENTATION_WBS.csv,W05 implementation mapping: AC-053;AC-055,DEFAULT,W05 hardening
REQ-241,W06,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-057,COMPLETE_W06,master W06
REQ-242,W06,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-057,COMPLETE_W06,master W06
REQ-243,W06-W24,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-057,ACTIVE,master W06
REQ-244,W06+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-058;AC-059,ACTIVE,W06 findings
REQ-245,W08+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-013;AC-059,ACTIVE,W06 weather research
REQ-246,W08+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-013;AC-059,ACTIVE,W06 weather research
REQ-247,W08-W12,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-015;AC-059,ACTIVE,W06 availability research
REQ-248,W08-W12,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-015;AC-020;AC-059,ACTIVE,W06 availability research
REQ-249,W11+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-009;AC-020;AC-058,DEFAULT,W06 lower-division research
REQ-250,W08-W13,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-011;AC-019;AC-059,ACTIVE,W06 NCAA governance research
REQ-251,W08-W17,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-014;AC-059,ACTIVE,W06 market research
REQ-252,W07-W09,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-010;AC-043;AC-058;AC-059,ACTIVE,W06 redundancy research
REQ-253,W06-W24,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-043;AC-058,DEFAULT,W06 value challenge
REQ-254,W06+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-043;AC-059,ACTIVE,master W06
REQ-255,W13+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-020;AC-043;AC-059,ACTIVE,W06 resource research
REQ-256,W08+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-011;AC-059,ACTIVE,W06 ranking research
REQ-257,W24,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-057;AC-058;AC-059,ACTIVE,master W24 + W06
REQ-258,W06,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-053;AC-060,COMPLETE_W06,W05/W06
REQ-259,W12-W14,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-015;AC-059,ACTIVE,W06 availability research
REQ-260,W07+,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,W06 mapping: AC-008;AC-009;AC-010;AC-059,ACTIVE,W06 acquisition plan
REQ-261,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061,ACTIVE,W07 canonical identity design
REQ-262,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-064,ACTIVE,W07 canonical identity design
REQ-263,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061,ACTIVE,W07 entity registry
REQ-264,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061,ACTIVE,Recon canonical registry; W07
REQ-265,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-062,ACTIVE,W07 source mapping contract
REQ-266,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-062;AC-063,ACTIVE,Recon canonical rules; W07
REQ-267,W07-W08,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-062,ACTIVE,W07 source mapping contract
REQ-268,W07-W12,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-062,ACTIVE,Recon A&M roster identity policy; W07
REQ-269,W07-W13,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-062,ACTIVE,Recon canonical registry; W07
REQ-270,W07+,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-062,ACTIVE,Recon resource join contracts; W07
REQ-271,W07-W08,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-062,ACTIVE,Recon join contracts; master edge cases; W07
REQ-272,W07-W13,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-062,ACTIVE,Recon canonical registry; W07
REQ-273,W07-W08,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-061;AC-062,ACTIVE,W07 entity design
REQ-274,W07-W13,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 contract mapping: AC-063,ACTIVE,W06 officiating gap; W07
REQ-275,W07-W08,configs/entity_registry.json;docs/15_SOURCE_MAPPING_AND_EVIDENCE_IDENTITY.md,W07 contract mapping: AC-065,ACTIVE,W06 mutable-report finding; W07
REQ-276,W07-W08,configs/entity_registry.json;docs/15_SOURCE_MAPPING_AND_EVIDENCE_IDENTITY.md,W07 contract mapping: AC-065,ACTIVE,W07 evidence identity
REQ-277,W07-W19,docs/16_ENTITY_RESOLUTION_AND_REVIEW.md;configs/entity_registry.json,W07 contract mapping: AC-063;AC-064,ACTIVE,W07 resolution policy
REQ-278,W07-W19,docs/16_ENTITY_RESOLUTION_AND_REVIEW.md;configs/entity_registry.json,W07 contract mapping: AC-017;AC-063,ACTIVE,W07 resolution policy; THR-008
REQ-279,W07-W19,docs/16_ENTITY_RESOLUTION_AND_REVIEW.md;configs/entity_registry.json,W07 contract mapping: AC-064,ACTIVE,W07 correction policy
REQ-280,W07+,docs/16_ENTITY_RESOLUTION_AND_REVIEW.md;configs/entity_registry.json,W07 contract mapping: AC-063,ACTIVE,W07 review workflow
REQ-281,W07-W19/W22,docs/17_ENTITY_STORAGE_EVALUATION.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W07 contract mapping: AC-066;W22 functional snapshot-serving evidence,ACTIVE,W07 storage evaluation
REQ-282,W19,docs/16_ENTITY_RESOLUTION_AND_REVIEW.md;configs/entity_registry.json,W07 contract mapping: AC-017;AC-063,ACTIVE,W07 THR-008 deferral
REQ-283,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-067 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 PIT architecture
REQ-284,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-067 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 PIT architecture
