adr_id,title,status,constraint_class,wave,decision,evidence_basis,supersedes,notes
ADR-133,Market candidate lane remains isolated,ACCEPTED,A,W10,Market-derived feature candidates are market-augmented-only and never contaminate the pure-football lane.,ADR-014; W10,,Preserves market-independent forecasts.
ADR-134,Lifecycle decisions are append-only evidence records,ACCEPTED,A,W10,Promotions/demotions/rejections retain evidence/history; reopened rejected candidates use a new experiment/version.,Master §26; reproducibility,,No silent state rewrites.
ADR-135,"BANNED is structural, not low importance",ACCEPTED,A,W10,BANNED candidates require safety/governance correction before experimentation; good model scores cannot override leakage/rights bans.,PIT/rights invariants,,Separates safety from empirical rejection.
ADR-136,Real feature promotion deferred to empirical owner waves,ACCEPTED,A,W10,W10 freezes machinery and synthetic semantics but makes zero real-data promotions; W17/W19 evidence is required.,Maturity honesty; missing materialized matrices,,Prevents synthetic tests from becoming claimed predictive evidence.
ADR-137,Explicit interactions only; no combinatorial explosion,ACCEPTED,B,W10,Interactions are registered hypotheses with lineage and evaluation; do not brute-force all pairwise interactions.,Simplicity + multiple-testing risk,,Can expand when evidence justifies.
ADR-138,Standard-library reference feature machinery at W10,ACCEPTED,B,W10,Keep transform/lifecycle reference code dependency-light now; W16-W19 may add approved statistical/ML libraries for empirical pipelines.,Local-first/no cargo-cult; W10 scope,,Not a rejection of sklearn/XGBoost/etc.; selection belongs later.
ADR-139,Separate prior/underlying/available/form state,ACCEPTED,A,W11,"Team state explicitly separates prior, underlying, available strength and current-form evidence.",Source chat distinction; W11 state contract,,
ADR-140,Team state is immutable PIT snapshot,ACCEPTED,A,W11,Team-state snapshots are cutoff/version bound and consume only W08-eligible evidence.,W08 PIT architecture,,
ADR-141,Composite Week-1 prior with no frozen component weights,ACCEPTED,B,W11,Register multiple prior components but leave their weights empirical.,Source chat early-season prior; resource strategy,,
ADR-142,Early-season blend schedule remains empirical,ACCEPTED,B,W11,Compare prior/observed blend candidates chronologically; do not hard-code week-specific weights.,No fabricated parameter rule,,
ADR-143,National training utility differs from current-team relevance,ACCEPTED,A,W11,Old games may remain nationally useful while being heavily downweighted for present-team identity/state.,Source chat historical weighting,,
ADR-144,Recency/regime/change-point representations remain candidates,ACCEPTED,B,W11,"Freeze candidate families and interfaces, not a winning formula or decay parameter.",W10 empirical lifecycle philosophy,,
ADR-145,Change points shrink/inflate uncertainty before hard reset,ACCEPTED,A,W11,Do not automatically discard history after staff/QB/scheme/performance change; reset only if later evidence supports it.,Robustness/reproducibility,,
ADR-146,Bounded FBS/FCS/lower-division hierarchy,ACCEPTED,A/B boundary,W11,"FBS full, FCS strong secondary, then progressively coarser lower-division priors.",Master architecture; W06 source research,,
ADR-147,Cross-division translation is data-driven with uncertainty,ACCEPTED,A,W11,No fixed FCS/D-II/D-III penalty; translation functions/priors require empirical cross-level evidence.,Source chat lower-division design,,
ADR-148,Resources are upstream prior candidates,ACCEPTED,B,W11,"Evaluate reliable resource variables mainly as program/preseason priors, not weekly points bonuses.",Recon program resource strategy,,
ADR-149,W12 owns detailed available-strength player adjustment,ACCEPTED,A,W11,W11 freezes the available-strength port but leaves player availability/effectiveness/usage/replacement mechanics to W12.,Wave ownership,,
ADR-150,Team-state subsystem stays inside modular monolith,ACCEPTED,B,W11,Add a logical Python team_state package/contract; no new deployable service/database is justified.,W03 modular-monolith architecture,,
ADR-151,"W11 gate freezes semantics, not empirical parameterization",ACCEPTED,A,W11,Downstream waves may rely on interfaces; real winner/parameter selection remains W17/W19 evidence.,Honest completion/no fabricated metrics,,
ADR-152,"Separate roster, depth, availability and participation state",ACCEPTED,A,W12,"Treat these as distinct effective-dated observations, never one mutable player status.",Source chat + recon roster/depth policy + W08,,
ADR-153,Position-aware player value without manual point assignments,ACCEPTED,A,W12,Register position-specific evidence interfaces; freeze no player/position point values.,Recon availability policy; honest evidence,,
ADR-154,"Availability uses probability, effectiveness and expected usage scenarios",ACCEPTED,A,W12,Model multiple availability/limitation scenarios instead of only active/out.,Recon availability policy; source chat,,
ADR-155,Replacement effect is identity/value/usage specific,ACCEPTED,A,W12,"Represent replacement candidate(s), redistributed usage and uncertainty; no fixed position penalty.",Recon availability policy,,
ADR-156,Sparse availability evidence remains uncertain,ACCEPTED,A,W12,Noncoverage/missing evidence is UNKNOWN; confidence/freshness/version remain explicit.,W06-W08 availability rules,,
ADR-157,Rotation is first-class player state,ACCEPTED,A,W12,"Support expected snap/opportunity distributions across multiple players, not starter-only depth.",Source chat 007/017,,
ADR-158,Transfer preserves canonical player identity,ACCEPTED,A,W12,Transfers create effective-dated membership/role episodes under one W07 player ID.,W07 identity + recon transfer policy,,
ADR-159,Transfer translation is learned from continuous context,ACCEPTED,A,W12,Use same-player/position-aware historical design and continuous competition strength; forbid fixed conference penalties.,Recon transfer policy,,
ADR-160,Freshmen/prospects use separate priors,ACCEPTED,A,W12,Zero-college-production players use prospect/recruiting/development priors with wide uncertainty.,Recon transfer policy,,
ADR-161,Preseason honors are external-consensus candidates,ACCEPTED,B,W12,Preserve timestamped selector/honor evidence; freeze no manual honor bonus.,Recon preseason honors policy,,
ADR-162,Draft outcomes are lagged evidence/training targets only,ACCEPTED,A,W12,Ban eventual draft outcomes as earlier roster features; permit prior completed development evidence and leakage-safe training targets.,Recon NFL draft policy,,
ADR-163,Official conference availability is primary when policy covers,ACCEPTED,A,W12,Prioritize versioned official reports; A&M prioritizes SEC; noncoverage never means healthy.,W06 source research + W08 PIT,,
ADR-164,W12 source-registry provenance catch-up completes TASK-197,ACCEPTED,A,W12,Augment dataset registry with W06 owner/access/auth/license/redistribution fields before transfer/recruiting audit.,W05 backlog + W09 registry + W06 access matrix,,Adaptive catch-up of older planned dependency.
ADR-165,Transfer/recruiting source use remains terms/provenance governed,ACCEPTED,A,W12,Snapshot provenance/terms context; public visibility does not imply redistribution permission.,W06 source access matrix,,
ADR-166,W12 available-strength handoff remains uncalibrated abstract value units,ACCEPTED,A,W12,Freeze structured player/availability/replacement inputs without converting gaps to game points.,W11 team-state boundary + honest maturity,,
ADR-167,"W12 gate freezes contracts, not empirical winners",ACCEPTED,A,W12,"No production player-value, availability-impact, transfer translation or honor/draft weighting is selected in W12.",Protected empirical promotion rules,,
ADR-168,Coach jobs as effective-dated role episodes,ACCEPTED,A,W13,Store role/responsibility episodes; do not use one static coach rating.,Recon role-conditioned coach policy,,
ADR-169,Coach effects use residuals with hierarchical confound controls,ACCEPTED,B,W13,Prefer role-conditioned performance-versus-expectation candidates with shrinkage.,Recon coach policy,,
ADR-170,Promotions retain evidence without additive double counting,ACCEPTED,A,W13,Prior role evidence becomes context/prior; new role accumulates separate evidence.,Recon coach policy,,
ADR-171,Scheme and play-caller state are effective-dated,ACCEPTED,A,W13,"Separate official title, unit responsibility, scheme and play-caller evidence over time.",Master prompt W13,,
ADR-172,Fourth-down/clock/halftime effects remain experimental,ACCEPTED,C,W13,Design candidates with context controls; no production effect selected W13.,Master prompt W13,,
ADR-173,Issued forecast runs are the pregame weather lane,ACCEPTED,A,W13,Observed/reanalysis weather remains retrospective/evaluation evidence.,W06/W08/recon,,
ADR-174,"Travel is differential, cumulative and DST-aware",ACCEPTED,B,W13,Use IANA/date-aware timezone context and prior travel/rest features.,Recon travel findings,,
ADR-175,Four resource lanes R0/R1/R2/R3,ACCEPTED,B,W13,"No-resource control, universal, public-enriched and latent-capacity research lanes.",Recon resource strategy,,
ADR-176,"Home field is hierarchical residual, not raw home record",ACCEPTED,B,W13,National→program→venue→era candidates with partial pooling.,Recon home-field policy,,
ADR-177,Game stakes remain factual PIT context,ACCEPTED,A,W13,No narrative motivation bonus; only sourced known-at context.,Master prompt W13,,
ADR-178,Rule era expands to regulatory environment,ACCEPTED,A,W13,"Version playing, roster, eligibility, transfer and related regulatory semantics.",W06/recon rule policy,,
ADR-179,Possession opportunity separated from scoring efficiency,ACCEPTED,A,W13,Expected possessions/tempo is a separate subsystem/input.,Master prompt W13,,
ADR-180,Field-position and special-teams component accounting,ACCEPTED,A,W13,Preserve components and explicit double-count guards.,Master prompt W13,,
ADR-181,Score-state/garbage-time policies remain challengers,ACCEPTED,B,W13,"Compare no-filter, competitive-filter, leverage-weight and stratified candidates later.",Master prompt W13,,
ADR-182,Opponent adjustment and style similarity require strict-prior evidence,ACCEPTED,A,W13,Avoid circularity and future opponent results.,Master prompt W13,,
ADR-183,Schedule stress uses completed prior workload plus known current trip,ACCEPTED,A,W13,No future performance leakage in schedule context.,Master prompt W13,,
ADR-184,Officiating remains experimental and fails closed,ACCEPTED,A,W13,Crew-specific feature unavailable without pregame-public assignment; no bias narratives.,Recon officiating policy,,
ADR-185,W13 is contract/reference maturity only,ACCEPTED,A,W13,No empirical coach/home/resource/mechanics/officiating winner or numeric bonus is claimed.,Honest completion rule,,
ADR-186,Repair W14 dependency inversion,ACCEPTED,A,W13,"TASK-088 depends on frozen W12/W13 contracts, not future W20 TASK-087 implementation gate.",W13 adaptive review,TASK-088 prior dependency on TASK-087,
ADR-187,A&M high-resolution overlay reuses national canonical truth,ACCEPTED,A,W14,"Deeper A&M resolution is an overlay on W07/W08 canonical state, never a second truth.",W03/W07/W14 architecture,,
ADR-188,Freeze versioned A&M state overlay contract,ACCEPTED,A,W14,A&M state composes W11-W13 components with provenance/uncertainty.,W14 state design,,
ADR-189,Prioritize official A&M/SEC evidence with governed fallbacks,ACCEPTED,B,W14,"Official high-resolution evidence is preferred when eligible, with national/unknown fallbacks.",W06/W12 source hierarchy,,
ADR-190,A&M unit resolution does not imply manual unit bonuses,ACCEPTED,A,W14,"QB/OL/receiver/depth resolution remains evidence, not fixed point adjustments.",W12/W14,,
ADR-191,A&M snapshot cadence remains candidate and immutable,ACCEPTED,B,W14,Preserve frequent immutable snapshot candidates without freezing exact operational cadence.,Prediction snapshot principle,,
ADR-192,Separate peer cohorts from historical analog retrieval,ACCEPTED,B,W14,Peer cohorts support comparison; analogs support similarity/retrieval; neither auto-adjusts predictions.,W14 adaptive design,,
ADR-193,Peer/analog methods remain strict-prior experimental evidence,ACCEPTED,A,W14,No outcome-conditioned cohorts/analogs or automatic forecast corrections.,W08 PIT + W14,,
ADR-194,Freeze national→A&M specialization semantic interface,ACCEPTED,A,W14,"Specialization consumes national forecast and A&M overlay, emitting a signal for W16 coherent assembly.",W03/W16 boundaries,,
ADR-195,No-adjustment national forecast is mandatory A&M baseline,ACCEPTED,A,W14,A&M-specific correction is optional and may validly remain zero.,Overfit/null-result protection,,
ADR-196,Residual adapter remains specialization challenger,ACCEPTED,C,W14,"Residual correction architecture is frozen as a candidate, not selected.",Master prompt W14,,
ADR-197,Hierarchical/multi-task remains specialization challenger,ACCEPTED,C,W14,"Hierarchical/multi-task architecture is frozen as a candidate, not selected.",Master prompt W14,,
ADR-198,Partial-pooling/shrinkage is explicit specialization challenger,ACCEPTED,C,W14,A&M deviations may be partially pooled/shrunk; protected evidence decides.,W14 architecture alternatives,,
ADR-199,Promotion requires shrinkage and protected incremental value,ACCEPTED,A,W14,Sparse/unstable A&M effects shrink toward zero and THR-005 stays unset until protected evidence.,THR-005/W17 science,,
ADR-200,Retain dual A&M and national evaluation scorecards,ACCEPTED,A,W14,A&M receives priority evaluation without hiding material national degradation.,Core objective,,
ADR-201,Isolate pure-football specialization from market/BAS/narrative leakage,ACCEPTED,A,W14,Market lane remains separate; W14 does not redefine BAS or encode fan narratives/12th Man bonuses.,W13/W15 ownership,,
ADR-202,Freeze W14 candidate set without empirical winner,ACCEPTED,A,W14,W14 completes contracts only; W16/W17 select/promote/reject candidates.,Honest completion rule,,
ADR-203,Freeze BAS residual sign and headline >=7 threshold,ACCEPTED,A,W15,Headline BAS is residual<=-7 with 3/7/14/21 fixed severity labels.,master prompt §18,,
ADR-204,Require chronological OOS expected-margin labels,ACCEPTED,A,W15,"Historical expectation must be pregame, target-excluded and trained only on historically available data.",REQ-095/W08,,
ADR-205,Group mirrored rows by canonical game in BAS cross-fit/inference,ACCEPTED,A,W15,All target-game orientations share exclusion/fold/inference cluster.,split safety,,
ADR-206,Use BAS-independent national pregame expectation as primary scientific anchor,ACCEPTED,A,W15,Primary label anchor cannot consume BAS/A&M-underperformance targets.,anti-circularity,,
ADR-207,Defer exact expectation-model family to W16/W17,ACCEPTED,A,W15,"W15 freezes eligibility/provenance properties, not model family.",wave ownership,,
ADR-208,Version BAS labels and anchors immutably,ACCEPTED,A,W15,Anchor/model/definition changes create new label versions.,reproducibility,,
ADR-209,Use general FBS underperformance before Aggie Excess claim,ACCEPTED,A,W15,Ordinary underperformance baseline precedes A&M-specific inference.,scientific control,,
ADR-210,Treat Aggie Excess as null-first effect,ACCEPTED,A,W15,No-excess result is valid and protected.,scientific posture,,
ADR-211,Freeze peers/regimes before protected outcome inspection,ACCEPTED,A,W15,Peer/regime definitions cannot be outcome-conditioned.,anti-p-hacking,,
ADR-212,"Require effect size, stability and multiple-testing policy",ACCEPTED,A,W15,W17 BAS claims require magnitude/interval and predeclared stability/multiplicity protocol.,scientific rigor,,
ADR-213,Keep BAS component decompositions unselected in W15,ACCEPTED,A,W15,Offense/defense/ST/coaching/collapse remain hypotheses.,REQ-098,,
ADR-214,Isolate Collapse BAS to chronological live-replay lane,ACCEPTED,A,W15,Live collapse information cannot contaminate pregame BAS.,live isolation,,
ADR-215,Do not require BAS components to add unless W16 score model guarantees coherence,ACCEPTED,A,W15,"Component additivity is architecture-dependent, not assumed.",coherent outputs,,
ADR-216,Require nested calibrated BAS probability outputs later,ACCEPTED,A,W15,Severity probabilities must be monotone and W17 evaluates calibration.,probability coherence,,
ADR-217,Keep sensitivity anchors separate from primary label,ACCEPTED,A,W15,Market/selected forecast anchors cannot silently replace the primary scientific label.,anchor governance,,
ADR-218,Leave THR-006 blank until W17 precommitment,ACCEPTED,A,W15,No W15 significance/stability numeric threshold.,no fabricated threshold,,
ADR-219,Repair W15/W16 dependency inversion,ACCEPTED,A,W15,Remove future W17 TASK-040 dependency from TASK-101 and TASK-116.,program ordering,,
ADR-220,Freeze W15 contract-only maturity and W16 handoff,ACCEPTED,A,W15,W15 completes scientific contracts only; TASK-116 becomes READY.,honest completion,,
ADR-221,Joint score distribution is coherence source of truth,ACCEPTED,A,W16,Derive score/margin/win compatible outputs from one coherent predictive distribution.,W16 architecture,,
ADR-222,Explicit overtime resolution for tie mass,ACCEPTED,A,W16,Regulation tie mass requires explicit overtime resolution; final-score distributions cannot silently tie.,football game structure,,
ADR-223,Keep W15 BAS label semantics unchanged,ACCEPTED,A,W16,Model architecture may predict BAS but cannot redefine its scientific label anchor/thresholds.,W15 contracts,,
ADR-224,Retain mandatory simple baselines,ACCEPTED,A,W16,Elo/logistic/simple score-distribution baselines remain mandatory references.,no cargo-cult complexity,,
ADR-225,Do not select a W16 model family,ACCEPTED,A,W16,All advanced model families remain candidates pending protected protocol/evidence.,honest maturity,,
ADR-226,Do not freeze boosted-tree library,ACCEPTED,B,W16,XGBoost/LightGBM/CatBoost remain implementation alternatives.,adaptive default,,
ADR-227,Keep small neural architecture challenger-only,ACCEPTED,C,W16,PyTorch tabular/distributional models require evidence over simpler baselines.,simplicity rule,,
ADR-228,Pure-football and market-augmented lanes remain isolated,ACCEPTED,A,W16,Market features cannot contaminate pure-football lane.,market independence,,
ADR-229,Closing market is timestamped benchmark not universal feature,ACCEPTED,A,W16,"Closing line can benchmark retrospectively or at closing-time forecasts, not leak earlier.",PIT rules,,
ADR-230,Scenario engine binds immutable baseline snapshot,ACCEPTED,A,W16,Scenario simulation starts from immutable PIT forecast state and explicit overrides.,reproducibility,,
ADR-231,Prefer exact scenario mixtures when practical,ACCEPTED,B,W16,Use deterministic exact distribution mixtures for summaries when possible; Monte Carlo remains available.,reproducibility/local compute,,
ADR-232,Separate uncertainty categories,ACCEPTED,A,W16,Do not add unlike uncertainty components without calibrated common semantics.,uncertainty correctness,,
ADR-233,OOD is warning/uncertainty signal not directional strength rule,ACCEPTED,A,W16,OOD does not automatically favor or penalize a team.,master prompt,,
ADR-234,Leave THR-014 and THR-015 blank,ACCEPTED,A,W16,OOD/disagreement thresholds remain evidence-owned by W17.,no fabricated thresholds,,
ADR-235,Model disagreement is candidate evidence only,ACCEPTED,A,W16,Correlated model outputs cannot be interpreted as independent votes.,ensemble validity,,
ADR-236,Retain W14 no-adjustment A&M baseline,ACCEPTED,A,W16,Specialized A&M model can shrink/fall back to national forecast.,W14 overfit controls,,
ADR-237,Version model and calibration artifacts independently,ACCEPTED,A,W16,Forecast lineage records both base model and calibration artifact/configuration.,reproducibility,,
ADR-238,W17 freezes protocols before protected evidence,ACCEPTED,A,W16,Recast future W17 benchmark tasks as protocol/precommitment gates until real data/model artifacts exist.,master W17 design intent,,
ADR-239,Repair W17 protected-evaluation task ordering,ACCEPTED,A,W16,TASK-128/129 precede protected baseline/BAS/uncertainty benchmark protocols.,program ordering,,
ADR-240,Freeze W16 contract-only gate and W17 handoff,ACCEPTED,A,W16,W16 completes contracts/reference logic only; TASK-128 is first recommended W17 task.,honest completion,,
ADR-241,Freeze 2024-2025 as governance-protected holdout,ACCEPTED,A,W17,Protected primary holdout is seasons 2024-2025; development/tuning cannot use them.,W17 pre-result protocol seal,,"Outcomes are publicly historical; protection is repository governance, not human blindness."
ADR-242,Add 2026+ forward operational shadow holdout,ACCEPTED,A,W17,2026+ forecasts are committed immutably before outcomes and scored as forward shadow evidence.,Future forecast validity,,Earlier forecasts cannot be rewritten.
ADR-243,Canonical game is W17 split and pairing unit,ACCEPTED,A,W17,All mirrored/oriented representations and derived targets of one canonical game stay together.,Leakage/dependence control,,Paired comparisons cluster by canonical game.
ADR-244,Use chronological development and 2023 selection lane,ACCEPTED,A,W17,Development history ends 2022; 2023 is final development selection/calibration lane before protected holdout.,Precommitment discipline,,"Earliest usable season may vary by source, but cannot borrow from 2024+."
ADR-245,Protected holdout movement is fail-closed,ACCEPTED,A,W17,Poor results cannot move the holdout; coverage problems yield UNEVALUABLE or pre-result ADR change.,Anti-cherry-picking,,No silent alternative test period.
ADR-246,Brier primary and log loss required for win probabilities,ACCEPTED,B,W17,Use Brier as primary win-probability proper score and log loss as required secondary score.,Proper scoring,,Calibration reported separately.
ADR-247,Use MAE primary point error and proper distribution scores,ACCEPTED,B,W17,Margin/score point errors use MAE primary with RMSE diagnostic; distributions require proper scores.,Target coherence,,No single metric decides all targets.
ADR-248,ECE is diagnostic not sole calibration gate,ACCEPTED,B,W17,Calibration intercept/slope/reliability are required; ECE alone cannot approve a model.,Bin sensitivity,,Bin specification is versioned.
ADR-249,Predeclare national A&M and diagnostic scorecards,ACCEPTED,A,W17,National and A&M scorecards plus key subgroups are frozen before protected result review.,Subgroup fishing risk,,Small subgroups may be inconclusive.
ADR-250,Compare challengers with paired canonical-game deltas,ACCEPTED,A,W17,Candidate-baseline comparisons preserve game pairing and season/game dependence.,Statistical dependence,,No mirrored-row pseudo-replication.
ADR-251,Freeze threshold methods without fabricating numeric values,ACCEPTED,A,W17,THR-001..007/014/015 derivation methods are frozen; numeric values stay blank until development-only evidence exists.,Honest evidence boundary,,Protected results cannot choose values.
ADR-252,Unset required thresholds block promotion,ACCEPTED,A,W17,"Blank required thresholds yield BLOCKED_THRESHOLD_UNSET, never zero/waiver.",Fail-closed governance,,Reference gate implements this state.
ADR-253,Retain mandatory simple baseline bar,ACCEPTED,A,W17,Every challenger must beat/meet precommitted rules against simple reproducible baselines.,No cargo-cult complexity,,Baseline results themselves await materialization.
ADR-254,BAS evaluation is null-first and multiplicity-aware,ACCEPTED,A,W17,Aggie Excess/components retain no-effect/reject/inconclusive outcomes with predeclared stability/multiplicity rules.,Scientific BAS mandate,,No W17 BAS effect claim.
ADR-255,A&M specialization must beat no-adjustment baseline,ACCEPTED,A,W17,A&M specialization cannot be promoted without protected incremental value against W14 no-adjustment and visible national scorecard.,Overfit protection,,Null/shrinkage remains valid.
ADR-256,OOD/disagreement remain warning-quality candidates,ACCEPTED,A,W17,"OOD/disagreement are evaluated for error/undercoverage association, not directional team strength.",Uncertainty semantics,,THR-014/015 remain blank.
ADR-257,Market lanes use identical PIT evaluation cutoffs,ACCEPTED,A,W17,"Pure football, market-augmented and benchmark lanes are compared under matched forecast-time rules.",Market leakage control,,Closing line later than cutoff remains benchmark-only.
ADR-258,Champion/challenger gate is immutable and fail-closed,ACCEPTED,A,W17,"Promotion requires sealed protocol, artifacts, thresholds and immutable evidence record.",Governed promotion,,Missing prerequisites block.
ADR-259,Reframe W17 threshold task as methodology freeze,ACCEPTED,A,W17,TASK-131 freezes threshold derivation/precommitment; numeric values require later materialized development evidence.,W16 sequencing clarification,,Avoid false completion claims.
ADR-260,Freeze W17 contract-only gate and W18 handoff,ACCEPTED,A,W17,W17 completes protected validation/promotion protocols only; TASK-134 is first READY W18 task.,Honest completion,,No protected model result is claimed.
ADR-261,Deterministic content-derived experiment identity,ACCEPTED,A,W18,Experiment IDs derive from canonical identity payload and exclude result quality/timestamps.,W18 experiment lineage design,,W18 experimentation/autonomous research decision.
ADR-262,Hash-seal W17 judging rules for research execution,ACCEPTED,A,W18,JRS-W17-001 hashes protected split/metric/threshold/promotion artifacts; research cannot mutate them.,W17 protected boundary,,W18 experimentation/autonomous research decision.
ADR-263,Select MLflow as replaceable tracking adapter,ACCEPTED,B,W18,MLflow Tracking is preferred local-first adapter; canonical lineage packets remain tool-neutral.,Official MLflow docs + REQ-121,,W18 experimentation/autonomous research decision.
ADR-264,Select Optuna as replaceable HPO adapter,ACCEPTED,B,W18,Optuna is preferred development-only HPO adapter.,Official Optuna docs + REQ-121,,W18 experimentation/autonomous research decision.
ADR-265,Keep stdlib lineage backend as mandatory reference,ACCEPTED,A,W18,Core governance/replay tests do not require optional MLflow/Optuna services.,Local-first/reproducibility,,W18 experimentation/autonomous research decision.
ADR-266,Prefer local MLflow SQLite before tracking server,ACCEPTED,B,W18,Initial metadata backend is local SQLite/local artifacts; server remains optional.,Official MLflow local database docs,,W18 experimentation/autonomous research decision.
ADR-267,Do not use shared SQLite as distributed Optuna store,ACCEPTED,A,W18,Use Journal or suitable RDB when shared/distributed optimization is required.,Official Optuna FAQ/Journal docs,,W18 experimentation/autonomous research decision.
ADR-268,Append-only role-governed experiment queue,ACCEPTED,A,W18,"Queue transitions are explicit, hashed and role-restricted.",REQ-019/119,,W18 experimentation/autonomous research decision.
ADR-269,Isolated worktree or immutable snapshot execution,ACCEPTED,A,W18,Experiment workers cannot directly mutate canonical repository state.,W05 worktree strategy,,W18 experimentation/autonomous research decision.
ADR-270,Separate research result packet from protected evaluation,ACCEPTED,A,W18,Research packets contain development evidence only; protected evidence is one-way governance input.,W17 seal,,W18 experimentation/autonomous research decision.
ADR-271,Replay before challenger adoption,ACCEPTED,A,W18,Candidate adoption requires reproducibility/lineage replay; mismatch blocks or is inconclusive.,Reproducibility requirement,,W18 experimentation/autonomous research decision.
ADR-272,Retain failed and rejected experiments,ACCEPTED,A,W18,Negative evidence remains in immutable search lineage.,Bias/reproducibility control,,W18 experimentation/autonomous research decision.
ADR-273,Research queue has no PROMOTE state,ACCEPTED,A,W18,Production promotion only occurs through external W17 promotion governor.,W17 promotion contract,,W18 experimentation/autonomous research decision.
ADR-274,Block expensive advanced challengers until baseline evidence,ACCEPTED,A,W18,Small neural/sequence/graph empirical execution waits for strong conventional baseline evidence and resource rationale.,REQ-111; simplicity rule,,W18 experimentation/autonomous research decision.
ADR-275,LLM proposals cross same experiment governance,ACCEPTED,A,W18,LLM research/code proposals are untrusted and cannot bypass review/replay/promotion.,Research-agent governance,,W18 experimentation/autonomous research decision.
ADR-276,Require explicit resource budget and approval for paid compute,ACCEPTED,A,W18,Local-first bounded resources; paid remote compute cannot start autonomously.,Local hardware/cost governance,,W18 experimentation/autonomous research decision.
ADR-277,W18 completes reference governance without empirical winner,ACCEPTED,A,W18,W18 gate passes on contracts/reference tests only; no trained result or advanced winner is claimed.,Honest maturity,,W18 experimentation/autonomous research decision.
ADR-278,Authorize W19 starter data/entity/feature implementation,ACCEPTED,A,W18,"After W18 gate, TASK-041 becomes first READY W19 task.",25-wave sequencing,,W18 experimentation/autonomous research decision.
ADR-279,Feature tournament is explicit subsystem,ACCEPTED,A,W18,"Implement target-specific feature tournament with eligibility, ablation, stability, cost, replay and research-decision stages.",Master W18 feature tournament requirement,,Corrected W18 decision.
ADR-280,Feature tournament cannot directly promote,ACCEPTED,A,W18,Tournament can retain/reject/adopt challenger but cannot set CORE/SUPPORTED/PROMOTE.,W10 lifecycle + W17 promotion boundary,,Corrected W18 decision.
ADR-281,Model tournament requires simple comparator ladder,ACCEPTED,A,W18,Every model tournament retains strong simple baselines and coherent comparison semantics.,Master W18 model tournament + simplicity rule,,Corrected W18 decision.
ADR-282,A&M tournament requires TAMU-SP-00,ACCEPTED,A,W18,No-adjustment A&M baseline is mandatory in A&M specialization tournament.,W14 protected fallback,,Corrected W18 decision.
ADR-283,Market tournament lanes remain isolated,ACCEPTED,A,W18,"PURE_FOOTBALL, MARKET_AUGMENTED and MARKET_BENCHMARK remain distinct.",W16 market architecture,,Corrected W18 decision.
ADR-284,Version HPO search spaces before execution,ACCEPTED,A,W18,Parameter domains and conditional relationships are immutable study inputs.,Reproducibility + no result-dependent search,,Corrected W18 decision.
ADR-285,HPO remains development-only,ACCEPTED,A,W18,Protected and forward-shadow evidence cannot drive search/pruning.,W17 one-way protected evidence boundary,,Corrected W18 decision.
ADR-286,Use Optuna as replaceable HPO adapter,ACCEPTED,B,W18,Optuna remains preferred adapter; canonical study identity remains tool-neutral.,Current official Optuna capabilities,,Corrected W18 decision.
ADR-287,Use MLflow as replaceable tracking adapter,ACCEPTED,B,W18,MLflow remains preferred local-first tracking adapter; canonical experiment IDs/promotion remain external.,Current official MLflow capabilities,,Corrected W18 decision.
ADR-288,Explicit hypothesis lifecycle and deduplication,ACCEPTED,A,W18,Hypotheses and experiment identities are append-only; exact duplicate runs are blocked/linked.,Autonomous research reproducibility,,Corrected W18 decision.
ADR-289,Experiment artifact manifests externalize large binaries,ACCEPTED,A,W18,Store hashes/locations/metadata in repo; keep large data/model artifacts outside cumulative packs.,Repository size/rights/reproducibility,,Corrected W18 decision.
ADR-290,Replay failure is typed and nonwaivable,ACCEPTED,A,W18,Replay mismatches/blockers are explicit evidence and block challenger adoption.,Reproducibility,,Corrected W18 decision.
ADR-291,Worktree/source-snapshot isolation with protected paths,ACCEPTED,A,W18,Experiment mutations occur in isolated worktree/snapshot and reject protected W17 path mutation.,Research governance,,Corrected W18 decision.
ADR-292,Bound research resources and paid compute,ACCEPTED,A,W18,Every experiment declares resource budget; paid remote compute requires explicit user approval.,Local-first/cost governance,,Corrected W18 decision.
ADR-293,Tournament comparison requires semantic compatibility,ACCEPTED,A,W18,Incompatible targets/splits/data/metrics/lanes are INCOMPARABLE rather than numerically ranked.,Statistical validity,,Corrected W18 decision.
ADR-294,Retain negative and dominated results,ACCEPTED,A,W18,"Search history preserves rejected, failed, pruned and dominated candidates.",Search bias/reproducibility,,Corrected W18 decision.
ADR-295,Reject thin W18 draft and issue corrected revision,ACCEPTED,A,W18,Corrected W18 v0.18.1 supersedes incomplete first W18 draft while preserving exact W17 parent.,Correction audit,,Corrected W18 decision.
ADR-296,Corrected W18 requires explicit master-coverage matrix,ACCEPTED,A,W18,Wave gate includes machine-readable coverage of every W18 master design item.,Avoid silent scope omission,,Corrected W18 decision.
ADR-297,Use transactional local SQLite experiment metadata reference store,ACCEPTED,B,W18,Use SQLite for local experiment metadata/reference persistence; keep interfaces replaceable and prohibit distributed/NFS coordination usage.,W18 local-first reference implementation,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
