schema_version,generated_at_utc,source_id,provider_alias,source_role,acquisition_priority,production_disposition,credential_contract_state,credential_present_redacted,provider_entitlement_verified,technical_smoke_disposition,technical_smoke_http_status,source_rights_state,rights_decision_id,rights_decision,readiness_status,concrete_reason_code,unblock_condition,human_reviewer,human_review_date,terms_or_policy_version_date,access_purpose_decision,retention_decision,model_training_decision,publication_decision,redistribution_decision,deletion_decision,unresolved_questions,substitute_source_ids,production_access_ready,downstream_materialization_allowed,downstream_consumer_contract,credential_value_included,response_body_included
1,2026-08-09T16:24:29Z,SRC-028,NOAA/NCEP/ARL,longer-horizon historical forecast fallback,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-016,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-016@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-029,NOAA/NCEI,actual-condition label/context and weather forecast verification,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-017,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-017@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-030,IANA,historically correct venue timezone conversion,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-018,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-018@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-031,USGS,venue elevation verification,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-019,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-019@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-032,The Odds API,PIT-safe historical market enrichment/benchmark,OPTIONAL,OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_LICENSED_ONLY,RIGHTS-SUP-020,LICENSED_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-020@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-033,SportsDataIO,licensed availability/market/live fallback,OPTIONAL,OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_LICENSED_ONLY,RIGHTS-SUP-021,LICENSED_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs SRC-002;SRC-003 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-021@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002;SRC-003,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-034,Sportradar,licensed fallback/live Phase-5 option,OPTIONAL,OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_LICENSED_ONLY,RIGHTS-SUP-022,LICENSED_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-022@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-035,Sports Info Solutions,advanced charting challenger source,RESEARCH_ONLY,RESEARCH_ONLY_ADMISSION_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_LICENSED_ONLY,RIGHTS-SUP-023,LICENSED_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-023@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-036,Stats Perform / Opta,commercial enrichment/fallback,RESEARCH_ONLY,RESEARCH_ONLY_ADMISSION_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_LICENSED_ONLY,RIGHTS-SUP-024,LICENSED_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-024@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-037,Teamworks,advanced Phase-5 scheme/tracking research only,RESEARCH_ONLY,RESEARCH_ONLY_ADMISSION_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_LICENSED_ONLY,RIGHTS-SUP-025,LICENSED_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs SRC-002;SRC-009;SRC-018;SRC-019;SRC-020;SRC-021;SRC-022;SRC-023;SRC-024;SRC-025 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-025@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002;SRC-009;SRC-018;SRC-019;SRC-020;SRC-021;SRC-022;SRC-023;SRC-024;SRC-025,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-038,NFL,completed draft outcome validation only,VALIDATION,VALIDATION_ONLY_CONTRACT_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-026,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-026@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-039,Associated Press,point-in-time poll feature/benchmark,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REJECTED,RIGHTS-SUP-027,REJECTED,REJECTED,EXPLICIT_SOURCE_RIGHTS_DECISION_BLOCK,Use approved substitute source IDs SRC-002; reconsider this direct route only on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-027@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,NO_UNLICENSED_PROVIDER_PAYLOAD_STORAGE,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-040,American Football Coaches Association,point-in-time consensus candidate,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-028,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-028@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-041,College Football Playoff,late-season point-in-time context/benchmark,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-029,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-029@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-042,Official conference statistics pages,official cross-check and targeted gaps,VALIDATION,VALIDATION_ONLY_CONTRACT_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-013,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-013@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-043,Texas A&M / official opponents,A&M depth/starter/staff/context reconstruction,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-T1-014,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-014@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_FACTUAL_RAW_SNAPSHOTS_OUTSIDE_GIT_NO_SITE_MIRROR,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RAW_SITE_CONTENT,PROHIBIT_RAW_SITE_CONTENT_OR_BULK_FACTUAL_REPACKAGE,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
