schema_version,decision_id,source_id,provider,dataset,domain,human_reviewer,owner_authorization_basis,technical_reviewer,review_date,terms_url,terms_version_date,terms_snapshot_name,terms_snapshot_sha256,terms_http_status,robots_url,robots_snapshot_name,robots_snapshot_sha256,robots_http_status,robots_target_result,crawl_delay_seconds,authorized_acquisition_route,allowed_access,local_storage_decision,derived_use_decision,model_training_decision,publication_decision,redistribution_decision,retention_decision,attribution_decision,deletion_decision,unresolved_questions,lane_disposition,rights_decision,production_materialization_allowed,substitute_source_ids,required_data_outcome_status,required_data_outcome_nonblocking,decision_reason,revalidation_trigger,supersedes_decision_id,policy_version,rights_metadata_nonblocking,private_research_acquisition_allowed
2.0.0,PRIVATE-RESEARCH-SRC-035,SRC-035,Sports Info Solutions,Advanced College Football Data,advanced charting/injuries/live,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_COMMERCIAL_LICENSE,LICENSE_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-023,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-036,SRC-036,Stats Perform / Opta,NCAA Football Data,live/stats/advanced,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_COMMERCIAL_LICENSE,LICENSE_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-024,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-037,SRC-037,Teamworks,Coaching / tracking data,formation/personnel/alignment/tracking/depth,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_COMMERCIAL_LICENSE,LICENSE_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002;SRC-009;SRC-018;SRC-019;SRC-020;SRC-021;SRC-022;SRC-023;SRC-024;SRC-025,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-025,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-038,SRC-038,NFL,Official Draft Tracker,NFL draft outcomes,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,https://www.nfl.com/legal/terms/,UNVERSIONED_ACCESSED_2026-08-09,nfl_terms,2fe362f3e64c2c7ed0127e50a593247d3951e80e22768ee5538da3fa9fdc3be6,200,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,SOURCE_SPECIFIC,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-026,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-039,SRC-039,Associated Press,AP Top 25 College Football Poll,rankings/consensus,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,https://www.ap.org/terms-and-conditions/,UNVERSIONED_ACCESSED_2026-08-09,ap_terms,199bb7623c307eb07914574038b863279c07f057d970e3bee9cae829010c3776,200,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-027,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-040,SRC-040,American Football Coaches Association,AFCA Coaches Poll,rankings/consensus,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.afca.com/robots.txt,afca_robots,9311bab30d8b5d05f5fa5563a251b8c96b8470873bb77c62d3d17c146d7acab7,200,ALLOW,NONE_DECLARED,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-028,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-041,SRC-041,College Football Playoff,Selection Committee Rankings,rankings/stakes,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://collegefootballplayoff.com/robots.txt,cfp_robots,454315be725af18052b2009cd7aa02628dbbf5d6445a4818036b110a2ce8b5da,200,ALLOW,30,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-029,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-044,SRC-044,IRS,Form 990 / TEOS bulk data,institution/foundation resources,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,US_GOVERNMENT_PUBLIC_DATA_POLICY,CURRENT_ACCESSED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_PRIMARY_SOURCE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-030,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-047,SRC-047,On3,Transfer Portal Wire/Rankings,transfers/recruiting,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,NO_VALID_TERMS_PAGE_LOCATED_2026-08-09,on3_terms,3aa717c84bfb25f1a12051f47ad8955234d73aa6cfbce4d080e170a9e6ab544a,404,https://www.on3.com/robots.txt,on3_robots,f9951ac46a4328f5b124394c75fc02cfac7dae3c85cf75664958493f808fe838,200,ALLOW,NONE_DECLARED,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-031,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-049,SRC-049,NAIA,PrestoStats / NAIA Stats,lower-division stats,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.naia.org/robots.txt,naia_robots,38b4aad0098d1d64da9621d3d1ee1ee3aa3579d39cc6c316ac26b2824b5945ab,200,ALLOW,NONE_DECLARED,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_OPTIONAL_NON_FBS_LANE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-032,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-050,SRC-050,NJCAA,NJCAA Football Statistics,JUCO stats,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://www.njcaa.org/robots.txt,njcaa_robots,a824bc7739e226e1b40ea0f8c4e4f4c6f796fc3b4abfa6e9abe3bd119a30d938,403,NO_POSITIVE_POLICY_SIGNAL,NONE_DECLARED,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_OPTIONAL_NON_FBS_LANE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-033,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
