"source_id","owner","dataset","domain","official_nonofficial","canonical_url","stable_id_capability","join_keys","source_role","acquisition_priority","inclusion_status","upstream_relationship","independent_corroboration","access_method","authentication","cost","rate_limits","historical_depth","divisions_covered","timestamp_fields","pit_feasibility","known_at_feasibility","snapshot_required","pit_guardrail","terms_or_license","redistribution","attribution","repository_eligibility","availability_disposition","supersession_status","production_disposition","disposition_reason","version_or_commit","refresh_change","verified_at_utc","provenance_basis"
"SRC-022","Sun Belt Conference","Football Availability Reporting","injuries/availability","OFFICIAL","https://sunbeltsports.org/news/2025/8/20/sun-belt-to-institute-availability-reporting-for-2025-football-season.aspx","source-specific","canonical mapping required","national official availability lane","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public reports","none","free","source-specific","2025 onward","Sun Belt conference games","initial 3 days prior + gameday update","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-023","Conference USA","Football Availability Reports","injuries/availability","OFFICIAL","https://conferenceusa.com/sports/2025/8/23/FB_0823254134.aspx","source-specific","canonical mapping required","national official availability lane","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public HTML/PDF reports","none","free","source-specific","2025 onward","CUSA football","policy/report publication","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-024","Mid-American Conference","Football Availability Reports","injuries/availability","OFFICIAL","https://getsomemaction.com/news/2024/8/22/mac-to-launch-gameday-student-athlete-availability-report-for-2024-football-season.aspx","source-specific","canonical mapping required","national official availability lane","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public PDF reports","none","free","source-specific","2024 onward","MAC football","gameday report publication","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-025","College Football Playoff","CFP Student-Athlete Availability Reporting","injuries/availability","OFFICIAL","https://collegefootballplayoff.com/sports/2025/11/12/reports.aspx","source-specific","canonical mapping required","OFFICIAL_POSTSEASON_AVAILABILITY","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","YES","public report/archive","none","free","source-specific","2025-26 CFP onward","CFP participants","3 days + daily + final 90m","DIRECT_PREGAME_SAFE_BY_REPORT_VERSION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","UNCHANGED","2026-08-09T00:30:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w24/SOURCE_REFRESH_DELTA.csv"
"SRC-026","Open-Meteo","Previous Runs / Single Runs API","weather forecast snapshots","NONOFFICIAL_WEATHER_AGGREGATOR","https://open-meteo.com/en/docs/previous-runs-api","source-specific","canonical mapping required","normalized historical forecast reconstruction","PRIMARY","INCLUDE","MULTIPLE_NATIONAL_WEATHER_SERVICES_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","REST API","none/customer key","free noncommercial + paid commercial","source-specific","most models Jan 2024+; GFS 2m temp Mar 2021+; JMA 2018+","all venues","model run initialization + valid time + lead offset","DIRECT_PREGAME_SAFE_WITH_RUN_TIMESTAMP","DIRECT_PREGAME_SAFE_WITH_RUN_TIMESTAMP","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","CC_BY_4_0_DATA_PLUS_API_TERMS","ATTRIBUTION_AND_PLAN_REVIEW","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-027","NOAA/NCEP/GSL","HRRR model + archives","weather forecast snapshots","OFFICIAL_GOVERNMENT","https://rapidrefresh.noaa.gov/hrrr/","source-specific","canonical mapping required","high-resolution historical forecast source","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","cloud/NOMADS archives","none","free","source-specific","HRRR archive since 2014","CONUS venues","model initialization + forecast hour + valid time","DIRECT_PREGAME_SAFE_WITH_RUN_TIMESTAMP","DIRECT_PREGAME_SAFE_WITH_RUN_TIMESTAMP","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","US_GOV_PUBLIC_DATA_TERMS","PUBLIC_DATA_WITH_PROVENANCE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-028","NOAA/NCEP/ARL","NAM/GFS and forecast model archives","weather forecast snapshots","OFFICIAL_GOVERNMENT","https://www.ready.noaa.gov/archives.php","source-specific","canonical mapping required","longer-horizon historical forecast fallback","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","archive/cloud/NOMADS","none","free","source-specific","NAM roughly 2007+; GFS archive coverage varies; current NOAA archives documented","US/global venues","model initialization + forecast hour + valid time","DIRECT_PREGAME_SAFE_WITH_RUN_TIMESTAMP","DIRECT_PREGAME_SAFE_WITH_RUN_TIMESTAMP","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","US_GOV_PUBLIC_DATA_TERMS","PUBLIC_DATA_WITH_PROVENANCE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-029","NOAA/NCEI","GHCN Hourly / historical observations","observed weather","OFFICIAL_GOVERNMENT","https://www.ncei.noaa.gov/products/global-historical-climatology-network-hourly","source-specific","canonical mapping required","actual-condition label/context and weather forecast verification","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","bulk/API","none","free","source-specific","long historical hourly record","all with stations","observation time","POSTGAME_ONLY_FOR_EARLIER_FORECASTS","POSTGAME_ONLY_FOR_EARLIER_FORECASTS","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","US_GOV_PUBLIC_DATA_TERMS","PUBLIC_DATA_WITH_PROVENANCE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-030","IANA","Time Zone Database","timezone/body-clock","OFFICIAL_STANDARD","https://www.iana.org/time-zones","source-specific","canonical mapping required","historically correct venue timezone conversion","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","bulk tzdb / OS zoneinfo","none","free","source-specific","historical timezone rules; current release 2026c","global","tzdb release/effective transitions","DIRECT_SAFE_STATIC_EFFECTIVE_DATED","DIRECT_SAFE_STATIC_EFFECTIVE_DATED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","PUBLIC_STANDARD_DATA","PUBLIC_WITH_LICENSE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-031","USGS","3DEP / Elevation Point Query Service","venue/elevation","OFFICIAL_GOVERNMENT","https://www.usgs.gov/the-national-map-data-delivery/gis-data-download","source-specific","canonical mapping required","venue elevation verification","SECONDARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","API/bulk","none","free","source-specific","current national elevation products; stable venue geography","US venues","dataset/version/retrieval","DIRECT_SAFE_STATIC_OR_EFFECTIVE_DATED","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","US_GOV_PUBLIC_DATA_TERMS","PUBLIC_DATA_WITH_PROVENANCE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-032","The Odds API","Historical Odds","markets","NONOFFICIAL_COMMERCIAL","https://the-odds-api.com/liveapi/guides/v4/","source-specific","canonical mapping required","PIT-safe historical market enrichment/benchmark","OPTIONAL","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","REST API","API key","paid for historical","source-specific","2020-06-06 onward; 10m snapshots, 5m from Sep 2022","NCAA football markets where covered","requested/returned snapshot ISO timestamp","DIRECT_PREGAME_SAFE_BY_SNAPSHOT_TIMESTAMP","DIRECT_PREGAME_SAFE_BY_SNAPSHOT_TIMESTAMP","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","COMMERCIAL_API_TERMS","LICENSE_REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-033","SportsDataIO","NCAA Football API / injuries / betting","games/injuries/markets/live","NONOFFICIAL_COMMERCIAL","https://sportsdata.io/developers/workflow-guide/ncaa-football","source-specific","canonical mapping required","licensed availability/market/live fallback","OPTIONAL","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","REST API","API subscription","paid","source-specific","vendor historical archive; current feeds","FBS","injury start/update; market line movement timestamps","DIRECT_OR_POSTGAME_BY_FEED","FIELD_BY_FIELD","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","COMMERCIAL_LICENSE","LICENSE_REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-034","Sportradar","NCAA Football API v7","games/PBP/rosters/stats/live","NONOFFICIAL_COMMERCIAL","https://developer.sportradar.com/football/docs/ncaafb-ig-api-basics","source-specific","canonical mapping required","licensed fallback/live Phase-5 option","OPTIONAL","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","REST + optional push","API key/license","paid","source-specific","2013 onward documented","Division I; realtime FBS coverage","feed/event timestamps","DIRECT_OR_POSTGAME_BY_FEED","FIELD_BY_FIELD","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","COMMERCIAL_LICENSE","LICENSE_REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-035","Sports Info Solutions","Advanced College Football Data","advanced charting/injuries/live","NONOFFICIAL_COMMERCIAL","https://www.sportsinfosolutions.com/football/","source-specific","canonical mapping required","advanced charting challenger source","RESEARCH_ONLY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","licensed feeds/DataHub","license","paid","source-specific","vendor-dependent","FBS emphasis","varies","REVIEW_REQUIRED","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","COMMERCIAL_LICENSE","LICENSE_REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","RESEARCH_ONLY_ADMISSION_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-036","Stats Perform / Opta","NCAA Football Data","live/stats/advanced","NONOFFICIAL_COMMERCIAL","https://www.statsperform.com/ncaa-football-basketball/","source-specific","canonical mapping required","commercial enrichment/fallback","RESEARCH_ONLY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","licensed feeds/dashboard","license","paid","source-specific","vendor-dependent","NCAA football","varies","REVIEW_REQUIRED","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","COMMERCIAL_LICENSE","LICENSE_REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","RESEARCH_ONLY_ADMISSION_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-037","Teamworks","Coaching / tracking data","formation/personnel/alignment/tracking/depth","NONOFFICIAL_COMMERCIAL","https://teamworks.com/coaching-college-football/","source-specific","canonical mapping required","advanced Phase-5 scheme/tracking research only","RESEARCH_ONLY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","licensed platform","institution license","paid","source-specific","vendor-dependent","college football customers","varies","REVIEW_REQUIRED","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","COMMERCIAL_LICENSE","RESTRICTED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","RESEARCH_ONLY_ADMISSION_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-038","NFL","Official Draft Tracker","NFL draft outcomes","OFFICIAL","https://www.nfl.com/draft/tracker/picks/","source-specific","canonical mapping required","completed draft outcome validation only","VALIDATION","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/data","none","free","source-specific","current/historical tracker coverage","draft-eligible college players","draft date/year","POSTGAME_OR_FUTURE_BANNED_FOR_PRIOR_COLLEGE_GAME","POSTGAME_OR_FUTURE_BANNED_FOR_PRIOR_COLLEGE_GAME","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","VALIDATION_ONLY_CONTRACT_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-039","Associated Press","AP Top 25 College Football Poll","rankings/consensus","OFFICIAL_PUBLISHER","https://www.ap.org/content/topics/sports/college-football/","source-specific","canonical mapping required","point-in-time poll feature/benchmark","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/archive","none","free viewing","source-specific","history to 1936","FBS","poll publication/week","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-040","American Football Coaches Association","AFCA Coaches Poll","rankings/consensus","OFFICIAL_ORGANIZATION","https://www.afca.com/polls/","source-specific","canonical mapping required","point-in-time consensus candidate","SECONDARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/archive","none","free","source-specific","historical/current","NCAA divisions depending poll","poll publication/week","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-041","College Football Playoff","Selection Committee Rankings","rankings/stakes","OFFICIAL","https://collegefootballplayoff.com/rankings.aspx","source-specific","canonical mapping required","late-season point-in-time context/benchmark","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/archive","none","free","source-specific","weekly rankings archive 2014 onward","FBS postseason contenders","ranking release date","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
