source_local_id,relationship,target_local_id,source_jira_key,target_jira_key,target_link_type_name,status
POST-SUBTASK-030,BLOCKS,POST-STORY-023,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-STORY-023}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-031,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-031}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-032,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-032}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-033,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-033}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-061,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-061}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-062,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-062}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-063,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-063}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-067,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-067}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-068,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-068}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-030,BLOCKS,POST-SUBTASK-069,{{JIRA_KEY:POST-SUBTASK-030}},{{JIRA_KEY:POST-SUBTASK-069}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-031,BLOCKS,POST-SUBTASK-032,{{JIRA_KEY:POST-SUBTASK-031}},{{JIRA_KEY:POST-SUBTASK-032}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-031,BLOCKS,POST-SUBTASK-033,{{JIRA_KEY:POST-SUBTASK-031}},{{JIRA_KEY:POST-SUBTASK-033}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-032,BLOCKS,POST-SUBTASK-033,{{JIRA_KEY:POST-SUBTASK-032}},{{JIRA_KEY:POST-SUBTASK-033}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-033,BLOCKS,POST-EPIC-004,{{JIRA_KEY:POST-SUBTASK-033}},{{JIRA_KEY:POST-EPIC-004}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-033,BLOCKS,POST-STORY-012,{{JIRA_KEY:POST-SUBTASK-033}},{{JIRA_KEY:POST-STORY-012}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-033,BLOCKS,POST-SUBTASK-034,{{JIRA_KEY:POST-SUBTASK-033}},{{JIRA_KEY:POST-SUBTASK-034}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-033,BLOCKS,POST-SUBTASK-035,{{JIRA_KEY:POST-SUBTASK-033}},{{JIRA_KEY:POST-SUBTASK-035}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-033,BLOCKS,POST-SUBTASK-036,{{JIRA_KEY:POST-SUBTASK-033}},{{JIRA_KEY:POST-SUBTASK-036}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-033,BLOCKS,POST-SUBTASK-072,{{JIRA_KEY:POST-SUBTASK-033}},{{JIRA_KEY:POST-SUBTASK-072}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-034,BLOCKS,POST-SUBTASK-035,{{JIRA_KEY:POST-SUBTASK-034}},{{JIRA_KEY:POST-SUBTASK-035}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-034,BLOCKS,POST-SUBTASK-036,{{JIRA_KEY:POST-SUBTASK-034}},{{JIRA_KEY:POST-SUBTASK-036}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-035,BLOCKS,POST-SUBTASK-036,{{JIRA_KEY:POST-SUBTASK-035}},{{JIRA_KEY:POST-SUBTASK-036}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-036,BLOCKS,POST-STORY-013,{{JIRA_KEY:POST-SUBTASK-036}},{{JIRA_KEY:POST-STORY-013}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-036,BLOCKS,POST-SUBTASK-037,{{JIRA_KEY:POST-SUBTASK-036}},{{JIRA_KEY:POST-SUBTASK-037}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-036,BLOCKS,POST-SUBTASK-038,{{JIRA_KEY:POST-SUBTASK-036}},{{JIRA_KEY:POST-SUBTASK-038}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-036,BLOCKS,POST-SUBTASK-039,{{JIRA_KEY:POST-SUBTASK-036}},{{JIRA_KEY:POST-SUBTASK-039}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-037,BLOCKS,POST-SUBTASK-038,{{JIRA_KEY:POST-SUBTASK-037}},{{JIRA_KEY:POST-SUBTASK-038}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-037,BLOCKS,POST-SUBTASK-039,{{JIRA_KEY:POST-SUBTASK-037}},{{JIRA_KEY:POST-SUBTASK-039}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-038,BLOCKS,POST-SUBTASK-039,{{JIRA_KEY:POST-SUBTASK-038}},{{JIRA_KEY:POST-SUBTASK-039}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-039,BLOCKS,POST-STORY-014,{{JIRA_KEY:POST-SUBTASK-039}},{{JIRA_KEY:POST-STORY-014}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-039,BLOCKS,POST-SUBTASK-040,{{JIRA_KEY:POST-SUBTASK-039}},{{JIRA_KEY:POST-SUBTASK-040}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-039,BLOCKS,POST-SUBTASK-041,{{JIRA_KEY:POST-SUBTASK-039}},{{JIRA_KEY:POST-SUBTASK-041}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-039,BLOCKS,POST-SUBTASK-042,{{JIRA_KEY:POST-SUBTASK-039}},{{JIRA_KEY:POST-SUBTASK-042}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-040,BLOCKS,POST-EPIC-018,{{JIRA_KEY:POST-SUBTASK-040}},{{JIRA_KEY:POST-EPIC-018}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-040,BLOCKS,POST-STORY-054,{{JIRA_KEY:POST-SUBTASK-040}},{{JIRA_KEY:POST-STORY-054}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-040,BLOCKS,POST-SUBTASK-041,{{JIRA_KEY:POST-SUBTASK-040}},{{JIRA_KEY:POST-SUBTASK-041}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-040,BLOCKS,POST-SUBTASK-042,{{JIRA_KEY:POST-SUBTASK-040}},{{JIRA_KEY:POST-SUBTASK-042}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-040,BLOCKS,POST-SUBTASK-160,{{JIRA_KEY:POST-SUBTASK-040}},{{JIRA_KEY:POST-SUBTASK-160}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-040,BLOCKS,POST-SUBTASK-163,{{JIRA_KEY:POST-SUBTASK-040}},{{JIRA_KEY:POST-SUBTASK-163}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-041,BLOCKS,POST-SUBTASK-042,{{JIRA_KEY:POST-SUBTASK-041}},{{JIRA_KEY:POST-SUBTASK-042}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-EPIC-005,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-EPIC-005}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-STORY-015,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-STORY-015}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-043,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-043}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-044,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-044}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-045,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-045}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-189,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-189}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-190,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-190}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-191,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-191}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-192,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-192}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-193,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-193}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-042,BLOCKS,POST-SUBTASK-194,{{JIRA_KEY:POST-SUBTASK-042}},{{JIRA_KEY:POST-SUBTASK-194}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-043,BLOCKS,POST-SUBTASK-044,{{JIRA_KEY:POST-SUBTASK-043}},{{JIRA_KEY:POST-SUBTASK-044}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-043,BLOCKS,POST-SUBTASK-045,{{JIRA_KEY:POST-SUBTASK-043}},{{JIRA_KEY:POST-SUBTASK-045}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-044,BLOCKS,POST-SUBTASK-045,{{JIRA_KEY:POST-SUBTASK-044}},{{JIRA_KEY:POST-SUBTASK-045}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-045,BLOCKS,POST-STORY-016,{{JIRA_KEY:POST-SUBTASK-045}},{{JIRA_KEY:POST-STORY-016}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-045,BLOCKS,POST-SUBTASK-046,{{JIRA_KEY:POST-SUBTASK-045}},{{JIRA_KEY:POST-SUBTASK-046}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-045,BLOCKS,POST-SUBTASK-047,{{JIRA_KEY:POST-SUBTASK-045}},{{JIRA_KEY:POST-SUBTASK-047}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-045,BLOCKS,POST-SUBTASK-048,{{JIRA_KEY:POST-SUBTASK-045}},{{JIRA_KEY:POST-SUBTASK-048}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-046,BLOCKS,POST-SUBTASK-047,{{JIRA_KEY:POST-SUBTASK-046}},{{JIRA_KEY:POST-SUBTASK-047}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-046,BLOCKS,POST-SUBTASK-048,{{JIRA_KEY:POST-SUBTASK-046}},{{JIRA_KEY:POST-SUBTASK-048}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-047,BLOCKS,POST-SUBTASK-048,{{JIRA_KEY:POST-SUBTASK-047}},{{JIRA_KEY:POST-SUBTASK-048}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-EPIC-006,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-EPIC-006}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-EPIC-007,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-EPIC-007}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-STORY-017,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-STORY-017}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-STORY-018,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-STORY-018}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-STORY-021,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-STORY-021}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-STORY-023,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-STORY-023}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-STORY-027,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-STORY-027}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-049,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-049}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-050,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-050}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-051,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-051}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-052,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-052}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-053,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-053}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-054,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-054}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-061,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-061}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-062,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-062}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-063,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-063}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-067,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-067}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-068,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-068}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-069,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-069}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-079,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-079}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-080,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-080}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-081,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-081}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-048,BLOCKS,POST-SUBTASK-169,{{JIRA_KEY:POST-SUBTASK-048}},{{JIRA_KEY:POST-SUBTASK-169}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-049,BLOCKS,POST-SUBTASK-050,{{JIRA_KEY:POST-SUBTASK-049}},{{JIRA_KEY:POST-SUBTASK-050}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-049,BLOCKS,POST-SUBTASK-051,{{JIRA_KEY:POST-SUBTASK-049}},{{JIRA_KEY:POST-SUBTASK-051}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-049,BLOCKS,POST-SUBTASK-169,{{JIRA_KEY:POST-SUBTASK-049}},{{JIRA_KEY:POST-SUBTASK-169}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-050,BLOCKS,POST-SUBTASK-051,{{JIRA_KEY:POST-SUBTASK-050}},{{JIRA_KEY:POST-SUBTASK-051}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-EPIC-008,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-EPIC-008}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-STORY-019,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-STORY-019}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-STORY-024,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-STORY-024}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-STORY-030,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-STORY-030}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-055,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-055}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-056,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-056}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-057,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-057}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-070,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-070}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-071,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-071}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-072,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-072}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-088,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-088}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-089,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-089}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-051,BLOCKS,POST-SUBTASK-090,{{JIRA_KEY:POST-SUBTASK-051}},{{JIRA_KEY:POST-SUBTASK-090}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-052,BLOCKS,POST-SUBTASK-053,{{JIRA_KEY:POST-SUBTASK-052}},{{JIRA_KEY:POST-SUBTASK-053}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-052,BLOCKS,POST-SUBTASK-054,{{JIRA_KEY:POST-SUBTASK-052}},{{JIRA_KEY:POST-SUBTASK-054}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-053,BLOCKS,POST-SUBTASK-054,{{JIRA_KEY:POST-SUBTASK-053}},{{JIRA_KEY:POST-SUBTASK-054}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-054,BLOCKS,POST-STORY-019,{{JIRA_KEY:POST-SUBTASK-054}},{{JIRA_KEY:POST-STORY-019}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-054,BLOCKS,POST-SUBTASK-055,{{JIRA_KEY:POST-SUBTASK-054}},{{JIRA_KEY:POST-SUBTASK-055}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-054,BLOCKS,POST-SUBTASK-056,{{JIRA_KEY:POST-SUBTASK-054}},{{JIRA_KEY:POST-SUBTASK-056}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-054,BLOCKS,POST-SUBTASK-057,{{JIRA_KEY:POST-SUBTASK-054}},{{JIRA_KEY:POST-SUBTASK-057}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-055,BLOCKS,POST-SUBTASK-056,{{JIRA_KEY:POST-SUBTASK-055}},{{JIRA_KEY:POST-SUBTASK-056}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-055,BLOCKS,POST-SUBTASK-057,{{JIRA_KEY:POST-SUBTASK-055}},{{JIRA_KEY:POST-SUBTASK-057}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-056,BLOCKS,POST-SUBTASK-057,{{JIRA_KEY:POST-SUBTASK-056}},{{JIRA_KEY:POST-SUBTASK-057}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-057,BLOCKS,POST-STORY-020,{{JIRA_KEY:POST-SUBTASK-057}},{{JIRA_KEY:POST-STORY-020}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-057,BLOCKS,POST-SUBTASK-058,{{JIRA_KEY:POST-SUBTASK-057}},{{JIRA_KEY:POST-SUBTASK-058}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-057,BLOCKS,POST-SUBTASK-059,{{JIRA_KEY:POST-SUBTASK-057}},{{JIRA_KEY:POST-SUBTASK-059}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-057,BLOCKS,POST-SUBTASK-060,{{JIRA_KEY:POST-SUBTASK-057}},{{JIRA_KEY:POST-SUBTASK-060}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-058,BLOCKS,POST-SUBTASK-059,{{JIRA_KEY:POST-SUBTASK-058}},{{JIRA_KEY:POST-SUBTASK-059}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-058,BLOCKS,POST-SUBTASK-060,{{JIRA_KEY:POST-SUBTASK-058}},{{JIRA_KEY:POST-SUBTASK-060}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-059,BLOCKS,POST-SUBTASK-060,{{JIRA_KEY:POST-SUBTASK-059}},{{JIRA_KEY:POST-SUBTASK-060}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-060,BLOCKS,POST-EPIC-008,{{JIRA_KEY:POST-SUBTASK-060}},{{JIRA_KEY:POST-EPIC-008}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-060,BLOCKS,POST-STORY-024,{{JIRA_KEY:POST-SUBTASK-060}},{{JIRA_KEY:POST-STORY-024}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-060,BLOCKS,POST-SUBTASK-070,{{JIRA_KEY:POST-SUBTASK-060}},{{JIRA_KEY:POST-SUBTASK-070}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-060,BLOCKS,POST-SUBTASK-071,{{JIRA_KEY:POST-SUBTASK-060}},{{JIRA_KEY:POST-SUBTASK-071}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-060,BLOCKS,POST-SUBTASK-072,{{JIRA_KEY:POST-SUBTASK-060}},{{JIRA_KEY:POST-SUBTASK-072}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-061,BLOCKS,POST-SUBTASK-062,{{JIRA_KEY:POST-SUBTASK-061}},{{JIRA_KEY:POST-SUBTASK-062}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-061,BLOCKS,POST-SUBTASK-063,{{JIRA_KEY:POST-SUBTASK-061}},{{JIRA_KEY:POST-SUBTASK-063}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-062,BLOCKS,POST-SUBTASK-063,{{JIRA_KEY:POST-SUBTASK-062}},{{JIRA_KEY:POST-SUBTASK-063}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-EPIC-009,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-EPIC-009}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-STORY-022,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-STORY-022}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-STORY-027,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-STORY-027}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-SUBTASK-064,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-SUBTASK-064}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-SUBTASK-065,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-SUBTASK-065}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-SUBTASK-066,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-SUBTASK-066}},Blocks,PENDING_POST_IMPORT_KEY_MAP
POST-SUBTASK-063,BLOCKS,POST-SUBTASK-079,{{JIRA_KEY:POST-SUBTASK-063}},{{JIRA_KEY:POST-SUBTASK-079}},Blocks,PENDING_POST_IMPORT_KEY_MAP
