local_id,import_id,jira_key,jira_issue_id,verified,last_synced_at
POST-SUBTASK-034,100338,BAT-384,24524,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-035,100339,BAT-385,24525,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-036,100340,BAT-386,24526,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-037,100341,BAT-387,24527,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-038,100342,BAT-388,24528,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-039,100343,BAT-389,24529,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-040,100344,BAT-390,24530,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-041,100345,BAT-391,24531,true,2026-08-10T08:15:04.551166+00:00
POST-SUBTASK-042,100346,BAT-392,24532,true,2026-08-10T08:36:09.386967+00:00
POST-SUBTASK-043,100347,BAT-393,24533,true,2026-08-10T09:23:43.318586+00:00
POST-SUBTASK-044,100348,BAT-394,24534,true,2026-08-10T09:56:50.108734+00:00
POST-SUBTASK-045,100349,BAT-395,24535,true,2026-08-10T10:19:11.924317+00:00
POST-SUBTASK-046,100350,BAT-396,24536,true,2026-08-10T10:51:33.465261+00:00
POST-SUBTASK-047,100351,BAT-397,24537,true,2026-08-10T11:18:49.905996+00:00
POST-SUBTASK-048,100352,BAT-398,24538,true,2026-08-10T11:38:15.636804+00:00
POST-SUBTASK-049,100353,BAT-399,24539,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-050,100354,BAT-400,24540,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-051,100355,BAT-401,24541,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-052,100356,BAT-402,24542,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-053,100357,BAT-403,24543,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-054,100358,BAT-404,24544,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-055,100359,BAT-405,24545,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-056,100360,BAT-406,24546,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-057,100361,BAT-407,24547,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-058,100362,BAT-408,24548,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-059,100363,BAT-409,24549,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-060,100364,BAT-410,24550,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-061,100365,BAT-411,24551,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-062,100366,BAT-412,24552,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-063,100367,BAT-413,24553,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-064,100368,BAT-414,24554,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-065,100369,BAT-415,24555,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-066,100370,BAT-416,24556,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-067,100371,BAT-417,24557,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-068,100372,BAT-418,24558,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-069,100373,BAT-419,24559,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-070,100374,BAT-420,24560,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-071,100375,BAT-421,24561,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-072,100376,BAT-422,24562,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-073,100377,BAT-423,24563,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-074,100378,BAT-424,24564,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-075,100379,BAT-425,24565,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-076,100380,BAT-426,24566,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-077,100381,BAT-427,24567,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-078,100382,BAT-428,24568,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-079,100383,BAT-429,24569,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-080,100384,BAT-430,24570,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-081,100385,BAT-431,24571,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-082,100386,BAT-432,24572,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-083,100387,BAT-433,24573,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-084,100388,BAT-434,24574,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-085,100389,BAT-435,24575,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-086,100390,BAT-436,24576,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-087,100391,BAT-437,24577,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-088,100392,BAT-438,24578,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-089,100393,BAT-439,24579,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-090,100394,BAT-440,24580,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-091,100395,BAT-441,24581,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-092,100396,BAT-442,24582,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-093,100397,BAT-443,24583,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-094,100398,BAT-444,24584,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-095,100399,BAT-445,24585,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-096,100400,BAT-446,24586,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-097,100401,BAT-447,24587,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-098,100402,BAT-448,24588,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-099,100403,BAT-449,24589,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-100,100404,BAT-450,24590,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-101,100405,BAT-451,24591,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-102,100406,BAT-452,24592,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-103,100407,BAT-453,24593,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-104,100408,BAT-454,24594,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-105,100409,BAT-455,24595,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-106,100410,BAT-456,24596,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-107,100411,BAT-457,24597,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-108,100412,BAT-458,24598,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-109,100413,BAT-459,24599,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-110,100414,BAT-460,24600,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-111,100415,BAT-461,24601,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-112,100416,BAT-462,24602,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-113,100417,BAT-463,24603,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-114,100418,BAT-464,24604,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-115,100419,BAT-465,24605,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-116,100420,BAT-466,24606,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-117,100421,BAT-467,24607,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-118,100422,BAT-468,24608,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-119,100423,BAT-469,24609,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-120,100424,BAT-470,24610,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-121,100425,BAT-471,24611,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-122,100426,BAT-472,24612,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-123,100427,BAT-473,24613,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-124,100428,BAT-474,24614,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-125,100429,BAT-475,24615,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-126,100430,BAT-476,24616,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-127,100431,BAT-477,24617,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-128,100432,BAT-478,24618,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-129,100433,BAT-479,24619,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-130,100434,BAT-480,24620,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-131,100435,BAT-481,24621,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-132,100436,BAT-482,24622,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-133,100437,BAT-483,24623,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-134,100438,BAT-484,24624,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-135,100439,BAT-485,24625,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-136,100440,BAT-486,24626,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-137,100441,BAT-487,24627,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-138,100442,BAT-488,24628,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-139,100443,BAT-489,24629,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-140,100444,BAT-490,24630,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-141,100445,BAT-491,24631,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-142,100446,BAT-492,24632,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-143,100447,BAT-493,24633,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-144,100448,BAT-494,24634,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-145,100449,BAT-495,24635,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-146,100450,BAT-496,24636,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-147,100451,BAT-497,24637,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-148,100452,BAT-498,24638,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-149,100453,BAT-499,24639,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-150,100454,BAT-500,24640,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-151,100455,BAT-501,24641,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-152,100456,BAT-502,24642,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-153,100457,BAT-503,24643,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-154,100458,BAT-504,24644,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-155,100459,BAT-505,24645,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-156,100460,BAT-506,24646,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-157,100461,BAT-507,24647,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-158,100462,BAT-508,24648,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-159,100463,BAT-509,24649,true,2026-08-10T04:24:34.496382+00:00
POST-EPIC-018,100464,,,false,
POST-STORY-054,100465,,,false,
POST-STORY-055,100466,,,false,
POST-STORY-056,100467,,,false,
POST-SUBTASK-160,100468,,,false,
POST-SUBTASK-161,100469,,,false,
POST-SUBTASK-162,100470,,,false,
POST-SUBTASK-163,100471,,,false,
POST-SUBTASK-164,100472,,,false,
POST-SUBTASK-165,100473,,,false,
POST-SUBTASK-166,100474,,,false,
POST-SUBTASK-167,100475,,,false,
POST-SUBTASK-168,100476,,,false,
POST-SUBTASK-169,100477,,,false,
POST-SUBTASK-170,100478,,,false,
POST-SUBTASK-171,100479,,,false,
POST-SUBTASK-172,100480,,,false,
POST-SUBTASK-173,100481,,,false,
POST-SUBTASK-174,100482,,,false,
POST-SUBTASK-175,100483,,,false,
