id,section,section_title,obligation,status,evidence,validation,verification_note
MPR-09-007,9,JIRA OPERATING MODEL,Create a machine-readable Jira source-map contract.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-09-008,9,JIRA OPERATING MODEL,Do not duplicate entire project plans in Jira; reference canonical documents.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-001,10,LOCAL JIRA DIRECTORY,Define the role of C:\BatteredAggieSyndrome\jira.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-002,10,LOCAL JIRA DIRECTORY,Optimize the local Jira directory for AI-readable indexing and traceability.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-003,10,LOCAL JIRA DIRECTORY,Prevent the local directory from becoming an uncontrolled second Jira database.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-004,10,LOCAL JIRA DIRECTORY,"Support verified project metadata, issue-source mappings, snapshots, dependency exports, sync metadata, field/status mappings, schemas, and templates where useful.",CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-005,10,LOCAL JIRA DIRECTORY,Make live Jira authoritative for workflow state.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-006,10,LOCAL JIRA DIRECTORY,Make repository governance authoritative for technical requirements and accepted architecture.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json,VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-007,10,LOCAL JIRA DIRECTORY,Make the local Jira directory a synchronized mirror/index/traceability layer.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-008,10,LOCAL JIRA DIRECTORY,Document and validate any change to that authority model.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/02_SOURCE_OF_TRUTH_AND_CONFLICT_RESOLUTION.md;instructions/policies/source_precedence.json,VAL-JIRA;VAL-SOURCE-PRECEDENCE,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-10-009,10,LOCAL JIRA DIRECTORY,Keep private full issue caches local-only by default.,CONTROL_IMPLEMENTED,instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;jira/README.md;jira/schemas/issue_source_map.schema.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/jira_operating_policy.json,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-001,11,JIRA STATUS HYGIENE,Inspect the real BAT workflow instead of inventing status names.,CONTROL_IMPLEMENTED_EXTERNAL_ACTIVATION_REQUIRED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-JIRA;VAL-JIRA-POLICY,"The durable control is implemented, but activation or direct verification of the referenced live Windows/GitHub/Jira state requires the correct local checkout, authorized account, or explicit high-risk approval. No value was invented."
MPR-11-002,11,JIRA STATUS HYGIENE,"Define conceptual backlog, ready, in-progress, blocked, review, done, and canceled states without claiming live mappings until verified.",CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json,VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-003,11,JIRA STATUS HYGIENE,Require exact live status and transition-ID verification before Jira transitions.,CONTROL_IMPLEMENTED_EXTERNAL_ACTIVATION_REQUIRED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-JIRA;VAL-JIRA-POLICY,"The durable control is implemented, but activation or direct verification of the referenced live Windows/GitHub/Jira state requires the correct local checkout, authorized account, or explicit high-risk approval. No value was invented."
MPR-11-004,11,JIRA STATUS HYGIENE,Prohibit fake progress and treating code-written as Done.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json,VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-005,11,JIRA STATUS HYGIENE,Require applicable Definition-of-Done evidence before Done.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json,VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-006,11,JIRA STATUS HYGIENE,"Record active agent/session, branch/worktree, and implementation unit when beginning work.",CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-JIRA;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-007,11,JIRA STATUS HYGIENE,"Record summary, acceptance, tests, PR, commits, limitations, and legitimate follow-up when completing work.",CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md,VAL-JIRA;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-GIT-POLICY;VAL-WORKTREE-POLICY;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-008,11,JIRA STATUS HYGIENE,Avoid repetitive comments for every command or micro-step.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json,VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-11-009,11,JIRA STATUS HYGIENE,Make Jira updates meaningful and state-changing only when evidence supports them.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/policies/task_state_machine.json;jira/status_map.json;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-JIRA;VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-001,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,Prevent autonomous Jira ticket explosion.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-JIRA-POLICY;VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-002,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,"Do not create one ticket per file, function, refactor, unit test, command, or minor step.",CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-JIRA-POLICY;VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-003,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,Define Epic as a substantial capability/outcome.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md,VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-004,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,Define Story/Task as an independently meaningful implementation or deliverable.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md;instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-JIRA-POLICY;VAL-EXECUTION-LOOP;VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-005,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,Use Subtasks only when separate tracking is beneficial.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md,VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-006,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,"Keep micro-work in checklists, commits, task packets, or PR descriptions.",CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md,VAL-JIRA-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-12-007,12,JIRA TICKET GRANULARITY — PREVENT AI TICKET EXPLOSION,Require a new-issue decision gate and duplicate search before issue creation.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/templates/NEW_ISSUE_DECISION.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-JIRA-POLICY;VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-001,13,TASK SELECTION AND BUILD SEQUENCE,Use dependency-driven execution rather than random interesting work.,CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py,VAL-TASK-SELECTION,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-002,13,TASK SELECTION AND BUILD SEQUENCE,"Prioritize P0 target/source access, rights, real history, canonical identity, PIT state, and leakage/replay validation.",CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py;instructions/14_DATA_ML_PIT_PROVENANCE_AND_EVALUATION.md;instructions/policies/protected_scope_policy.json;governance/PROTECTED_ACCEPTANCE_RULES.md,VAL-TASK-SELECTION;VAL-ML-GOVERNANCE;VAL-PROTECTED,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-003,13,TASK SELECTION AND BUILD SEQUENCE,"Prioritize P1 baselines, chronological evaluation, calibration, promotion, A&M specialization, and BAS validation after P0.",CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py;instructions/14_DATA_ML_PIT_PROVENANCE_AND_EVALUATION.md;instructions/policies/protected_scope_policy.json;governance/PROTECTED_ACCEPTANCE_RULES.md,VAL-TASK-SELECTION;VAL-ML-GOVERNANCE;VAL-PROTECTED,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-004,13,TASK SELECTION AND BUILD SEQUENCE,"Prioritize P2 weekly operations, immutable publishing, serving, freshness, backup/restore, observability, security, and drift after P1.",CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py,VAL-TASK-SELECTION,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-005,13,TASK SELECTION AND BUILD SEQUENCE,"Admit P3 neural, sequence, graph, live, or complex infrastructure only after simpler foundations and evidence.",CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py;instructions/14_DATA_ML_PIT_PROVENANCE_AND_EVALUATION.md;instructions/policies/protected_scope_policy.json;governance/PROTECTED_ACCEPTANCE_RULES.md,VAL-TASK-SELECTION;VAL-ML-GOVERNANCE;VAL-PROTECTED,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-006,13,TASK SELECTION AND BUILD SEQUENCE,"Consider priority, dependencies, blocking impact, source readiness, ownership, risk, and evidence value.",CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py,VAL-TASK-SELECTION,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-007,13,TASK SELECTION AND BUILD SEQUENCE,"When blocked, select another independent Ready task rather than meaningless housekeeping.",CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py;instructions/17_BLOCKERS_LOOPS_OVERENGINEERING_AND_RECOVERY.md;instructions/18_OPERATIONAL_RUNBOOKS.md;instructions/policies/loop_and_retry_policy.json,VAL-TASK-SELECTION;VAL-LOOP-POLICY;VAL-BLOCKER-POLICY;VAL-OVERENGINEERING,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-008,13,TASK SELECTION AND BUILD SEQUENCE,Resume valid unfinished work before claiming new work.,CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py,VAL-TASK-SELECTION,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-13-009,13,TASK SELECTION AND BUILD SEQUENCE,Keep HANDOFF-001 target-host blocked and HANDOFF-002 the repository-evidenced independent fallback subject to live gates.,CONTROL_IMPLEMENTED,instructions/05_TASK_SELECTION_AND_SEQUENCING.md;instructions/policies/task_selection_policy.json;tools/select_next_work.py;instructions/17_BLOCKERS_LOOPS_OVERENGINEERING_AND_RECOVERY.md;instructions/18_OPERATIONAL_RUNBOOKS.md;instructions/policies/loop_and_retry_policy.json;instructions/16_PARALLELISM_RESOURCES_CONTEXT_AND_HANDOFF.md;instructions/policies/parallelism_policy.json,VAL-TASK-SELECTION;VAL-LOOP-POLICY;VAL-BLOCKER-POLICY;VAL-OVERENGINEERING;VAL-PARALLELISM;VAL-HANDOFF,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-14-001,14,GIT/GITHUB OPERATING CONTRACT,Create a complete Git/GitHub operating contract for long-running autonomous AI development.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/policies/git_policy.json;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-14-002,14,GIT/GITHUB OPERATING CONTRACT,Make the repository resemble disciplined senior-engineering maintenance.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/policies/git_policy.json,VAL-GIT-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-14-003,14,GIT/GITHUB OPERATING CONTRACT,Separate documented policy from unverified live remote settings.,CONTROL_IMPLEMENTED_EXTERNAL_ACTIVATION_REQUIRED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/policies/git_policy.json;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-WORKTREE-POLICY,"The durable control is implemented, but activation or direct verification of the referenced live Windows/GitHub/Jira state requires the correct local checkout, authorized account, or explicit high-risk approval. No value was invented."
MPR-14-004,14,GIT/GITHUB OPERATING CONTRACT,Require read-only reconciliation before Git/GitHub mutation when identity is uncertain.,CONTROL_IMPLEMENTED_EXTERNAL_ACTIVATION_REQUIRED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/policies/git_policy.json;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-WORKTREE-POLICY,"The durable control is implemented, but activation or direct verification of the referenced live Windows/GitHub/Jira state requires the correct local checkout, authorized account, or explicit high-risk approval. No value was invented."
MPR-15-001,15,CANONICAL REPOSITORY RULE,Enforce one canonical local repository at C:\BatteredAggieSyndrome.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/policies/git_policy.json,VAL-CANONICAL-REPO,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-15-002,15,CANONICAL REPOSITORY RULE,"Explicitly prohibit -clean, -new, -fixed, -copy, -final2, and similar replacement directories as dirty-state escapes.",CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/policies/git_policy.json,VAL-CANONICAL-REPO,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-15-003,15,CANONICAL REPOSITORY RULE,Use proper Git recovery and intentional worktrees rather than replacement clones.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/policies/git_policy.json;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-CANONICAL-REPO;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-15-004,15,CANONICAL REPOSITORY RULE,Allow backup/staging copies only when they are clearly noncanonical and do not replace trusted history.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/policies/git_policy.json,VAL-CANONICAL-REPO,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-001,16,DIRTY REPOSITORY DECISION TREE,Provide an explicit dirty-worktree decision tree.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-002,16,DIRTY REPOSITORY DECISION TREE,"Inspect status, staged changes, unstaged changes, and untracked files before action.",CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md,VAL-GIT-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-003,16,DIRTY REPOSITORY DECISION TREE,"Determine task ownership, other-agent/worktree ownership, and intentional user changes.",CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-004,16,DIRTY REPOSITORY DECISION TREE,"Never automatically reset --hard, clean -fdx, discard unknown changes, overwrite another task, force-checkout, or clone a replacement repository.",CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-005,16,DIRTY REPOSITORY DECISION TREE,Use an intentional worktree when isolation is required.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-006,16,DIRTY REPOSITORY DECISION TREE,Constrain stash usage and record ownership/recovery when used.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md;instructions/17_BLOCKERS_LOOPS_OVERENGINEERING_AND_RECOVERY.md;instructions/18_OPERATIONAL_RUNBOOKS.md;instructions/policies/loop_and_retry_policy.json,VAL-GIT-POLICY;VAL-WORKTREE-POLICY;VAL-LOOP-POLICY;VAL-BLOCKER-POLICY;VAL-OVERENGINEERING,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-16-007,16,DIRTY REPOSITORY DECISION TREE,Provide a safe recovery order and runbook.,CONTROL_IMPLEMENTED,instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/DIRTY_WORKTREE_RECOVERY.md;instructions/17_BLOCKERS_LOOPS_OVERENGINEERING_AND_RECOVERY.md;instructions/18_OPERATIONAL_RUNBOOKS.md;instructions/policies/loop_and_retry_policy.json,VAL-GIT-POLICY;VAL-LOOP-POLICY;VAL-BLOCKER-POLICY;VAL-OVERENGINEERING,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-17-001,17,BRANCH STRATEGY,Use protected main and short-lived task branches by default.,CONTROL_IMPLEMENTED,instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/policies/git_policy.json;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-BRANCH-POLICY;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-17-002,17,BRANCH STRATEGY,Do not introduce a permanent dev branch without a demonstrated integration need.,CONTROL_IMPLEMENTED,instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/policies/git_policy.json;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-BRANCH-POLICY;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-17-003,17,BRANCH STRATEGY,Reconcile branch policy with the existing .codex worktree convention.,CONTROL_IMPLEMENTED,instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/policies/git_policy.json;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-BRANCH-POLICY;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-17-004,17,BRANCH STRATEGY,"Use a short, deterministic, searchable Jira-linked branch convention.",CONTROL_IMPLEMENTED,instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/policies/git_policy.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-BRANCH-POLICY;VAL-JIRA-POLICY;VAL-JIRA;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
