path,status,w03_bytes,w03_sha256,w04_prefreeze_bytes,w04_prefreeze_sha256
src/aggie_analytics/architecture/contracts.py,UNCHANGED,1156,3a8bc06e2dc6af77d2b4505d7b23ce3eec8321582493a97a24722fb795b667b5,1156,3a8bc06e2dc6af77d2b4505d7b23ce3eec8321582493a97a24722fb795b667b5
src/aggie_analytics/architecture/registry.py,UNCHANGED,653,4a57c9f8be9f3b0b50618ae8cf539915baa49b3812943d1f3e604398e501d972,653,4a57c9f8be9f3b0b50618ae8cf539915baa49b3812943d1f3e604398e501d972
tests/test_acceptance_governance.py,ADDED_W04,,,2592,ada3a2b998b52d8a75e30fc4a0920825d590f53ad805d0c3cac697625c8d8a24
tests/test_architecture.py,UNCHANGED,1200,932c826e74cdd9ec1d814e510fad6cf6586aadfdf451548152f2dd73e5ca8824,1200,932c826e74cdd9ec1d814e510fad6cf6586aadfdf451548152f2dd73e5ca8824
tests/test_package_scaffold.py,UNCHANGED,464,b1c8143298a0b41487c6ca9fca3ec9314cf9e7b996a389ecc461234d324ad5dc,464,b1c8143298a0b41487c6ca9fca3ec9314cf9e7b996a389ecc461234d324ad5dc
tests/test_repo_integrity_tools.py,UNCHANGED,1535,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e,1535,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e
tests/test_wave03_governance.py,UNCHANGED,1025,03ef7fc09adb2ad536fc9e4ffd988bbcd8f4cac832fca125426abb85d3954c12,1025,03ef7fc09adb2ad536fc9e4ffd988bbcd8f4cac832fca125426abb85d3954c12
tools/__init__.py,UNCHANGED,61,efba3e38d7c65a07fb837354b33776aecd4fb11dad137e26ebed95b050d1f8f4,61,efba3e38d7c65a07fb837354b33776aecd4fb11dad137e26ebed95b050d1f8f4
tools/package_wave.py,UNCHANGED,2868,d06ac78614c2592e285d68e39bd46544757312ac583641fa9149b529ebb3176f,2868,d06ac78614c2592e285d68e39bd46544757312ac583641fa9149b529ebb3176f
tools/packaging.py,UNCHANGED,11467,31188f948f37ce21b1a6e0932be2e4f72bfb72784af1d439efdb3afb392e1642,11467,31188f948f37ce21b1a6e0932be2e4f72bfb72784af1d439efdb3afb392e1642
tools/repo_integrity.py,UNCHANGED,8057,268de064f3197c39138429c8097dc2fc263f58aee3ced3718f1de3ddc3911752,8057,268de064f3197c39138429c8097dc2fc263f58aee3ced3718f1de3ddc3911752
tools/validate_acceptance.py,ADDED_W04,,,4161,5cc254cc3bd0c11e85f67241075a820a1bd91aaaf54c18a8e8275cd2a59145fb
tools/validate_architecture.py,UNCHANGED,5010,16e31ee27bd970b8ba002ce304810273daf64961213c08204a33fab52a2614d7,5010,16e31ee27bd970b8ba002ce304810273daf64961213c08204a33fab52a2614d7
tools/validate_repository.py,MODIFIED_W04,3914,fed5b39f89707109c0602a1fb9bba3e481978accfe3501bc16a1937afe3b8978,4283,44a945a669a3e42fc116a3c90bffc9a69c1069566e1d9fcf5e24585a3e95d392
tools/validate_wave_pair.py,UNCHANGED,3174,37e10d8195abb27a18d4ef74630721048526469aee72168dba30305d4372ab6d,3174,37e10d8195abb27a18d4ef74630721048526469aee72168dba30305d4372ab6d
tools/verify_prior_wave.py,UNCHANGED,1201,4931413bc72b63008b0ff718603844b30935415b446ed9c520da21fe030ae054,1201,4931413bc72b63008b0ff718603844b30935415b446ed9c520da21fe030ae054
