path,change_type,previous_sha256,current_sha256
docs/context/CURRENT_RESEARCH_FINDINGS.md,MODIFIED,1d12c14af88d57419d8500431c27d995e28e747c48eb7bb2cfcdb5504350e20a,e7fd276d2ef54ee1e6763d2451179f9746f1c46da2086b74ab5805793ed4a1ab
docs/context/DATA_CONTEXT.md,UNCHANGED,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec
docs/context/ENTITY_CONTEXT.md,UNCHANGED,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550
docs/context/FEATURE_LIFECYCLE_CONTEXT.md,UNCHANGED,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4
docs/context/FEATURE_REGISTRY_CONTEXT.md,UNCHANGED,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa
docs/context/IMPLEMENTATION_CONTEXT.md,UNCHANGED,84e7a3bb14d015e303e2892c3b05ef41a1eb17b59e81f7b1467ac26d4ff71cad,84e7a3bb14d015e303e2892c3b05ef41a1eb17b59e81f7b1467ac26d4ff71cad
docs/context/MODELING_CONTEXT.md,MODIFIED,4b4deceb8a9c0b4ab1c69715b5e528fbba520ee54cde9cab378b71f455371bf4,2360e8f1cc26d482c175dcb24797ccea95097871bf582b641779cb3030ed796b
docs/context/PLAYER_INTELLIGENCE_CONTEXT.md,UNCHANGED,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,MODIFIED,9812160e05bd642f72cde11c8ee707b20b24584b8607208dff6336e29c0dc433,fb07aff3a1231e9958a0847d2168c3f137b7923e0b029d36115b0e4f56fa54d1
docs/context/TEAM_STATE_CONTEXT.md,UNCHANGED,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d
docs/context/TEMPORAL_CONTEXT.md,UNCHANGED,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea
docs/context/UNRESOLVED_DATA_CONTEXT.md,UNCHANGED,1bd0101afc1d14dc3f69735112334f565ae7660091220889ec0a9d1b5bcb8d32,1bd0101afc1d14dc3f69735112334f565ae7660091220889ec0a9d1b5bcb8d32
docs/data_research/w06/DATASET_ENDPOINT_COLUMN_INVENTORY.csv,UNCHANGED,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21
docs/data_research/w06/DATA_ACQUISITION_PLAN.md,UNCHANGED,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df
docs/data_research/w06/DATA_DOMAIN_COVERAGE_MATRIX.csv,UNCHANGED,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d
docs/data_research/w06/DATA_MISSINGNESS_STRATEGY.md,UNCHANGED,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2
docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,UNCHANGED,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832
docs/data_research/w06/DATA_RESEARCH_METHOD.md,UNCHANGED,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2
docs/data_research/w06/DATA_SOURCE_RISK_REGISTER.csv,UNCHANGED,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83
docs/data_research/w06/DATA_UNIVERSE_MASTER.csv,UNCHANGED,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a
docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv,UNCHANGED,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78
docs/data_research/w06/RESEARCH_EVIDENCE_INDEX.csv,UNCHANGED,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137
docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv,UNCHANGED,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752
docs/data_research/w06/SOURCE_PRIORITY_DECISIONS.md,UNCHANGED,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650
docs/data_research/w06/SOURCE_REDUNDANCY_MAP.csv,UNCHANGED,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20
docs/data_research/w06/SOURCE_RESEARCH_LOG.csv,UNCHANGED,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a
docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,UNCHANGED,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf
fixtures/bas/synthetic_bas_cases.json,UNCHANGED,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2
fixtures/pit/leakage_cases.json,UNCHANGED,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140
fixtures/pit/observations.json,UNCHANGED,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6
governance/ACCEPTANCE_CONTROL_CATALOG.csv,MODIFIED,30880b11353c0af2c935e2ae8624d1d78723c55bb64245601f857481fa4fea1b,74b856a31f8e2e51d95f7f6d75ecfdb294bcfced4d07723b4d3900aece5b0d36
governance/ACCEPTANCE_STATUS.json,MODIFIED,d4a2ee7152bb28b20faadeef4cda42f00b6b2900a92b1f734c25312cabe856b4,54101c6190ad3b5a2037e0f2671479faacc59f6035071fbbc96996c81895f25a
governance/ACCEPTANCE_TASK_TRACEABILITY.csv,MODIFIED,7fb680f50fea66055df753943d8ff1b05da6ad8c786298b4ee9444b84e1b95b3,ae330d3a5adb299143e0463a854b3578ae6b4d4aa0cb74e05f406aa3e7f9354a
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,MODIFIED,810ec47f18ba79251a05712eae898200e57ced057150e0eaae56f894f4a67b31,e6a642f661b830ff5ee7379442bc8b02b6956ed78586fdb64c137e50dd5ab8d2
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED,d674c9940ca9f925923357b10c7c2f2ca645bdda8800bf050fd645e7ea20b382,0b0849033ac282c7ffdfcf492e13115390cb9f6ad73522cda8bf3b6839ba46e4
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED,f53b16d7e1486df7d597e638834a57a13f87fa25f0280837e977d0502bbb3cba,812112cdc35bc5a06868d2346a8788b3cf1d6a21c27bee6f91d888a1a4e5a062
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,844dfde4f70ad71ea320d60a72327bd339eaa6c41b83f52c7ed37816e937e735,8325faa2064d6f1910b6a6aae1e450ecb020c05759e20400b8bc722ffb7ea480
governance/ADR_INDEX.csv,MODIFIED,ebece9a290f6a4669e933997cbd30e1c2d5c6a44e1927a1517df58139ca3191b,ce3c2ce98064a89e09d12688b908b6c0f141808673c716ac35bcb5b403773def
governance/ARCHITECTURE_ALTERNATIVES.md,UNCHANGED,397ed824ba5f87fe78efd5a39782c6c18c034910b61642222387727358ff1f61,397ed824ba5f87fe78efd5a39782c6c18c034910b61642222387727358ff1f61
governance/ARCHITECTURE_DECISION_MATRIX.csv,UNCHANGED,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6
governance/ASSUMPTIONS.csv,UNCHANGED,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98
governance/ASSUMPTIONS.md,UNCHANGED,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16
governance/ASSUMPTION_CHALLENGE_LOG.csv,UNCHANGED,f64e3df4652bc81f0e595d76a257368b588da4a751510a28535a46a5065f3cfd,f64e3df4652bc81f0e595d76a257368b588da4a751510a28535a46a5065f3cfd
governance/ASSUMPTION_CHALLENGE_LOG.md,UNCHANGED,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9
governance/AVAILABILITY_EVIDENCE_CONFIDENCE.csv,UNCHANGED,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c
governance/AVAILABILITY_SOURCE_LANE.csv,UNCHANGED,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782
governance/AVAILABILITY_STATE_CONTRACT.csv,UNCHANGED,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861
governance/BASELINE_MODEL_CANDIDATES.csv,UNCHANGED,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763
governance/BAS_AGGIE_EXCESS_TEST_PLAN.csv,UNCHANGED,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581
governance/BAS_ANTI_CIRCULARITY_RULES.csv,UNCHANGED,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71
governance/BAS_COMPONENT_CANDIDATES.csv,UNCHANGED,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42
governance/BAS_EVALUATION_PROTOCOL.csv,ADDED,,a1dc53953f127002b31834449c72db84f9d1dd6212606f65c8907c01cbfec240
governance/BAS_EXPECTATION_CROSSFIT_CONTRACTS.csv,UNCHANGED,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9
governance/BAS_GATE_STATUS.csv,UNCHANGED,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793
governance/BAS_GENERAL_FBS_BASELINE_CONTRACTS.csv,UNCHANGED,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d
governance/BAS_LABEL_CONTRACT.csv,UNCHANGED,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff
governance/BAS_NULL_RESULT_POLICY.csv,UNCHANGED,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba
governance/BAS_REGIME_STABILITY_CALIBRATION_PLAN.csv,UNCHANGED,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df
governance/CANONICAL_ENTITY_CATALOG.csv,UNCHANGED,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce
governance/CANONICAL_RELATIONSHIP_CATALOG.csv,UNCHANGED,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0
governance/CHANGE_POINT_CANDIDATES.csv,UNCHANGED,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828
governance/COACHING_INTELLIGENCE_GATE_STATUS.csv,UNCHANGED,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62
governance/COACH_CONFOUND_CONTROL_CATALOG.csv,UNCHANGED,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6
governance/COACH_DECISION_EVIDENCE_CANDIDATES.csv,UNCHANGED,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b
governance/COACH_DEVELOPMENT_RESIDUAL_CONTRACTS.csv,UNCHANGED,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1
governance/COACH_ROLE_EPISODE_CONTRACTS.csv,UNCHANGED,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07
governance/CODEX_WORK_PACKET_QUEUE.csv,UNCHANGED,4502cd81e047e538d0b9c57c94b647b337a71f2c6350d9b3c751d7ab2b2ffb3c,4502cd81e047e538d0b9c57c94b647b337a71f2c6350d9b3c751d7ab2b2ffb3c
governance/CONSTRAINT_CLASSIFICATION.md,UNCHANGED,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53
governance/CONSTRAINT_CLASSIFICATION_AUDIT.csv,UNCHANGED,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb
governance/CONTEXT_GATE_STATUS.csv,UNCHANGED,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f
governance/CRITICAL_PATH.csv,UNCHANGED,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3
governance/CRITICAL_PATH.md,UNCHANGED,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc
governance/CURRENT_BACKLOG.yaml,MODIFIED,326b2beb4270673e33318f59997c7f0db1f9d5d0eb9a3bb0d38561dbcd551656,37d4f2e6388676f585a8dc900cd586692af24f77be2537e0e8885b98cb32b36e
governance/CURRENT_STATE.yaml,MODIFIED,a0947bde0d08b392dab5a2b0a31e19713bc1d18eb28fd95352411bcdece28c27,2f048b18131b9b5b8f44ef8f87df01689df6f31d3c3eb9ba40c358cd69482232
governance/DATASET_SCHEMA_REGISTRY.csv,UNCHANGED,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753
governance/DECISION_LEDGER.md,MODIFIED,9f89f6dc8e28796a173aaadd1f412a491f5b1f8b49e249be0668d6539f8feffc,90eb95a214ffc645a00fbcc2f66528dbc040a548f03fdbe321b90ad492207adf
governance/DO_NOT_DRIFT.md,UNCHANGED,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404
governance/DRAFT_DEVELOPMENT_CANDIDATE_CONTRACTS.csv,UNCHANGED,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36
governance/EARLY_SEASON_BLEND_CANDIDATES.csv,UNCHANGED,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9
governance/ENTITY_RESOLUTION_STATES.csv,UNCHANGED,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1
governance/ENTITY_STORAGE_DECISION_MATRIX.csv,UNCHANGED,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753
governance/EPIC_CATALOG.csv,UNCHANGED,18997364f9d770530aaba346b1fb4342bd8a02710d98d7e0f3b1b34b5307cfff,18997364f9d770530aaba346b1fb4342bd8a02710d98d7e0f3b1b34b5307cfff
governance/EVALUATION_SCORECARD_REGISTRY.csv,ADDED,,4006696063ab78171ed73fb33a237a6e9a691dc106dd829ab2cf31d2aaa4b338
governance/FEATURE_CANDIDATE_SEEDS.csv,UNCHANGED,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f
governance/FEATURE_EVIDENCE_REQUIREMENTS.csv,UNCHANGED,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3
governance/FEATURE_FAMILY_EXPERIMENT_PLAN.csv,UNCHANGED,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473
governance/FEATURE_LIFECYCLE_DECISION_LOG.csv,UNCHANGED,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de
governance/FEATURE_LIFECYCLE_STATES.csv,UNCHANGED,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015
governance/FEATURE_LIFECYCLE_TRANSITIONS.csv,UNCHANGED,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad
governance/FEATURE_SCREENING_METHODS.csv,UNCHANGED,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358
governance/FEATURE_TRANSFORMATION_CATALOG.csv,UNCHANGED,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8
governance/FIELD_CLASSIFICATION_RECONCILIATION.csv,UNCHANGED,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367
governance/FIELD_POSITION_HIDDEN_YARDS_CONTRACTS.csv,UNCHANGED,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd
governance/FORECAST_LANES.csv,UNCHANGED,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633
governance/GAME_CONTEXT_CONTRACTS.csv,UNCHANGED,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac
governance/HISTORICAL_WEIGHTING_CANDIDATES.csv,UNCHANGED,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1
governance/HOME_FIELD_EXPERIMENT_PLAN.csv,UNCHANGED,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507
governance/HYPOTHESIS_LEDGER.csv,UNCHANGED,b5854f8e3acaec43019658333aa29e02782a6b9e53c67a9fc5a39a059e164a37,b5854f8e3acaec43019658333aa29e02782a6b9e53c67a9fc5a39a059e164a37
governance/IMMUTABLE_RULES.md,UNCHANGED,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b
governance/IMPLEMENTATION_COMPLEXITY_CLASSES.csv,UNCHANGED,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a
governance/IMPLEMENTATION_PHASES.csv,UNCHANGED,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba
governance/IMPLEMENTATION_WBS.csv,MODIFIED,65933b533db0538e51531e65ec85b63e957cc857945d3280ca84e8fe99d4175e,3a14b202724aa295d6692c3a44211afe33aeecaca6d3af20524125da4b7eaf87
governance/JOINT_SCORE_CANDIDATES.csv,UNCHANGED,63c06205862d76c7c1c49a9a4813a2b918896b593d90a7e4cb59d89cdea410c9,63c06205862d76c7c1c49a9a4813a2b918896b593d90a7e4cb59d89cdea410c9
governance/JOIN_PATH_REGISTRY.csv,UNCHANGED,50ed7a63f613f6ad68fe9d7c4f51f609813404dbd5720a70187493428e53d8ba,50ed7a63f613f6ad68fe9d7c4f51f609813404dbd5720a70187493428e53d8ba
governance/LEAKAGE_SCENARIO_CATALOG.csv,UNCHANGED,d283ad51fbb88822302fb21320a9c56d638eeff2ad57e40a85a0328a3c624d20,d283ad51fbb88822302fb21320a9c56d638eeff2ad57e40a85a0328a3c624d20
governance/LOWER_DIVISION_TRANSLATION_CONTRACTS.csv,UNCHANGED,667e057b1a4f471793d0a569c650ba7ee5cbdc29a457e2d4061923009906174c,667e057b1a4f471793d0a569c650ba7ee5cbdc29a457e2d4061923009906174c
governance/MARKET_LANE_RULES.csv,UNCHANGED,15659db273396751e1f951754f86e2f4b8dd072e9364a89393875a479e24d533,15659db273396751e1f951754f86e2f4b8dd072e9364a89393875a479e24d533
governance/MATCHUP_CONTEXT_GATE_STATUS.csv,UNCHANGED,0b6b2501b2355e5e8cde0cdeff25f1272d526b9086439c2bc536f6585c37dcc5,0b6b2501b2355e5e8cde0cdeff25f1272d526b9086439c2bc536f6585c37dcc5
governance/MECHANICS_GATE_STATUS.csv,UNCHANGED,b557358813fa014a6511ed3fb6801cddf222852c3f7046c6f1bd8688f1eba113,b557358813fa014a6511ed3fb6801cddf222852c3f7046c6f1bd8688f1eba113
governance/MECHANICS_INTERACTION_CANDIDATES.csv,UNCHANGED,a7e4e698e3c1fc905ff326163a5cdb4a7ff5e82abc4150ea97a3c418d4cbfe21,a7e4e698e3c1fc905ff326163a5cdb4a7ff5e82abc4150ea97a3c418d4cbfe21
governance/METRIC_REGISTRY.csv,ADDED,,72e9834e7a372955c6491dcd433d9c5a0348ae1693f60bb39f99f62cd638e160
governance/MISSINGNESS_EVIDENCE_REGISTRY.csv,UNCHANGED,da7c95f169a67948db1379f59e5e52dd356912fc02d9b614ed9a8e3f9dd18381,da7c95f169a67948db1379f59e5e52dd356912fc02d9b614ed9a8e3f9dd18381
governance/MODEL_ARCHITECTURE_CANDIDATES.csv,UNCHANGED,c7dacfff5e5baa815ab4e1259b90b20c2c0a68517a38ceba3c4b25cd5c51bc79,c7dacfff5e5baa815ab4e1259b90b20c2c0a68517a38ceba3c4b25cd5c51bc79
governance/MODEL_ARCHITECTURE_GATE_STATUS.csv,UNCHANGED,bf625654910d2c5286c3d051989204a5bb3fe125a1c5adec41d9359314717f4f,bf625654910d2c5286c3d051989204a5bb3fe125a1c5adec41d9359314717f4f
governance/MODEL_DERIVATION_CONTRACT.csv,UNCHANGED,1e82be5fea8f9145df6a4c1db81666ff18c119e4c03d12236710443b90a476a5,1e82be5fea8f9145df6a4c1db81666ff18c119e4c03d12236710443b90a476a5
governance/MODEL_DISAGREEMENT_CONTRACTS.csv,UNCHANGED,bcca65606a04504682dbe77f4f3d4cd50d45b1bb554438278a4cc843eac5cd33,bcca65606a04504682dbe77f4f3d4cd50d45b1bb554438278a4cc843eac5cd33
governance/MODEL_TARGET_CONTRACT.csv,UNCHANGED,39f06c5f30a0cf9426647adf18b83db79b154f121967ce2564cbdf33daab7813,39f06c5f30a0cf9426647adf18b83db79b154f121967ce2564cbdf33daab7813
governance/NEXT_WAVE.md,MODIFIED,b0ef232672862557a9bf0e126589047509e580b7f879a482c394b88a7fefa855,a91df8e33cadbfe77045d736528d1d66f68e9cc01a8591846f288168618f20a6
