path,bytes,sha256,extension,indexed_w01
sportsdataverse/samples/real_game_401628455/linescores_real_rows.csv,277,2fbc42ab4ee28b174bc0a02f1136daf2e8b12cc80999e4dfca4f30935954d14d,.csv,YES
sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,1535,b993a64369937cb211335300fecd8f0d69c2bcdce04630eb81d8ad21317f7cf5,.csv,YES
sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.json,2037,3eca7025989d08431695ca77d42fddffbaf5f04cacd6f1828376d94d07621141,.json,YES
sportsdataverse/samples/real_game_401628455/player_box_passing_real_rows.csv,486,515c182189e18f93a172c22064f28084efcac9114491075aea1664dfd7526a1d,.csv,YES
sportsdataverse/samples/real_game_401628455/schedules_real_row.csv,658,37d4d5a671bbc0089b0f424d5cf08019725495514ca8e895384d0a566939a94e,.csv,YES
sportsdataverse/samples/real_game_401628455/team_box_real_rows.csv,492,258d96cddb3f73182fd853811ffc6547a7b2d3ce8ba3420ec9da6261e668c905,.csv,YES
texas_am/README.md,1003,b799beaa90ef593138e2b589ca4bcdf2e20e7cd12919508f3b79d764db112d14,.md,YES
texas_am/documentation/ACQUISITION_GUIDE.md,664,ae716eedfe1ff8b5d470827cc37e651fbde81cfc9eb9414da089bcce9a9d6d11,.md,YES
texas_am/documentation/COACHING_STAFF_HISTORY_POLICY.md,580,c76dbf4ce423d0e222c1b5784fbbed4cc48fc4bff3d7038218096a049aa17fb8,.md,YES
texas_am/documentation/DEPTH_CHART_POLICY.md,754,17b0deee135f794237b62c04d485337f0492c1668e26cb7a2e3eeaa36e57ff31,.md,YES
texas_am/documentation/MEDIA_GUIDE_AND_GAME_NOTES_POLICY.md,842,521937b62fd5784e95ef6b77ee338a6933a3659c5b2c1b6c41338f2cedcea37c,.md,YES
texas_am/documentation/ROSTER_AND_PLAYER_IDENTITY_POLICY.md,738,1d494e38379e502fd7ae13741b6f28ec3b56129abb755093f20352ac1390e0b9,.md,YES
texas_am/documentation/STEP06_SOURCE_EVIDENCE.md,1195,332b1213a12695a2c13c79fc281cdfda48b2849c5366711722fa531d0c6b9c84,.md,YES
texas_am/documentation/TAMU_TEMPORAL_ASOF_POLICY.md,847,9c4490015382b6d42eb19f9c9b9f948ff3c05f7c02ffe3652e3ce7465f78fd7f,.md,YES
texas_am/documentation/TEXAS_AM_SOURCE_STRATEGY.md,983,39ffa95736072b73b76cb7fd980425a4d69eac8cd6cff8978f189263a23b6afc,.md,YES
texas_am/samples/TAMU_2026_COACHING_STAFF.csv,1639,0c99dc103e5852a2293f98501d9ee341c837d3af549e6464be8e8557e2cd00d5,.csv,YES
texas_am/samples/TAMU_2026_ROSTER_REPRESENTATIVE.csv,1831,92c3a4ee2102997275767986c68e5a8be3d9e9403d64603e815f787a82252ebf,.csv,YES
texas_am/samples/TAMU_2026_SCHEDULE.csv,899,900b243443e97ea666e03c710335dbf97db5f0ac0e6be5ba5f60a360dc85dc93,.csv,YES
texas_am/samples/TAMU_COACHING_CORE_2024_2026.csv,1002,110ce62e9c45a3bf650d8e9304e88034c4972c96936b13f7c46fede2c1648494,.csv,YES
texas_am/samples/TAMU_DEPTH_CHART_EVIDENCE_INDEX.csv,734,89c78ff0a75a4703646c57ee076640a17a892e035c841f9778021799a3899ce5,.csv,YES
texas_am/samples/TAMU_GAME_NOTES_ARCHIVE_INDEX.csv,521,d152238217c71ea2045e0519abc1f69e30b01c975670e4e623aacba7e8658660,.csv,YES
texas_am/samples/TAMU_MEDIA_CENTER_ARTIFACT_TYPES.csv,663,f7f02949b8654b11d47d64e61825ce94dbf448e45ca41e80d6123a68afada805,.csv,YES
texas_am/samples/TAMU_PLAYER_LONGITUDINAL_EXAMPLES.csv,785,6240af5e19a9efeef6c74e85a890d5529d94a22d7806b7becc51b1d26cda9e4c,.csv,YES
texas_am/samples/TAMU_SIGNING_DAY_2026_SAMPLE.csv,624,e6dae58851d74c93d2268d1fa9f3fb4883a5c7bb48c945e4107996eac0a8cf27,.csv,YES
texas_am/samples/TAMU_STAFF_TRANSITIONS_2025_2026.csv,1103,699768d26beba55e4c4971eaec2e30bea6d7ac598ae67f99269b18ed5305d57c,.csv,YES
texas_am/schemas/TAMU_DEPTH_CHART_SCHEMA.csv,538,f88aa5190885b41488699192b24d67c311d20d7c2dc54c3821cac85776231fa1,.csv,YES
texas_am/schemas/TAMU_EVENT_SCHEMA.csv,485,01141e08ba2475ae1dfd69ba1032877cdd9d65848a2f0a9d5970fecd5a845008,.csv,YES
texas_am/schemas/TAMU_MEDIA_GUIDE_EXTRACTION_SCHEMA.csv,613,b3626a08f350b1af5bd755a0acd15afadb5d6f4fb70b978deb0c58ccc7207952,.csv,YES
texas_am/schemas/TAMU_ROSTER_FIELD_MAP.csv,736,f643cbc9a3b024677380713ddaa6e682f35dfeb783b7cfb836c01adce0a69e13,.csv,YES
texas_am/schemas/TAMU_SCHEDULE_FIELD_MAP.csv,456,a0d0d05b8220647d9e48816ed7b6581dcbf0e80c983d88bff2eac28a2a2d5fa3,.csv,YES
texas_am/schemas/TAMU_SOURCE_TYPE_REGISTRY.csv,2318,d7ca5d43816c1c5b7cb9e6fac98cf3fe36698ce691a6effcd9182559885befff,.csv,YES
texas_am/schemas/TAMU_STAFF_FIELD_MAP.csv,566,65d1c54d1c8f0fc94716dc9d52f15380869cc583f064f2d0d700af9b1a258b06,.csv,YES
tools/acquire_cfbd_samples.ps1,246,c55ed82e1564f1bc730c89f95f0b230dc6aafdbffff57eb7863cc5fab72471f8,.ps1,YES
tools/acquire_cfbd_samples.py,3521,eab69321b79c9466857d6d6c308441f2825582c684ee997f2f317c3b140723e9,.py,YES
tools/acquire_open_meteo_game_weather.py,1665,c72377131362860b4f3370add61156e8d6b9e3c1f351c0e02acb54f22ee49b20,.py,YES
tools/acquire_open_meteo_kyle_field_sample.ps1,313,eca71eec87fb34b82ff53ccafa99f732d66368fb60c787b8f9c85449460252c0,.ps1,YES
tools/acquire_sportsdataverse_samples.ps1,1249,3076410c08e819ba3c11a2d6ab276c17ee1af6aa52dbe5b3e162b0314a24b8e0,.ps1,YES
tools/acquire_sportsdataverse_samples.py,2715,bbe27975e7e271a5821ce890dbff212d9fe7c230385bde017841030f9314a8c5,.py,YES
tools/acquire_tamu_official_evidence.py,1732,774a2f04462849995b875b86f79bfb2d577d8e93e1a1c4ba8297ab7e13bf5f0a,.py,YES
tools/build_resource_feature_candidates.py,1006,474f8d272cda0b8c64d63292de44695630e66f7920a05d2b0f0e6350a8bf1cb0,.py,YES
tools/build_sportsdataverse_inventory.py,413,1d2706a4e61a4cd99022176db0cb9c08b6eb0acb2ea4f2878db2e0bc3808041a,.py,YES
tools/calculate_travel_features.py,893,27e95fa02df5f71c432d608355a89927dabc4f41c169b2e5a64e516468b65c8a,.py,YES
tools/profile_cfbd_samples.py,1939,7a2c83bf25f56e41f10c15d2f86626ee9c43b4472d80f14ff43397b4b7aeb5e1,.py,YES
tools/profile_downloaded_dataset.py,1301,9a619ae1c3a3533ce943ad1f7d7051cca62c550a4a47911a14cfa083e030a5b5,.py,YES
tools/profile_resource_file.py,1497,f72d934102a9162887e728efc5dc4202339c381a34adc0d32343f4dd423ddb19,.py,YES
tools/profile_tamu_evidence.py,419,b725f016ff25f738b3991b214146591213c8ee878993df527d978783c05a5e74,.py,YES
tools/validate_recon_pack.py,3567,edf566bd853036f1a603a4cd5978bc55b47d2adcfde02f2fb215b771b7d48f01,.py,YES
venues/documentation/VENUE_RECONNAISSANCE.md,1243,486e6f2b37057c09c583980b90960da1835edd2b74e1f1ccdb1edc353cf326eb,.md,YES
venues/samples/KYLE_FIELD_OFFICIAL_VALIDATION.csv,457,f0f1340d7fd8f330d68d70decb6a4d8db7747750284cd1e02cdef6c818cd4869,.csv,YES
venues/samples/REPRESENTATIVE_STADIUM_COORDINATES.csv,2792,fbd116e779def1da2204824edf66b23a0ecbe5d507845f89e3c989fc16a8ffa0,.csv,YES
venues/schemas/CANONICAL_VENUE_FIELD_MAP.csv,793,9b9c7cc10c27a20dcfb77677bc6d909e57a40edf41f96dff43e68f76bb8ce72c,.csv,YES
weather/documentation/OPEN_METEO_RECONNAISSANCE.md,2331,27e3d6c92347d2385c9194bfa6e06c83756283d1cb43857c373d0d9ea3e7145c,.md,YES
weather/documentation/README.md,209,7fb227fbd4f699c143b722637f0114d9b65be8509255696f524e830277068f39,.md,YES
weather/samples/NWS_COLLEGE_STATION_2024_08_31_DAILY.csv,416,59a3f62fccc3770576bddeb9ce0f1fdc809ddf0452e0db9a72638e5652e110fe,.csv,YES
weather/samples/OPEN_METEO_GAME_SAMPLE_REQUESTS.csv,893,a52d8b2b0365824dafa191b1402908d72e8a293c55528c9bb5606aad0e30a86c,.csv,YES
weather/samples/REAL_GAME_WEATHER_EVIDENCE.csv,1010,1196326175d99ab7a7b9b9b69c0d056c6c4d279a70877b9dfe8dd9efd3128698,.csv,YES
weather/schemas/OPEN_METEO_FIELD_REGISTRY.csv,2472,a4b018c7c8f21d70b6fc218dd5ad8f089841b00983065356657647c805c7feb4,.csv,YES
weather/schemas/WEATHER_SOURCE_MODE_MATRIX.csv,923,de553431edc212ecf54c033355fcb8d96d6aa589cf5b437b3c0a60a38dacf8a3,.csv,YES
