path,status,parent_size_bytes,current_size_bytes,parent_sha256,current_sha256
docs/62_EXPERIMENT_IDENTITY_LINEAGE_AND_REPLAY.md,ADDED,,1899,,03e2b05253c77cb7a2d0b4d00dfd13b91fde06d98ed9239977637b05fd7db53e
docs/63_AUTONOMOUS_RESEARCH_GOVERNANCE.md,ADDED,,1802,,21791c54018967552a989448e554d510a488ae7391d7e9a2fa457e37b6dc1552
docs/64_TRACKING_HPO_AND_WORKTREE_EXECUTION.md,ADDED,,1669,,75e9514d29fb9deb6b031c6621bcc355042ba1770d95145b13f08187720d562d
docs/65_FEATURE_TOURNAMENT.md,ADDED,,1594,,95493a98ad24f20b378acf349611a65fae2b4837b80adb7bb8cf4d1ccddbd2a3
docs/66_MODEL_TOURNAMENT.md,ADDED,,1796,,55b40988af0c4a5a29ed42530e041a4fae4b3a350f81b094903b81a6ba875bd9
docs/67_HYPOTHESIS_AND_EXPERIMENT_QUEUE.md,ADDED,,1577,,373db208c1eb63842d8167ac9b13ee29273ca6c48e80edc1195de4286a71d0c3
docs/68_REPLAY_RESULT_COMPARISON_AND_ADOPTION.md,ADDED,,1363,,04e3811993509e96a1b663e76c03b59638da00989551065ed4711b1de3c23c2f
docs/69_WORKTREE_CONCURRENCY_AND_RESOURCE_GOVERNANCE.md,ADDED,,1148,,605e38771639fd63587755fa6137fc02eb875dc9b7c1ad8a847fbc040f37bcad
docs/70_MLFLOW_TRACKING_ADAPTER.md,ADDED,,1192,,917ad30335a750507724e181b4d0a371d2e5f1acc83233998f0f91c7fad8c928
docs/71_OPTUNA_HPO_ADAPTER.md,ADDED,,1338,,174ead29f9cb535fbd23e6d466c11412ba7f923456511050799cb23a8bb69dd3
docs/72_ADVANCED_CHALLENGER_ADMISSION.md,ADDED,,1046,,a85c3fec0664327320cd9e64442599c84767dc36ad90ed6a40137cd2bf4986ef
docs/73_NEGATIVE_RESULTS_FAILURES_AND_RETRY_POLICY.md,ADDED,,1047,,1e29fdc661af773ff183444494e68970732378110b52973c138423478df0a503
docs/74_W18_IMPLEMENTATION_AND_VALIDATION_INVENTORY.md,ADDED,,1253,,53f0b291ca1568c3b00a5e1717aab0a46c42153e23f968b462b898582aff6f6c
docs/75_W18_TO_W19_HANDOFF.md,ADDED,,1624,,04a0694ad0e95380c6d6369071ecf6946876cb6d2ec3dcb73d018dc7d3a70df2
docs/76_CANONICAL_EXPERIMENT_SPEC.md,ADDED,,3737,,ab1bdceff17caf322819c445103d9b40164c7ecaadf48f6ea01c104cc76ff973
docs/77_LOCAL_EXPERIMENT_STORE.md,ADDED,,2383,,f5c2a9a80918210a5702e5b55799134bdfeb142dfc06140bd97b78738c270c00
docs/78_RESEARCH_QUEUE_SCHEDULER.md,ADDED,,2445,,776b5236dcc426f245e88d203be3f67f4d3ad43c300d6133075066e5c3dc50e4
docs/79_FEATURE_TOURNAMENT_PROTOCOL.md,ADDED,,3287,,afa7d9bec5c3a06bb671fb1fd74fd53cbdc2405310a59066121922bbad66aaa5
docs/80_MODEL_TOURNAMENT_PROTOCOL.md,ADDED,,2744,,fccbbd26f971842cc8e9eb3ee0b054605adc9b20a2d10d73da02d9e42aacc353
docs/81_HPO_STUDY_GOVERNANCE.md,ADDED,,2146,,3f48c9f9c87cbbacd0b1d60b1c0348cce6ff4b5dd8a1f66933a1089172409bfd
docs/82_HPO_PRUNING_AND_STOPPING.md,ADDED,,1507,,580fed63f4cfec1fcaa847e513a4eb42492797296e52cc1be2c963172a557a39
docs/83_RESULT_PACKET_AND_EVIDENCE.md,ADDED,,1610,,591011f9720ecf92e0c3873bbc5b784bde5a4fd1e1a2055cbb131b3c35012ac1
docs/84_REPLAY_ENGINE.md,ADDED,,1719,,1a8ac59b0aa5739ec91f1bb81624bd1958d16cf2ea3a64b3e1fb809c9bd4227f
docs/85_WORKTREE_ISOLATION.md,ADDED,,1598,,2cf480999bb0c2f76167b6ab6765bbfddc89c6c07e52bd284a18b8f0d3150e28
docs/86_ARTIFACT_RETENTION.md,ADDED,,1524,,4bb02995ec2c70c3d6f83b16107bc3a87b2d36541774e4b648413e5a4d925eb9
docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md,ADDED,,1613,,6ee2fcf9e80e6df3c007f78c945c2b0604b0381072fc3d4d06302a7d94c2453c
docs/88_CHALLENGER_ADOPTION.md,ADDED,,1280,,88cf470c4a27466fe0ef04796348ff0836d61e88b2252ca53e295e63f7297592
docs/89_RESEARCH_THREAT_MODEL.md,ADDED,,1594,,717b11eb90c5c69024d9450b089aaa4bad43167395518eb83f7ff582d4ae9abf
docs/90_LOCAL_RESOURCE_ORCHESTRATION.md,ADDED,,1311,,f933c2a7d6fb8f216f190cde1297a4371a5c19711f2748f00529da8e7acf3238
docs/91_ADVANCED_CHALLENGER_GATE.md,ADDED,,1229,,bbcacb288290681536034694f91fbd6a3db98105bae5f79c466f84bd647420e6
docs/92_MLFLOW_ADAPTER.md,ADDED,,1613,,93e55fe54234ae2fff65f2e8b662a4f6bd8bebb47d6c5fb651d2230c24a79271
docs/93_OPTUNA_ADAPTER.md,ADDED,,1559,,b127ebb33b1ded3d03b2339be9e80f8e94e1bc2f3cc9488c82497e1fbb68e3ab
docs/94_W18_ACCEPTANCE_TRACEABILITY.md,ADDED,,1630,,926ea451391ded5e3f1dbf0c05d10089c4a06988fdb9a5c33704b2897eed88af
docs/95_W18_W19_INTEGRATION.md,ADDED,,1369,,19e3c76af1d7efc93fb149fdab0cc4f76b6831bf79f5d3576822e9719460d077
docs/96_W18_OPERATOR_RUNBOOK.md,ADDED,,1902,,aad9d84226a5be443719f4832920fd367717d973f23dbff5a449f60dbe99e9e4
docs/97_EXPERIMENT_EXAMPLES.md,ADDED,,1874,,0dbbda1130650713c89c0d47ff0509890ab19878a88eacfd5ad2a4837a5be86a
docs/98_RESEARCH_PROVENANCE.md,ADDED,,1496,,11aaf51cd2d120d2a28724e570520069ef819b86def7e88f811a4ef6e2bd7d15
docs/99_FULL_REBUILD_AUDIT_METHOD.md,ADDED,,1331,,c4296db6e438758673347da20fb9f76c85cf8d6ed73460856276a83eab31ed42
docs/architecture/DATAFLOW_AND_STORAGE.md,UNCHANGED,3025,3025,4af509a9e4c0402f7bc3333078d35978a7c743b11ebeef5905bf3fcf66ff99e9,4af509a9e4c0402f7bc3333078d35978a7c743b11ebeef5905bf3fcf66ff99e9
docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,UNCHANGED,1254,1254,373bbae28fb40c4d24015d7a1d4b1c4107ecbfb59533ef0860f289b07d4e321c,373bbae28fb40c4d24015d7a1d4b1c4107ecbfb59533ef0860f289b07d4e321c
docs/architecture/INTERFACE_CONTRACTS.md,UNCHANGED,2302,2302,60671d5c6b7ea7e3202d6f91300bcba75973078bad75e2f771011dd0d25eda5b,60671d5c6b7ea7e3202d6f91300bcba75973078bad75e2f771011dd0d25eda5b
docs/architecture/MODEL_LAYERS.md,UNCHANGED,1753,1753,e0ffb855fb0ef66e9479348712fec5392421caf78f41da35abe3b1beacd119b0,e0ffb855fb0ef66e9479348712fec5392421caf78f41da35abe3b1beacd119b0
docs/architecture/NATIONAL_TAMU_INTERFACE.md,UNCHANGED,1325,1325,c409e537167e830cc9c7e455a325c52efcab06bd164d4b074252207b957730fa,c409e537167e830cc9c7e455a325c52efcab06bd164d4b074252207b957730fa
docs/architecture/PREDICTION_PIPELINE.md,UNCHANGED,1828,1828,58fa7e399dbdcf0483f3ec42e3b0d51c5072c3e29829300667f716f033adc4c2,58fa7e399dbdcf0483f3ec42e3b0d51c5072c3e29829300667f716f033adc4c2
docs/architecture/RESEARCH_AND_LLM_PLANE.md,UNCHANGED,1435,1435,17511efb815e063fd881ab4dce5a841ae3cfc71aec1e3594be26536a8bb2c294,17511efb815e063fd881ab4dce5a841ae3cfc71aec1e3594be26536a8bb2c294
docs/architecture/SYSTEM_BOUNDARIES.md,UNCHANGED,2962,2962,db74bcff43a0ec8dba4bcc94d2fae12b8285a328139ae4c5fbadc4e222a461b4,db74bcff43a0ec8dba4bcc94d2fae12b8285a328139ae4c5fbadc4e222a461b4
docs/context/ACCEPTANCE_CONTEXT.md,UNCHANGED,598,598,96e6f209115fa169f2c86044eb303b933e6458a2a92c32f497bc615dbb969840,96e6f209115fa169f2c86044eb303b933e6458a2a92c32f497bc615dbb969840
docs/context/ADAPTIVE_ARCHITECTURE_CONTEXT.md,UNCHANGED,1400,1400,1c2a980dc24f71d3cba9c461fb2b56d9e6325679eafb0344c0c2e21254372b9c,1c2a980dc24f71d3cba9c461fb2b56d9e6325679eafb0344c0c2e21254372b9c
docs/context/AUTONOMY_MLOPS_CONTEXT.md,MODIFIED,954,1484,921f6af3d0b54629974df3638bd99f9e80fe5cd1fac5a95ea99100d63464cc55,b2442e38489e86f17273c5ad3b9bf1f99cdbf844bfc2e393e60859cc5033bbe9
docs/context/BAS_CONTEXT.md,UNCHANGED,1584,1584,66b99db2029d6409cd22cbee33754af1e5b7e2c1159f4c30bb638012d46c2ebe,66b99db2029d6409cd22cbee33754af1e5b7e2c1159f4c30bb638012d46c2ebe
docs/context/CONTEXT_INTELLIGENCE_CONTEXT.md,UNCHANGED,902,902,86e5c90bcca7b7aaafbea3bbc79b343afda8fdec37185d56f8d72a6679a7e59f,86e5c90bcca7b7aaafbea3bbc79b343afda8fdec37185d56f8d72a6679a7e59f
docs/context/CURRENT_RESEARCH_FINDINGS.md,MODIFIED,1183,982,e7fd276d2ef54ee1e6763d2451179f9746f1c46da2086b74ab5805793ed4a1ab,b46696c2e8405c0e723a84d00554d292249425237ae3818522790e6fdc88dd00
docs/context/DATA_CONTEXT.md,UNCHANGED,1245,1245,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec,9ca9c678fc3757046d2207126845779baade9a96102bc9835bdaeb0a820537ec
docs/context/ENTITY_CONTEXT.md,UNCHANGED,1112,1112,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550,1f70222c7b1f4c245ec82fa4b10ea0a11c12524adb5d17c1c1535164f8034550
docs/context/FEATURE_LIFECYCLE_CONTEXT.md,UNCHANGED,514,514,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4,6b1f5d81bb3d3caacf1c8b4a233989b23a117393e19d00017c6aec8964100ab4
docs/context/FEATURE_REGISTRY_CONTEXT.md,UNCHANGED,602,602,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa,4887e3632b8590387ca4f75741fdfea7e89ff34422e379461078811ad8bee1fa
docs/context/IMPLEMENTATION_CONTEXT.md,MODIFIED,928,767,84e7a3bb14d015e303e2892c3b05ef41a1eb17b59e81f7b1467ac26d4ff71cad,d96b6cd54454485546c6ab2179be87e8b5b0442537b6dc2bb2308994a7a7b39b
docs/context/MODELING_CONTEXT.md,UNCHANGED,2471,2471,2360e8f1cc26d482c175dcb24797ccea95097871bf582b641779cb3030ed796b,2360e8f1cc26d482c175dcb24797ccea95097871bf582b641779cb3030ed796b
docs/context/PLAYER_INTELLIGENCE_CONTEXT.md,UNCHANGED,851,851,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d,2a67fa546b22ea23d6b1d67f3702fbdccc91a700576856a927d6cdc2d1f9819d
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,UNCHANGED,1398,1398,fb07aff3a1231e9958a0847d2168c3f137b7923e0b029d36115b0e4f56fa54d1,fb07aff3a1231e9958a0847d2168c3f137b7923e0b029d36115b0e4f56fa54d1
docs/context/TEAM_STATE_CONTEXT.md,UNCHANGED,528,528,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d,f4e4a7c0ec5ab890ac09ddd498a2c6491ed7808da2bc2d2cc9079f6cb774279d
docs/context/TEMPORAL_CONTEXT.md,UNCHANGED,827,827,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea,32d99170dba6c0918d6384ba71407acd94d06919cd7cc92385be18be0b9bb5ea
docs/context/UNRESOLVED_DATA_CONTEXT.md,UNCHANGED,1309,1309,1bd0101afc1d14dc3f69735112334f565ae7660091220889ec0a9d1b5bcb8d32,1bd0101afc1d14dc3f69735112334f565ae7660091220889ec0a9d1b5bcb8d32
docs/data_research/w06/DATASET_ENDPOINT_COLUMN_INVENTORY.csv,UNCHANGED,30225,30225,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21,9b267279c2541dfa3c135b83d50cedf6b02afb553c1a32a15b7bd8db70791e21
docs/data_research/w06/DATA_ACQUISITION_PLAN.md,UNCHANGED,2033,2033,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df,a658fa6a6aa448448671095be0e23b500c74088544ff11efa4782fc96466c4df
docs/data_research/w06/DATA_DOMAIN_COVERAGE_MATRIX.csv,UNCHANGED,7652,7652,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d,a99b14e27391fe2577e152cf3390e4cfb83b592f1a29b6f8022c07fcf1b9bd7d
docs/data_research/w06/DATA_MISSINGNESS_STRATEGY.md,UNCHANGED,1599,1599,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2,2097ab4b02aa017981846921e60f8a9b099a2adee95af305f4e11a0cf04287a2
docs/data_research/w06/DATA_RESEARCH_FINDINGS.md,UNCHANGED,4039,4039,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832,25eebe79c0dafd3c26c7f66ffc04dbc5ca52ddb7e67e3ef7a617e69df7c8d832
docs/data_research/w06/DATA_RESEARCH_METHOD.md,UNCHANGED,1431,1431,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2,bdf6753947afd9f385d928d0493e3f1954ce26f055cce39fffc4b86ac426eba2
docs/data_research/w06/DATA_SOURCE_RISK_REGISTER.csv,UNCHANGED,3754,3754,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83,2831f88c2b456489a210f5f465bc84192b4fbaa39e154f4934879f8db4bfff83
docs/data_research/w06/DATA_UNIVERSE_MASTER.csv,UNCHANGED,39857,39857,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a,fe840803e0c29ac7eca712dfd10f5c775dd61c0d2a1efc5b0791a93c6425f46a
docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv,UNCHANGED,17389,17389,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78,796a549707fffe7621a065ba817435aaa259f9615649163a44504868cb62ca78
docs/data_research/w06/RESEARCH_EVIDENCE_INDEX.csv,UNCHANGED,4674,4674,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137,dc2a80b14f0bc22ab2ec60687a15e74608f64e8b1c7ee9a86f8e7eac73f37137
docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv,UNCHANGED,18672,18672,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752,1f3f2403743cf308910e4bfbc3508198489757bee1edf086e67d8c3f3f4b2752
docs/data_research/w06/SOURCE_PRIORITY_DECISIONS.md,UNCHANGED,9582,9582,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650,8f13dc956eee85129148e5390c018d1b4ca85fdf5c96f8a1f4751d49edc13650
docs/data_research/w06/SOURCE_REDUNDANCY_MAP.csv,UNCHANGED,2566,2566,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20,1757f8332994aa38358315b1bd24bd82829f60300bf51aea7bacc9e798b56c20
docs/data_research/w06/SOURCE_RESEARCH_LOG.csv,UNCHANGED,11948,11948,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a,85feade679f2233f4df255b5caef9ef1a59082c71beb506300438ccf0e75f91a
docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,UNCHANGED,2412,2412,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf,ba7dc1003d3286e9cc6776de93a463d757921d9e885c07fae1608641af7fddcf
fixtures/bas/synthetic_bas_cases.json,UNCHANGED,554,554,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2,00413c96c36edd7c6140bc259b6653a2ea0f3ddc7199905181e9b462bea5dce2
fixtures/experimentation/advanced_challenger_blocked.json,ADDED,,536,,f7086d872a8f3a6e86a4031be03c57cd8f3317fc01a33bf771896b50f114ea2d
fixtures/experimentation/experiment_spec_margin.json,ADDED,,602,,4b00de5cf00b2bfaa49616a683f9a322db3b80723dd20887c5f0c6f662a24916
fixtures/experimentation/feature_tournament_evidence.json,ADDED,,377,,af66cdb93a43d0ac37b78c352b6234e3e6436851aa8daf6d1a25e8e3f504c400
fixtures/experimentation/hpo_grid_study.json,ADDED,,255,,677848583ce68b0d8d99d7163b7433efb0017973ef6e35ef8073e401a9dfc935
fixtures/experimentation/model_tournament_plan.json,ADDED,,957,,cae3c64a30070d09821806feaa54d1ff37bf81574f1da0b20af51fabfe01a97e
fixtures/experimentation/queue_candidates.json,ADDED,,790,,40d9aa2a9e1b1327fb6260fe7099ba92e12c7062c9dc16cfd71f6e43134bfc87
fixtures/experimentation/resource_pool_local.json,ADDED,,133,,1cd5a99294bece9e7576da3402b784a7fee8e69c5db83f0dba32bd26e399a7f7
fixtures/pit/leakage_cases.json,UNCHANGED,4529,4529,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140,ad4e4300988c6ffdfd54112513a862a334152025f8ef0c22316951ac49fcb140
fixtures/pit/observations.json,UNCHANGED,2046,2046,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6,7785a076cbf90f760e685335a9005aebd385200de990d9ddaff37e4d52ee11f6
governance/ACCEPTANCE_CONTROL_CATALOG.csv,MODIFIED,40377,50939,74b856a31f8e2e51d95f7f6d75ecfdb294bcfced4d07723b4d3900aece5b0d36,d4b15c03b9c8e5098a02c0d04159d6ebdeac0206712d05cfb66e71f5bf8719e6
governance/ACCEPTANCE_STATUS.json,MODIFIED,1642,2416,821bd1b227d4395e27f112a6aa1b0265fd517ddcbab16c5c48b2eacdb78bf5a0,ecddd39e744d08ea5b9ee5899f2c013a29479626c379366c5d4397471f41df9e
governance/ACCEPTANCE_TASK_TRACEABILITY.csv,MODIFIED,113494,118750,ae330d3a5adb299143e0463a854b3578ae6b4d4aa0cb74e05f406aa3e7f9354a,bcfc6072bfb0f85010982f5d7e430aa78dd3ad7fd9ce7b8437db1948a6782a2e
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,UNCHANGED,2970,2970,e6a642f661b830ff5ee7379442bc8b02b6956ed78586fdb64c137e50dd5ab8d2,e6a642f661b830ff5ee7379442bc8b02b6956ed78586fdb64c137e50dd5ab8d2
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED,26141,32996,0b0849033ac282c7ffdfcf492e13115390cb9f6ad73522cda8bf3b6839ba46e4,5c2c216aff58a0bc3ae5299af7ee40440d6d3d403b059fcc1d98e7b25c240ec0
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED,27397,32567,812112cdc35bc5a06868d2346a8788b3cf1d6a21c27bee6f91d888a1a4e5a062,7a6263c943ae51ff931684b3b42be835e2b99d76121b5006ec3ff0903674ba37
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,30388,34748,8325faa2064d6f1910b6a6aae1e450ecb020c05759e20400b8bc722ffb7ea480,408bb8dcbde568adef7d7e3cad49f8ec845fb8f37635ac6a32f8117e5df5b167
governance/ADR_INDEX.csv,MODIFIED,60735,74368,ce3c2ce98064a89e09d12688b908b6c0f141808673c716ac35bcb5b403773def,8641f7767daccd90cf4f12c45cf9ed1dacd0d8a8fc95b126cffca67b40065d5e
governance/ADVANCED_CHALLENGER_ADMISSION.csv,ADDED,,1076,,151543563b98fca337b1f0d2caf01cd3fed9801d7610d7b178f8912bd4bdd78e
governance/ARCHITECTURE_ALTERNATIVES.md,UNCHANGED,4212,4212,397ed824ba5f87fe78efd5a39782c6c18c034910b61642222387727358ff1f61,397ed824ba5f87fe78efd5a39782c6c18c034910b61642222387727358ff1f61
governance/ARCHITECTURE_DECISION_MATRIX.csv,UNCHANGED,2860,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6
governance/ARTIFACT_CLASS_CATALOG.csv,ADDED,,976,,8074e84594956c115c0759abe971243f8bfd841a8c64542fa35107494cf94736
governance/ASSUMPTIONS.csv,UNCHANGED,7778,7778,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98
governance/ASSUMPTIONS.md,UNCHANGED,11638,11638,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16
governance/ASSUMPTION_CHALLENGE_LOG.csv,UNCHANGED,6519,6519,f64e3df4652bc81f0e595d76a257368b588da4a751510a28535a46a5065f3cfd,f64e3df4652bc81f0e595d76a257368b588da4a751510a28535a46a5065f3cfd
governance/ASSUMPTION_CHALLENGE_LOG.md,UNCHANGED,13108,13108,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9
governance/AVAILABILITY_EVIDENCE_CONFIDENCE.csv,UNCHANGED,1075,1075,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c
governance/AVAILABILITY_SOURCE_LANE.csv,UNCHANGED,3295,3295,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782
governance/AVAILABILITY_STATE_CONTRACT.csv,UNCHANGED,1299,1299,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861
governance/BASELINE_MODEL_CANDIDATES.csv,UNCHANGED,576,576,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763
governance/BAS_AGGIE_EXCESS_TEST_PLAN.csv,UNCHANGED,1761,1761,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581
governance/BAS_ANTI_CIRCULARITY_RULES.csv,UNCHANGED,1626,1626,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71
governance/BAS_COMPONENT_CANDIDATES.csv,UNCHANGED,1281,1281,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42
governance/BAS_EVALUATION_PROTOCOL.csv,UNCHANGED,1176,1176,a1dc53953f127002b31834449c72db84f9d1dd6212606f65c8907c01cbfec240,a1dc53953f127002b31834449c72db84f9d1dd6212606f65c8907c01cbfec240
governance/BAS_EXPECTATION_CROSSFIT_CONTRACTS.csv,UNCHANGED,1789,1789,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9
governance/BAS_GATE_STATUS.csv,UNCHANGED,387,387,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793
governance/BAS_GENERAL_FBS_BASELINE_CONTRACTS.csv,UNCHANGED,850,850,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d
governance/BAS_LABEL_CONTRACT.csv,UNCHANGED,1107,1107,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff
governance/BAS_NULL_RESULT_POLICY.csv,UNCHANGED,689,689,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba
governance/BAS_REGIME_STABILITY_CALIBRATION_PLAN.csv,UNCHANGED,1512,1512,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df
governance/CANONICAL_ENTITY_CATALOG.csv,UNCHANGED,2774,2774,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce
governance/CANONICAL_RELATIONSHIP_CATALOG.csv,UNCHANGED,1408,1408,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0
governance/CHANGE_POINT_CANDIDATES.csv,UNCHANGED,1239,1239,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828
governance/COACHING_INTELLIGENCE_GATE_STATUS.csv,UNCHANGED,209,209,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62
governance/COACH_CONFOUND_CONTROL_CATALOG.csv,UNCHANGED,376,376,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6
governance/COACH_DECISION_EVIDENCE_CANDIDATES.csv,UNCHANGED,572,572,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b
governance/COACH_DEVELOPMENT_RESIDUAL_CONTRACTS.csv,UNCHANGED,1142,1142,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1
governance/COACH_ROLE_EPISODE_CONTRACTS.csv,UNCHANGED,1144,1144,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07
governance/CODEX_WORK_PACKET_QUEUE.csv,MODIFIED,13521,13356,4502cd81e047e538d0b9c57c94b647b337a71f2c6350d9b3c751d7ab2b2ffb3c,4ce8d0bffed68ba1ad4b964a1ad38cae91a3111f8e472174f9a5bcd870a60477
governance/CONSTRAINT_CLASSIFICATION.md,UNCHANGED,1826,1826,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53
