path,status,w04_bytes,w04_sha256,w05_prefreeze_bytes,w05_prefreeze_sha256
provenance/PROJECT_FILE_MANIFEST.csv,MODIFIED_W05,13772,520b7821144131aac9b76f0182c2cb0fd29d60d3c811125c57d426907dca44d4,16011,55d6c98169a030f5753f39a64a107e442e9d2ae3bdd5b98969feabeeb3aa1df6
provenance/RECONNAISSANCE_FILE_INDEX.csv,UNCHANGED,28691,9db10f8fc1ee2c55c8334f7949197925717d1784cd28469da73e4281855ee95f,28691,9db10f8fc1ee2c55c8334f7949197925717d1784cd28469da73e4281855ee95f
provenance/RECON_REQUIRED_READING_STATUS.csv,UNCHANGED,9460,3ced155176b08607d4d69b0955a61e0c36c440c637da42d32e717dd15d750275,9460,3ced155176b08607d4d69b0955a61e0c36c440c637da42d32e717dd15d750275
provenance/SOURCE_CHAT_LOG_INDEX.csv,UNCHANGED,6631,00cc255ee5edde8999cabf0855ac743ce8f5a418857f8b0ff1deac8dd2e4d7a4,6631,00cc255ee5edde8999cabf0855ac743ce8f5a418857f8b0ff1deac8dd2e4d7a4
provenance/W02_FILE_CHANGE_SUMMARY.csv,UNCHANGED,18371,02b5c46849bf26623d7a7fa1784a7e405c09a60fc1e61435695c3e1f0f393299,18371,02b5c46849bf26623d7a7fa1784a7e405c09a60fc1e61435695c3e1f0f393299
provenance/W02_INPUT_ARTIFACTS.csv,UNCHANGED,871,355c3319a02386c5bdf2f3b54c3444f8fc191f47d57ca9182602b3560330d6e0,871,355c3319a02386c5bdf2f3b54c3444f8fc191f47d57ca9182602b3560330d6e0
provenance/W03_FILE_CHANGE_SUMMARY.csv,UNCHANGED,19225,a0868a9e4c341615d627e758462ac6b1feba07d0b96e3d699f89202e525fcd93,19225,a0868a9e4c341615d627e758462ac6b1feba07d0b96e3d699f89202e525fcd93
provenance/W03_INPUT_ARTIFACTS.csv,UNCHANGED,935,0f661e31fc51723d03862061a7c645b061b462b514aebf81037b9114326649b8,935,0f661e31fc51723d03862061a7c645b061b462b514aebf81037b9114326649b8
provenance/W04_FILE_CHANGE_SUMMARY.csv,UNCHANGED,23793,f42e1b16abca05e1e87e0ebd456931326d6fca30e733c9db0e610452eddca0ef,23793,f42e1b16abca05e1e87e0ebd456931326d6fca30e733c9db0e610452eddca0ef
provenance/W04_INPUT_ARTIFACTS.csv,UNCHANGED,935,5e563e471bc63909c401b95f2099525f5257c00475e7941fff291cfe419160dc,935,5e563e471bc63909c401b95f2099525f5257c00475e7941fff291cfe419160dc
provenance/W05_INPUT_ARTIFACTS.csv,ADDED_W05,,,946,339c840503c25db5e7610825d495c817eb8e9f016c39aa2e28538f28e31a54d9
pyproject.toml,MODIFIED_W05,473,0047ffc7ce45b5f012263347a6a8d2408c93924d747fdec1a8e402a5bc65f283,473,ab3c839d03e44371bca31b3c047a448c8ca421f2f244621f4f347e89071c01e5
scripts/bootstrap.ps1,UNCHANGED,353,ab458732b0a9f98ae656bbccd9e8a2b31b21a33dcede6493953d10338ed3323e,353,ab458732b0a9f98ae656bbccd9e8a2b31b21a33dcede6493953d10338ed3323e
scripts/bootstrap.py,UNCHANGED,1160,cc7dda6ddeb1b00db23db44c3df091045f23887d7a0e6294a623a49d9df3b99c,1160,cc7dda6ddeb1b00db23db44c3df091045f23887d7a0e6294a623a49d9df3b99c
scripts/new_worktree.ps1,UNCHANGED,725,77b69a40e25dbc03cfe142892736667c8359e7d36b19b0627ba3dac97514899e,725,77b69a40e25dbc03cfe142892736667c8359e7d36b19b0627ba3dac97514899e
scripts/package_wave.ps1,UNCHANGED,442,24fc0fd6e2df0974e7c516360babd69c21d8271cc1b1f493abeecef40e89f9fa,442,24fc0fd6e2df0974e7c516360babd69c21d8271cc1b1f493abeecef40e89f9fa
scripts/validate_repo.ps1,UNCHANGED,225,68438ffaa3956a175793079c874af2857d0b327bfcaecdaf77ca46a90c0c636c,225,68438ffaa3956a175793079c874af2857d0b327bfcaecdaf77ca46a90c0c636c
scripts/verify_prior_wave.ps1,UNCHANGED,510,4c69068a9e61bbeb71c648423d0c83a8c414ce933de174c50fb10af54f7f6acd,510,4c69068a9e61bbeb71c648423d0c83a8c414ce933de174c50fb10af54f7f6acd
src/aggie_analytics/__init__.py,MODIFIED_W05,259,16b974df48ae886f1f26db4f73d4bd30ea4e41e56b3d8b966fabc08be3eed8fd,255,1d41af72c4c04cf679dcf4a15a24ad201faaf81839917daab387ec6f177179f3
src/aggie_analytics/architecture/__init__.py,UNCHANGED,415,5be8d8a526d191804ad08f8ccbb24f3e8325cce36a89315a69d05e1c79fa20f4,415,5be8d8a526d191804ad08f8ccbb24f3e8325cce36a89315a69d05e1c79fa20f4
src/aggie_analytics/architecture/contracts.py,UNCHANGED,1156,3a8bc06e2dc6af77d2b4505d7b23ce3eec8321582493a97a24722fb795b667b5,1156,3a8bc06e2dc6af77d2b4505d7b23ce3eec8321582493a97a24722fb795b667b5
src/aggie_analytics/architecture/registry.py,UNCHANGED,653,4a57c9f8be9f3b0b50618ae8cf539915baa49b3812943d1f3e604398e501d972,653,4a57c9f8be9f3b0b50618ae8cf539915baa49b3812943d1f3e604398e501d972
tests/test_acceptance_governance.py,UNCHANGED,2592,ada3a2b998b52d8a75e30fc4a0920825d590f53ad805d0c3cac697625c8d8a24,2592,ada3a2b998b52d8a75e30fc4a0920825d590f53ad805d0c3cac697625c8d8a24
tests/test_architecture.py,UNCHANGED,1200,932c826e74cdd9ec1d814e510fad6cf6586aadfdf451548152f2dd73e5ca8824,1200,932c826e74cdd9ec1d814e510fad6cf6586aadfdf451548152f2dd73e5ca8824
tests/test_backlog_governance.py,ADDED_W05,,,1816,812cc2c9af50caabdf93a275b059dfeb2673fa49fb23a81876ba6e3830196c2e
tests/test_package_scaffold.py,UNCHANGED,464,b1c8143298a0b41487c6ca9fca3ec9314cf9e7b996a389ecc461234d324ad5dc,464,b1c8143298a0b41487c6ca9fca3ec9314cf9e7b996a389ecc461234d324ad5dc
tests/test_repo_integrity_tools.py,UNCHANGED,1535,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e,1535,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e
tests/test_wave03_governance.py,UNCHANGED,1025,03ef7fc09adb2ad536fc9e4ffd988bbcd8f4cac832fca125426abb85d3954c12,1025,03ef7fc09adb2ad536fc9e4ffd988bbcd8f4cac832fca125426abb85d3954c12
tools/__init__.py,UNCHANGED,61,efba3e38d7c65a07fb837354b33776aecd4fb11dad137e26ebed95b050d1f8f4,61,efba3e38d7c65a07fb837354b33776aecd4fb11dad137e26ebed95b050d1f8f4
tools/package_wave.py,UNCHANGED,2868,d06ac78614c2592e285d68e39bd46544757312ac583641fa9149b529ebb3176f,2868,d06ac78614c2592e285d68e39bd46544757312ac583641fa9149b529ebb3176f
tools/packaging.py,UNCHANGED,11467,31188f948f37ce21b1a6e0932be2e4f72bfb72784af1d439efdb3afb392e1642,11467,31188f948f37ce21b1a6e0932be2e4f72bfb72784af1d439efdb3afb392e1642
tools/repo_integrity.py,UNCHANGED,8057,268de064f3197c39138429c8097dc2fc263f58aee3ced3718f1de3ddc3911752,8057,268de064f3197c39138429c8097dc2fc263f58aee3ced3718f1de3ddc3911752
tools/validate_acceptance.py,UNCHANGED,4161,5cc254cc3bd0c11e85f67241075a820a1bd91aaaf54c18a8e8275cd2a59145fb,4161,5cc254cc3bd0c11e85f67241075a820a1bd91aaaf54c18a8e8275cd2a59145fb
tools/validate_architecture.py,UNCHANGED,5010,16e31ee27bd970b8ba002ce304810273daf64961213c08204a33fab52a2614d7,5010,16e31ee27bd970b8ba002ce304810273daf64961213c08204a33fab52a2614d7
tools/validate_backlog.py,ADDED_W05,,,5040,3593fd55533d29408fc32aa070dfafe581b7dbd67f9e231e517ad4b5e78b6699
tools/validate_repository.py,UNCHANGED,4283,44a945a669a3e42fc116a3c90bffc9a69c1069566e1d9fcf5e24585a3e95d392,4283,44a945a669a3e42fc116a3c90bffc9a69c1069566e1d9fcf5e24585a3e95d392
tools/validate_wave_pair.py,UNCHANGED,3174,37e10d8195abb27a18d4ef74630721048526469aee72168dba30305d4372ab6d,3174,37e10d8195abb27a18d4ef74630721048526469aee72168dba30305d4372ab6d
tools/verify_prior_wave.py,UNCHANGED,1201,4931413bc72b63008b0ff718603844b30935415b446ed9c520da21fe030ae054,1201,4931413bc72b63008b0ff718603844b30935415b446ed9c520da21fe030ae054
